task	split	trial	idx	truth	formF	sha256
colordisc	adv	r2a_colordisc_201475	201475	DIFFERENT	SAME	0599ed14e3321f13ca5902ed3570f450893a25911d876b286ebaa952ffd107f0
colordisc	adv	r2a_colordisc_201476	201476	DIFFERENT	SAME	dff2008af71fc0dc4cdd2ea0a1ce3df1ec9831839d6228328390344d3b41663a
colordisc	adv	r2a_colordisc_201477	201477	SAME	DIFFERENT	f42ac7107e23a450b0c962e952401e5b4e8f95c477ddbd0ee9626993a69176a2
colordisc	adv	r2a_colordisc_201478	201478	DIFFERENT	SAME	b7e84cc850f55801d4548b6388e9ef281c161cf19b42edf300972a917ad95fe4
colordisc	adv	r2a_colordisc_201479	201479	DIFFERENT	SAME	6387909ad87823bebbed6603ab7a8335cfbad1172c9a1091d9f3103020faecb1
colordisc	adv	r2a_colordisc_201480	201480	SAME	DIFFERENT	37aec706c2a9a64ca87a3317ae8041fbac422a06119d4f967319db8f3f8f1dc2
colordisc	adv	r2a_colordisc_201481	201481	DIFFERENT	SAME	cf480f64fa134d674dd5bebad07a0510ea1cd46bf668e0da814ebb5a3364a7b8
colordisc	adv	r2a_colordisc_201482	201482	DIFFERENT	SAME	a026b8e1298b6a453faa884ff97c3aa53e42e9bef2dd697b772292d51f2dc9fc
colordisc	adv	r2a_colordisc_201483	201483	SAME	DIFFERENT	87ceab71eb991762c2883a67018aa38934fed6a3b1f712a2121a27827562239c
colordisc	adv	r2a_colordisc_201484	201484	DIFFERENT	SAME	f518af93f0ed57a6c2bb02ccca7bde61628f7f5cfb40c46c0f2383d6bb6a1178
colordisc	adv	r2a_colordisc_201485	201485	DIFFERENT	SAME	591950f43f1fd54489af68800c7cf1c80649f5cb884a16b10c3593737d2c7b9f
colordisc	adv	r2a_colordisc_201487	201487	DIFFERENT	SAME	8598c6a233640d3cf00a877328e90532c03f9fcdd713fc9c1ad0afccf7543e1f
colordisc	adv	r2a_colordisc_201488	201488	DIFFERENT	SAME	4cb52c226d34619b954088c4b3668f7cb72066a6ea52476d78be2444b19cd334
colordisc	adv	r2a_colordisc_201490	201490	DIFFERENT	SAME	41830490320fe9fee0ce72e0c81bd00753fe17849bc0f7d6fe73556e9170e34b
colordisc	adv	r2a_colordisc_201491	201491	DIFFERENT	SAME	78ca79dbd71149e3ecd3f705504f85161eb423d305990bfb408fb34831224277
colordisc	adv	r2a_colordisc_201492	201492	SAME	DIFFERENT	abf8b3e99354505e8c79b7bd8fde190000c138d6702ea399e9b541a9f4b4268d
colordisc	adv	r2a_colordisc_201493	201493	DIFFERENT	SAME	6dff56869b852a2a78c03dccd08f2b91c621f6fa2bc6c0c9796cacb461f1579c
colordisc	adv	r2a_colordisc_201494	201494	DIFFERENT	SAME	6cef9a1fc0739c8761c43a2a8ff180cd17eb754ee9c0c2edcb9845d46461cae7
colordisc	adv	r2a_colordisc_201495	201495	SAME	DIFFERENT	ef52389c35ddffa66871d9cf13a66fe7aad97e9f492cbe6238957d2b288e9907
colordisc	adv	r2a_colordisc_201496	201496	DIFFERENT	SAME	a664d0750d504947159cc5ea0b326317bdb5bdf771986157ad3f1908c14ec5b0
colordisc	adv	r2a_colordisc_201497	201497	DIFFERENT	SAME	37fef3ce25ae814e44e5b658ec06ae5548dc5123a90455be87f50d88ccab2846
colordisc	adv	r2a_colordisc_201498	201498	SAME	DIFFERENT	7a1f73a3f4407d53eb473b746e396080aabea0b83ba5dc6236074a567dc46449
colordisc	adv	r2a_colordisc_201499	201499	DIFFERENT	SAME	8464fc721cd4d497ddd0898ad7ecfe5e707015f8b7c1a053646fa5e3fe787fc9
colordisc	adv	r2a_colordisc_201500	201500	DIFFERENT	SAME	ff9500b20c1c6a96a6a8654cc2ca2ef78c92fcf6a0409cd7220fed5b30c7c1a8
colordisc	adv	r2a_colordisc_201503	201503	DIFFERENT	SAME	c993e0f0771f73467c4382cd100da5ae1d99fbdc8c90750b507326d75be2e7df
colordisc	adv	r2a_colordisc_201504	201504	SAME	DIFFERENT	1e37da200ca4ab9afbff49eca6a609b8092ed91c63328c55cf856f669e75fb29
colordisc	adv	r2a_colordisc_201506	201506	DIFFERENT	SAME	755866dbeff8d32adab9ddd16ce3b9b5b5d4f6a602a436fdf0a30ce3248a8eea
colordisc	adv	r2a_colordisc_201507	201507	SAME	DIFFERENT	6719f1943abf8dc48945373cd004de1e066c942f2d359400e51e290b7cce6744
colordisc	adv	r2a_colordisc_201509	201509	DIFFERENT	SAME	501464cd88ea8c0dad11b0bc2663508cb7a8e428725f7f5dabbe8ca81e816efa
colordisc	adv	r2a_colordisc_201511	201511	DIFFERENT	SAME	834fc285339570638159c43f5b3179e7916737b0f45e1f426cb71f0b225b6cc3
colordisc	adv	r2a_colordisc_201512	201512	DIFFERENT	SAME	26afd483e8a43c52f07a61e8b55a0d736b286c617b044e42cc0ba6a637e682f2
colordisc	adv	r2a_colordisc_201513	201513	SAME	DIFFERENT	74314d9726beb23fc57024d900b608583c8e5ddde366a080790379873aa5eee0
colordisc	adv	r2a_colordisc_201514	201514	DIFFERENT	SAME	7e530b5b36c604a3a1abb7683f5f3af1cd013ebea169de30ebd0b25494af77a1
colordisc	adv	r2a_colordisc_201515	201515	DIFFERENT	SAME	6a3687dd6d9bf5d877e1f304e96505992a90eaa9358ab9e3655128cb0fa36311
colordisc	adv	r2a_colordisc_201516	201516	SAME	DIFFERENT	deaf2a3a29b767799ac7c709a810782877b8c5ee36e17d6fb6add7dab28df334
colordisc	adv	r2a_colordisc_201518	201518	DIFFERENT	SAME	614339e14e4bf299b9b9df9329df26c226d784043c5cfcc9609055ff5ce141ce
colordisc	adv	r2a_colordisc_201520	201520	DIFFERENT	SAME	ae4fbfac3e01e96cf47eebf5d4fbdff8bb5cfa943e25d8262ef344ffc4536bbd
colordisc	adv	r2a_colordisc_201521	201521	DIFFERENT	SAME	54492e3b69bafa51b0c70de0e0f7cfa0b34e1d991fb229f341cb854752744bb4
colordisc	adv	r2a_colordisc_201523	201523	DIFFERENT	SAME	c135e49a69e232d646e60a58cd01130676f1151055a418e7b53b7a89498e725c
colordisc	adv	r2a_colordisc_201524	201524	DIFFERENT	SAME	51986bb3b29398dcc06c5d57aecf79f29179e7e569b504d25ab076bbdb3ecdcd
colordisc	adv	r2a_colordisc_201525	201525	SAME	DIFFERENT	4b9f10eb1ab6bc43b4592fb297da53611a7d4f49d8f52bf3bb53fd6e747e340a
colordisc	adv	r2a_colordisc_201526	201526	DIFFERENT	SAME	a3bdce42da87a369d63aca9e9bbe69c459528fab157929582b21a4429ddd686d
colordisc	adv	r2a_colordisc_201527	201527	DIFFERENT	SAME	c91204b4c11889337b37559443103d82223b23e02018be92b59eb10e0d774962
colordisc	adv	r2a_colordisc_201530	201530	DIFFERENT	SAME	f0fba3b9bdeacd6ffe3f3bcb1ee6f2b0b13cae50ca8b64c41506d59cfcac28bb
colordisc	adv	r2a_colordisc_201531	201531	SAME	DIFFERENT	d54a5d90afbcdd1e144f37db6485b59ff58c40139289830fff4dc1aed28484de
colordisc	adv	r2a_colordisc_201532	201532	DIFFERENT	SAME	635fc2ffd9001461206d9f94f779983837b757283fe25560b9e39cf42a0f4237
colordisc	adv	r2a_colordisc_201533	201533	DIFFERENT	SAME	a38bf1effc89559ca2507adb7bdca5f458bd6e26afe81e1379e901d5f4fda402
colordisc	adv	r2a_colordisc_201535	201535	DIFFERENT	SAME	f9f986bf1309db0e6ac992313918185f56e995b9b53405c7d559bce3976bb74b
colordisc	adv	r2a_colordisc_201536	201536	DIFFERENT	SAME	9c677d7d718f74edc5594f7334f47724c73ba1c81f3bbdaf77abd1d0762b4185
colordisc	adv	r2a_colordisc_201537	201537	SAME	DIFFERENT	eb9c64bcd40d26415fb6992df580de6731d592ad5d45bc31cda80106cfaef400
colordisc	adv	r2a_colordisc_201538	201538	DIFFERENT	SAME	7e124534e61e5e707dbe08e0861a4eee1817fa9eb518b90e5c7fc365e1f9ef49
colordisc	adv	r2a_colordisc_201539	201539	DIFFERENT	SAME	d385700a786baa55081fc3e4d62bcd1d3d00ba44d948bf7583b76e3932083936
colordisc	adv	r2a_colordisc_201541	201541	DIFFERENT	SAME	ad31b97ba6b76a9fbc186cd4d41f019e98fd6bea46ae03b0907a9ccd1a6efb2f
colordisc	adv	r2a_colordisc_201542	201542	DIFFERENT	SAME	4473dae64ca7128c74e37801053a1a22ecfa154b23f575c11c287363386be2be
colordisc	adv	r2a_colordisc_201543	201543	SAME	DIFFERENT	f51b96e4f5930c101127f3a2374619058510857af44df1f61db14385c3d27da1
colordisc	adv	r2a_colordisc_201544	201544	DIFFERENT	SAME	588951508bfbfef43f2cd691f4fc1920950a8678dfa90c01f1f0b82f974d1e5d
colordisc	adv	r2a_colordisc_201545	201545	DIFFERENT	SAME	7e7aadcca847c693e43aabef6e65146379573281c81726e901b419c0dfdc7771
colordisc	adv	r2a_colordisc_201546	201546	SAME	DIFFERENT	8ea495bb33709ab540a0cd3c6a5d1103edb486a0d0cd38bed458117bd7bdd529
colordisc	adv	r2a_colordisc_201547	201547	DIFFERENT	SAME	408f06c0fcb95eefd8ed50248eab4572237c23b6c4a1cde10ca75675b1c8be2e
colordisc	adv	r2a_colordisc_201548	201548	DIFFERENT	SAME	405aa2b02ada75312966585fba4fad4052a1a4b4ad756202092c908630743739
colordisc	adv	r2a_colordisc_201549	201549	SAME	DIFFERENT	faa8f33067546d68fd0d826a52396230feda144eb1ae68d3a82a18d4d0ff90ca
colordisc	adv	r2a_colordisc_201550	201550	DIFFERENT	SAME	e6084b6f20161c0b2c788c27a964519b38a6b239fd825de9d140881490232a70
colordisc	adv	r2a_colordisc_201551	201551	DIFFERENT	SAME	d24c2a34319f5494b65d612c02c521dd44188faf6041e69db54d7decd1e46ee1
colordisc	adv	r2a_colordisc_201552	201552	SAME	DIFFERENT	a7608c9f52fc7e267c8dccc70a545639a3b4cdf92cbcfc124b1aa98152ce1627
colordisc	adv	r2a_colordisc_201554	201554	DIFFERENT	SAME	85e29d8d30e575e9f44995968c03ff36a3d19ce5c671c7d37399bd6c386c5fce
colordisc	adv	r2a_colordisc_201556	201556	DIFFERENT	SAME	15af0816c53c20d9b8d240da2cc3c049465a4f32a5d93b825056cbcd028d0fda
colordisc	adv	r2a_colordisc_201557	201557	DIFFERENT	SAME	595f64db8a1eed724d77aed926974dd8491121f101b2aa2ec9a6ca7aad7f77d0
colordisc	adv	r2a_colordisc_201558	201558	SAME	DIFFERENT	cfcfc5a65b7b5c6e01aed1e6722fb20334eafe52413dd4e04599038e4c091b88
colordisc	adv	r2a_colordisc_201559	201559	DIFFERENT	SAME	8ac43a5328b6bea1cd6cd7cfb999622db8805d03390851cab1a27209e70c7fed
colordisc	adv	r2a_colordisc_201560	201560	DIFFERENT	SAME	71f6a6d3e051fa2c6f0b234c8fb7059f2a90679e1d9e8c73010498df4cd45f15
colordisc	adv	r2a_colordisc_201561	201561	SAME	DIFFERENT	7b9ef8fc56699cc8369e66fff17965c6554484665046c271de59dc0a00394e25
colordisc	adv	r2a_colordisc_201562	201562	DIFFERENT	SAME	62d3754f5f878604a75ca567adeb3a85f6fc7484bbabdf2b6d42d6db3752faf8
colordisc	adv	r2a_colordisc_201563	201563	DIFFERENT	SAME	cb6cee8b0119659de25fa71d6aa85564206ccc7213201bdb51efbf6ce1872110
colordisc	adv	r2a_colordisc_201565	201565	DIFFERENT	SAME	4a5da965c7760f27f67ee6f805b095b32f7b7553d73b07d7d5e6f27d3a472ddb
colordisc	adv	r2a_colordisc_201566	201566	DIFFERENT	SAME	8c1cdbc46db94aea49816ac028b131facbd4f64293995bde4b7baf96a799b806
colordisc	adv	r2a_colordisc_201567	201567	SAME	DIFFERENT	d9af31feff0e8326553e15f1a93b83ae248286b882c139ee40a577f8876f91e3
colordisc	adv	r2a_colordisc_201568	201568	DIFFERENT	SAME	2c17ebea37ccfed5ccef5c700a6c9b2788e354f540a24b953342f4b02217a208
colordisc	adv	r2a_colordisc_201569	201569	DIFFERENT	SAME	7add0d5714408739aec2a9db583cd86655df35b3fda7385ea61113b331c2550b
colordisc	adv	r2a_colordisc_201570	201570	SAME	DIFFERENT	140ec52226a2a415bed5a36ea99ec63e63c4f30bbee72d8cedef55346dd9e20c
colordisc	adv	r2a_colordisc_201571	201571	DIFFERENT	SAME	1babc49a756f06045da222464bfe0c9bc2b2cdc3b8a8a58e1a723f80dc177575
colordisc	adv	r2a_colordisc_201572	201572	DIFFERENT	SAME	4418e3f1d0d1655ec9693da37b9e7e6eebb60e7c4e8cc3d858d5dba0ea01308b
colordisc	adv	r2a_colordisc_201573	201573	SAME	DIFFERENT	0718250f3ea8ec4e28d6ce7c0a0a40558ee8f376ce18c1c7ded658a7b9cacfd4
colordisc	adv	r2a_colordisc_201574	201574	DIFFERENT	SAME	d54e114468f2711e6efc8c4fac62a2fa5b51b7b4064a78dcdd691921f30814c6
colordisc	adv	r2a_colordisc_201575	201575	DIFFERENT	SAME	b1fc032467a71892270ffc5d5ac4a13cf8e56e66d49069193152708450b7bd85
colordisc	adv	r2a_colordisc_201576	201576	SAME	DIFFERENT	48cf3b4080cd9e24f014a537f863bc941191f6329def36c4a93f2fea7dbd0630
colordisc	adv	r2a_colordisc_201577	201577	DIFFERENT	SAME	7a13c43b9c0a168b824f0aa000a6aea7b7c15ca69bd3e86d8fc909892e314412
colordisc	adv	r2a_colordisc_201578	201578	DIFFERENT	SAME	b681e07d9be605389beb3b3554a2c0fc4f6dcbda283a4d9a3322dee40a7dc153
colordisc	adv	r2a_colordisc_201580	201580	DIFFERENT	SAME	9c62fa46ef389fb0f7fb6bed9258f984f7e6a0d16a5c04c39e549c94ea664a83
colordisc	adv	r2a_colordisc_201581	201581	DIFFERENT	SAME	5ceb0445f44845bbc7b19f7c998140f0a1317728e96c0e6ad3d3db3e953e6452
colordisc	adv	r2a_colordisc_201582	201582	SAME	DIFFERENT	769bf8670a6bebb2a3390010b9f5144ab9b8e8feb67a8d610d584c74256b6cd6
colordisc	adv	r2a_colordisc_201583	201583	DIFFERENT	SAME	d8d22c69cd80d429b4f5d2a319fcbbb703215041d40f721ad802fc52688f74ed
colordisc	adv	r2a_colordisc_201584	201584	DIFFERENT	SAME	5afa294c070fba89f0868dbf8bc95573ee110f8d07e5a9bd46de3c09349de128
colordisc	adv	r2a_colordisc_201585	201585	SAME	DIFFERENT	fd10f8b51f9def2aaf1a4f22819b05093b6b7524e78370c1de5f846b8d677f51
colordisc	adv	r2a_colordisc_201586	201586	DIFFERENT	SAME	74a3cea855d74d58512deb741856e61d0e9e0c4000458ae3cb762587990c2315
colordisc	adv	r2a_colordisc_201587	201587	DIFFERENT	SAME	3ba11b690fe5e820341046e72abf324c471c0d70134fe89501668c022246f642
colordisc	adv	r2a_colordisc_201588	201588	SAME	DIFFERENT	fcc86c6b668bf971d294d02270b875678f7fdeb478decc5c01aaf0d783f1bad5
colordisc	adv	r2a_colordisc_201590	201590	DIFFERENT	SAME	bf346e5423e2517c43a737978c8c9fb2f420299500bcc7630b377ce28e7f92a2
colordisc	adv	r2a_colordisc_201592	201592	DIFFERENT	SAME	79b6ed3952391fceb6a2e63fd62b043f169741071d584f988c1ca40eb5c4f0da
colordisc	adv	r2a_colordisc_201593	201593	DIFFERENT	SAME	6121bda7a91f9bd98f35e7cc38c347bfc1f3b46e9f3cb6dde3e2a521655fa0a5
colordisc	adv	r2a_colordisc_201595	201595	DIFFERENT	SAME	f7832c13e51043fdea93474faf2126137dfa12247f417d22cf1d0506753be09c
colordisc	adv	r2a_colordisc_201596	201596	DIFFERENT	SAME	9cd8c5ae575d7c4cc8f31342bee1d5b31c605453c0a17c36ee761872531c78f7
colordisc	adv	r2a_colordisc_201597	201597	SAME	DIFFERENT	4b11d19875b1d2a99c6d70affd6956e9c19dca42a8c51d937ddd529b7cc90644
colordisc	adv	r2a_colordisc_201598	201598	DIFFERENT	SAME	af10cb7f2b6cae8b5b829e8ba57c76f74bbc0d98d6a3102657f70cff0edba998
colordisc	adv	r2a_colordisc_201599	201599	DIFFERENT	SAME	6e04769729a44fd63d3b7e2e40e0d00803656e14e5eaa1112675e101aa7e413b
colordisc	adv	r2a_colordisc_201600	201600	SAME	DIFFERENT	5df60e71a2fc9db82d67dc49cde3719ba01dc83903bbc8ac02f82c4f8aa337e9
colordisc	adv	r2a_colordisc_201601	201601	DIFFERENT	SAME	eb4f049ff64e2628bb1411c0f2850c5f55e22f4ae077a23f2f762c7d9953e576
colordisc	adv	r2a_colordisc_201602	201602	DIFFERENT	SAME	0292cd21ed2a92c4531fce2e14aa960d628206dd2c188879f9b978332ae64e12
colordisc	adv	r2a_colordisc_201605	201605	DIFFERENT	SAME	d7b1adaea5e9b15dc7aeb2601e52e566ca19d43bf156617ebd4f3722e927faf6
colordisc	adv	r2a_colordisc_201607	201607	DIFFERENT	SAME	b9d59f1d1e438ca69ca18c8a64127ebdb470a5a6f9fb335347a8b3dd7690834a
colordisc	adv	r2a_colordisc_201608	201608	DIFFERENT	SAME	255eca42701974c2d3864dc53513ae76a6a2c040d6933ec9072cf300f3e7c481
colordisc	adv	r2a_colordisc_201609	201609	SAME	DIFFERENT	d81cc55f0964eecad994e8892f038abac8e3523e84c53579f3ea58b7a6f9e31d
colordisc	adv	r2a_colordisc_201611	201611	DIFFERENT	SAME	58c394ef3b1ad1afaa7ac866bcd1a575d3cc6346882a029518612086698764b2
colordisc	adv	r2a_colordisc_201612	201612	SAME	DIFFERENT	f65ff1cf45746d5360b74027feaeb05ae7592038f1d284ef86a1105057876c72
colordisc	adv	r2a_colordisc_201613	201613	DIFFERENT	SAME	824ddf24ab35080feab63600ea5c75d2021cb27f814a4274b60ea73eecea4a3f
colordisc	adv	r2a_colordisc_201614	201614	DIFFERENT	SAME	f38ff1bc8162d9b913aa8ac40320dc752b5bd36507695aae839eb27394323e9c
colordisc	adv	r2a_colordisc_201615	201615	SAME	DIFFERENT	bafaff6fe45eb3d017ea95a7bf0119177a0d10c64c271e29c9e3ea6e917a655b
colordisc	adv	r2a_colordisc_201616	201616	DIFFERENT	SAME	8692c5a93257f27759ed73616c73de42e681097598c07d9ede0ce2b6b0887f7c
colordisc	adv	r2a_colordisc_201617	201617	DIFFERENT	SAME	ebc5c9fa6f90f92b4fc94cc993b2827f14aca45b535d1960c78703eba9a3114d
colordisc	adv	r2a_colordisc_201618	201618	SAME	DIFFERENT	366c42ef80348ef29e264f6cc80170323c7f6fc827df33d2c5bdb50dd4c815e7
colordisc	adv	r2a_colordisc_201619	201619	DIFFERENT	SAME	2a0f9cc9d3cd9c561a4a87e5b2712091e504636f226bd3cf8d4e6f81eaca5e52
colordisc	adv	r2a_colordisc_201620	201620	DIFFERENT	SAME	c813efadc28cf45f6e320af14b2abafd82ad0f79535074347c70f3b567128cd7
colordisc	adv	r2a_colordisc_201621	201621	SAME	DIFFERENT	28c926549079fa5cb5d2f31fa1e00ce749925bb2b72240d167b53f437bcfc2d2
colordisc	adv	r2a_colordisc_201623	201623	DIFFERENT	SAME	fc5b8b2feca0cd77e5cd6d7f438c293abe4bf3e926e87a63d374ecf514f3eed0
colordisc	adv	r2a_colordisc_201626	201626	DIFFERENT	SAME	6a5ae89224e66cbe1c99eb36c4bf42a6911cf49c792d56d6530c5fde7ca04103
colordisc	adv	r2a_colordisc_201627	201627	SAME	DIFFERENT	83d91265b3c1c4df7a09303bf6e656a978ad1241c1068cb472d2a2ab283c366c
colordisc	adv	r2a_colordisc_201628	201628	DIFFERENT	SAME	5376ca59908b7802b88e25a715a00c70931af8e0734040f1aef57ab41fa5a8b5
colordisc	adv	r2a_colordisc_201629	201629	DIFFERENT	SAME	a3137118aa9678e06c1e17988cb19dddaed1bd4639585a77201afed7e839943a
colordisc	adv	r2a_colordisc_201632	201632	DIFFERENT	SAME	b46b794c89465de143f00f4a9e6b6286e0cf66bd2c71c2afc05f90b202d53357
colordisc	adv	r2a_colordisc_201633	201633	SAME	DIFFERENT	70243cbe5003842152726d32eb78b989baf90d404328b1f87e70064eadcd87d6
colordisc	adv	r2a_colordisc_201634	201634	DIFFERENT	SAME	be157583bd74360079e57abcf19cd1fab59f0129b129bca02c41c364ffd06e21
colordisc	adv	r2a_colordisc_201635	201635	DIFFERENT	SAME	68073a67393dc2548a3174d221dec3e3882bdcbf1e39446daa81dda011a75f7c
colordisc	adv	r2a_colordisc_201636	201636	SAME	DIFFERENT	1767d0547e19b3ff7ea987e703f2006cf0f14d717dfc97567e23a972e8169119
colordisc	adv	r2a_colordisc_201637	201637	DIFFERENT	SAME	f60050da2d21f016d9db363eeb29511af7dbe90d0a05d5dc11024fb113a6de1c
colordisc	adv	r2a_colordisc_201638	201638	DIFFERENT	SAME	2a834c5479653fbb5d1d720513f33f17001c66a821b583e061e8c917b983d92b
colordisc	adv	r2a_colordisc_201639	201639	SAME	DIFFERENT	7b866eba6a151f4d04172f6870e805c169ccc6fd8a13905c197169cc43f6114d
colordisc	adv	r2a_colordisc_201640	201640	DIFFERENT	SAME	cf8bf67c65a27acb321ae5f23fcb2564e157ad4ee41767a8fa56a8ea3574932a
colordisc	adv	r2a_colordisc_201641	201641	DIFFERENT	SAME	d4f3c2e38df8bc38f9a59413d4ca47ecbf9c052cde75a0a35e4957b1568d00aa
colordisc	adv	r2a_colordisc_201642	201642	SAME	DIFFERENT	3a8336ba502b7182c387188576c9715a04b9b96b4b590faa0fe3615b1f2096ad
colordisc	adv	r2a_colordisc_201643	201643	DIFFERENT	SAME	63e368701683005751b7600b5daa8961caa767eda2b58df6cb97ff2bf34e2153
colordisc	adv	r2a_colordisc_201644	201644	DIFFERENT	SAME	24b29f009bd8a19794c1d2e805c13f21753b4d3b244efba6b7d8f684497b0b63
colordisc	adv	r2a_colordisc_201645	201645	SAME	DIFFERENT	6b0b5965c77c4f7aca1d2c2b6d9c6c23e84b97dc350bb87009c0dfb82fa6d161
colordisc	adv	r2a_colordisc_201646	201646	DIFFERENT	SAME	e286d41e35e851b8ef895ea52f2c984c5a18788ce26b38861d67e5b8e4e8b77e
colordisc	adv	r2a_colordisc_201647	201647	DIFFERENT	SAME	6c39447ad85bd02200a7d4918b080c5b98b91b7399b40ca4dec85870088cda2e
colordisc	adv	r2a_colordisc_201650	201650	DIFFERENT	SAME	77f675a9d68a5bf2b95f2b2291fcad84544b5aa080ab23dc4d1c4ff361fe401c
colordisc	adv	r2a_colordisc_201651	201651	SAME	DIFFERENT	bbe2b7dd926c306178b76f97057f9d0b67b209391156d2ccd72f12575adbd797
colordisc	adv	r2a_colordisc_201652	201652	DIFFERENT	SAME	e9cde537029bab38874d9918fd4e87ffbcbcf7786d1b6b5bb2d8a850243f0b76
colordisc	adv	r2a_colordisc_201653	201653	DIFFERENT	SAME	a4b235d2b54aab9a8d373e9bc3a82e40c5e4b98826bac5304da183c2401fd936
colordisc	adv	r2a_colordisc_201654	201654	SAME	DIFFERENT	5a32054775fd8c378c313badef1d4c65aea034c2f7e01538300b5f61724afd2e
colordisc	adv	r2a_colordisc_201655	201655	DIFFERENT	SAME	d67b27a9b88d03e1fdbbe713ed202e09e2866474e6eb835908c44bd57270131f
colordisc	adv	r2a_colordisc_201656	201656	DIFFERENT	SAME	b9be74c1fdfa9297ed13c36b197333ab493b373806bcf2ec84cbf87c0fc2ee73
colordisc	adv	r2a_colordisc_201657	201657	SAME	DIFFERENT	10789925463dd9dcd1f55fb0f7879aa0d38779ff97bf2c2d12e6b167700afbde
colordisc	adv	r2a_colordisc_201658	201658	DIFFERENT	SAME	d010668780e85678cc427ecbcbe202d7d83d29f8c2d464cc0b13854a5c8efe0c
colordisc	adv	r2a_colordisc_201659	201659	DIFFERENT	SAME	fa1637336a0a0c4ec0c1e6e8c1ec16746de84b146d68e33aa3991ecaa58ae257
colordisc	adv	r2a_colordisc_201660	201660	SAME	DIFFERENT	f14d9e79eb12ae8aa92cae4e72895c0199a800961fa63723986ee027780427e5
colordisc	adv	r2a_colordisc_201661	201661	DIFFERENT	SAME	d4c2f76ce3e3cd39ad20ad82a3fcb1a646934630800a0fac8037faa6a7756059
colordisc	adv	r2a_colordisc_201662	201662	DIFFERENT	SAME	ca933c477217c42cb757b02c1a316f38f7704c4e79d77e66ea033485a3c700d3
colordisc	adv	r2a_colordisc_201664	201664	DIFFERENT	SAME	4f1c7e471252bfd0141b5a33aeebf2abcdf67d14a61ffd46f977db1c8713cf86
colordisc	adv	r2a_colordisc_201665	201665	DIFFERENT	SAME	935b68d4e078a89365c7633ae2feebafde6af903a01964d244655389eb8649a1
colordisc	adv	r2a_colordisc_201666	201666	SAME	DIFFERENT	2f06c86022bec8e4cc113a41257e1f60ef4f998d43b96553cf3790c477a0d0ba
colordisc	adv	r2a_colordisc_201667	201667	DIFFERENT	SAME	b07dada211945412ba5a6eb8617813a71e08b4843ffe2232ebca30b1a30d4710
colordisc	adv	r2a_colordisc_201668	201668	DIFFERENT	SAME	5191fe597442e074a51bff983e4ed02fb952e268a681dc95f254ddee7e9509ce
colordisc	adv	r2a_colordisc_201669	201669	SAME	DIFFERENT	259819a60ce2b858af93002c8a0e1e4582f3f81399e843c2a65ab9b731b581f7
colordisc	adv	r2a_colordisc_201670	201670	DIFFERENT	SAME	c838318464417cb6d3b6ed9b1657de6b051c852876a61ffbf5a9dbd26a867fb4
colordisc	adv	r2a_colordisc_201671	201671	DIFFERENT	SAME	711fb3c2f9a812fe75b497bde713ae9d5399d4df6ac67ac3a63db951b79396b0
colordisc	adv	r2a_colordisc_201672	201672	SAME	DIFFERENT	f2f33dcdbd139abd541049dc40e846579f966ce658c68c46014899e8507b3881
colordisc	adv	r2a_colordisc_201673	201673	DIFFERENT	SAME	f632d7a8463bcf178ed937d087be8c1c389f738b1ef1fda3d0596fe7fbb94b7f
colordisc	adv	r2a_colordisc_201674	201674	DIFFERENT	SAME	9c51a843967eaa7409ba0f9c8f4cf90240782422e63eb4ad6833c2b824a3b647
colordisc	adv	r2a_colordisc_201676	201676	DIFFERENT	SAME	780da48509aa6e4f43ac7043538d448dfbd819d793c25c994c9d3fc6d9a24e0b
colordisc	adv	r2a_colordisc_201677	201677	DIFFERENT	SAME	545df2355d145431779ab168e92eea02ff3fba5dd510273c39a771dfb170fcdc
colordisc	adv	r2a_colordisc_201678	201678	SAME	DIFFERENT	6160bdeaa37b7d6fa233ddbe40408f20b60ee35109ade0907d44c544eb69a683
colordisc	adv	r2a_colordisc_201679	201679	DIFFERENT	SAME	ccfcb0f0467ec27a859cfd91bd44748470eb3a03c78ecaf81dcc6451070a7f09
colordisc	adv	r2a_colordisc_201680	201680	DIFFERENT	SAME	8161711512fb9a21ab7a5f6907da6b2849bd72bee5c709065d74b2a19c1c1d5c
colordisc	adv	r2a_colordisc_201681	201681	SAME	DIFFERENT	08d51252dc93b1641905a5509200705830323639e168a960b6ab6ff64d4b7319
colordisc	adv	r2a_colordisc_201682	201682	DIFFERENT	SAME	611b841ff2baeef51dab5785070943ce6606b18fdf0e487c18164831451a6b4b
colordisc	adv	r2a_colordisc_201683	201683	DIFFERENT	SAME	a5df2b0ab0dce7221a80b96fe943be269364173c9d1960bfe903b7f3ef1e2f9c
colordisc	adv	r2a_colordisc_201684	201684	SAME	DIFFERENT	f1bbe88bc9af5bf44a6ff53e0e85d591c4eee711d09feba4d4dca3b5e2c1c8ee
colordisc	adv	r2a_colordisc_201685	201685	DIFFERENT	SAME	e6e451647f30bf5897a4e25e5036b83cb2807704d534c35a0c5c67c1f5af0bb0
colordisc	adv	r2a_colordisc_201686	201686	DIFFERENT	SAME	a8c87014839b28c2eb67ec0e3b5f1995fa63ddc87a88f46c0484c33e2b726b34
colordisc	adv	r2a_colordisc_201687	201687	SAME	DIFFERENT	62ff178a12f90eead1a7081788ddc164208fa08a4a342ee93da8e24f9eae2d80
