# D5 frozen fixture manifest — extracted by script from fixtures/MANIFEST.sha256 (2026-09-24)
# columns: class	path	sha256	truth-path	truth-sha256
honest	r2n_colordisc_0413.img	2205f206fb9abcf0a9c2a31b670f6d3231202fca9eb5fbb74b5f980b4ed7709e	r2n_colordisc_0413.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0414.img	4bee38bee7897981ad2a1b71c6d6c60d0366f5c31cac05b92cce6dfa336a8f1f	r2n_colordisc_0414.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0415.img	80e8de5fe2bd8aed78be73c7f34fe25ea280783e527eed25a5b7cb0e3aef6dad	r2n_colordisc_0415.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0416.img	0ba5099ae8310521946d3787c50da9a385f4f85fbf94f27f37de64abd6153049	r2n_colordisc_0416.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0417.img	193d59745f11736fc14440409a7b00bc9f130a80c8f9a0ccf3ff1ba78b1aa775	r2n_colordisc_0417.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0418.img	5aaf887a3acaa097babebcc32335685fd1ef9a767b658bb3cd55f8439d229793	r2n_colordisc_0418.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0419.img	8d0f1f123851bdba97404ac8a615925f2ab10f8dbbf43e51494770fe8cf0cd23	r2n_colordisc_0419.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0420.img	f98b40f3287dbdf77012c04c5f19cde27939865c30c453770cde4caa665a2afc	r2n_colordisc_0420.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0421.img	252bc0c57c5d7854de48b0bea9fdad14bee926c85c5ea1bed6ac3902d98445ac	r2n_colordisc_0421.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0422.img	82f62f7313c4c17cabfad45d8b03da24d9931e9148e50aea4bc9612fc8efe48c	r2n_colordisc_0422.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
honest	r2n_colordisc_0423.img	d80f49c0d4630268967fb2e383e719fafd5679d49ce0da1b19024c6bcee18262	r2n_colordisc_0423.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0000.img	8cb497b9fbacc2659aa3859941ca935e90841c5829b91089fd9a8943405cbc4b	r2a_colordisc_0000.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0001.img	adafe87f44b9893bd0d2edcff212a5c19c8a47108960dc9a7a1e981449d23766	r2a_colordisc_0001.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0002.img	d4ecdd94c72b4b4e718022ed591a0fa8d782efe734bc4745df9ff0bd2dc565c9	r2a_colordisc_0002.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0003.img	a74d8f1bfd7431a618e2ce86599ac7888b32f6f5500a29fd54ced2ac26dd8bc0	r2a_colordisc_0003.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0004.img	e9c3a98409b0411c139c433fcb4d3ef0ec901501316ec78c358679a30386a006	r2a_colordisc_0004.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0005.img	69f6ca43b4a114b605114dcb6a4b5c0b53d551a4e864103318e013b446084b5d	r2a_colordisc_0005.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0006.img	1a65f6148a531e3e14542ba2e5a2366259163f94c3f6e5d39f5063ce29cfed37	r2a_colordisc_0006.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0007.img	6322ebe28b0c62e6c66ef20824c7925645d95dca4a01cd8e1d723ad7cf56c22f	r2a_colordisc_0007.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0008.img	9a3e3194180c3b691fb0993e6a57e6c8cd5a790c8eea6753b20c228bebbc666d	r2a_colordisc_0008.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0009.img	5cba3fb0bc4096b555d7c9216b97c081f35a892fc153aafda72898c0f7ddcca6	r2a_colordisc_0009.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0010.img	a6ae5f003bf638a256ab480ad81a1566b89ddea1ac677d7c1072e2686884d20e	r2a_colordisc_0010.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0011.img	d355587fdf4530b7bd1fd9f1bb23da878d654c354629f28b071a2a2fc65b90c7	r2a_colordisc_0011.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0012.img	54b9653fd03cf434acb7d102ef31589a9518c18c8f9a390f5f3749d89db71bb1	r2a_colordisc_0012.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0013.img	ccc0ffe90b3a1c460b56ba5c2b79b45760259ab38835ff392d396c71939fc8df	r2a_colordisc_0013.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0014.img	fb156f8d438897cdab678b11e646c77fa6e765514f8af81b1f1f819ac615ae91	r2a_colordisc_0014.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0015.img	02a511621c5382cfd4b6aba1f117589cf712ddf1cc9d7e82727b8f75d548b450	r2a_colordisc_0015.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0016.img	f5cdee3135ec20ce0816aa3decec5f1d11aebcedaa279bedff2c5d2b1c2e7755	r2a_colordisc_0016.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0017.img	beec649b9400c8e553d0e5cafb4ee2da5b34b19bd6aa381b821e7160bed87df1	r2a_colordisc_0017.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0018.img	4054d5f43c6c33400122a26b10567b6f32a67ff61214745460225e7bd5cd7c8a	r2a_colordisc_0018.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0019.img	fb3ff1e24a0db03d753245ff84b9ea783c93e05d9d3d78466977e16adacdb0c2	r2a_colordisc_0019.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0020.img	8190a0697a09345f2eb753202836f789cbd5319bfa283a6010f5f551b55454c0	r2a_colordisc_0020.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0021.img	f47dd5dda41999034eb6787ba9c3544ce1c9fd1b4e825e6edc02be29cf5675b9	r2a_colordisc_0021.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0022.img	7e6f8e50265e0e261f3d95267d091a2e6a1580de7d7fee8c8b9fd4420fa79400	r2a_colordisc_0022.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0023.img	a1c998a297ead2574e783f706ec117fb57c2482fb67390792d0f2d6d5690fdd6	r2a_colordisc_0023.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0024.img	9e49294ed4f5751775beb5d24e89d42346887da052376b3a047f016221013280	r2a_colordisc_0024.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0025.img	9ce18b7328dd869262ff0d9ea8ff92aae2c9fa2f164f73787d501bdaaf2e64fd	r2a_colordisc_0025.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0026.img	3f742741133f833b5c7757a049cab3423931db4a6d5d6ce1613f9149aa14d330	r2a_colordisc_0026.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0027.img	e26533c44c2c23f49601a12f612ba672790c2582dfb711b44dc0dcb2df789837	r2a_colordisc_0027.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0028.img	2af20b9b166fb910c1458168c23248ffa51e760c0fde82d4222dd70618da1eb6	r2a_colordisc_0028.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0029.img	bcf187ef3868a77d94a45df8960eec715394f86b7ae2cf6c7803ee00b013aca6	r2a_colordisc_0029.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0030.img	2a1df8165e0efdfbb295af3ebad6f1b0cced76688f9949d9535b936f92394ed3	r2a_colordisc_0030.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0031.img	1dda976c67255ef0939221fb602a67a683fd4a343b3e9a90fed41383cb32870e	r2a_colordisc_0031.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0032.img	6359008e2c59dcc2fe6b320d7fcdfe156b207a405bb47d653ff9c7426fd170c8	r2a_colordisc_0032.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0033.img	a1deb0d8a871b02359a0470d886f52359f5351a63d577277c39e16c0763a800a	r2a_colordisc_0033.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0034.img	563c00a44b7d4d6569114f67b53de428f4cc9ee4b218b3af4e99c6ff868f7ff4	r2a_colordisc_0034.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0035.img	3e5a5afb9378e8b136ba831dfb596a7146c855a384ad41cdbf6701182aea3a8e	r2a_colordisc_0035.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0036.img	a4f3ce6038ed1f529ad335cf395523350d98b49c66aeeeccb9ea7b4e39091d99	r2a_colordisc_0036.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0037.img	fa0d3e0d95307f86fba400d642ca207f0d3b27662d299f9945fef063f72c056f	r2a_colordisc_0037.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0038.img	f04c496e74c059c53249b9988bcf85f3f188c68275d2084e5f779559e1bc766e	r2a_colordisc_0038.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0039.img	9dfac92e481cb8a1a9fb9d0f4b7a42bc21090589efb346c1e9c1a653ec5ac0e5	r2a_colordisc_0039.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0040.img	1e231e368de1558bae0f304f26f579616f528ad698810b32a0bf31da7a9db43c	r2a_colordisc_0040.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0041.img	1ffd3682aaee0a2c5a8bf11024acca3ace30c1dde759890a0069039649f617d0	r2a_colordisc_0041.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0042.img	84f87ee646f1ec0c3c9944947358e3e68c1940be969ca4cdf692816987d48012	r2a_colordisc_0042.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0043.img	ef5bbf23fd23c1ddbd2488970f9520b97f5c7c78580ae28d518999c05f3b49c8	r2a_colordisc_0043.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0400.img	d12d45a1c213ae4ef474de02aaa025481bd1ff77e988410cf33dd66fe8110c81	r2a_colordisc_0400.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0401.img	81d55b1a492636d4f452a46c59877e0a09c54c01e7ae320d87a1c950f46d8ecf	r2a_colordisc_0401.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0402.img	54d76851cdce58b65ff471e2098ae2ef01d9222fbb90623291ac0987727eab78	r2a_colordisc_0402.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0403.img	3b13f6abb3f9e72ed53289aa11f8d1d59a7ce3bf75a49e974bac456c4822b2c2	r2a_colordisc_0403.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0404.img	6f596ecf06249f8f99dc9703021f820385cd3fc168d9fe595a68ca958462c7f1	r2a_colordisc_0404.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0405.img	0cd320b1419e2805fac49a60421e7fa015756df22f0f97fe3557625d191bdc8c	r2a_colordisc_0405.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0406.img	23107e8e6e90e97fe6c9d6996037099a0255e7af0ddfbb58627781dc676a21e5	r2a_colordisc_0406.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0407.img	0c6058c3adaaad7fd32267fe841dd638d9d49a5c8480e28dc638dd2d6d4f6a54	r2a_colordisc_0407.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0408.img	a70954f5533554ac84de4f82d816573abeec495bc0158404353230bbf9eee10b	r2a_colordisc_0408.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0409.img	ea03d7c5973512bf8b251e5780dded06666942ae329d9f4d2c155fe4436bbdd1	r2a_colordisc_0409.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0410.img	e0f1b6656f5e4f31d8cbd1dc88e718add9c51763c3880f53c93b0dd827e32b6b	r2a_colordisc_0410.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0411.img	6b48f572c6c810abbbdd127562dc36cdf9edf5f879f8637a8db8d607d2050123	r2a_colordisc_0411.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0412.img	26e566a1711a23027c0102a14fe9e3ae70e15ffd9273a40c15e0a492f91fa01e	r2a_colordisc_0412.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0413.img	d41c0775220cbeb8867bb8669b3ba4dbf69c503897559027bf584b12f3ba9520	r2a_colordisc_0413.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0414.img	874655dea6316ae41feb7a00f02a648a4695f8f9af62e083c53f099c63b7aee3	r2a_colordisc_0414.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0415.img	3f20d1e7242b6f9bcac92196f592b82a62cda6a85e280e9a2397cee2ef189237	r2a_colordisc_0415.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0416.img	a2c3b92776729fa1dec8405cebf7aaefb5a5c3ea74b5215732ddc27c4836553e	r2a_colordisc_0416.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0417.img	a3e0325fc0f8f510eab71096ca8d98443a8c13fb61a0527b908788152fce1cff	r2a_colordisc_0417.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0418.img	cda9653ceae527c7b7933ad7d74752cf8a047e3e45589fb2f5ba76aa8e256078	r2a_colordisc_0418.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0419.img	252346be33a85a9934eb5fa3c73450d9748209531d928e0eb4d6a4518c995298	r2a_colordisc_0419.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0420.img	23c4f6fa40097871ab4ade771e7934b2df2e59453fa0d3f6f6d36e6a41073cf0	r2a_colordisc_0420.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0421.img	09a3cc284fb28d72bcd9b31db0d782cbd982bebf0aa08cc9511e6d62b2c511fa	r2a_colordisc_0421.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0422.img	1d98c0dc87b3c2013e88b5defc7cd2446d2ed774e0a3d32be0eafc7d4954d3e1	r2a_colordisc_0422.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0423.img	74fbd3273aca29edf8fd686a47b81055e500156c19d2eaf7c4ab44cff52d9f83	r2a_colordisc_0423.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0424.img	e4007280bba97080125599ba993c37614d8e00f130d11761baff92bd2e559c2b	r2a_colordisc_0424.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0425.img	32ed9acabba75c99d7ebe192852457b5e8cda57c7110bf9a7a008083e379447e	r2a_colordisc_0425.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0426.img	4e48c0feee036c400d6645dd13d0c1229eaaf19ed6af0461290f19c349e6317d	r2a_colordisc_0426.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0427.img	98836f171c5b876953875824587147ab0fa0ef4dd278d8effa1cb841cfc28947	r2a_colordisc_0427.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0428.img	cc75019bc663248928755455f6c7adf51d0973b1b408e1da5a217baea6ff3b51	r2a_colordisc_0428.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0429.img	b0f555f96966ef17095046d865035d1807bbc662bf7c625caa3bc59e0e06596e	r2a_colordisc_0429.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0430.img	93cd1aadc218c0611a089abd31e64a55d8431da2c2bdf4f83a00e85970cfe308	r2a_colordisc_0430.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0431.img	73de6e3b97bb40837bee9e66e3a10608234e0f07cc4e0e88632a92d91835278a	r2a_colordisc_0431.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0432.img	ed2b8edeb63fe9e409b7a5871839834ecee8f8fe900a4940f44c89bac07b6b9c	r2a_colordisc_0432.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0433.img	12de4af26d5334cfdc16360351309e35b145212ccab31a4b3fa69ec1f7f13bdd	r2a_colordisc_0433.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0434.img	080f51b46fd3dc4059d9410e3cbe5cf63f382a6bb70c9f443dc9a3d57b5d8ae6	r2a_colordisc_0434.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0435.img	3a58d663ed2bb4616d12f080eeaeeff04afdb6fe14282874427c01f70106b6a8	r2a_colordisc_0435.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0436.img	f7c4dd22c327c72dbb2ba45f3695f8f92f2188d2562f83ad3c3e2439192e7e7c	r2a_colordisc_0436.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0437.img	aac488b89379c6f299b327f85b72574e1283d74ce1b362787b0e145c47d46389	r2a_colordisc_0437.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0438.img	12d22e2284d63147f359febdacdba183b1c7accd49b3315d3c5d8ebddd13b404	r2a_colordisc_0438.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0439.img	d1187e0c5e7480f701c34cae9da9a7d9e27f7bcb724c42a064732d506ec2c3a5	r2a_colordisc_0439.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0440.img	a020e6bdf23065125c5e858f832e72ee47460484e956e9aacecda9153af5a367	r2a_colordisc_0440.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0441.img	faa1d9457ca223eac7ae5b4387a5d6444fa8e825d3d30d91f923ed6b72489cce	r2a_colordisc_0441.img.truth	90092800ad849cd160684778eedb928eaeb07bea751583a59754f379ffcadffb
false	r2a_colordisc_0750.img	73f81276af145af8552c82a4049fd4c08272b5ff71887749a143a63e5efc51cc	r2a_colordisc_0750.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0751.img	43c44198701c3280cf4cf29bbe01277b1d9e96cdb97798161f74b6dd968dfaff	r2a_colordisc_0751.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0752.img	17027a5b1b5270752ff547a0b12f61790e00c84883633a926fe7c54965e0de34	r2a_colordisc_0752.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0753.img	99eb80cf30adb27cecfb8e5685b0ccb56f3ae5761cd3774efffb55cb7e2cce35	r2a_colordisc_0753.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0754.img	62b64dbf5ff54eed7a7d8aa7ddb732a299a1f11604a13bdf1ffd82add4753d46	r2a_colordisc_0754.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0755.img	1becf924afaa1939d91efc121d098a4ad450d21bfb0c99b1432eda66315c1a42	r2a_colordisc_0755.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0756.img	47851ecee8c7d02aeb283ea0dcfe09c3902d6fc32e9eb33f02c4304a032ed29b	r2a_colordisc_0756.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0757.img	836b7630bfabb52f5341fd7d1bc106e8b7a7ad68540ab13553f9ec76b4d2e34d	r2a_colordisc_0757.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0758.img	ef8bac0b9bf273dc3840639aa0506673d04f4b8148702ea2c0714d9ebbdb1cf0	r2a_colordisc_0758.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0759.img	2dc24eafcd284099301bf355e70209863bcfd04d516e9fa83eb44aa78d941a62	r2a_colordisc_0759.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0760.img	bacb5e77e2cbae772d549a2f6e706c972bf2a429eaaed3b733078497b4f3ddfe	r2a_colordisc_0760.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0761.img	570858079c97f3a970cb12d35c84ff4416cf5c4cfaf02c8712977770ad4ea756	r2a_colordisc_0761.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0762.img	e243324be286c190f003a89269505a8871bf5987a440f354fb77ede819aabd1f	r2a_colordisc_0762.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0763.img	f0ef83423065d3de6ea61b63ef27b959402f1a512f5c18c5eef9e9733a27d1e3	r2a_colordisc_0763.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0764.img	5bd5cf644933eaa451cb32976ca37d5053664a94925b9e96875b1e10d96ec5bf	r2a_colordisc_0764.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0765.img	dba366638f6def06c17e15c6b9004db0bb0ca37d171b7a5d9d4fdcdd4ab8922c	r2a_colordisc_0765.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0766.img	04003ece52b4cbad9d1d63eba0a93d6528e5ddc453f4bf04145a636c5a183c27	r2a_colordisc_0766.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0767.img	8e0934407c851f50e4b3793fa4501ac3008b3ef08e2c48fc502abef17b1f47fe	r2a_colordisc_0767.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0768.img	97c9905c517a2b67a2d05be8bac5dcccd2e543ba6cc0a5234346a4dd796a2296	r2a_colordisc_0768.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0769.img	19288e65fb539a013468d1e15e9447ba9493a2a3eab86e631e9d0c7bbbf044e7	r2a_colordisc_0769.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
