item_id	func_name	file	subsystem	byte_start	byte_end	n_bytes	sha256	sig_line
dp2-0127	sqlite3PagerWalDb	wal.h	pager	2561867	2562027	160	c4c9a55fff71e5f4c02e7b649a73c0933c6106c63ec8ef74dd682695c0eb391d	SQLITE_PRIVATE void sqlite3PagerWalDb(Pager *pPager, sqlite3 *db){
dp2-0128	sqlite3PagerSnapshotCheck	wal.h	pager	2563757	2563989	232	18f363eb4dd6c6616d3717ab0d02e013e1cd147cfd3bb5f3dfec47f8fd53a6b7	SQLITE_PRIVATE int sqlite3PagerSnapshotCheck(Pager *pPager, sqlite3_snapshot *pSnapshot){
dp2-0129	sehInjectFault	wal.c	pager	2597334	2597628	294	fbec1e430827660883456e8cb5381b028c1a8b294edc6f3a2785fb38a38835b3	static void sehInjectFault(Wal *pWal){
dp2-0130	walIndexHdr	wal.c	pager	2601755	2601931	176	773435023f1b7afbc6a1edbe592d6b2a3d7c9dd492adba46251bdc6fe6d51bf8	static volatile WalIndexHdr *walIndexHdr(Wal *pWal){
dp2-0131	walEncodeFrame	wal.c	pager	2605919	2606928	1009	209a53c185288c929d079296f33cdf07989668a4852a66708d89e382346df6bd	static void walEncodeFrame(
dp2-0132	walUnlockShared	wal.c	pager	2610272	2610616	344	70290bea9ca7f0c966877e4d5a3e64dc86e943602455575017b2e961d8c954f4	static void walUnlockShared(Wal *pWal, int lockIdx){
dp2-0133	walNextHash	wal.c	pager	2611975	2612062	87	b9071d4d766fc749bb7c9fe140ca4d54a200698a4c0fabd0054d8f5b991bcdc6	static int walNextHash(int iPriorHash){
dp2-0134	walIndexAppend	wal.c	pager	2617596	2620348	2752	dc52c48f95d79916249d5e2be3d19215043960b93204a5ec8f170b5a122c1234	static int walIndexAppend(Wal *pWal, u32 iFrame, u32 iPage){
dp2-0135	sqlite3WalLimit	wal.c	pager	2634397	2634498	101	c8799b17f145a2fc95c78450bd26f8312e63a0e63266118ea57c6e3901931c4e	SQLITE_PRIVATE void sqlite3WalLimit(Wal *pWal, i64 iLimit){
dp2-0136	walIteratorFree	wal.c	pager	2640687	2640753	66	3f0dbaa6b0f0e8ffc83fbe22a3341bd202276f63381988e5dd058a4a25c9086c	static void walIteratorFree(WalIterator *p){
dp2-0137	walDisableBlocking	wal.c	pager	2644383	2644524	141	391ab6cfae37c90a0ffd667f8641ba886bc5f3c401ad9f403dd1a60da827639b	static void walDisableBlocking(Wal *pWal){
dp2-0138	walRestartHdr	wal.c	pager	2647655	2648260	605	5b10e5a4359caa616a465d1b5a0f8751317d7892fd2bcc11313ddf12b4e275b7	static void walRestartHdr(Wal *pWal, u32 salt1){
dp2-0139	walAssertLockmask	wal.c	pager	2660570	2661088	518	054bd1b4192857c6ee8fe60251a9b21d4e38c7b9607c62f7d0987c1ca4e96e2a	static int walAssertLockmask(Wal *pWal){
dp2-0140	walIndexReadHdr	wal.c	pager	2667420	2671710	4290	2f21e3bd6137f80cf969b6cf8c58177064e8851b5e59fbba272e5bf4fce422cb	static int walIndexReadHdr(Wal *pWal, int *pChanged){
dp2-0141	sqlite3WalSnapshotRecover	wal.c	pager	2696405	2697041	636	52c4ba0e4dcd2c50b73fbf1d85aed1767160c98dcab65b79d118507d8cdaf394	SQLITE_PRIVATE int sqlite3WalSnapshotRecover(Wal *pWal){
dp2-0142	walFindFrame	wal.c	pager	2702752	2706573	3821	9b38ad5c8f0e88f6fe511d88aee278666381a12f593aacacf288da58fbe52d94	static int walFindFrame(
dp2-0143	sqlite3WalEndWriteTransaction	wal.c	pager	2710347	2710589	242	a5d2d1fdba44b049a07c82374774e97bcac2a7eaf382fa3ef834968de906114d	SQLITE_PRIVATE int sqlite3WalEndWriteTransaction(Wal *pWal){
dp2-0144	walRestartLog	wal.c	pager	2714760	2716269	1509	f25b1b177ad1fbc3f2e60738609254e7ee058b955935bfa5bc8788d0580f6e9a	static int walRestartLog(Wal *pWal){
dp2-0145	walFrames	wal.c	pager	2720923	2729488	8565	afb17cd4407609b7e934ac5927d8cc86b2835f4598d5082bd7095af02a15c073	static int walFrames(
dp2-0146	sqlite3WalExclusiveMode	wal.c	pager	2737511	2738834	1323	14440f09af025673855e47cfa238c1a73591dd5d728c49ef90646a8eff1c2b72	SQLITE_PRIVATE int sqlite3WalExclusiveMode(Wal *pWal, int op){
dp2-0147	sqlite3WalSnapshotCheck	wal.c	pager	2742004	2742536	532	d6402de510c68de82de19f1c63b51a38fc0a5628330977064cba74524540764f	SQLITE_PRIVATE int sqlite3WalSnapshotCheck(Wal *pWal, sqlite3_snapshot *pSnapshot){
dp2-0148	memjrnlRead	memjournal.c	pager	4026259	4027536	1277	a560e201cc649462a9a033c0495bc77ce291470b55c5dea8edeb621becc67456	static int memjrnlRead(
dp2-0149	memjrnlTruncate	memjournal.c	pager	4031483	4032207	724	5b560b60b3f37bffcfecccf4180afc0db19be28c866066d52fdb146dc3c56b89	static int memjrnlTruncate(sqlite3_file *pJfd, sqlite_int64 size){
dp2-0150	sqlite3JournalOpen	memjournal.c	pager	4034243	4035469	1226	b1d612a072f72d0dd11d56d15039b500f28a6f170b0deab3b64bdc6f81f7d70d	SQLITE_PRIVATE int sqlite3JournalOpen(
dp2-0151	local_ioerr	os_common.h	os	1075414	1075554	140	a678808b98cf8fed353f36e7a2696033e67f16e6057b2f36fd76cd181f5a4986	static void local_ioerr(){
dp2-0152	sqlite3OsTruncate	os.c	os	1216095	1216207	112	bfe7a5c9dc7b2c29223cab10e91166aa4fb1868ef80aa516de089fcf73940696	SQLITE_PRIVATE int sqlite3OsTruncate(sqlite3_file *id, i64 size){
dp2-0153	sqlite3OsCheckReservedLock	os.c	os	1216900	1217062	162	017ffacd7cd1457a33548c4764ee06adc1a932464ae4d2915259c3c1ea9d1bbb	SQLITE_PRIVATE int sqlite3OsCheckReservedLock(sqlite3_file *id, int *pResOut){
dp2-0154	sqlite3OsShmLock	os.c	os	1219271	1219413	142	a91deb150461c4a9624a8fd9819b7a1ac245fd68a69d8a4cfef00b6ebb624b55	SQLITE_PRIVATE int sqlite3OsShmLock(sqlite3_file *id, int offset, int n, int flags){
dp2-0155	sqlite3OsUnfetch	os.c	os	1220254	1220376	122	09b5c5eb1a996bc21245a8e4dba5f6da34ce0727cb98cb379ee02dd7840ed798	SQLITE_PRIVATE int sqlite3OsUnfetch(sqlite3_file *id, i64 iOff, void *p){
dp2-0156	sqlite3OsAccess	os.c	os	1221575	1221763	188	62ee2ae21362653c34243b61f72f11ba6bfcb7b8785b9ef82bed86ff3b656037	SQLITE_PRIVATE int sqlite3OsAccess(
dp2-0157	sqlite3OsDlClose	os.c	os	1222496	1222603	107	68e66e3e80fad8daac913ce0567898d76165d5233320ddeed7f15515bc3b0e83	SQLITE_PRIVATE void sqlite3OsDlClose(sqlite3_vfs *pVfs, void *pHandle){
dp2-0158	sqlite3OsOpenMalloc	os.c	os	1223899	1224435	536	f51e47eee5105f705d934c131daf5f28253f5f79fea40df8d31a8205bf63adfb	SQLITE_PRIVATE int sqlite3OsOpenMalloc(
dp2-0159	sqlite3_vfs_register	os.c	os	1226361	1226984	623	091b53c15c613583ad4b2ba534d407cd914bfb4523c718bfdb7a931f24b50086	SQLITE_API int sqlite3_vfs_register(sqlite3_vfs *pVfs, int makeDflt){
dp2-0160	sqlite3MemoryBarrier	os_win.h	os	1329685	1329946	261	d00d6d083b81066ff1bec1384bc51ef137d0f8ec3cc7ef1633b719e0c9a478a1	SQLITE_PRIVATE void sqlite3MemoryBarrier(void){
dp2-0161	winMutexFree	os_win.h	os	1334961	1335268	307	f7a6b56f8e2bcc3ceb17356d3eb3417d29083caa37faffefd6916c799cf1f806	static void winMutexFree(sqlite3_mutex *p){
dp2-0162	kvrecordMakeKey	os_kv.c	os	1585546	1585797	251	de560bfa79ea97e8abed0289af17305f67d589fe8e3ceb546cc01d722debff4d	static void kvrecordMakeKey(
dp2-0163	kvvfsDecode	os_kv.c	os	1593856	1594703	847	64b044e78975fea3e94b7a823a0781148d5345a9f640bd17db1aabe0e0315f2c	int kvvfsDecode(const char *a, char *aOut, int nOut){
dp2-0164	kvvfsReadJrnl	os_kv.c	os	1596911	1597913	1002	8dd680914ffed5929d09602e80ed5d20d3abc994a06cf6e37e64764752a01a70	static int kvvfsReadJrnl(
dp2-0165	kvvfsTruncateDb	os_kv.c	os	1601155	1601846	691	6c70f6bb7c43fb3b347ddd34fc263c16a7d8b937e6875ab30354a80b92dae286	static int kvvfsTruncateDb(sqlite3_file *pProtoFile, sqlite_int64 size){
dp2-0166	kvvfsLock	os_kv.c	os	1603249	1603548	299	5e20793be3d9c9bae6fe708e51b66d9afa9bfb2d364b38911ad25671dae45dee	static int kvvfsLock(sqlite3_file *pProtoFile, int eLock){
dp2-0167	kvvfsSectorSize	os_kv.c	os	1604831	1604896	65	60b65b2675f935e556a01e7a2672b85b051af950a4bb2c84f9ddcec654a09317	static int kvvfsSectorSize(sqlite3_file *pFile){
dp2-0168	kvvfsFullPathname	os_kv.c	os	1608407	1608770	363	a4d2a2774c91921df15010ca37fb39bfb807e4e090ed1f1fac93abe74e8f3b14	static int kvvfsFullPathname(
dp2-0169	kvvfsCurrentTimeInt64	os_kv.c	os	1609571	1609920	349	5e8fb0bd9ea0826c6e982941bb8ad1b5ed625e4154af3c88efbe572b5b4df8b0	static int kvvfsCurrentTimeInt64(sqlite3_vfs *pVfs, sqlite3_int64 *pTimeOut){
dp2-0170	posixOpen	os_unix.c	os	1623939	1624038	99	9e9db85662d504372c13530a5f2dabf767b5c082125ea36334fa4062f57a1abe	static int posixOpen(const char *zFile, int flags, int mode){
dp2-0171	unixNextSystemCall	os_unix.c	os	1637300	1637654	354	671be86c234a6acadd214a5312f33f6ff5b524e7d1efe1586e060710d2f0618e	static const char *unixNextSystemCall(sqlite3_vfs *p, const char *zName){
dp2-0172	azFileLock	os_unix.c	os	1641300	1641594	294	bcca12972ac37a76f913d440b3236bd8a04111db987fc90e815f4667ed8f6e55	static const char *azFileLock(int eFileLock){
dp2-0173	vxworksFindFileId	os_unix.c	os	1647648	1648972	1324	de30e046bc4a838044ddc87ecb13fc9571c1ee7d3d261ebb412a697e967cdf0c	static struct vxworksFileId *vxworksFindFileId(const char *zAbsoluteName){
dp2-0174	robust_close	os_unix.c	os	1661376	1661574	198	c1717f71ca1d07dd201144dfe2ce6203e351ebe05e6ba36aa01aef55442f8517	static void robust_close(unixFile *pFile, int h, int lineno){
dp2-0175	fileHasMoved	os_unix.c	os	1666607	1666889	282	12fbc5e7ea4f437c673363c348f2eade7868dd84755e358e355f256455b2ac2c	static int fileHasMoved(unixFile *pFile){
dp2-0176	unixLock	os_unix.c	os	1674427	1682674	8247	95b60f47f1e976762d2463cdd23726b99f5fae8e1e6de1efbd2e2068f86024b2	static int unixLock(sqlite3_file *id, int eFileLock){
dp2-0177	unixClose	os_unix.c	os	1690644	1691647	1003	4c2c343f651083a07c882a0926d316344d7c3d3001b10363b67ba1052fdd043b	static int unixClose(sqlite3_file *id){
dp2-0178	dotlockCheckReservedLock	os_unix.c	os	1694918	1695317	399	6106904d429c697c03888087c175a853becf362e14bf5405bee02f3bb0996f82	static int dotlockCheckReservedLock(sqlite3_file *id, int *pResOut) {
dp2-0179	flockCheckReservedLock	os_unix.c	os	1700297	1701443	1146	e41a126529014b72d354b6f35dd943d4114f07244d38b3dfeac0c7864793d30c	static int flockCheckReservedLock(sqlite3_file *id, int *pResOut){
dp2-0180	semXCheckReservedLock	os_unix.c	os	1705685	1706688	1003	11777b29ac97aa02e889063acd8c75749d3e953635dec826394ef14608f70c75	static int semXCheckReservedLock(sqlite3_file *id, int *pResOut) {
dp2-0181	afpCheckReservedLock	os_unix.c	os	1712999	1714265	1266	54fb5ff7c75d579ef54b423a340962f32531ccc4352098a2c10fcb51bc499a80	static int afpCheckReservedLock(sqlite3_file *id, int *pResOut){
dp2-0182	seekAndRead	os_unix.c	os	1727386	1728531	1145	5c0e93bd4af8dab47f7987424dbdfc5a2e32aacfd1de31e7d2974171c81b4c6f	static int seekAndRead(unixFile *id, sqlite3_int64 offset, void *pBuf, int cnt){
dp2-0183	full_fsync	os_unix.c	os	1737010	1739116	2106	6fcb5dcd8ce69e9ecc5d2fa5c33f19fc4313f7fd86d4461e1f35f3b07235cf96	static int full_fsync(int fd, int fullSync, int dataOnly){
dp2-0184	fcntlSizeHint	os_unix.c	os	1745842	1748077	2235	bd1d82138d05d49143c9cb7058cf645f149c4e2f8a6a64674254a0000b6f3998	static int fcntlSizeHint(unixFile *pFile, i64 nByte){
dp2-0185	unixSectorSize	os_unix.c	os	1760583	1760722	139	000beca8e47ba2c483fd6a27c85dd9ee4f28c02346af02ef80ed0a7664bd0ca1	static int unixSectorSize(sqlite3_file *id){
dp2-0186	unixIsSharingShmNode	os_unix.c	os	1769217	1769727	510	1967bdf30855d2c5e5b76bbe4b416beba58554b11dee1bfb127ef01ae00d3de0	static int unixIsSharingShmNode(unixFile *pFile){
dp2-0187	unixOpenSharedMemory	os_unix.c	os	1779389	1783997	4608	db5a1611eabb4ed95fc1acf5ade37b2a55c6fada02ac47ee0acb159c6b183532	static int unixOpenSharedMemory(unixFile *pDbFd){
dp2-0188	unixShmUnmap	os_unix.c	os	1799015	1800379	1364	e2911615e0e5e4f0e5b9da3a87bc5cb36099b74f0b012cdc05b622368394f9b5	static int unixShmUnmap(
dp2-0189	unixFetch	os_unix.c	os	1805572	1806383	811	ffd5f905e9516ee0f78aac467d4c6c87c429abb5d0cea5f7712fa0252139856e	static int unixFetch(sqlite3_file *fd, i64 iOff, int nAmt, void **pp){
dp2-0190	fillInUnixFile	os_unix.c	os	1819715	1825311	5596	4aa6662c9e6a4ac28caaee22bc003361b7fa281c64d6ba23fc39edb8783eaf95	static int fillInUnixFile(
dp2-0191	getFileMode	os_unix.c	os	1830219	1830754	535	a12ce860cda3af096eadd64eb9b80d7bac5e53c98e1ad3a19688d1c90c79e3df	static int getFileMode(
dp2-0192	appendOnePathElement	os_unix.c	os	1848250	1849919	1669	dce798ffa1a4defc461b96126e54bf1b7a059f3c249810984d535a681335e0df	static void appendOnePathElement(
dp2-0193	unixDlSym	os_unix.c	os	1852435	1853512	1077	478a10d175db8b77947b0decfdf283e9127830fd93c85a9509b485e388d81d79	static void (*unixDlSym(sqlite3_vfs *NotUsed, void *p, const char*zSym))(void){
dp2-0194	unixCurrentTime	os_unix.c	os	1858279	1858482	203	ac87df73e3bfd0a61c368a6dad767849694d2eb54a52c354bdd74d660a18e3c4	static int unixCurrentTime(sqlite3_vfs *NotUsed, double *prNow){
dp2-0195	proxyGetHostID	os_unix.c	os	1872042	1872694	652	9f4c5c822ffbc42766dee884c1831bf7063994f1a8c1f263b087490d07c9f6c7	static int proxyGetHostID(unsigned char *pHostID, int *pError){
dp2-0196	proxyCreateConchPathname	os_unix.c	os	1887301	1888236	935	77841d04d50649ff95b8514f996381e126b2a22dd84379ed75c899f06351a31d	static int proxyCreateConchPathname(char *dbPath, char **pConchPath){
dp2-0197	proxyCheckReservedLock	os_unix.c	os	1895830	1896303	473	5e5e018c34381478c80a1054c5ca5170fe26303714d436511b30fcbb95897cf5	static int proxyCheckReservedLock(sqlite3_file *id, int *pResOut) {
dp2-0198	sqlite3_os_init	os_unix.c	os	1900491	1905622	5131	8b7aa908864a312a7476dd0d6ac94d5ad6db3cb8511341619ed8340b66769312	SQLITE_API int sqlite3_os_init(void){
dp2-0199	sqlite3_win32_compact_heap	os_win.c	os	1946664	1947670	1006	ce5987df2928ed5c73e849523cb8b59806512c2b201f3c3e689d132b310b11f4	SQLITE_API int sqlite3_win32_compact_heap(LPUINT pnLargest){
dp2-0200	sqlite3_win32_is_nt	os_win.c	os	1952103	1953159	1056	416391c2c4c26236be99cc0f579480e477d397da84ecf03444e2769b40583a8d	SQLITE_API int sqlite3_win32_is_nt(void){
dp2-0201	winMemRoundup	os_win.c	os	1955815	1955862	47	f0f166155c4222ad85b60bbb795c748029281289d3255573e60c88d1b795cb2c	static int winMemRoundup(int n){
dp2-0202	winUtf8ToUnicode	os_win.c	os	1959133	1959613	480	22ecb91e982f6339b1f8772aa3b669b5e7757011720c74d81e77690058ff102a	static LPWSTR winUtf8ToUnicode(const char *zText){
dp2-0203	winUtf8ToMbcs	os_win.c	os	1962293	1962568	275	2924104185688e8ad593866bf12aed310f3605b3d83fb50f6cf935f746b10e14	static char *winUtf8ToMbcs(const char *zText, int useAnsi){
dp2-0204	sqlite3_win32_utf8_to_mbcs	os_win.c	os	1964116	1964411	295	d76376afe5dd11c4e4ae256b0da3c0dc5639c79f1423c065b95059fb1d9d6c37	SQLITE_API char *sqlite3_win32_utf8_to_mbcs(const char *zText){
dp2-0205	winGetLastErrorMsg	os_win.c	os	1967431	1969474	2043	ff5bcfd70919cf5efc7929812b38609fe915424f11ef2a02004516f15463bda7	static int winGetLastErrorMsg(DWORD lastErrno, int nBuf, char *zBuf){
dp2-0206	winceMutexAcquire	os_win.c	os	1975155	1975335	180	9100a53d1ce79216bcb447995eb17e632aab0b2e08b91281bb4cacb62187dfeb	static void winceMutexAcquire(HANDLE h){
dp2-0207	winLockFile	os_win.c	os	1982922	1983691	769	4c07761a3053cd279bf31e188197d3fb140fd3ebcfb3cbb80c97686f09174f1f	static BOOL winLockFile(
dp2-0208	winHandleSeek	os_win.c	os	1987893	1989023	1130	5b0f8381af808d4a39d82eb23078405bffa3f3d41e9a2c383b6ceebebc246305	static int winHandleSeek(HANDLE h, sqlite3_int64 iOffset){
dp2-0209	winHandleTruncate	os_win.c	os	1998835	1999094	259	db52dce0cbf988405637bb56d677211bc250e9e30e88ed565da5fcadcad90476	static int winHandleTruncate(HANDLE h, sqlite3_int64 nByte){
dp2-0210	winFileSize	os_win.c	os	2005578	2006414	836	e8d948a1054bd259628acdb0adb4f75a82d44ff823c94bb9b65b804684c4a52d	static int winFileSize(sqlite3_file *id, sqlite3_int64 *pSize){
dp2-0211	winUnlock	os_win.c	os	2016394	2017518	1124	3ebf79750b0fcb8dde176efd82653c15d9fbcf2157243b478b0b214773a5bd9e	static int winUnlock(sqlite3_file *id, int locktype){
dp2-0212	winFileControl	os_win.c	os	2019762	2025402	5640	9a3c4d4c2ddf7ee384f7f81ee5905e9e69fc784caceee3eeb69b5128557f3a92	static int winFileControl(sqlite3_file *id, int op, void *pArg){
dp2-0213	winShmLeaveMutex	os_win.c	os	2030491	2030564	73	bf24b464543781c484ddd0fcc86ad475ec548eb280fe54047dbe19030ac05d32	static void winShmLeaveMutex(void){
dp2-0214	winCloseSharedMemory	os_win.c	os	2039524	2040341	817	517e09b21c4bd66ac5e149e91696a3278798b9cc135a325ea488981218b8de2d	static int winCloseSharedMemory(winFile *pDbFd, int deleteFlag){
dp2-0215	winShmBarrier	os_win.c	os	2051059	2051333	274	889453965c0e23973a2f7c6bb7bafb6bb2d837fe21a44849a5a0a52fc444eeab	static void winShmBarrier(
dp2-0216	winUnfetch	os_win.c	os	2064219	2065295	1076	dd2cb22e265b71999d0ea003efb427f287a6081fa6aedafa480c93b0662d15d6	static int winUnfetch(sqlite3_file *fd, i64 iOff, void *p){
dp2-0217	winIsDir	os_win.c	os	2076164	2076878	714	7362a1c4475d0c6d9193d6bd0bf9e5dd69566e4e8fcd4a76f0852062280cdfd5	static int winIsDir(const void *zConverted){
dp2-0218	winIsDriveLetterAndColon	os_win.c	os	2092477	2092608	131	8c93895daf78619d493a4a9f2a3c22be10ed67289bc3e9bf5c8681444e582761	static BOOL winIsDriveLetterAndColon(
dp2-0219	winFullPathname	os_win.c	os	2103115	2103657	542	230a7de073455d529e31f51588b88bc2f0f3c661590d0f233b1b7af0a7273e1a	static int winFullPathname(
dp2-0220	xorMemory	os_win.c	os	2105591	2105787	196	c3c71f8ce9436ad9f8af1762b67a8f77f757a86c482cd67f002d6cb477762aad	static void xorMemory(EntropyGatherer *p, unsigned char *x, int sz){
dp2-0221	winGetLastError	os_win.c	os	2111004	2111193	189	224af276dcedca9fd865d183aae8d41ed893d464d633c103f071847dfceb04ae	static int winGetLastError(sqlite3_vfs *pVfs, int nBuf, char *zBuf){
dp2-0222	allocateCursor	hwtime.h	os	3585170	3587889	2719	043c91c6ca16df49563407156018c8f45c4ec628473658cd0cfe6cde95ca4ef7	static VdbeCursor *allocateCursor(
dp2-0223	sqlite3ValueApplyAffinity	hwtime.h	os	3592801	3592945	144	de748f4493021bd055167b1bafd97e99f9c0d444abf916a6b114d6a45aa3a8f1	SQLITE_PRIVATE void sqlite3ValueApplyAffinity(
dp2-0224	registerTrace	hwtime.h	os	3597324	3597595	271	7d1060299b92b96e2dd980f8b64704e2b69690394c791a26e785b0120307d4f4	static void registerTrace(int iReg, Mem *p){
dp2-0225	filterHash	hwtime.h	os	3599357	3599976	619	f6a5de7601fa1f96dc8e0ef7362d809d663749252b9699716d71a2f0b35050df	static u64 filterHash(const Mem *aMem, const Op *pOp){
dp2-0226	sqlite3StatusValue	vdbeInt.h	vdbe	1150385	1150726	341	f9ea05b15095da9e23771892c1b3a761aa75001185c3fbc3adf516d713da2892	SQLITE_PRIVATE sqlite3_int64 sqlite3StatusValue(int op){
dp2-0227	countLookasideSlots	vdbeInt.h	vdbe	1153880	1154008	128	a4078354925f48b784d90e6afe2a9b63eb10e29209aff76cb0404865f4850224	static u32 countLookasideSlots(LookasideSlot *p){
dp2-0228	vdbeMemRenderNum	vdbemem.c	vdbe	3225991	3227057	1066	fef75a34677594826eaeb18f8f60eae7b15205b7e1de985346bb4712989676c8	static void vdbeMemRenderNum(int sz, char *zBuf, Mem *p){
dp2-0229	vdbeMemAddTerminator	vdbemem.c	vdbe	3235140	3235407	267	8f9d8e76c69112def82a4d6fdbbd8aabf3ce9edf8f887c1a1752be6a46ed3ef9	static SQLITE_NOINLINE int vdbeMemAddTerminator(Mem *pMem){
dp2-0230	sqlite3VdbeMemAggValue	vdbemem.c	vdbe	3240355	3240859	504	e255823a15fd98cc6533b54f25dbde2a37a6b349376a200d7bf5bd24ada4f0a0	SQLITE_PRIVATE int sqlite3VdbeMemAggValue(Mem *pAccum, Mem *pOut, FuncDef *pFunc){
dp2-0231	sqlite3MemRealValueRCSlowPath	vdbemem.c	vdbe	3244889	3245853	964	6f2c8d6c5813432fbf7bb4f39c370f32f7c3f9d68738526bbb719d7c7775cc4f	static SQLITE_NOINLINE int sqlite3MemRealValueRCSlowPath(
dp2-0232	sqlite3VdbeMemIntegerify	vdbemem.c	vdbe	3249533	3249854	321	c8bf3066e15592ba43fc41a8aaf4b7afc7f7fc178d774b9377e48f9cdbcda3ba	SQLITE_PRIVATE int sqlite3VdbeMemIntegerify(Mem *pMem){
dp2-0233	sqlite3VdbeMemInit	vdbemem.c	vdbe	3254265	3254444	179	48c043e052340484998db183ee503f1246e876af82dec7ca13461e01c9414fc8	SQLITE_PRIVATE void sqlite3VdbeMemInit(Mem *pMem, sqlite3 *db, u16 flags){
dp2-0234	sqlite3VdbeMemSetInt64	vdbemem.c	vdbe	3256410	3256606	196	0e1c65f4dd3b982edd84fd3f1dae77a1b8fa5db4fd852a3ea51a5353e1585abc	SQLITE_PRIVATE void sqlite3VdbeMemSetInt64(Mem *pMem, i64 val){
dp2-0235	sqlite3VdbeMemSetRowSet	vdbemem.c	vdbe	3258242	3258606	364	929409e595aefdd392389ba1b8a21d2738e72b7e4d796d1f1b8b2c1b5be3b3eb	SQLITE_PRIVATE int sqlite3VdbeMemSetRowSet(Mem *pMem){
dp2-0236	sqlite3VdbeMemSetStr	vdbemem.c	vdbe	3263526	3266120	2594	844cb3b5dab5f930981150c4852b2d350b23b16f7cb2cbd9aa2838db5684b12f	SQLITE_PRIVATE int sqlite3VdbeMemSetStr(
dp2-0237	void	vdbemem.c	vdbe	3273408	3273677	269	d18add2c996a0c3cb70cf96347ea995539344faacbdc1c2efede4688e655b0d4	SQLITE_PRIVATE int sqlite3ValueIsOfClass(const sqlite3_value *pVal, void(*xFree)(void*)){
dp2-0238	stat4ValueFromExpr	vdbemem.c	vdbe	3287312	3288617	1305	7d1e69aec686bd24e2bb6c48c83a813bdae5a950cb0a9e20c6c0362a74cb583f	static int stat4ValueFromExpr(
dp2-0239	sqlite3ValueFree	vdbemem.c	vdbe	3295257	3295406	149	2c4ecf4eeb0ad528a6b782350b6da09466572948d58c2a254ae35671779fa7b0	SQLITE_PRIVATE void sqlite3ValueFree(sqlite3_value *v){
dp2-0240	sqlite3VdbeSetSql	vdbeaux.c	vdbe	3298281	3298556	275	348e818f8fa4d47c434e56a4cb65e61819df0b18a05e3cc5f3957dabe101757f	SQLITE_PRIVATE void sqlite3VdbeSetSql(Vdbe *p, const char *z, int n, u8 prepFlags){
dp2-0241	addOp4IntSlow	vdbeaux.c	vdbe	3303521	3304034	513	f2dff86beaf5f7dda174b731e8fc8198155df40f893d8683ca252f82a9b265a7	static SQLITE_NOINLINE int addOp4IntSlow(
dp2-0242	sqlite3VdbeGoto	vdbeaux.c	vdbe	3307037	3307148	111	59af8df2b79db1b250e519458457d676674f5ae596f7e8ed0ed676c0c3099123	SQLITE_PRIVATE int sqlite3VdbeGoto(Vdbe *p, int iDest){
dp2-0243	sqlite3VdbeExplainParent	vdbeaux.c	vdbe	3311303	3311501	198	e63cad7c3f8563fc7db3907021e565ffc795e8b26db8cbb698c563e31c250211	SQLITE_PRIVATE int sqlite3VdbeExplainParent(Parse *pParse){
dp2-0244	sqlite3VdbeMakeLabel	vdbeaux.c	vdbe	3315438	3315523	85	e598cdaba3d0a241e8747eabf97dc96e455f54a667822d8aa9431969ecd2e7fc	SQLITE_PRIVATE int sqlite3VdbeMakeLabel(Parse *pParse){
dp2-0245	sqlite3VdbeIncrWriteCounter	vdbeaux.c	vdbe	3322127	3322344	217	3f581e4307d08a086f29f6e7671cc510d55fb5989b3c5d281481ed6d9e4c134d	SQLITE_PRIVATE void sqlite3VdbeIncrWriteCounter(Vdbe *p, VdbeCursor *pC){
dp2-0246	sqlite3VdbeVerifyNoResultRow	vdbeaux.c	vdbe	3331353	3331500	147	465ff41db125fdb6878cc0ec120c1aa6803adaa5df05d3f445cdfb479fc0cca9	SQLITE_PRIVATE void sqlite3VdbeVerifyNoResultRow(Vdbe *p){
dp2-0247	sqlite3VdbeScanStatusCounters	vdbeaux.c	vdbe	3336396	3336860	464	c0d66fb65f351ae6e634225131f067f1906fe1194e5217e783264238d2389435	SQLITE_PRIVATE void sqlite3VdbeScanStatusCounters(
dp2-0248	sqlite3VdbeTypeofColumn	vdbeaux.c	vdbe	3337877	3338144	267	31f20333375263d428671b7140116b83018802f478977511f01f1daee806024d	SQLITE_PRIVATE void sqlite3VdbeTypeofColumn(Vdbe *p, int iDest){
dp2-0249	freeP4	vdbeaux.c	vdbe	3339933	3341119	1186	fc9ee31bc93b10be3600c485d5e1acd104d8cbc02521b0c3573ab5f7f33e50af	static void freeP4(sqlite3 *db, int p4type, void *p4){
dp2-0250	vdbeChangeP4Full	vdbeaux.c	vdbe	3344732	3345143	411	4dc3f57ad3ca7e99696b03a5782fb83055487b326ba80bfdb4ff090f92c918ef	static void SQLITE_NOINLINE vdbeChangeP4Full(
dp2-0251	sqlite3VdbeNoopComment	vdbeaux.c	vdbe	3347925	3348147	222	0397a0d04a025b61c432dd3f2b4abbb8fa2e6877a4c3f6afa7f8632f27a2f053	SQLITE_PRIVATE void sqlite3VdbeNoopComment(Vdbe *p, const char *zFormat, ...){
dp2-0252	displayP4Expr	vdbeaux.c	vdbe	3353460	3355628	2168	75b137d595e9ad381074d48e7e810d3e386c61ec0f47fc8e3e3bbebb80fd2b02	static void displayP4Expr(StrAccum *p, Expr *pExpr){
