item_id	play	byte_start	byte_end	n_bytes	sha256	attribution_rule
dp1-0148	HAMLET	1159373	1159601	228	107203a9d0d613d7f92f96616bf5644b60605b55ba486996ff95de0472ebcb30	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0149	HAMLET	1160618	1160835	217	7e86c43b7faa491c80b7ead749bb3d14f2e296af3581d7e74b73421ac3ca1b3b	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0150	HAMLET	1161820	1162042	222	42447e54c65a805b4d000ef61d47d08e0316a6a2841fff34cf56cf3eb8623f60	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0151	LEAR	2477615	2477838	223	45491d2ab1f2579cff55ef4b17dcc6a7daf07a1731f9b1e4965ee67db29c1472	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0152	LEAR	2478696	2478900	204	66b6fe48a41c08a48aa6849863a0ed1386b335c232a19641e685f36d2739b85f	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0153	LEAR	2479809	2480059	250	9a6475883fe94cf91c3c425d566ba32ee7627e190cd70ad10f8b10d8b4fabdd3	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0154	LEAR	2480852	2481061	209	508053db13bb2c5e2c2859aebfa2755564d26be40dec50dc651de5665c23a15a	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0155	LEAR	2481980	2482191	211	13c75a486263e16b1b1613ea41be533d9aff1ad76cd261a31816e59f18938bec	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0156	LEAR	2483026	2483227	201	a019a4169eb9243cae3040dcd8c90b0dffb7d6bccaf35d799354c474900e5cd4	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0157	LEAR	2484112	2484354	242	54082780ad0e3d12720fe6744adacbc2e83a67aa75f0c9e8a765fd095c8f7e88	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0158	LEAR	2485215	2485423	208	389a508423da45849c96ec5be2770baec8697bdd600321f2c5592214af803203	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0159	LEAR	2486330	2486531	201	1fba9e0bc70b2c43cbb346db2dbe0dba3c301408bd24143fbbfa9177f816324c	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0160	LEAR	2487385	2487617	232	964397edc51634a5efce7604c6b549b4e74bead27982a471500585af0a1e37f9	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0161	LEAR	2488499	2488702	203	d3cb88c0091e11e97761b7527a6e31abfa8c7c5a1eae365283edcebcada16afd	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0162	LEAR	2489563	2489778	215	4a9bede5e6efde22c300d81eae06927d41486b1a79e6c8504f49bfdbac675388	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0163	LEAR	2490646	2490881	235	b482145f2e77c69a8bbac94bed23c0c1d400bc467e299021322ad3115e5c15ac	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0164	LEAR	2491736	2491937	201	de30bd238368a117f9d6e6e6b69323bf94a1cb3fbbef1313b1260253f8422d04	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0165	LEAR	2492840	2493065	225	c9989ed37d374f9b731c53d668c5385b3fd6964b4473831a0743af9c4f0916fd	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0166	LEAR	2493957	2494219	262	d1b3a436a3501fdc6e3cfa188003b32d6e39ff8bd57ab0b2ae131a82d52b75b8	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0167	LEAR	2495023	2495239	216	61f2d93979426df36e69cc1c62407be6a90d6097ac061a018d17f31359edb6b2	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0168	LEAR	2496074	2496314	240	67de2a851c179471b8e9d2cbfb255dbc6e48986f6a707db45e5170c12a41dffa	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0169	LEAR	2497199	2497439	240	123478a40435817f0b7a944e12d08ff9a3f2621d82563ad2a00fd4e7c73fd52f	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0170	LEAR	2498275	2498497	222	bbb290a0fdaba738b8967f6ff73410962e3518d03edc50e5a7c8d68692e47e72	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0171	LEAR	2499388	2499596	208	12085a42ff688212e7aab638073c63d6cbdcfe8bda52ccc199d2c73bc6b97a93	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0172	LEAR	2500420	2500623	203	b7a14b8a0d5a4f26e883c4522b0bad4cb091e9df60f882a1b1ec1f455abdd528	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0173	LEAR	2501524	2501755	231	c620e9688a1a9f1421f5f6cfb0134f74d0a897d82deb84a17805bd6bd8889f38	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0174	LEAR	2502623	2502828	205	2b0390f5cb6b1214ebcff3fdffe55f0aa92574faa468a9dba4c0bc538c616707	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0175	LEAR	2503688	2503931	243	d4ea2911957e0615860c69813bb357f7bc6ac6eb031a33a4edf04b053f33d06e	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0176	LEAR	2504776	2504979	203	c451835e6e7d46782ae04dd0699806c2ec8ccd21cf1289639f60b190e7c39ee5	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0177	LEAR	2505859	2506071	212	34ea86c9590e24c376a431b7a78edc64caa8b1d1490bad477b6de37033248fc8	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0178	LEAR	2506952	2507170	218	9cf5987c9e4b98193417b4257bbd47586d0be40f097e485dd3c3bf1d5e71500a	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0179	LEAR	2508089	2508332	243	dfce6ed41299e991081a6e962459cc7fca1614a80bc0a5b127b51835acf76938	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0180	LEAR	2509159	2509360	201	6cd2a411ef548f36505578509d6f5921f3d07d176048621724c81ae9ecb13420	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0181	LEAR	2510238	2510442	204	5e8f858881d2f378e952aa7912fd079c8d98dccc4caa076030ffe84ee49e734e	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0182	LEAR	2511315	2511576	261	12e4bf6bdd0d490c0d3a7e4742327f9270ebad674f254c7d14a3900d775e587f	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0183	LEAR	2512383	2512636	253	97bbabb0d9aae84b516e1a9dbe73af656cc13c8b390069871fa4ba8e87bbe5b4	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0184	LEAR	2513504	2513744	240	02a49a620d308a28d5be22d8648bff0069d0c2d05dbe724a715807e3e770bb0e	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0185	LEAR	2514581	2514791	210	c83bf6a8ffb0537f342ce708964fd82af132cd883505f3c5b93c35885d196dcb	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0186	LEAR	2515644	2515867	223	618463360d1a75dee9471d6dfbffd567295e6eec5f8b0956f1e3898ae260c952	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0187	LEAR	2516735	2516942	207	6667fc6e9123de276d7f101ba2a2d6f7c20bc748cb3ef1d5267ad70748ca1a28	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0188	LEAR	2517843	2518069	226	6f27b372de524ea763bb745d8c48dcd8a7d0ca5f1d92cdcc85da5586d5610648	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0189	LEAR	2518907	2519129	222	c5405de4934ba94ee335969a39cd7ee0d0406ee85ef7843b1ae6277b99410938	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0190	LEAR	2519986	2520206	220	7d5fad4f20d4c32c47177b101c232f1c6ae68fe38cfb266ce475f1e1ffd99a1b	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0191	LEAR	2521109	2521334	225	7103bf4cb5877730a0100cf9e13aa70b46544a7636e80d00a6d18aa586d58454	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0192	LEAR	2522159	2522419	260	861add305cf4875a8ed5dad30dfce68a8fc90a497135ba336078445c94230029	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0193	LEAR	2523255	2523456	201	3a4f38b610d35f8a18f31e3b5717f043548297c49f0f1131b046c4279c732beb	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0194	LEAR	2524336	2524544	208	553c37e963152394f3fdf261ce697a507005b7ab5fcfc5f4a1d419aa8d131866	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0195	LEAR	2525444	2525683	239	886f5264c22f96afb555ab2f254866630140d8ae692cf63826b45e36573079a0	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0196	LEAR	2526545	2526781	236	f5607b2356a8ae5bbe11088da75ba5d9da5ff9b08ffec543df37403bf2282b43	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0197	LEAR	2527622	2527858	236	3a2ac6beae395b1bd8f251e1f826b7184430ec01f3c19d8bd488be23b0f8f023	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0198	LEAR	2528712	2528925	213	60f5f2340d4abe3f82bf068c03966828148f6414fef53683a2e9ab95d1a2186f	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0199	LEAR	2529782	2529988	206	47d07f631670ab6e8615ce42b0e5acc4b4281e71453b1c98b6c9da6c20ad755b	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0200	LEAR	2530864	2531125	261	54b0c64f1f338157d67dc934408a0678429af4a888e1c1efc08ed4b8a40e004e	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0201	LEAR	2531958	2532182	224	55817702e2e50efb96cb701c4ab2c376777a897883a597adbb2918fc5bede3e7	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0202	LEAR	2533033	2533260	227	523157c9a08d776004d7c45aea1637699280cc0093bd875b1545cefb8aa64b4a	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0203	LEAR	2534152	2534360	208	f42f5a83f3996c8642e9f059e57e3cc95f266d7ab5bd932110f3d24021b54ffa	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0204	LEAR	2535223	2535453	230	da2045fb90e7569417bd437179d95bc9903f2145c99b1eff77b00c19493e256c	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0205	LEAR	2536297	2536508	211	e03d917fff2f6ccad6a93493cc67dca1529b6078b53705a012a28bb9ddf3a567	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0206	LEAR	2537386	2537595	209	0ca79c99bac81822d3e852295a9b3f6fdd6e6ea0a9f1b8ee7064c9b04c0d8def	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0207	LEAR	2538495	2538713	218	517c5d4a0d49c4e4719c73d1cabd6f38f8f3ef7b6bdcc7ecfee0ceae567153e3	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0208	LEAR	2539558	2539773	215	da73d64186df244d9d3fa29cbf0378158d0df64dae04545de697fce887482898	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0209	LEAR	2540671	2540896	225	6e5eef241950e80d8ae49efb9bf82ec8627f8299b1b653127b048d9e763cabe9	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0210	LEAR	2541724	2541947	223	4e32ebdf0acd9f368030010c065ff22e0c1cceb19b93f682eb0e27b3374bea22	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0211	LEAR	2542826	2543038	212	74c3aa9c181e52151d64de2bd2de4bc01a6c7abb1e4e099fe286f625c76b10ef	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0212	LEAR	2543902	2544127	225	ec5fc661e1c0467a644e1afdda6f14cde2e35751a1f579064e3ac9465c039f6e	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0213	LEAR	2545002	2545227	225	e5d860d926cc7544ee89bbbddd07484ac0f32a806ac8533c14b83d480a7f3363	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0214	LEAR	2546087	2546309	222	a5b95518d88b8196b374b5e30ecb8e95e675ce76c3093de5cc59578e396b7b33	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0215	LEAR	2547161	2547392	231	1b179149870826a8fae775686264c2c519568db25d5bec0b5cdee56cd3454b3b	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0216	LEAR	2548270	2548482	212	a5428c1204ed82b4ff660316f99e3dae9272cf226603c401acfe726a55998646	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0217	LEAR	2549334	2549567	233	0d369f0b4fe33e504c91aaa10841671e414f95512cd8a3b3cbf459c9f09404c8	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0218	LEAR	2550444	2550650	206	bb9d2c4deda591dcb6047b8c33a75bd5de3870d00216b95c3ac01d97016884b9	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0219	LEAR	2551532	2551770	238	0834b56849b4763f736114a3e4c4bad4dfbefcc262b6e5e8fa44a2874bef5239	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0220	LEAR	2552632	2552871	239	f1e478d049bc1924abbdc434e643fc6aa11a3f7035f402f9294067a706e530a7	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0221	LEAR	2553694	2553936	242	e7725035e6e6da7e4189860bf9614549e4401f4ade0bf87f6ccfb8e25f6c6034	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0222	LEAR	2554799	2555037	238	77df860d4e16ea806e0dedea7576aa4e38f776d55848dc837a7690db66bfa9b1	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0223	LEAR	2555873	2556106	233	cc9804ec7dc5f05c30df7ff1ff3edbdaddac34485219a9d85e07ae1ce27bd154	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0224	LEAR	2556982	2557208	226	27e6c0f57de603b9c14f409054a67535011ca1fcbb59cfb9a7acc8023ef2cd3b	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0225	LEAR	2558076	2558303	227	f2c8f47da42f494b3bc15866534c1a600479ad09065cbd46b11795ed641d33d4	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0226	LEAR	2559147	2559358	211	add1a8c907b79769ab9cdd7533edbfbfbf25fa8e754f2ecfe33129dddfa042ea	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0227	LEAR	2560242	2560468	226	b875ca37b9082b0d8b094acbfe882f4cc6ba7ea33558e81319c830d1b68afcf2	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0228	LEAR	2561308	2561548	240	99ef152b424a88ecb74d45f8945bd534c40c2563e2e7028b8c010a91d3b8b576	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0229	LEAR	2562428	2562647	219	ae09fc87f8df4168bd305d643a15912fa44d7a3532c9694ef875a093d5c6a85f	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0230	LEAR	2563522	2563760	238	ffde47cea9367997c9fa7b782672d936cac2e87c111de6f70e67f2c81d29f861	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0231	LEAR	2564567	2564801	234	5b5ff0716ae9460e35c38f3dddd9e1a3248059cc5e944d8a7dc6c4eaaa349772	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0232	LEAR	2565681	2565939	258	2911bafc6d92959511b4ba89a3b02ca4b7aaf41dff1856d678f5cdd8260ddb55	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0233	LEAR	2566746	2566968	222	3118487d94a98a4f9092b9310dce1548b888b7b44fefaf1d9eeb2fa396574cef	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0234	LEAR	2567814	2568066	252	c9eede2ce64fb514691ebae231981c4432744511305da06bda1213197ae9be64	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0235	LEAR	2568914	2569141	227	0980483d0ed0e3268fb310268c721e61ceb4a7002f6dd661714ce02718ee1c83	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0236	LEAR	2569989	2570219	230	4bb69991aa1eaf4828033e6dc4783308100ff4d0d72983be060894e85b6e0db0	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0237	LEAR	2571094	2571298	204	0fa6f576298da1c09836387dde57df4256ff6375d7904f73107f20a5917ebaae	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0238	LEAR	2572176	2572425	249	e9399759f474c35a955ec4fc493c968b16ddc94dc1d8e4b575739850c91c62f3	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0239	LEAR	2573283	2573492	209	6dd3ed015f10cf845e478cde4dbf8a1660b6b21f20e06fa203a2d7638facaaa8	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0240	LEAR	2574370	2574586	216	18fde99f8bb6a9979d0b5ca44dd6e0d5fb5aaf762863ac54a720911aa64b43eb	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0241	LEAR	2575454	2575702	248	aef5addb9b50448292356e8a535e9da2786981c8f86ed74ff96f05b1cdf0e0c9	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0242	LEAR	2576515	2576772	257	f9a00f82e59d6e020dd4595c353eb1a647d3bb9dc83d81408de95b7329107934	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0243	LEAR	2577608	2577814	206	066eaa16db80906efca935c924c1118d38a2c0d8704a9ce0d9ab992f87110335	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0244	LEAR	2578683	2578891	208	33ba7bc64920c25432ad1415656860337c14864de3078844ad1f36b0e2c170bc	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0245	LEAR	2579781	2579982	201	dbf58371b9008f9c3d721d3ab463611d8c5f585191b60b13597b797cfda5316f	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0246	LEAR	2580864	2581076	212	ce17ef7c4513b585347bf54c3d6d7b9499f64b24e8e692424d1038a861a41719	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0247	LEAR	2581969	2582214	245	093a9fa6d427238f0f31f750ec3afc532b627e7a699c8ab64d7bc882cb769752	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0248	LEAR	2583037	2583288	251	5081326376db979aa14d5095e1502c7508eb01971859fb0d7b616765e7b48c92	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0249	LEAR	2584129	2584336	207	933a83b53fa81980384b55ec72e83c5d4fbf0cecc3119c23ffc6088e251193bb	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0250	LEAR	2585224	2585464	240	c45a92548d8761db1f28b2dec3ce3bc1508f5944eca44fa92376ab8a47d9a2b5	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0251	LEAR	2586300	2586514	214	0bf66bb799005f63e695e32e7ad919789f257abd8614d3c20aa3c81c23b7ed23	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0252	LEAR	2587386	2587618	232	562c721571e65435664a1d6d0b8f7df3f53987eb446de9c2e064a46828e0cfd6	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0253	LEAR	2588497	2588707	210	9f12f89712bbe24b0850c4d132ff04c9be41a19365ca09d73196213cc48ea7fa	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0254	LEAR	2589557	2589806	249	83d9ce506c203d03cc7a858fd5c1b4538f9b907fac3cc6ef8e886a5f56607087	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0255	LEAR	2590673	2590877	204	2d6bd31576699f9eea228a3a74bfaae71b964c07cfc62e5883a52b49f9570c75	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0256	LEAR	2591764	2591979	215	190f22f478e94dbb5e000d5e4c2a96c6ec88cd06aea0b8ace47b34efb0562089	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0257	LEAR	2592852	2593070	218	bec29a68e079dc8b06fcf162bc2212801b358e3c83595dbe41369e95ada9f6fc	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0258	LEAR	2593918	2594167	249	75b4aa7e149c1746636c77caa558a940925a87a4e3a3c4bf56a8fae93f5c182f	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0259	LEAR	2595000	2595206	206	172cdb2ddb38901e47ea6ee206bf24f5bfae9bb6603c47b5ccdcd61c7950cbe0	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0260	LEAR	2596085	2596299	214	32b46a50aac46b5987a0b7de788d3117c78365b458148bc53cdd69281d08c56f	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0261	LEAR	2597171	2597378	207	33be1833730c35b3d07c08ace97eb56065d82d86c30e9f2cc7bd03908716c2b8	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0262	LEAR	2598259	2598460	201	781cd84078945df70f5e8210d962a8c9bc5e52339288ceb5f918e2dd4e8a0d05	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0263	LEAR	2599372	2599588	216	9f1c3bfa18e163bbd982eaecf786b8e53cd84e868b7263f387f7437205884a7b	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0264	LEAR	2600422	2600659	237	a64241663a5213d27f7878526696ef8366989233b44c41b380c511c2abf795a1	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0265	LEAR	2601536	2601776	240	2d102bbd254969b9d540e28518fa2c11c753e90f10873a8e6725fb620e6dfc42	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0266	LEAR	2602623	2602849	226	33e827b6ba91b077d851b8625bea2a731e04a4b68b347376e6853bcf12a10410	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0267	LEAR	2603728	2603934	206	9c51705b5f8ca2f2bdf3c3750dbad71da128ac836507e255b86abbab9e089cdd	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0268	LEAR	2604769	2604988	219	4b1f095cb38b7de29e7d1e206eb2f87682e98c475171e7f79d3f2e54de83ba87	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0269	LEAR	2605868	2606113	245	bd5038918a6fe0f398331613d6e484b9e5e074f90f7bb6080dc511a0849c61f3	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0270	LEAR	2606961	2607189	228	b3c1381916f5573c239eee78bced28dac0099c9053e0fa4081548de509d2784a	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0271	LEAR	2608053	2608313	260	81a5c735ac9c3b53497b5211eb1ffdb9d005d07b09e2251d2c656beb6c376c13	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0272	LEAR	2609126	2609357	231	7e3ab4ae3d818c0724a0350c3a002ddc30f4b5d7094e216bcc8990d3eb69e725	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0273	LEAR	2610244	2610473	229	1c9b28448d692facd7f96f295e74b58746f0830677280598c1fc3979104f86c5	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0274	LEAR	2611297	2611512	215	6022fb70fcbfac6ea55e33656ce50998cde0e72ba36cde794fa2b9a9dc736acb	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0275	LEAR	2612397	2612639	242	87185f6f72dc409a3c0b4a8a0c4a826633f21afac3119fb5ff659b3c8d1c17e1	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0276	LEAR	2613513	2613722	209	35f6ca626a94f0a9355c28107ada13d518bbbd86b7dbcc51b8c1fe3fba564bf2	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0277	LEAR	2614552	2614784	232	4f025e2da5da459a9144925afff4fe07e36ea766f8798cf0dfeb31041ad3e07d	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0278	LEAR	2615660	2615867	207	b3cde8e81bfccd231dae7c8a55917ea9bda088feb9b0595ef5a86700433d8fcf	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0279	LEAR	2616773	2616980	207	be80e74658c52c0e80c1abe23b869be7776feeeb2c465553840f8672a87de229	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0280	LEAR	2617847	2618074	227	a5020c88b44fde59794f24bc1a4dff67252e7ad503815ec212e7c272dcffe1b7	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0281	LEAR	2618901	2619107	206	0cf6c7740c1cbc383eca64ecc2f46e14f03f4f6eb4450faf8b654716af5ae6fd	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0282	LEAR	2619989	2620220	231	aca36243dfeff6d4eee0fd8097b49c2d30acf533c44e3b88d356fdce2d0a4266	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0283	LEAR	2621084	2621285	201	3779f9dcf8ccf66e1629188ae47e6f6b11b4e4f7e0924dbe94b612696c784255	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0284	LEAR	2622162	2622363	201	901c628151c8c88c46a56eaa5b412e6cd2459528f3c028cfbec964960b784b9b	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0285	LEAR	2623250	2623474	224	d5e5d1582d7bad34221cdcaee43e0ac1ea5396d602c5954330c5cb0304c46626	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0286	LEAR	2624369	2624578	209	7ff1c003440dae685774da775be3fb4b14015fbacba6ef0b008fa67c3ab43a9e	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0287	LEAR	2625440	2625643	203	3be65bcd461086997ba8b9a7f1986073865ef4ae974cb9079a18838b7ba94a93	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0288	LEAR	2626517	2626739	222	b85d1c2f831024bfd1fa3b39f187d903a4b73f30820b9ef04f950a82fa00296c	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0289	LEAR	2627610	2627827	217	2b80da0d89b79ebe4803db515d80ead65a147ae2eb8d02f35ab5562ac8bbb815	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0290	LEAR	2628685	2628923	238	5b6acc7bf45d634052e8390af8c6bb378c5646912ff35b13ec9279c3e4a77584	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0291	LEAR	2629784	2630003	219	23fcc6a8ec0bfe06bcdd0f058de0a086a5b8ea73cd09f86c8d0aa93e1795f636	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0292	LEAR	2630881	2631112	231	694f77e08841a7731aeb0722207480b6b170f6fb7079cd99f39ebd1b0c69a3e7	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0293	LEAR	2631975	2632185	210	ac5f0dbd5ec49b1dded192eeaee7198ff8fd2aefc337d7a6fc80c8824f02f5b6	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0294	LEAR	2633035	2633270	235	9854a7112528e0378a2ac2c9b9ec21514651cdbbaab0501a3ee9dcbe520f4405	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
dp1-0295	LEAR	2634135	2634375	240	980ed1d27e38660330343a4c3ad88d2356ff8b9ec0044b2366cb6510daa8e017	enclosing play region: body banner (exact non-indented Contents title) to next play's banner
