C events parsed: 2
C regions=3 starts: 0 44100 617400
C rg=1 rb=420 g=64627 m=7736 T=7087 st=0
C rg=1 rb=421 g=64627 m=6930 T=7087 st=0
C rg=1 rb=422 g=64627 m=7484 T=7087 st=0
C rg=1 rb=423 g=64627 m=7199 T=7087 st=0
C rg=1 rb=424 g=64627 m=7194 T=7087 st=0
C rg=1 rb=425 g=64627 m=7310 T=7087 st=0
C rg=1 rb=426 g=64627 m=7103 T=7087 st=0
C rg=1 rb=427 g=64627 m=7677 T=7087 st=0
C rg=1 rb=428 g=64627 m=6729 T=7087 st=0
C rg=1 rb=429 g=64627 m=7743 T=7087 st=0
C rg=1 rb=430 g=64627 m=6880 T=7087 st=0
C rg=1 rb=431 g=64627 m=7530 T=7087 st=0
C rg=1 rb=432 g=64627 m=7196 T=7087 st=0
C rg=1 rb=433 g=64627 m=7201 T=7087 st=0
C rg=1 rb=434 g=64627 m=7272 T=7087 st=0
C rg=1 rb=435 g=64627 m=7138 T=7087 st=0
C rg=1 rb=436 g=64627 m=7650 T=7087 st=0
C rg=1 rb=437 g=64627 m=6754 T=7087 st=0
C rg=1 rb=438 g=64627 m=7746 T=7087 st=0
C rg=1 rb=439 g=64627 m=6834 T=7087 st=0
C rg=1 rb=440 g=64627 m=7574 T=7087 st=0
C rg=1 rb=441 g=64627 m=7186 T=7087 st=0
C rg=1 rb=442 g=64627 m=7215 T=7087 st=0
C rg=1 rb=443 g=64627 m=7241 T=7087 st=0
C rg=1 rb=444 g=64627 m=7164 T=7087 st=0
C rg=1 rb=445 g=64627 m=7617 T=7087 st=0
C rg=1 rb=446 g=64627 m=6788 T=7087 st=0
C rg=1 rb=447 g=64627 m=7748 T=7087 st=0
C rg=1 rb=448 g=64627 m=6793 T=7087 st=0
C rg=1 rb=449 g=64627 m=7613 T=7087 st=0
C rg=1 rb=450 g=64627 m=7169 T=7087 st=0
C rg=1 rb=451 g=64627 m=7237 T=7087 st=0
C rg=1 rb=452 g=64627 m=7218 T=7087 st=0
C rg=1 rb=453 g=64627 m=7182 T=7087 st=0
C rg=1 rb=454 g=64627 m=7580 T=7087 st=0
C rg=1 rb=455 g=64627 m=6828 T=7087 st=0
C rg=1 rb=456 g=64627 m=7747 T=7087 st=0
C rg=1 rb=457 g=64627 m=6758 T=7087 st=0
C rg=1 rb=458 g=64627 m=7646 T=7087 st=0
C rg=1 rb=459 g=64627 m=7143 T=7087 st=0
C rg=1 rb=460 g=64627 m=7266 T=7087 st=0
C rg=1 rb=461 g=64627 m=7203 T=7087 st=0
C rg=1 rb=462 g=64627 m=7193 T=7087 st=0
C rg=1 rb=463 g=64627 m=7537 T=7087 st=0
C rg=1 rb=464 g=64627 m=6874 T=7087 st=0
C rg=1 rb=465 g=64627 m=7743 T=7087 st=0
C rg=1 rb=466 g=64627 m=6731 T=7087 st=0
C rg=1 rb=467 g=64627 m=7674 T=7087 st=0
C rg=1 rb=468 g=64627 m=7110 T=7087 st=0
C rg=1 rb=469 g=64627 m=7304 T=7087 st=0
C rg=1 rb=470 g=64627 m=7196 T=7087 st=0
C rg=1 rb=471 g=64627 m=7197 T=7087 st=0
C rg=1 rb=472 g=64627 m=7491 T=7087 st=0
C rg=1 rb=473 g=64627 m=6923 T=7087 st=0
C rg=1 rb=474 g=64627 m=7737 T=7087 st=0
C rg=1 rb=475 g=64627 m=6713 T=7087 st=0
C rg=1 rb=476 g=64627 m=7697 T=7087 st=0
C rg=1 rb=477 g=64627 m=7069 T=7087 st=0
C rg=1 rb=478 g=64627 m=7347 T=7087 st=0
C rg=1 rb=479 g=64627 m=7194 T=7087 st=0
C rg=1 rb=480 g=64627 m=7197 T=7087 st=0
C rg=1 rb=481 g=64627 m=7442 T=7087 st=0
C rg=1 rb=482 g=64627 m=6973 T=7087 st=0
C rg=1 rb=483 g=64627 m=7727 T=7087 st=0
C rg=1 rb=484 g=64627 m=6704 T=7087 st=0
C rg=1 rb=485 g=64627 m=7714 T=7087 st=0
C rg=1 rb=486 g=64627 m=7023 T=7087 st=0
C rg=1 rb=487 g=64627 m=7394 T=7087 st=0
C rg=1 rb=488 g=64627 m=7196 T=7087 st=0
C rg=1 rb=489 g=64627 m=7194 T=7087 st=0
C rg=1 rb=490 g=64627 m=7393 T=7087 st=0
C rg=1 rb=491 g=64627 m=7022 T=7087 st=0
C rg=1 rb=492 g=64627 m=7714 T=7087 st=0
C rg=1 rb=493 g=64627 m=6704 T=7087 st=0
C rg=1 rb=494 g=64627 m=7727 T=7087 st=0
C rg=1 rb=495 g=64627 m=6973 T=7087 st=0
C rg=1 rb=496 g=64627 m=7443 T=7087 st=0
C rg=1 rb=497 g=64627 m=7198 T=7087 st=0
C rg=1 rb=498 g=64627 m=7193 T=7087 st=0
C rg=1 rb=499 g=64627 m=7347 T=7087 st=0
C rg=1 rb=500 g=64627 m=7068 T=7087 st=0
C rg=1 rb=501 g=64627 m=7696 T=7087 st=0
C rg=1 rb=502 g=64627 m=6713 T=7087 st=0
C rg=1 rb=503 g=64627 m=7737 T=7087 st=0
C rg=1 rb=504 g=64627 m=6923 T=7087 st=0
C rg=1 rb=505 g=64627 m=7491 T=7087 st=0
C rg=1 rb=506 g=64627 m=7199 T=7087 st=0
C rg=1 rb=507 g=64627 m=7194 T=7087 st=0
C rg=1 rb=508 g=64627 m=7304 T=7087 st=0
C rg=1 rb=509 g=64627 m=7109 T=7087 st=0
C rg=1 rb=510 g=64627 m=7673 T=7087 st=0
C rg=1 rb=511 g=64627 m=6732 T=7087 st=0
C rg=1 rb=512 g=64627 m=7743 T=7087 st=0
C rg=1 rb=513 g=64627 m=6873 T=7087 st=0
C rg=1 rb=514 g=64627 m=7538 T=7087 st=0
C rg=1 rb=515 g=64627 m=7194 T=7087 st=0
C rg=1 rb=516 g=64627 m=7202 T=7087 st=0
C rg=1 rb=517 g=64627 m=7267 T=7087 st=0
C rg=1 rb=518 g=64627 m=7142 T=7087 st=0
C rg=1 rb=519 g=64627 m=7645 T=7087 st=0
C rg=1 rb=520 g=64627 m=6758 T=7087 st=0
C rg=1 rb=521 g=64627 m=7747 T=7087 st=0
C rg=1 rb=522 g=64627 m=6828 T=7087 st=0
C rg=1 rb=523 g=64627 m=7580 T=7087 st=0
C rg=1 rb=524 g=64627 m=7184 T=7087 st=0
C rg=1 rb=525 g=64627 m=7217 T=7087 st=0
C rg=1 rb=526 g=64627 m=7237 T=7087 st=0
C rg=1 rb=527 g=64627 m=7168 T=7087 st=0
C rg=1 rb=528 g=64627 m=7612 T=7087 st=0
C rg=1 rb=529 g=64627 m=6793 T=7087 st=0
C rg=1 rb=530 g=64627 m=7748 T=7087 st=0
C rg=1 rb=531 g=64627 m=6787 T=7087 st=0
C rg=1 rb=532 g=64627 m=7618 T=7087 st=0
C rg=1 rb=533 g=64627 m=7165 T=7087 st=0
C rg=1 rb=534 g=64627 m=7240 T=7087 st=0
C rg=1 rb=535 g=64627 m=7216 T=7087 st=0
C rg=1 rb=536 g=64627 m=7185 T=7087 st=0
C rg=1 rb=537 g=64627 m=7573 T=7087 st=0
C rg=1 rb=538 g=64627 m=6834 T=7087 st=0
C rg=1 rb=539 g=64627 m=7746 T=7087 st=0
C rg=1 rb=540 g=64627 m=6754 T=7087 st=0
C rg=1 rb=541 g=64627 m=7650 T=7087 st=0
C rg=1 rb=542 g=64627 m=7139 T=7087 st=0
C rg=1 rb=543 g=64627 m=7271 T=7087 st=0
C rg=1 rb=544 g=64627 m=7202 T=7087 st=0
C rg=1 rb=545 g=64627 m=7194 T=7087 st=0
C rg=1 rb=546 g=64627 m=7530 T=7087 st=0
C rg=1 rb=547 g=64627 m=6881 T=7087 st=0
C rg=1 rb=548 g=64627 m=7743 T=7087 st=0
C rg=1 rb=549 g=64627 m=6728 T=7087 st=0
C rg=1 rb=550 g=64627 m=7677 T=7087 st=0
C rg=1 rb=551 g=64627 m=7104 T=7087 st=0
C rg=1 rb=552 g=64627 m=7310 T=7087 st=0
C rg=1 rb=553 g=64627 m=7196 T=7087 st=0
C rg=1 rb=554 g=64627 m=7197 T=7087 st=0
C rg=1 rb=555 g=64627 m=7483 T=7087 st=0
C rg=1 rb=556 g=64627 m=6930 T=7087 st=0
C rg=1 rb=557 g=64627 m=7736 T=7087 st=0
C rg=1 rb=558 g=64627 m=6711 T=7087 st=0
C rg=1 rb=559 g=64627 m=7573 T=7087 st=0
C rg=2 rb=0 g=65536 m=7330 T=7133 st=0
C rg=2 rb=1 g=65536 m=7732 T=7500 st=0
C rg=2 rb=2 g=65536 m=7573 T=7581 st=0
C rg=2 rb=3 g=65536 m=8151 T=7581 st=0
C rg=2 rb=4 g=65536 m=7141 T=7581 st=0
C rg=2 rb=5 g=65536 m=8180 T=7581 st=0
C rg=2 rb=6 g=65536 m=7517 T=7581 st=0
C rg=2 rb=7 g=65536 m=7813 T=7581 st=0
C rg=2 rb=8 g=65536 m=7645 T=7581 st=0
C rg=2 rb=9 g=65536 m=7690 T=7581 st=0
C rg=2 rb=10 g=65536 m=7758 T=7581 st=0
C rg=2 rb=11 g=65536 m=7539 T=7581 st=0
C rg=2 rb=12 g=65536 m=8127 T=7581 st=0
C rg=2 rb=13 g=65536 m=7194 T=7581 st=0
C rg=2 rb=14 g=65536 m=8185 T=7581 st=0
C rg=2 rb=15 g=65536 m=7071 T=7087 st=0
C rg=2 rb=16 g=65536 m=7612 T=7095 st=0
C rg=2 rb=17 g=65536 m=7311 T=7139 st=0
C rg=2 rb=18 g=65536 m=7413 T=7241 st=0
C rg=2 rb=19 g=65536 m=7583 T=7388 st=0
C rg=2 rb=20 g=65536 m=7595 T=7521 st=0
C rg=2 rb=21 g=65536 m=7998 T=7336 st=0
C rg=2 rb=22 g=65536 m=6829 T=7087 st=0
C rg=2 rb=23 g=65536 m=7854 T=7087 st=0
C rg=2 rb=24 g=65536 m=6965 T=7087 st=0
C rg=2 rb=25 g=65536 m=7649 T=7087 st=0
C rg=2 rb=26 g=65536 m=7295 T=7087 st=0
C rg=2 rb=27 g=65536 m=7305 T=7087 st=0
C rg=2 rb=28 g=65536 m=7366 T=7087 st=0
C rg=2 rb=29 g=65536 m=7246 T=7087 st=0
C rg=2 rb=30 g=65536 m=7749 T=7087 st=0
C rg=2 rb=31 g=65536 m=6857 T=7087 st=0
C rg=2 rb=32 g=65536 m=7857 T=7087 st=0
C rg=2 rb=33 g=65536 m=6919 T=7087 st=0
C rg=2 rb=34 g=65536 m=7691 T=7087 st=0
C rg=2 rb=35 g=65536 m=7284 T=7087 st=0
C rg=2 rb=36 g=65536 m=7322 T=7087 st=0
C rg=2 rb=37 g=65536 m=7337 T=7087 st=0
C rg=2 rb=38 g=65536 m=7271 T=7087 st=0
C rg=2 rb=39 g=65536 m=7715 T=7087 st=0
C rg=2 rb=40 g=65536 m=6894 T=7087 st=0
C rg=2 rb=41 g=65536 m=7858 T=7087 st=0
C rg=2 rb=42 g=65536 m=6879 T=7087 st=0
C rg=2 rb=43 g=65536 m=7729 T=7087 st=0
C rg=2 rb=44 g=65536 m=7264 T=7087 st=0
C rg=2 rb=45 g=65536 m=7346 T=7087 st=0
C rg=2 rb=46 g=65536 m=7316 T=7087 st=0
C rg=2 rb=47 g=65536 m=7287 T=7087 st=0
C rg=2 rb=48 g=65536 m=7675 T=7087 st=0
C rg=2 rb=49 g=65536 m=6936 T=7087 st=0
C rg=2 rb=50 g=65536 m=7856 T=7087 st=0
C rg=2 rb=51 g=65536 m=6846 T=7087 st=0
C rg=2 rb=52 g=65536 m=7761 T=7087 st=0
C rg=2 rb=53 g=65536 m=7236 T=7087 st=0
C rg=2 rb=54 g=65536 m=7379 T=7087 st=0
C rg=2 rb=55 g=65536 m=7302 T=7087 st=0
C rg=2 rb=56 g=65536 m=7296 T=7087 st=0
C rg=2 rb=57 g=65536 m=7631 T=7087 st=0
C rg=2 rb=58 g=65536 m=6984 T=7087 st=0
C rg=2 rb=59 g=65536 m=7851 T=7087 st=0
C rg=2 rb=60 g=65536 m=6821 T=7087 st=0
C rg=2 rb=61 g=65536 m=7789 T=7087 st=0
C rg=2 rb=62 g=65536 m=7200 T=7087 st=0
C rg=2 rb=63 g=65536 m=7418 T=7087 st=0
C rg=2 rb=64 g=65536 m=7296 T=7087 st=0
C rg=2 rb=65 g=65536 m=7298 T=7087 st=0
C rg=2 rb=66 g=65536 m=7584 T=7087 st=0
C rg=2 rb=67 g=65536 m=7034 T=7087 st=0
C rg=2 rb=68 g=65536 m=7844 T=7087 st=0
C rg=2 rb=69 g=65536 m=6804 T=7087 st=0
C rg=2 rb=70 g=65536 m=7810 T=7087 st=0
C rg=2 rb=71 g=65536 m=7157 T=7087 st=0
C rg=2 rb=72 g=65536 m=7463 T=7087 st=0
C rg=2 rb=73 g=65536 m=7296 T=7087 st=0
C rg=2 rb=74 g=65536 m=7297 T=7087 st=0
C rg=2 rb=75 g=65536 m=7535 T=7087 st=0
C rg=2 rb=76 g=65536 m=7085 T=7087 st=0
C rg=2 rb=77 g=65536 m=7833 T=7087 st=0
C rg=2 rb=78 g=65536 m=6798 T=7087 st=0
C rg=2 rb=79 g=65536 m=7827 T=7087 st=0
C rg=2 rb=80 g=65536 m=7109 T=7087 st=0
C rg=2 rb=81 g=65536 m=7511 T=7087 st=0
C rg=2 rb=82 g=65536 m=7298 T=7087 st=0
C rg=2 rb=83 g=65536 m=7295 T=7087 st=0
C rg=2 rb=84 g=65536 m=7486 T=7087 st=0
C rg=2 rb=85 g=65536 m=7134 T=7087 st=0
C rg=2 rb=86 g=65536 m=7818 T=7087 st=0
C rg=2 rb=87 g=65536 m=6800 T=7087 st=0
C rg=2 rb=88 g=65536 m=7840 T=7087 st=0
C rg=2 rb=89 g=65536 m=7058 T=7087 st=0
C rg=2 rb=90 g=65536 m=7560 T=7087 st=0
C rg=2 rb=91 g=65536 m=7300 T=7087 st=0
C rg=2 rb=92 g=65536 m=7294 T=7087 st=0
C rg=2 rb=93 g=65536 m=7439 T=7087 st=0
C rg=2 rb=94 g=65536 m=7180 T=7087 st=0
C rg=2 rb=95 g=65536 m=7799 T=7087 st=0
C rg=2 rb=96 g=65536 m=6812 T=7087 st=0
C rg=2 rb=97 g=65536 m=7849 T=7087 st=0
C rg=2 rb=98 g=65536 m=7007 T=7087 st=0
C rg=2 rb=99 g=65536 m=7609 T=7087 st=0
C rg=2 rb=100 g=65536 m=7300 T=7087 st=0
C rg=2 rb=101 g=65536 m=7298 T=7087 st=0
C rg=2 rb=102 g=65536 m=7397 T=7087 st=0
C rg=2 rb=103 g=65536 m=7219 T=7087 st=0
C rg=2 rb=104 g=65536 m=7775 T=7087 st=0
C rg=2 rb=105 g=65536 m=6833 T=7087 st=0
C rg=2 rb=106 g=65536 m=7854 T=7087 st=0
C rg=2 rb=107 g=65536 m=6958 T=7087 st=0
C rg=2 rb=108 g=65536 m=7655 T=7087 st=0
C rg=2 rb=109 g=65536 m=7294 T=7087 st=0
C rg=2 rb=110 g=65536 m=7307 T=7087 st=0
C rg=2 rb=111 g=65536 m=7361 T=7087 st=0
C rg=2 rb=112 g=65536 m=7250 T=7087 st=0
C rg=2 rb=113 g=65536 m=7745 T=7087 st=0
C rg=2 rb=114 g=65536 m=6863 T=7087 st=0
C rg=2 rb=115 g=65536 m=7857 T=7087 st=0
C rg=2 rb=116 g=65536 m=6913 T=7087 st=0
C rg=2 rb=117 g=65536 m=7697 T=7087 st=0
C rg=2 rb=118 g=65536 m=7282 T=7087 st=0
C rg=2 rb=119 g=65536 m=7325 T=7087 st=0
C rg=2 rb=120 g=65536 m=7333 T=7087 st=0
C rg=2 rb=121 g=65536 m=7274 T=7087 st=0
C rg=2 rb=122 g=65536 m=7710 T=7087 st=0
C rg=2 rb=123 g=65536 m=6899 T=7087 st=0
C rg=2 rb=124 g=65536 m=7857 T=7087 st=0
C rg=2 rb=125 g=65536 m=6873 T=7087 st=0
C rg=2 rb=126 g=65536 m=7735 T=7087 st=0
C rg=2 rb=127 g=65536 m=7261 T=7087 st=0
C rg=2 rb=128 g=65536 m=7350 T=7087 st=0
C rg=2 rb=129 g=65536 m=7313 T=7087 st=0
C rg=2 rb=130 g=65536 m=7289 T=7087 st=0
C rg=2 rb=131 g=65536 m=7670 T=7087 st=0
C rg=2 rb=132 g=65536 m=6943 T=7087 st=0
C rg=2 rb=133 g=65536 m=7855 T=7087 st=0
C rg=2 rb=134 g=65536 m=6841 T=7087 st=0
C rg=2 rb=135 g=65536 m=7766 T=7087 st=0
C rg=2 rb=136 g=65536 m=7231 T=7087 st=0
C rg=2 rb=137 g=65536 m=7384 T=7087 st=0
C rg=2 rb=138 g=65536 m=7301 T=7087 st=0
C rg=2 rb=139 g=65536 m=7297 T=7087 st=0
C rg=2 rb=140 g=65536 m=7625 T=7087 st=0
C rg=2 rb=141 g=65536 m=6991 T=7087 st=0
C rg=2 rb=142 g=65536 m=7850 T=7087 st=0
C rg=2 rb=143 g=65536 m=6818 T=7087 st=0
C rg=2 rb=144 g=65536 m=7792 T=7087 st=0
C rg=2 rb=145 g=65536 m=7194 T=7087 st=0
C rg=2 rb=146 g=65536 m=7424 T=7087 st=0
C rg=2 rb=147 g=65536 m=7296 T=7087 st=0
C rg=2 rb=148 g=65536 m=7299 T=7087 st=0
C rg=2 rb=149 g=65536 m=7577 T=7087 st=0
C rg=2 rb=150 g=65536 m=7041 T=7087 st=0
C rg=2 rb=151 g=65536 m=7842 T=7087 st=0
C rg=2 rb=152 g=65536 m=6803 T=7087 st=0
C rg=2 rb=153 g=65536 m=7813 T=7087 st=0
C rg=2 rb=154 g=65536 m=7150 T=7087 st=0
C rg=2 rb=155 g=65536 m=7469 T=7087 st=0
C rg=2 rb=156 g=65536 m=7296 T=7087 st=0
C rg=2 rb=157 g=65536 m=7297 T=7087 st=0
C rg=2 rb=158 g=65536 m=7527 T=7087 st=0
C rg=2 rb=159 g=65536 m=7092 T=7087 st=0
C rg=2 rb=160 g=65536 m=7831 T=7087 st=0
C rg=2 rb=161 g=65536 m=6798 T=7087 st=0
C rg=2 rb=162 g=65536 m=7829 T=7087 st=0
C rg=2 rb=163 g=65536 m=7102 T=7087 st=0
C rg=2 rb=164 g=65536 m=7518 T=7087 st=0
C rg=2 rb=165 g=65536 m=7299 T=7087 st=0
C rg=2 rb=166 g=65536 m=7295 T=7087 st=0
C rg=2 rb=167 g=65536 m=7478 T=7087 st=0
C rg=2 rb=168 g=65536 m=7141 T=7087 st=0
C rg=2 rb=169 g=65536 m=7816 T=7087 st=0
C rg=2 rb=170 g=65536 m=6802 T=7087 st=0
C rg=2 rb=171 g=65536 m=7841 T=7087 st=0
C rg=2 rb=172 g=65536 m=7051 T=7087 st=0
C rg=2 rb=173 g=65536 m=7568 T=7087 st=0
C rg=2 rb=174 g=65536 m=7301 T=7087 st=0
C rg=2 rb=175 g=65536 m=7294 T=7087 st=0
C rg=2 rb=176 g=65536 m=7432 T=7087 st=0
C rg=2 rb=177 g=65536 m=7186 T=7087 st=0
C rg=2 rb=178 g=65536 m=7796 T=7087 st=0
C rg=2 rb=179 g=65536 m=6815 T=7087 st=0
C rg=2 rb=180 g=65536 m=7849 T=7087 st=0
C rg=2 rb=181 g=65536 m=7000 T=7087 st=0
C rg=2 rb=182 g=65536 m=7617 T=7087 st=0
C rg=2 rb=183 g=65536 m=7299 T=7087 st=0
C rg=2 rb=184 g=65536 m=7298 T=7087 st=0
C rg=2 rb=185 g=65536 m=7391 T=7087 st=0
C rg=2 rb=186 g=65536 m=7224 T=7087 st=0
C rg=2 rb=187 g=65536 m=7771 T=7087 st=0
C rg=2 rb=188 g=65536 m=6837 T=7087 st=0
C rg=2 rb=189 g=65536 m=7854 T=7087 st=0
C rg=2 rb=190 g=65536 m=6951 T=7087 st=0
C rg=2 rb=191 g=65536 m=7662 T=7087 st=0
C rg=2 rb=192 g=65536 m=7293 T=7087 st=0
C rg=2 rb=193 g=65536 m=7309 T=7087 st=0
C rg=2 rb=194 g=65536 m=7356 T=7087 st=0
C rg=2 rb=195 g=65536 m=7255 T=7087 st=0
C rg=2 rb=196 g=65536 m=7740 T=7087 st=0
C rg=2 rb=197 g=65536 m=6867 T=7087 st=0
C rg=2 rb=198 g=65536 m=7857 T=7087 st=0
C rg=2 rb=199 g=65536 m=6907 T=7087 st=0
C rg=2 rb=200 g=65536 m=7704 T=7087 st=0
C rg=2 rb=201 g=65536 m=7279 T=7087 st=0
C rg=2 rb=202 g=65536 m=7328 T=7087 st=0
C rg=2 rb=203 g=65536 m=7330 T=7087 st=0
C rg=2 rb=204 g=65536 m=7277 T=7087 st=0
C rg=2 rb=205 g=65536 m=7704 T=7087 st=0
C rg=2 rb=206 g=65536 m=6905 T=7087 st=0
C rg=2 rb=207 g=65536 m=7857 T=7087 st=0
C rg=2 rb=208 g=65536 m=6869 T=7087 st=0
C rg=2 rb=209 g=65536 m=7740 T=7087 st=0
C rg=2 rb=210 g=65536 m=7257 T=7087 st=0
C rg=2 rb=211 g=65536 m=7354 T=7087 st=0
C rg=2 rb=212 g=65536 m=7311 T=7087 st=0
C rg=2 rb=213 g=65536 m=7291 T=7087 st=0
C rg=2 rb=214 g=65536 m=7663 T=7087 st=0
C rg=2 rb=215 g=65536 m=6949 T=7087 st=0
C rg=2 rb=216 g=65536 m=7854 T=7087 st=0
C rg=2 rb=217 g=65536 m=6838 T=7087 st=0
C rg=2 rb=218 g=65536 m=7770 T=7087 st=0
C rg=2 rb=219 g=65536 m=7226 T=7087 st=0
C rg=2 rb=220 g=65536 m=7389 T=7087 st=0
C rg=2 rb=221 g=65536 m=7300 T=7087 st=0
C rg=2 rb=222 g=65536 m=7298 T=7087 st=0
C rg=2 rb=223 g=65536 m=7617 T=7087 st=0
C rg=2 rb=224 g=65536 m=6998 T=7087 st=0
C rg=2 rb=225 g=65536 m=7850 T=7087 st=0
C rg=2 rb=226 g=65536 m=6815 T=7087 st=0
C rg=2 rb=227 g=65536 m=7796 T=7087 st=0
C rg=2 rb=228 g=65536 m=7188 T=7087 st=0
C rg=2 rb=229 g=65536 m=7431 T=7087 st=0
C rg=2 rb=230 g=65536 m=7296 T=7087 st=0
C rg=2 rb=231 g=65536 m=7299 T=7087 st=0
C rg=2 rb=232 g=65536 m=7569 T=7087 st=0
C rg=2 rb=233 g=65536 m=7049 T=7087 st=0
C rg=2 rb=234 g=65536 m=7841 T=7087 st=0
C rg=2 rb=235 g=65536 m=6802 T=7087 st=0
C rg=2 rb=236 g=65536 m=7815 T=7087 st=0
C rg=2 rb=237 g=65536 m=7143 T=7087 st=0
C rg=2 rb=238 g=65536 m=7477 T=7087 st=0
C rg=2 rb=239 g=65536 m=7297 T=7087 st=0
C rg=2 rb=240 g=65536 m=7297 T=7087 st=0
C rg=2 rb=241 g=65536 m=7520 T=7087 st=0
C rg=2 rb=242 g=65536 m=7100 T=7087 st=0
C rg=2 rb=243 g=65536 m=7830 T=7087 st=0
C rg=2 rb=244 g=65536 m=6797 T=7087 st=0
C rg=2 rb=245 g=65536 m=7831 T=7087 st=0
C rg=2 rb=246 g=65536 m=7094 T=7087 st=0
C rg=2 rb=247 g=65536 m=7526 T=7087 st=0
C rg=2 rb=248 g=65536 m=7299 T=7087 st=0
C rg=2 rb=249 g=65536 m=7294 T=7087 st=0
C rg=2 rb=250 g=65536 m=7471 T=7087 st=0
C rg=2 rb=251 g=65536 m=7148 T=7087 st=0
C rg=2 rb=252 g=65536 m=7813 T=7087 st=0
C rg=2 rb=253 g=65536 m=6803 T=7087 st=0
C rg=2 rb=254 g=65536 m=7842 T=7087 st=0
C rg=2 rb=255 g=65536 m=7043 T=7087 st=0
C rg=2 rb=256 g=65536 m=7576 T=7087 st=0
C rg=2 rb=257 g=65536 m=7300 T=7087 st=0
C rg=2 rb=258 g=65536 m=7294 T=7087 st=0
C rg=2 rb=259 g=65536 m=7426 T=7087 st=0
C rg=2 rb=260 g=65536 m=7192 T=7087 st=0
C rg=2 rb=261 g=65536 m=7792 T=7087 st=0
C rg=2 rb=262 g=65536 m=6817 T=7087 st=0
C rg=2 rb=263 g=65536 m=7850 T=7087 st=0
C rg=2 rb=264 g=65536 m=6993 T=7087 st=0
C rg=2 rb=265 g=65536 m=7624 T=7087 st=0
C rg=2 rb=266 g=65536 m=7298 T=7087 st=0
C rg=2 rb=267 g=65536 m=7299 T=7087 st=0
C rg=2 rb=268 g=65536 m=7386 T=7087 st=0
C rg=2 rb=269 g=65536 m=7229 T=7087 st=0
C rg=2 rb=270 g=65536 m=7766 T=7087 st=0
C rg=2 rb=271 g=65536 m=6841 T=7087 st=0
C rg=2 rb=272 g=65536 m=7855 T=7087 st=0
C rg=2 rb=273 g=65536 m=6944 T=7087 st=0
C rg=2 rb=274 g=65536 m=7668 T=7087 st=0
C rg=2 rb=275 g=65536 m=7291 T=7087 st=0
C rg=2 rb=276 g=65536 m=7311 T=7087 st=0
C rg=2 rb=277 g=65536 m=7352 T=7087 st=0
C rg=2 rb=278 g=65536 m=7259 T=7087 st=0
C rg=2 rb=279 g=65536 m=7735 T=7087 st=0
C rg=2 rb=280 g=65536 m=6872 T=7087 st=0
C rg=2 rb=281 g=65536 m=7857 T=7087 st=0
C rg=2 rb=282 g=65536 m=6901 T=7087 st=0
C rg=2 rb=283 g=65536 m=7709 T=7087 st=0
C rg=2 rb=284 g=65536 m=7276 T=7087 st=0
C rg=2 rb=285 g=65536 m=7331 T=7087 st=0
C rg=2 rb=286 g=65536 m=7327 T=7087 st=0
C rg=2 rb=287 g=65536 m=7279 T=7087 st=0
C rg=2 rb=288 g=65536 m=7698 T=7087 st=0
C rg=2 rb=289 g=65536 m=6911 T=7087 st=0
C rg=2 rb=290 g=65536 m=7857 T=7087 st=0
C rg=2 rb=291 g=65536 m=6863 T=7087 st=0
C rg=2 rb=292 g=65536 m=7744 T=7087 st=0
C rg=2 rb=293 g=65536 m=7253 T=7087 st=0
C rg=2 rb=294 g=65536 m=7359 T=7087 st=0
C rg=2 rb=295 g=65536 m=7309 T=7087 st=0
C rg=2 rb=296 g=65536 m=7292 T=7087 st=0
C rg=2 rb=297 g=65536 m=7656 T=7087 st=0
C rg=2 rb=298 g=65536 m=6957 T=7087 st=0
C rg=2 rb=299 g=65536 m=7854 T=7087 st=0
C rg=2 rb=300 g=65536 m=6834 T=7087 st=0
C rg=2 rb=301 g=65536 m=7774 T=7087 st=0
C rg=2 rb=302 g=65536 m=7221 T=7087 st=0
C rg=2 rb=303 g=65536 m=7395 T=7087 st=0
C rg=2 rb=304 g=65536 m=7299 T=7087 st=0
C rg=2 rb=305 g=65536 m=7298 T=7087 st=0
C rg=2 rb=306 g=65536 m=7610 T=7087 st=0
C rg=2 rb=307 g=65536 m=7006 T=7087 st=0
C rg=2 rb=308 g=65536 m=7849 T=7087 st=0
C rg=2 rb=309 g=65536 m=6812 T=7087 st=0
C rg=2 rb=310 g=65536 m=7798 T=7087 st=0
C rg=2 rb=311 g=65536 m=7182 T=7087 st=0
C rg=2 rb=312 g=65536 m=7438 T=7087 st=0
C rg=2 rb=313 g=65536 m=7296 T=7087 st=0
C rg=2 rb=314 g=65536 m=7298 T=7087 st=0
C rg=2 rb=315 g=65536 m=7562 T=7087 st=0
C rg=2 rb=316 g=65536 m=7057 T=7087 st=0
C rg=2 rb=317 g=65536 m=7840 T=7087 st=0
C rg=2 rb=318 g=65536 m=6800 T=7087 st=0
C rg=2 rb=319 g=65536 m=7818 T=7087 st=0
C rg=2 rb=320 g=65536 m=7137 T=7087 st=0
C rg=2 rb=321 g=65536 m=7484 T=7087 st=0
C rg=2 rb=322 g=65536 m=7296 T=7087 st=0
C rg=2 rb=323 g=65536 m=7296 T=7087 st=0
C rg=2 rb=324 g=65536 m=7513 T=7087 st=0
