# RM1 fixture manifest — frozen, generated by gen_rm1.py
# clip	sha256	dx	dy	dir	px	kind	texture	source_window	window_sha256	frame0_sha256
rm1_t03_SW6.vid	9ddca9bc35845449cbda7368e8b53821d14ac7e5efd8da0a04722627cba79e85	-6	6	SW	6	kill	t03	Eoo4HzILB-M_w004	e44b5eb3cb19dab9fad635a2ab7d3bdae9ac8b8d3dbf03b4ecb02263a567e30a	0af4631249fb716dc703a64e723353836717d7770d57cdfd4cd3be2c297aafa9
rm1_t03_W3.vid	8eb5bca412bd90a98eaf689cdf5e8b1e15e32baf74fd5df11af6b9e75fd50000	-3	0	W	3	kill	t03	Eoo4HzILB-M_w004	e44b5eb3cb19dab9fad635a2ab7d3bdae9ac8b8d3dbf03b4ecb02263a567e30a	0af4631249fb716dc703a64e723353836717d7770d57cdfd4cd3be2c297aafa9
rm1_t03_W6.vid	b77cb9d0ca97daeea31a431d5314466b31a3736aae6bbf23b20258f106041d8c	-6	0	W	6	kill	t03	Eoo4HzILB-M_w004	e44b5eb3cb19dab9fad635a2ab7d3bdae9ac8b8d3dbf03b4ecb02263a567e30a	0af4631249fb716dc703a64e723353836717d7770d57cdfd4cd3be2c297aafa9
rm1_t03_W8.vid	c952fd699b3460f93360491c55eb59dd2e2a7a11bd1eb8c9ea6796e8046634de	-8	0	W	8	exploratory	t03	Eoo4HzILB-M_w004	e44b5eb3cb19dab9fad635a2ab7d3bdae9ac8b8d3dbf03b4ecb02263a567e30a	0af4631249fb716dc703a64e723353836717d7770d57cdfd4cd3be2c297aafa9
rm1_t04_E3.vid	9b6e9be478752adbdaa7f9a1fd2905873b71df7be830582472159ef23b38adea	3	0	E	3	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_E6.vid	b3cf36097e19db6fc0d6b57d3c4bf5752181486a82f14a86840d43ca97a48fa3	6	0	E	6	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_E8.vid	0e05a84fcd0cea9c3c21b9bba3e20fc76c39d217ffe4d819f521afd8ff518696	8	0	E	8	exploratory	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_N3.vid	e6ce4da314eb58def3c6308ec1ea175cb993ad278ccea4e72853379fa75dd3eb	0	-3	N	3	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_N6.vid	0645a714694891940594c4f5ee2c41354aa4daf4de992971a5d133a558001435	0	-6	N	6	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_N8.vid	24975d30c12b117dc248c08fcf688dcee7fcbec16784645e6aeacfd9589f0653	0	-8	N	8	exploratory	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_NE3.vid	a8f0e00a533c292fb87c30a07b70e909e8e373933b6f59ae6abe3bd197dc05f1	3	-3	NE	3	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_NE6.vid	08850ecf999eb105429a2047ca8dc9f12035787b11bdc8996cd6c578c9beaf83	6	-6	NE	6	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_NW3.vid	62193781ee7a4cacc3a7b6f213c08555d95967f94bf0c7bb4d4153c2e3572f32	-3	-3	NW	3	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_NW6.vid	8eedb249350a1f6b4a0dec3ad461ebfb27cdc92e32b12dc16aafe0d8e515423c	-6	-6	NW	6	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_S3.vid	cd552185446641d01e035de209e373f0b1cd6582367db6966096470a405f6ac5	0	3	S	3	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_S6.vid	17d996babd4ea662b32a0fede4fd3a5117e08d22e7338ac8adf15e3095ecb1cf	0	6	S	6	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_S8.vid	1773c43b517f7f74b312c2f2f1747965d489093a02526ce6d463d62785e06165	0	8	S	8	exploratory	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_SE3.vid	dda1a085e622511f80300226cd4b5124392e2ca466b1e14b5eb40831b4a36a50	3	3	SE	3	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_SE6.vid	6ccf5a688ffa0d2cd888c51f6bb0ada2a7b53eb61ec22e59a1041d5723087e92	6	6	SE	6	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_STILL.vid	c8eab12639dce5048d5e4f20b3636756c06e78707fb3191550de280a64fc5297	0	0	STILL	0	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_SW3.vid	781bf9ba81b79fdc6aef3add56f6fb8cc08cd8a543a390750e0c1a926e830a46	-3	3	SW	3	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_SW6.vid	ecff8e0744e4d80cdad26707d7f710dc07c6ae23a6f2054dc08c2577bf671915	-6	6	SW	6	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_W3.vid	ad46ed07982c87c11328fb1e76b2687117538940eb03452ed756bda63423b565	-3	0	W	3	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_W6.vid	cf6fa467fcfa0c77a9709782fa20a9767cbd344a6c41c6a7b88300667cd46c04	-6	0	W	6	kill	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t04_W8.vid	50d34cae67bd574e1b118b5dcf35ca92b917a34782fcf5485a32a9d77f28e2f3	-8	0	W	8	exploratory	t04	Eoo4HzILB-M_w006	b38f6b4f33b656a912af1278d42816648104c57ffac425a33075826949eea8e9	fbdf285c117d1e1bc342e4fd2844e0de4375e87b3f31243e2e47ac85ac28eff8
rm1_t05_E3.vid	d72d9857451c1dba5f86dd35ffc5e5bc8dbc3055c55bdb3d5b009eb2c2100232	3	0	E	3	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_E6.vid	1d017e4ab07cffd653df3bffd4a78dcf5089d9de8bac622dcd93d92a75e73ec0	6	0	E	6	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_E8.vid	d9bc6929b229b4527f18f5a8f60852e7056479015a98dc8dadec4fef938d3728	8	0	E	8	exploratory	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_N3.vid	aae073271fc4b6a1367ae5922132a17737e7e168abdc5ca2b6dbf3a9a41b5bad	0	-3	N	3	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_N6.vid	2ebd63c6a8a484cdf24c4395c0ba6dd06de39598fe932b531cf383df8dd9f6cf	0	-6	N	6	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_N8.vid	9a83e90a0b7c1df39078a3dc2af19f1c50c7990423eb40487e026edf49b1c4ad	0	-8	N	8	exploratory	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_NE3.vid	28575a40737f5e2ad101000d35a15811a8fe21369538cdc9b939056ea947efab	3	-3	NE	3	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_NE6.vid	6a00056539292c7ec5b75a4975727959eafd5f2b9183eb2f7322ce20b01cba32	6	-6	NE	6	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_NW3.vid	d14231f6a71adf37f9789d49813b3e6c705b832777b16b0b351f6fcd7f8a2338	-3	-3	NW	3	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_NW6.vid	1e0f2a8b726c4b24412fa49e255f46d515124d317fb6ec74cf68baaf572bfea4	-6	-6	NW	6	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_S3.vid	7837974cf2d66e51cbc680d83f1db823d725dd8aa6e0ddf90c94d85819475abf	0	3	S	3	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_S6.vid	39ddadc92809724d60e74ad49217209d842b9d4a1447872063ca6b3926c55d9a	0	6	S	6	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_S8.vid	dfbfe0a7bb0be62fe8ab203a6138f04acdc390193aa9a8a57a8bd16e37087c3f	0	8	S	8	exploratory	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_SE3.vid	0f37701632dba96bdde085e8eb87a95eed893fd3d2110001cecafee594ebd460	3	3	SE	3	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_SE6.vid	32d7ff9d59bbd08568eb22a24f314f9bd2d234c5415f5238f9e275ef6870a12e	6	6	SE	6	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_STILL.vid	ec604df404e1a4c0f7ccf7edfc7ad00ebd39d86f46800a6a8f5c5305632aa1fe	0	0	STILL	0	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_SW3.vid	fdcf117c02774d3e8f463d05079741b9feba90c1f000beb16b777714dcf23921	-3	3	SW	3	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_SW6.vid	b6dc090cb1be27c5a50967e1f4f1a0527e7f2213eb88199eff53d14768830be2	-6	6	SW	6	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_W3.vid	54cb5ffb041d94cb267f7375d5f6f0c2afcadefaa7c8568ee5a7b37dc0a84174	-3	0	W	3	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_W6.vid	74f7c13f2dc70d182a2476d95b4aa7412a8339611703b5f15a744980a0e909b6	-6	0	W	6	kill	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t05_W8.vid	089f03608bbbb92a593d943d58aa15e77e626a3d50007e21372c05a4743fa8ec	-8	0	W	8	exploratory	t05	Eoo4HzILB-M_w008	38bf119fb84bd91817b68f2776e2f90a03a0cc630b8f2e9e28c816c86ce62961	c809dc449700fe2a4fafef4579d1084f40fc9ecf819e3031608808c8a7de7eb0
rm1_t06_E3.vid	69a79d0b44141662f4e2ea3e3ad5c82b6880e666e8b205250dfa7ff3ed441bc5	3	0	E	3	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_E6.vid	f39592ce465decb63e5cdd40e917d32e7da756477ea47afa988861d9fdbaee8a	6	0	E	6	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_E8.vid	c7ce316d12209323cdbf844be2ce83ea134b067fc7ee194f4a493901b5efaa0f	8	0	E	8	exploratory	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_N3.vid	1810f37d0c12d2e3bfcdfbe4b94422c8e523a089c586a7c3814c962ae9d12ae7	0	-3	N	3	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_N6.vid	df17fb607618bf1ec7b03dd704dba22f813d993c596ce2103cb69f4bc79febee	0	-6	N	6	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_N8.vid	7cc171a3211ef040963c378b20a113f00c16e8cdfe62bd3d0b95203cd111fc42	0	-8	N	8	exploratory	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_NE3.vid	21400cdca462ed104245e9d7abace55ba911d1908e007998505539e3e9f06086	3	-3	NE	3	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_NE6.vid	c0be13d4898f1e2b421318b71646eda2733b7487e578366c7dc63e7f06ca9e63	6	-6	NE	6	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_NW3.vid	cf2ea7a4bce389f2d6b32ea2d666fc7fabde76ac5479b635d5ddf83ece2f41d3	-3	-3	NW	3	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_NW6.vid	81ae31085f59cbead67527000933176141dfb6367a2d0195515dbc88bda92ce5	-6	-6	NW	6	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_S3.vid	787281c35f10cfaa255917bcc9336a02ddeeee57d1a430f7291c53dc7cb912e7	0	3	S	3	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_S6.vid	6c47b4aada94dedeb2e1c27b5b968cd2afe9e45e3579085f747643d8191344c8	0	6	S	6	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_S8.vid	d6a34a904004abe0c6c24613b29bb919df24aa6bb33aa3bebcb86cc7dcd51e3b	0	8	S	8	exploratory	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_SE3.vid	cc2034aa6bb2cc39bb0ccb3e5d0e9443400db2d1a17cee071baa89b492e2b8c1	3	3	SE	3	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_SE6.vid	e29dd81e94de5e5a6547e1cc51c48e8bd7dbce4200c49261db8f8a7bfeb8c3d9	6	6	SE	6	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_STILL.vid	4e74b6a0929cd425ca7a6a26690e0d188e9461c1352fdb619b74ea19ca5bf8ba	0	0	STILL	0	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_SW3.vid	5c1b1c7bd6ed81644381c58ea40056fa0e6b0a91188de218c147eedbec0e5878	-3	3	SW	3	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_SW6.vid	5db06a48de9f76f7b35d8f75de47d77f1eaf27c75dd5fa6d060de20fea3bc1e5	-6	6	SW	6	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_W3.vid	083e05a6f257230f3d73198b4800e462e57b3df73c89a9b0291ef8624acd4ed7	-3	0	W	3	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_W6.vid	8429055a62da2d9ea4447ff633de0ffdedf76799ff3aec27126514dfca7ce402	-6	0	W	6	kill	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t06_W8.vid	f000ac1189091ee0dfcea94acf709023f2b2d5119df3e215aa5acd9fae3c9ee3	-8	0	W	8	exploratory	t06	Eoo4HzILB-M_w010	0180693108a21e3ce63587ff4d22f317091408c26ef0cee798684d5b9d1213bf	3f02415cfd2d134030da5c96117bd2646dfb03b478e168e3225f11e4027cb7d0
rm1_t07_E3.vid	da3e668a2ddf0b872ffb7d4347fe1c493b2450d03ab1c4a322289bbbe8e00df8	3	0	E	3	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_E6.vid	6d66d66f2a52476f24068cccd40e0c9cbdd98421994a9722cfe16c4a9ad78846	6	0	E	6	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_E8.vid	7f1613d920f6eebfb77263c06c19b08e65f5cb37eb8053408727ea1ad738e89a	8	0	E	8	exploratory	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_N3.vid	e881cdea9e91c081581cb5312af2fe3cd1c1a8d9d820ea86bd4a111f7dc0eb81	0	-3	N	3	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_N6.vid	9dcf5a9218892e58b12ef8cddd0fd4ffd56537aafe102ea51e11dd859b945301	0	-6	N	6	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_N8.vid	0dd2d661637cdd7870a8124281ea446032df2aaaff1a150e95e5a2a62c323a64	0	-8	N	8	exploratory	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_NE3.vid	563d73dff2dddf090237915f3fd05a87f2a46eb44fb83af516344e2636a96893	3	-3	NE	3	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_NE6.vid	ed2ba9cbcdd0d3effa292c3e340f732598f5d80c53d87777a7e2c3d36e5a30c3	6	-6	NE	6	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_NW3.vid	0afc073c3dbee5992412174542b61968ab72a0ce801fd6b72531e1c70611a0e1	-3	-3	NW	3	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_NW6.vid	29038b4ce8e02760cc3f859e77de551e98d407a4452992813dbef22e66838e1f	-6	-6	NW	6	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_S3.vid	eab8b225771517c8891a0a84dc0d7131b10fde2d0d9bb686e5cd3fd3c1329c9f	0	3	S	3	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_S6.vid	2861ef5be989f8183c3b1c695866c4789759b0d7f09709d0908c17eb41de4e45	0	6	S	6	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_S8.vid	f96e9338b098fca67f202f319b67904b84513d5437d84d4dc5463c1327e79564	0	8	S	8	exploratory	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_SE3.vid	bb1f2019aed2c9b804f4d9edd98431674da38ddbcd3177f083b4c599e435a263	3	3	SE	3	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
