trial	task	fixture	judgment	conf	disp	ops	nsel	sel	claim	warrant	ledger
p_colorconst_p009.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p009.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=76.546; half_resid=70.863/72.963; mixed_illuminant=0	814a3a1039d1b3b768f25ed10cf5c989c034cbc83f52a6d4d210f18bf3b614cb
p_colorconst_p010.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p010.img	SAME_SURFACE	207	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=3.267; half_resid=3.460/2.872; mixed_illuminant=0	b91513ffe0395bc0be84c8faa5c899c53864971b74b69b12ed82c36780ddfa63
p_colorconst_p011.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p011.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=45.594; half_resid=45.639/43.251; mixed_illuminant=0	2786cf2cb24ef13c8f8ca83deba1b6b811d7a52a72f67e9334381166c62c44ad
p_colorconst_p012.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p012.img	SAME_SURFACE	189	WITHHOLD	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=3.418; half_resid=3.908/2.339; mixed_illuminant=1	d6a76f0546d2612622942c7a9a89ec203119539203546f5caa344b19517f825c
p_colorconst_p013.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p013.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=31.266; half_resid=30.910/22.182; mixed_illuminant=0	632c5d30e72df61a9c724b8d520a4ce709bdf1eef1fb451e55dac1a67d3f00b2
p_colorconst_p014.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p014.img	SAME_SURFACE	211	WITHHOLD	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=3.239; half_resid=1.981/3.762; mixed_illuminant=1	0625bad67e386e907b538da69575a6167b1f54505ec20e2a82bcb13b478efb7f
p_colorconst_p015.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p015.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=18.742; half_resid=16.648/19.584; mixed_illuminant=0	1f7f3885ca2808c1d632cd16300e2f775618588e9d5edc0dd2820a8804233e86
p_colorconst_p016.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p016.img	SAME_SURFACE	348	WITHHOLD	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=2.099; half_resid=2.131/1.885; mixed_illuminant=1	87509fcab98a57d806590f2fce1cb18cccd8e1b355e9a51f423a1052045ed1aa
p_colorconst_p017.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p017.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=60.851; half_resid=61.836/45.113; mixed_illuminant=0	3522db867a780545aeba517be0e8f19d5c4dac1efcc3aff677523aa3a5cfecfb
p_colorconst_p018.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p018.img	DIFFERENT	819	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=11.826; half_resid=11.303/11.601; mixed_illuminant=0	53fc53a87d3555958be6fbd6d1c0916de9ae56ce1f4a626310a0ba128b455b49
p_colorconst_p019.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p019.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=26.508; half_resid=28.327/5.717; mixed_illuminant=0	106af357508f3c6d4fbb36da138c49f9209c3297fc4ddb855fba41cfea8ab814
p_colorconst_p020.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p020.img	SAME_SURFACE	193	WITHHOLD	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=3.385; half_resid=2.720/3.395; mixed_illuminant=1	6cba75693b4ba9d0eb66e258db7f13cf37de36b2edf751156d5184056893976e
p_colorconst_p021.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p021.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=38.838; half_resid=40.529/36.234; mixed_illuminant=0	8f82cef48caccbe3b21e7147589d25384231197768b27cb325a802c8be18a9f3
p_colorconst_p022.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p022.img	SAME_SURFACE	206	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=3.277; half_resid=3.042/3.482; mixed_illuminant=0	41b3558d5b01262e32ae942fe8720adb89fdc4342ee213aad1e16d187a7b2d77
p_colorconst_p023.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p023.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=61.277; half_resid=65.967/53.193; mixed_illuminant=0	44d232d6ff679850568757f59010f63f4c8d9cf03e56dbf9b0880adb885bb798
p_colorconst_p024.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p024.img	SAME_SURFACE	121	WITHHOLD	8192	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=3.986; half_resid=-1.000/-1.000; mixed_illuminant=0	ba803816dead0ab3759aa29c47f032b808c399a53dad4c60b9faf01d0fac32e4
p_colorconst_p025.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p025.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=39.047; half_resid=32.244/44.303; mixed_illuminant=0	a884dd981ec8884e29124c49faac9b8aefdae0bc9042edcb9aa63cb683a0c9cb
p_colorconst_p026.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p026.img	SAME_SURFACE	188	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=3.428; half_resid=2.635/3.912; mixed_illuminant=0	4594dccebfc10d22a542b237bee4566de9f3018079abc7ac1ff267558635a0c1
p_colorconst_p027.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p027.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=27.789; half_resid=25.042/27.510; mixed_illuminant=0	dbb7fd5c9d9fa9e7c06cdd63fd5429d047cf4eadd07fb99c32d5637654ba0326
p_colorconst_p028.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p028.img	SAME_SURFACE	270	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=2.744; half_resid=2.442/2.661; mixed_illuminant=0	c90a37fb87c77b29e681e8584c5308b07b0edd4baa456b003a8de3f4dbd4f568
p_colorconst_p029.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p029.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=72.747; half_resid=77.341/65.741; mixed_illuminant=0	659c62a4fe985215de5f36d7090ce73ee65dde285b698f84e13ca5c92770e237
p_colorconst_p030.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p030.img	SAME_SURFACE	184	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=3.461; half_resid=4.403/1.964; mixed_illuminant=0	cb5e501b7ffd29a5893b8daaeae14daaecd71041e62c44af4b84cd80d157fe49
p_colorconst_p031.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p031.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=68.800; half_resid=65.817/63.403; mixed_illuminant=0	39cc3ee871e3de4154ca662fc3a9398b1898138f3bce64f399013b62568684e9
p_colorconst_p032.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p032.img	SAME_SURFACE	295	WITHHOLD	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=2.538; half_resid=2.794/2.053; mixed_illuminant=1	130cec472422cfb48bbed2d1239d2e565c3a37b9e9864aec73773448cbc8617b
p_colorconst_p033.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p033.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=34.531; half_resid=35.912/29.821; mixed_illuminant=0	68fb62f0ae19dff1a7546d47bfaa95fc39258f20cef1e7fcf9465651e8dc6546
p_colorconst_p034.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p034.img	SAME_SURFACE	138	WITHHOLD	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=3.849; half_resid=3.212/4.300; mixed_illuminant=0	04fb5f66cc11a661f02d2976333277ae069eb8c1c834171f812122046011dfda
p_colorconst_p035.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p035.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=41.924; half_resid=44.357/37.028; mixed_illuminant=0	d471b0c019f711c17506503dccf0b7b1b1aec91da9278b3e746b9a4fd766743a
p_colorconst_p036.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p036.img	SAME_SURFACE	369	WITHHOLD	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels SAME_SURFACE (linear-map residual vs 5.0)	resid_rms=1.923; half_resid=1.064/2.272; mixed_illuminant=1	88f684c0f3a26a5e1a02b400e163285fb135703f8fc69a079a06cf6ec8fff5b3
p_colorconst_p037.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p037.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=63.885; half_resid=37.261/66.274; mixed_illuminant=0	01011fc762337511c2749f9f5a595db568deedf81313894ec621e49e42d047b0
p_colorconst_p038.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p038.img	DIFFERENT	261	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=7.180; half_resid=6.902/7.299; mixed_illuminant=0	33c449e348609ce57e6db10bbccab35066c3222487b3d6699f03595427ef9c0a
p_colorconst_p039.img	colorconst	senses/rebuild/harness/fixtures/t2_colorconst/primary/p039.img	DIFFERENT	1000	INSTALL	16384	2	1:0,0,64,64,0,0;1:64,0,64,64,0,0	panels DIFFERENT (linear-map residual vs 5.0)	resid_rms=40.081; half_resid=42.102/37.040; mixed_illuminant=0	c28284863addb027689750fc598388e27aab4355bbd8caafcec625d1858308c5
p_shapetrans_p000.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p000.img	CIRCLE	770	INSTALL	14318	1	1:26,26,44,44,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1502; thr=140	da83a488b4797f073a23a2f276d910b974c740243436020682b79098b5f5bf34
p_shapetrans_p001.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p001.img	TRIANGLE	873	INSTALL	13444	1	1:41,45,37,36,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=628; thr=140	caa9608ebebbd77ba9142e3e74020bad8fae425b72ec718f9aba22c9574ceceb
p_shapetrans_p002.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p002.img	CIRCLE	188	INSTALL	14076	1	1:28,22,45,46,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1260; thr=140	65abca4e5b828fda48c506403a538bfea77cb4c0408686eb62662064a437089f
p_shapetrans_p003.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p003.img	CIRCLE	807	INSTALL	13983	1	1:31,22,39,39,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1167; thr=140	767cf64a5138fbd4646a4841a82490d4689092e7f943f9c8a3fed393c7697ada
p_shapetrans_p004.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p004.img	TRIANGLE	826	INSTALL	13608	1	1:29,40,37,42,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=792; thr=140	a92e49ce9247b28e897709ffd14c63244cfa2de9256fef4ba127242ff27d134f
p_shapetrans_p005.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p005.img	CIRCLE	249	INSTALL	14095	1	1:17,32,46,47,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1279; thr=140	c198a27b8b1c4818c10a7a014f9a62b8cc72bc6be000f9d1a16e01c947c54dde
p_shapetrans_p006.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p006.img	CIRCLE	700	INSTALL	14022	1	1:15,33,39,39,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1206; thr=142	4954499625cbc976ff3bb6c42e9543fe3f729023cf950c207476267d4d13e7cd
p_shapetrans_p007.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p007.img	TRIANGLE	714	INSTALL	13413	1	1:20,15,37,32,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=597; thr=140	88f0dd693d542d794a0da348581c1534bbe9d1e98efdc3013fcdd334fb8642af
p_shapetrans_p008.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p008.img	CIRCLE	100	WITHHOLD	14363	1	1:33,22,55,55,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1547; thr=140	79c440b4b87fc7c54569b3af6908b199de834eaf476e90d9a1b1da381b308db0
p_shapetrans_p009.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p009.img	CIRCLE	720	INSTALL	14010	1	1:34,36,39,39,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1194; thr=144	a876f1415aa6727fcc76ca603ddc41ffb0b7dc2d061ecadbda7bc3d916408bc3
p_shapetrans_p010.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p010.img	TRIANGLE	834	INSTALL	13534	1	1:41,20,39,37,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=718; thr=140	fa74fef992188c96b72e2b2b567e78a8f41b8d0d014d1f783b8d64eb31fb035e
p_shapetrans_p011.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p011.img	CIRCLE	127	WITHHOLD	13946	1	1:31,41,38,38,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1130; thr=142	42fc0da6de997da960a6fce69c31ff1f35ec4a8d36073ecd58e55305252cf431
p_shapetrans_p012.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p012.img	CIRCLE	729	INSTALL	13634	1	1:23,24,33,32,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=818; thr=140	f7174c530e04af88b403125e242c34eaec79bda91b2b49bf5e65595af26b7cd3
p_shapetrans_p013.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p013.img	CIRCLE	0	WITHHOLD	13632	1	1:30,32,39,43,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=816; thr=140	42fdc9624924d560f1aa06fdd7b2b1adffa7994b23c9c1e38ee6f5d463cedb68
p_shapetrans_p014.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p014.img	CIRCLE	110	WITHHOLD	13787	1	1:27,19,43,43,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=971; thr=140	774f3369ba4e24b5a9cd2730cb7896247db12b888ebd9216e566f946b9d8ea0d
p_shapetrans_p015.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p015.img	CIRCLE	763	INSTALL	14117	1	1:28,42,41,41,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1301; thr=140	f15596c1d7e05873352aa8398727b92b106d1dc6d6b8fa9627c2cb5a00780b1f
p_shapetrans_p016.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p016.img	CIRCLE	0	WITHHOLD	13729	1	1:19,45,44,42,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=913; thr=140	4faadf5ed063b9cdd884e222622a79d3a682c2270341dc275697e295cfea0f35
p_shapetrans_p017.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p017.img	CIRCLE	5	WITHHOLD	13915	1	1:30,25,45,44,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1099; thr=140	c737c056b48371cba76ade4512a5f47512ceb29eff80350adc1b724fcf23ebde
p_shapetrans_p018.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p018.img	CIRCLE	703	INSTALL	13700	1	1:29,22,34,33,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=884; thr=153	49f1cddce011e85c00b9afe4eac620c1fa670e3c3cc0591aa5281b637a839823
p_shapetrans_p019.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p019.img	TRIANGLE	855	INSTALL	13784	1	1:15,26,46,42,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=968; thr=140	ada3e3811a118dc08412b4ac061218d0f9a834941587ee86d1bfce6bfa0b96d3
p_shapetrans_p020.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p020.img	CIRCLE	20	WITHHOLD	13853	1	1:44,41,33,33,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1037; thr=140	f6789fe0abe95c178170872d53d9af8f55df25ba466486d1ebf12b787287220d
p_shapetrans_p021.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p021.img	CIRCLE	743	INSTALL	14310	1	1:16,22,44,44,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1494; thr=152	435e74422ea17e1d30fa44ca36eb953ba10b75ce36523d430cd722d5d698cef7
p_shapetrans_p022.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p022.img	TRIANGLE	841	INSTALL	13477	1	1:33,36,35,38,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=661; thr=140	dec3c2a2c14e797bc2e40bc1a836253730fc4717b96f8a2ddcd0ff752e636cc0
p_shapetrans_p023.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p023.img	CIRCLE	116	WITHHOLD	14060	1	1:11,23,49,48,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1244; thr=140	0a736c382bef05582d9372e1b0d4eb1209ed4e296107da7049a2e0b495ba8f47
p_shapetrans_p024.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p024.img	CIRCLE	645	INSTALL	13603	1	1:45,27,32,32,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=787; thr=140	74f5fa03ebddbdd45b1855c646a33506373f5bf1b39398533403f1a1e368eeb1
p_shapetrans_p025.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p025.img	TRIANGLE	891	INSTALL	13532	1	1:30,39,39,39,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=716; thr=140	706224858081ea6c4a47050586adf0a69ef26c3d7aaa966a4510c373945c038d
p_shapetrans_p026.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p026.img	CIRCLE	3	WITHHOLD	14674	1	1:34,26,53,53,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1858; thr=146	3b51bed41287ce4fa55735bf3af861f151491db431f07a0946a31e8c4526ec27
p_shapetrans_p027.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p027.img	CIRCLE	800	INSTALL	14223	1	1:38,25,42,42,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1407; thr=140	0bba566bdadf853acb783d72e3d9d5aa7aac6626b8f840fd5400b53c8a822d93
p_shapetrans_p028.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p028.img	TRIANGLE	848	INSTALL	13755	1	1:22,28,46,43,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=939; thr=140	ff71b0a2c1e0bec43b489cc4667423758134eecfba0c897b1efabfa9fca71fbe
p_shapetrans_p029.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p029.img	CIRCLE	131	WITHHOLD	13822	1	1:19,26,41,41,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1006; thr=140	e0182502133e3fa9aec458f9be5e6ea602fdb101646717721d0098a1bef559e6
p_shapetrans_p030.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p030.img	CIRCLE	657	INSTALL	13601	1	1:29,19,32,32,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=785; thr=140	28b4788da5a70eed1859d0dc432f9d1d3649429fe5e098e276d6aee4ceb1bcc6
p_shapetrans_p031.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p031.img	TRIANGLE	810	INSTALL	13370	1	1:28,27,33,35,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=554; thr=140	f1e0d3b46666ad821743db21e213ef31fd796c0163dd69bf3066419411cab0c5
p_shapetrans_p032.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p032.img	CIRCLE	168	INSTALL	14108	1	1:31,31,40,40,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1292; thr=140	2d8dcedcdd5a28b4b774021fc37b6d602ffc129c4b082bc8f77d0ff2310c9cbf
p_shapetrans_p033.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p033.img	CIRCLE	657	INSTALL	13597	1	1:21,41,31,32,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=781; thr=140	bee9cf2fe919dc7908950d4dd4f5a6ae5e832bd6e80dd43527e57b50dfafb357
p_shapetrans_p034.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p034.img	TRIANGLE	913	INSTALL	13705	1	1:43,14,42,43,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=889; thr=140	33b97ea94cad9c786371e33b760e6ca68b3c2101ecc608ed82ddf5433a3be9f9
p_shapetrans_p035.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p035.img	CIRCLE	0	WITHHOLD	13792	1	1:40,27,43,42,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=976; thr=140	8f254196c6312ab43b91e3cc6127533c4df494997f72a0abf88054516962519d
p_shapetrans_p036.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p036.img	CIRCLE	729	INSTALL	14051	1	1:16,31,39,40,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1235; thr=142	5b2e250d182cab0ac735a44e365d5c848688b41c4ee721ec6b1d07dd51385f7a
p_shapetrans_p037.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p037.img	TRIANGLE	831	INSTALL	13546	1	1:27,19,37,40,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=730; thr=140	c6764b7c18458d85f6ab54ef7135d3beed22acbbd24bcda4e5c345ad26dbd70f
p_shapetrans_p038.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p038.img	CIRCLE	0	WITHHOLD	14147	1	1:28,13,44,45,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1331; thr=152	55d9efbcb84452a92f461e34b5aadcf1d806e553efaa15a2a1c681a6ac2f3aed
p_shapetrans_p039.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p039.img	CIRCLE	757	INSTALL	13537	1	1:40,27,31,30,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=721; thr=140	08761a2e3f454146b93c4dbd824481989c799d68be3125a06ceabd5d297e3efe
p_shapetrans_p040.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p040.img	TRIANGLE	769	INSTALL	13491	1	1:34,35,35,38,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=675; thr=140	94e0b14197466895db6890aed7c30eaabdbbee8e15d195328edc45e79f3c45a3
p_shapetrans_p041.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p041.img	CIRCLE	163	INSTALL	13923	1	1:21,32,42,42,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1107; thr=140	b518e5f925ac6cac8e1ed7dcb6bc18a2b3b99938e451bd6be23521d93c232120
p_shapetrans_p042.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p042.img	CIRCLE	757	INSTALL	14070	1	1:15,22,40,40,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1254; thr=140	bef2d325099f8dd56ca9af24642be5f079319f0f63fbac51c6257ca125a29fcf
p_shapetrans_p043.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p043.img	TRIANGLE	762	INSTALL	13574	1	1:27,25,42,37,0,0	shape TRIANGLE (radial profile, 24 rays)	ncomp=1; fg=758; thr=159	321104b77d9a77c5a9bfde4f7fc86ffb7190b84fbb8c8e387f550b1b1be040d9
p_shapetrans_p044.img	shapetrans	senses/rebuild/harness/fixtures/t3_shapetrans/primary/p044.img	CIRCLE	111	WITHHOLD	14400	1	1:24,26,52,52,0,0	shape CIRCLE (radial profile, 24 rays)	ncomp=1; fg=1584; thr=142	a2957729bf0464c2918be218beba279582d80fb39aebf1847e4157114ab4a8c5
