rep,id,status,leg0,leg1,leg2,leg3,leg4,leg5,leg6,leg7,leg8,leg9
2,0,0,1,1,1,1,1,1,1,1,1,1
2,37,0,12,12,12,12,12,12,12,12,12,12
2,74,0,20,20,20,20,20,20,20,20,20,20
2,63,0,16,16,16,16,16,16,16,16,16,16
2,52,0,5,5,5,5,5,5,5,5,5,5
2,89,0,7,7,7,7,7,7,7,7,7,7
2,78,0,4,4,4,4,4,4,4,4,4,4
2,67,0,20,20,20,20,20,20,20,20,20,20
2,56,0,9,9,9,9,9,9,9,9,9,9
2,82,0,6,6,6,6,6,6,6,6,6,6
2,71,0,21,21,21,21,21,21,21,21,21,21
2,60,0,13,13,13,13,13,13,13,13,13,13
2,49,0,2,2,2,2,2,2,2,2,2,2
2,86,0,5,5,5,5,5,5,5,5,5,5
2,75,0,25,25,25,25,25,25,25,25,25,25
2,64,0,17,17,17,17,17,17,17,17,17,17
2,53,0,6,6,6,6,6,6,6,6,6,6
2,90,0,8,8,8,8,8,8,8,8,8,8
2,79,0,8,8,8,8,8,8,8,8,8,8
2,68,0,21,21,21,21,21,21,21,21,21,21
2,57,0,10,10,10,10,10,10,10,10,10,10
2,94,0,4,4,4,4,4,4,4,4,4,4
2,83,0,7,7,7,7,7,7,7,7,7,7
2,72,0,21,21,21,21,21,21,21,21,21,21
2,61,0,14,14,14,14,14,14,14,14,14,14
2,50,0,3,3,3,3,3,3,3,3,3,3
2,87,0,4,4,4,4,4,4,4,4,4,4
2,76,0,28,28,28,28,28,28,28,28,28,28
2,65,0,18,18,18,18,18,18,18,18,18,18
2,54,0,7,7,7,7,7,7,7,7,7,7
2,80,0,8,8,8,8,8,8,8,8,8,8
2,69,0,22,22,22,22,22,22,22,22,22,22
2,58,0,11,11,11,11,11,11,11,11,11,11
2,95,0,3,3,3,3,3,3,3,3,3,3
2,84,0,4,4,4,4,4,4,4,4,4,4
2,73,0,21,21,21,21,21,21,21,21,21,21
2,62,0,15,15,15,15,15,15,15,15,15,15
2,51,0,4,4,4,4,4,4,4,4,4,4
2,88,0,5,5,5,5,5,5,5,5,5,5
2,77,0,4,4,4,4,4,4,4,4,4,4
2,66,0,19,19,19,19,19,19,19,19,19,19
2,55,0,7,7,7,7,7,7,7,7,7,7
2,81,0,8,8,8,8,8,8,8,8,8,8
2,70,0,21,21,21,21,21,21,21,21,21,21
2,59,0,12,12,12,12,12,12,12,12,12,12
2,48,0,1,1,1,1,1,1,1,1,1,1
2,85,0,5,5,5,5,5,5,5,5,5,5
2,122,0,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859
2,111,0,1813,1813,1813,1813,1813,1813,1813,1813,1813,1813
2,100,0,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623
2,137,0,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891
2,126,0,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866
2,115,0,1847,1847,1847,1847,1847,1847,1847,1847,1847,1847
2,104,0,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719
2,141,0,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898
2,130,0,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
2,119,0,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852
2,108,0,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759
2,97,0,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605
2,134,0,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886
2,123,0,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861
2,112,0,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818
2,101,0,1651,1651,1651,1651,1651,1651,1651,1651,1651,1651
2,138,0,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892
2,127,0,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869
2,116,0,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850
2,105,0,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726
2,131,0,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
2,120,0,1854,1854,1854,1854,1854,1854,1854,1854,1854,1854
2,109,0,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766
2,98,0,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608
2,135,0,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887
2,124,0,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862
2,113,0,1826,1826,1826,1826,1826,1826,1826,1826,1826,1826
2,102,0,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667
2,139,0,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896
2,128,0,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871
2,117,0,1851,1851,1851,1851,1851,1851,1851,1851,1851,1851
2,106,0,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740
2,132,0,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884
2,121,0,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857
2,110,0,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776
2,99,0,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611
2,136,0,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890
2,125,0,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865
2,114,0,1847,1847,1847,1847,1847,1847,1847,1847,1847,1847
2,103,0,1688,1688,1688,1688,1688,1688,1688,1688,1688,1688
2,140,0,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897
2,129,0,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878
2,118,0,1851,1851,1851,1851,1851,1851,1851,1851,1851,1851
2,107,0,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749
2,96,0,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603
2,133,0,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886
2,170,0,4,4,4,4,4,4,4,4,4,4
2,207,0,4,4,4,4,4,4,4,4,4,4
2,148,0,12,12,12,12,12,12,12,12,12,12
2,185,0,64,64,64,64,64,64,64,64,64,64
2,222,0,144,144,144,144,144,144,144,144,144,144
2,163,0,4,4,4,4,4,4,4,4,4,4
2,200,0,12,12,12,12,12,12,12,12,12,12
2,237,0,10,10,10,10,10,10,10,10,10,10
2,178,0,10,10,10,10,10,10,10,10,10,10
2,215,0,101,101,101,101,101,101,101,101,101,101
2,156,0,10,10,10,10,10,10,10,10,10,10
2,193,0,2,2,2,2,2,2,2,2,2,2
2,230,0,4,4,4,4,4,4,4,4,4,4
2,171,0,5,5,5,5,5,5,5,5,5,5
2,208,0,56,56,56,56,56,56,56,56,56,56
2,149,0,4,4,4,4,4,4,4,4,4,4
2,186,0,16,16,16,16,16,16,16,16,16,16
2,223,0,20,20,20,20,20,20,20,20,20,20
2,164,0,3,3,3,3,3,3,3,3,3,3
2,201,0,10,10,10,10,10,10,10,10,10,10
2,238,0,27,27,27,27,27,27,27,27,27,27
2,179,0,5,5,5,5,5,5,5,5,5,5
2,216,0,12,12,12,12,12,12,12,12,12,12
2,157,0,100,100,100,100,100,100,100,100,100,100
2,194,0,4,4,4,4,4,4,4,4,4,4
2,231,0,7,7,7,7,7,7,7,7,7,7
2,172,0,50,50,50,50,50,50,50,50,50,50
2,209,0,3,3,3,3,3,3,3,3,3,3
2,150,0,52,52,52,52,52,52,52,52,52,52
2,187,0,8,8,8,8,8,8,8,8,8,8
2,224,0,30,30,30,30,30,30,30,30,30,30
2,165,0,7,7,7,7,7,7,7,7,7,7
2,202,0,7,7,7,7,7,7,7,7,7,7
2,239,0,39,39,39,39,39,39,39,39,39,39
2,180,0,11,11,11,11,11,11,11,11,11,11
2,217,0,8,8,8,8,8,8,8,8,8,8
2,158,0,12,12,12,12,12,12,12,12,12,12
2,195,0,12,12,12,12,12,12,12,12,12,12
2,232,0,12,12,12,12,12,12,12,12,12,12
2,173,0,13,13,13,13,13,13,13,13,13,13
2,210,0,7,7,7,7,7,7,7,7,7,7
2,151,0,24,24,24,24,24,24,24,24,24,24
2,188,0,6,6,6,6,6,6,6,6,6,6
2,225,0,9,9,9,9,9,9,9,9,9,9
2,166,0,88,88,88,88,88,88,88,88,88,88
2,203,0,66,66,66,66,66,66,66,66,66,66
2,144,0,26,26,26,26,26,26,26,26,26,26
2,181,0,11,11,11,11,11,11,11,11,11,11
2,218,0,9,9,9,9,9,9,9,9,9,9
2,159,0,3,3,3,3,3,3,3,3,3,3
2,196,0,12,12,12,12,12,12,12,12,12,12
2,233,0,30,30,30,30,30,30,30,30,30,30
2,174,0,50,50,50,50,50,50,50,50,50,50
2,211,0,7,7,7,7,7,7,7,7,7,7
2,152,0,60,60,60,60,60,60,60,60,60,60
2,189,0,21,21,21,21,21,21,21,21,21,21
2,226,0,100,100,100,100,100,100,100,100,100,100
2,167,0,6,6,6,6,6,6,6,6,6,6
2,204,0,4,4,4,4,4,4,4,4,4,4
2,145,0,5,5,5,5,5,5,5,5,5,5
2,182,0,4,4,4,4,4,4,4,4,4,4
2,219,0,40,40,40,40,40,40,40,40,40,40
2,160,0,18,18,18,18,18,18,18,18,18,18
2,197,0,7,7,7,7,7,7,7,7,7,7
2,234,0,31,31,31,31,31,31,31,31,31,31
2,175,0,7,7,7,7,7,7,7,7,7,7
2,212,0,5,5,5,5,5,5,5,5,5,5
2,153,0,60,60,60,60,60,60,60,60,60,60
2,190,0,12,12,12,12,12,12,12,12,12,12
2,227,0,100,100,100,100,100,100,100,100,100,100
2,168,0,4,4,4,4,4,4,4,4,4,4
2,205,0,38,38,38,38,38,38,38,38,38,38
2,146,0,21,21,21,21,21,21,21,21,21,21
2,183,0,13,13,13,13,13,13,13,13,13,13
2,220,0,12,12,12,12,12,12,12,12,12,12
2,161,0,4,4,4,4,4,4,4,4,4,4
2,198,0,9,9,9,9,9,9,9,9,9,9
2,176,0,5,5,5,5,5,5,5,5,5,5
2,213,0,4,4,4,4,4,4,4,4,4,4
2,154,0,168,168,168,168,168,168,168,168,168,168
2,228,0,16,16,16,16,16,16,16,16,16,16
2,169,0,8,8,8,8,8,8,8,8,8,8
2,206,0,12,12,12,12,12,12,12,12,12,12
2,147,0,7,7,7,7,7,7,7,7,7,7
2,184,0,52,52,52,52,52,52,52,52,52,52
2,221,0,12,12,12,12,12,12,12,12,12,12
2,162,0,2,2,2,2,2,2,2,2,2,2
2,199,0,3,3,3,3,3,3,3,3,3,3
2,177,0,15,15,15,15,15,15,15,15,15,15
2,214,0,7,7,7,7,7,7,7,7,7,7
2,155,0,27,27,27,27,27,27,27,27,27,27
2,229,0,118,118,118,118,118,118,118,118,118,118
3,39,0,14,14,14,14,14,14,14,14,14,14
3,28,0,3,3,3,3,3,3,3,3,3,3
3,6,0,7,7,7,7,7,7,7,7,7,7
3,43,0,18,18,18,18,18,18,18,18,18,18
3,32,0,7,7,7,7,7,7,7,7,7,7
3,21,0,22,22,22,22,22,22,22,22,22,22
3,10,0,11,11,11,11,11,11,11,11,11,11
3,47,0,22,22,22,22,22,22,22,22,22,22
3,36,0,11,11,11,11,11,11,11,11,11,11
3,25,0,26,26,26,26,26,26,26,26,26,26
3,14,0,15,15,15,15,15,15,15,15,15,15
3,3,0,5,5,5,5,5,5,5,5,5,5
3,40,0,15,15,15,15,15,15,15,15,15,15
3,29,0,6,6,6,6,6,6,6,6,6,6
3,7,0,8,8,8,8,8,8,8,8,8,8
3,44,0,19,19,19,19,19,19,19,19,19,19
3,33,0,8,8,8,8,8,8,8,8,8,8
3,22,0,23,23,23,23,23,23,23,23,23,23
3,11,0,12,12,12,12,12,12,12,12,12,12
3,0,0,1,1,1,1,1,1,1,1,1,1
3,37,0,12,12,12,12,12,12,12,12,12,12
3,26,0,1,1,1,1,1,1,1,1,1,1
3,15,0,16,16,16,16,16,16,16,16,16,16
3,4,0,5,5,5,5,5,5,5,5,5,5
3,41,0,16,16,16,16,16,16,16,16,16,16
3,30,0,5,5,5,5,5,5,5,5,5,5
3,19,0,20,20,20,20,20,20,20,20,20,20
3,8,0,9,9,9,9,9,9,9,9,9,9
3,45,0,20,20,20,20,20,20,20,20,20,20
3,34,0,9,9,9,9,9,9,9,9,9,9
3,23,0,24,24,24,24,24,24,24,24,24,24
3,12,0,13,13,13,13,13,13,13,13,13,13
3,1,0,2,2,2,2,2,2,2,2,2,2
3,38,0,13,13,13,13,13,13,13,13,13,13
3,27,0,2,2,2,2,2,2,2,2,2,2
3,16,0,17,17,17,17,17,17,17,17,17,17
3,5,0,6,6,6,6,6,6,6,6,6,6
3,42,0,17,17,17,17,17,17,17,17,17,17
3,31,0,6,6,6,6,6,6,6,6,6,6
3,20,0,21,21,21,21,21,21,21,21,21,21
3,9,0,10,10,10,10,10,10,10,10,10,10
3,46,0,21,21,21,21,21,21,21,21,21,21
3,35,0,10,10,10,10,10,10,10,10,10,10
3,24,0,25,25,25,25,25,25,25,25,25,25
3,13,0,14,14,14,14,14,14,14,14,14,14
3,2,0,3,3,3,3,3,3,3,3,3,3
3,87,0,4,4,4,4,4,4,4,4,4,4
3,76,0,28,28,28,28,28,28,28,28,28,28
3,65,0,18,18,18,18,18,18,18,18,18,18
3,54,0,7,7,7,7,7,7,7,7,7,7
3,91,0,10,10,10,10,10,10,10,10,10,10
3,80,0,8,8,8,8,8,8,8,8,8,8
3,69,0,22,22,22,22,22,22,22,22,22,22
3,58,0,11,11,11,11,11,11,11,11,11,11
3,95,0,3,3,3,3,3,3,3,3,3,3
3,84,0,4,4,4,4,4,4,4,4,4,4
3,73,0,21,21,21,21,21,21,21,21,21,21
3,62,0,15,15,15,15,15,15,15,15,15,15
3,51,0,4,4,4,4,4,4,4,4,4,4
3,88,0,5,5,5,5,5,5,5,5,5,5
3,77,0,4,4,4,4,4,4,4,4,4,4
3,55,0,7,7,7,7,7,7,7,7,7,7
3,92,0,9,9,9,9,9,9,9,9,9,9
3,81,0,8,8,8,8,8,8,8,8,8,8
3,70,0,21,21,21,21,21,21,21,21,21,21
3,59,0,12,12,12,12,12,12,12,12,12,12
3,48,0,1,1,1,1,1,1,1,1,1,1
3,85,0,5,5,5,5,5,5,5,5,5,5
3,74,0,20,20,20,20,20,20,20,20,20,20
3,63,0,16,16,16,16,16,16,16,16,16,16
3,52,0,5,5,5,5,5,5,5,5,5,5
3,89,0,7,7,7,7,7,7,7,7,7,7
3,78,0,4,4,4,4,4,4,4,4,4,4
3,56,0,9,9,9,9,9,9,9,9,9,9
3,93,0,7,7,7,7,7,7,7,7,7,7
3,82,0,6,6,6,6,6,6,6,6,6,6
3,71,0,21,21,21,21,21,21,21,21,21,21
3,60,0,13,13,13,13,13,13,13,13,13,13
3,49,0,2,2,2,2,2,2,2,2,2,2
3,86,0,5,5,5,5,5,5,5,5,5,5
3,75,0,25,25,25,25,25,25,25,25,25,25
3,53,0,6,6,6,6,6,6,6,6,6,6
3,90,0,8,8,8,8,8,8,8,8,8,8
3,79,0,8,8,8,8,8,8,8,8,8,8
3,68,0,21,21,21,21,21,21,21,21,21,21
3,57,0,10,10,10,10,10,10,10,10,10,10
3,94,0,4,4,4,4,4,4,4,4,4,4
3,83,0,7,7,7,7,7,7,7,7,7,7
3,72,0,21,21,21,21,21,21,21,21,21,21
3,61,0,14,14,14,14,14,14,14,14,14,14
3,50,0,3,3,3,3,3,3,3,3,3,3
3,135,0,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887
3,124,0,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862
3,102,0,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667
3,139,0,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896
3,128,0,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871
3,117,0,1851,1851,1851,1851,1851,1851,1851,1851,1851,1851
3,106,0,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740
3,143,0,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925
3,132,0,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884
3,121,0,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857
3,110,0,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776
3,99,0,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611
3,136,0,1890,1890,1890,1890,1890,1890,1890,1890,1890,1890
3,125,0,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865
3,103,0,1688,1688,1688,1688,1688,1688,1688,1688,1688,1688
3,140,0,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897
3,129,0,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878
3,118,0,1851,1851,1851,1851,1851,1851,1851,1851,1851,1851
3,107,0,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749
3,96,0,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603
3,133,0,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886
3,122,0,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859
3,111,0,1813,1813,1813,1813,1813,1813,1813,1813,1813,1813
3,100,0,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623
3,137,0,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891
3,126,0,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866
3,115,0,1847,1847,1847,1847,1847,1847,1847,1847,1847,1847
3,104,0,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719
3,141,0,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898
3,130,0,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
3,119,0,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852
3,108,0,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759
3,97,0,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605
3,134,0,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886
3,123,0,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861
3,112,0,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818
3,101,0,1651,1651,1651,1651,1651,1651,1651,1651,1651,1651
3,138,0,1892,1892,1892,1892,1892,1892,1892,1892,1892,1892
3,127,0,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869
3,105,0,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726
3,142,0,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903
3,131,0,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
3,120,0,1854,1854,1854,1854,1854,1854,1854,1854,1854,1854
3,109,0,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766
3,98,0,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608
3,183,0,13,13,13,13,13,13,13,13,13,13
3,220,0,12,12,12,12,12,12,12,12,12,12
3,161,0,4,4,4,4,4,4,4,4,4,4
3,198,0,9,9,9,9,9,9,9,9,9,9
3,235,0,28,28,28,28,28,28,28,28,28,28
3,176,0,5,5,5,5,5,5,5,5,5,5
3,154,0,168,168,168,168,168,168,168,168,168,168
3,191,0,32,32,32,32,32,32,32,32,32,32
3,228,0,16,16,16,16,16,16,16,16,16,16
3,169,0,8,8,8,8,8,8,8,8,8,8
3,206,0,12,12,12,12,12,12,12,12,12,12
3,147,0,7,7,7,7,7,7,7,7,7,7
3,184,0,52,52,52,52,52,52,52,52,52,52
3,221,0,12,12,12,12,12,12,12,12,12,12
3,162,0,2,2,2,2,2,2,2,2,2,2
3,199,0,3,3,3,3,3,3,3,3,3,3
3,236,0,29,29,29,29,29,29,29,29,29,29
3,177,0,15,15,15,15,15,15,15,15,15,15
3,214,0,7,7,7,7,7,7,7,7,7,7
3,155,0,27,27,27,27,27,27,27,27,27,27
3,192,0,2,2,2,2,2,2,2,2,2,2
3,229,0,118,118,118,118,118,118,118,118,118,118
3,170,0,4,4,4,4,4,4,4,4,4,4
3,207,0,4,4,4,4,4,4,4,4,4,4
3,148,0,12,12,12,12,12,12,12,12,12,12
3,185,0,64,64,64,64,64,64,64,64,64,64
3,222,0,144,144,144,144,144,144,144,144,144,144
3,163,0,4,4,4,4,4,4,4,4,4,4
3,200,0,12,12,12,12,12,12,12,12,12,12
3,237,0,10,10,10,10,10,10,10,10,10,10
3,178,0,10,10,10,10,10,10,10,10,10,10
3,215,0,101,101,101,101,101,101,101,101,101,101
3,156,0,10,10,10,10,10,10,10,10,10,10
3,193,0,2,2,2,2,2,2,2,2,2,2
3,230,0,4,4,4,4,4,4,4,4,4,4
3,171,0,5,5,5,5,5,5,5,5,5,5
3,208,0,56,56,56,56,56,56,56,56,56,56
3,149,0,4,4,4,4,4,4,4,4,4,4
3,186,0,16,16,16,16,16,16,16,16,16,16
3,223,0,20,20,20,20,20,20,20,20,20,20
3,201,0,10,10,10,10,10,10,10,10,10,10
3,238,0,27,27,27,27,27,27,27,27,27,27
3,179,0,5,5,5,5,5,5,5,5,5,5
3,216,0,12,12,12,12,12,12,12,12,12,12
3,157,0,100,100,100,100,100,100,100,100,100,100
3,194,0,4,4,4,4,4,4,4,4,4,4
3,231,0,7,7,7,7,7,7,7,7,7,7
3,172,0,50,50,50,50,50,50,50,50,50,50
3,209,0,3,3,3,3,3,3,3,3,3,3
3,150,0,52,52,52,52,52,52,52,52,52,52
3,187,0,8,8,8,8,8,8,8,8,8,8
3,224,0,30,30,30,30,30,30,30,30,30,30
3,165,0,7,7,7,7,7,7,7,7,7,7
3,202,0,7,7,7,7,7,7,7,7,7,7
3,239,0,39,39,39,39,39,39,39,39,39,39
3,180,0,11,11,11,11,11,11,11,11,11,11
3,217,0,8,8,8,8,8,8,8,8,8,8
3,158,0,12,12,12,12,12,12,12,12,12,12
3,195,0,12,12,12,12,12,12,12,12,12,12
3,232,0,12,12,12,12,12,12,12,12,12,12
3,173,0,13,13,13,13,13,13,13,13,13,13
3,210,0,7,7,7,7,7,7,7,7,7,7
3,151,0,24,24,24,24,24,24,24,24,24,24
3,188,0,6,6,6,6,6,6,6,6,6,6
3,225,0,9,9,9,9,9,9,9,9,9,9
3,203,0,66,66,66,66,66,66,66,66,66,66
3,144,0,26,26,26,26,26,26,26,26,26,26
3,181,0,11,11,11,11,11,11,11,11,11,11
3,218,0,9,9,9,9,9,9,9,9,9,9
3,159,0,3,3,3,3,3,3,3,3,3,3
3,196,0,12,12,12,12,12,12,12,12,12,12
3,233,0,30,30,30,30,30,30,30,30,30,30
3,174,0,50,50,50,50,50,50,50,50,50,50
3,211,0,7,7,7,7,7,7,7,7,7,7
3,152,0,60,60,60,60,60,60,60,60,60,60
3,189,0,21,21,21,21,21,21,21,21,21,21
3,226,0,100,100,100,100,100,100,100,100,100,100
3,167,0,6,6,6,6,6,6,6,6,6,6
3,204,0,4,4,4,4,4,4,4,4,4,4
3,145,0,5,5,5,5,5,5,5,5,5,5
3,182,0,4,4,4,4,4,4,4,4,4,4
3,219,0,40,40,40,40,40,40,40,40,40,40
3,160,0,18,18,18,18,18,18,18,18,18,18
3,197,0,7,7,7,7,7,7,7,7,7,7
3,234,0,31,31,31,31,31,31,31,31,31,31
3,175,0,7,7,7,7,7,7,7,7,7,7
3,153,0,60,60,60,60,60,60,60,60,60,60
3,190,0,12,12,12,12,12,12,12,12,12,12
3,227,0,100,100,100,100,100,100,100,100,100,100
3,168,0,4,4,4,4,4,4,4,4,4,4
3,205,0,38,38,38,38,38,38,38,38,38,38
3,146,0,21,21,21,21,21,21,21,21,21,21
4,4,0,5,5,5,5,5,5,5,5,5,5
4,30,0,5,5,5,5,5,5,5,5,5,5
4,19,0,20,20,20,20,20,20,20,20,20,20
4,8,0,9,9,9,9,9,9,9,9,9,9
4,45,0,20,20,20,20,20,20,20,20,20,20
4,34,0,9,9,9,9,9,9,9,9,9,9
4,23,0,24,24,24,24,24,24,24,24,24,24
4,12,0,13,13,13,13,13,13,13,13,13,13
4,1,0,2,2,2,2,2,2,2,2,2,2
4,38,0,13,13,13,13,13,13,13,13,13,13
4,27,0,2,2,2,2,2,2,2,2,2,2
4,16,0,17,17,17,17,17,17,17,17,17,17
4,5,0,6,6,6,6,6,6,6,6,6,6
4,42,0,17,17,17,17,17,17,17,17,17,17
4,31,0,6,6,6,6,6,6,6,6,6,6
4,20,0,21,21,21,21,21,21,21,21,21,21
4,9,0,10,10,10,10,10,10,10,10,10,10
4,46,0,21,21,21,21,21,21,21,21,21,21
4,35,0,10,10,10,10,10,10,10,10,10,10
4,24,0,25,25,25,25,25,25,25,25,25,25
4,13,0,14,14,14,14,14,14,14,14,14,14
4,2,0,3,3,3,3,3,3,3,3,3,3
4,28,0,3,3,3,3,3,3,3,3,3,3
4,17,0,18,18,18,18,18,18,18,18,18,18
4,6,0,7,7,7,7,7,7,7,7,7,7
4,43,0,18,18,18,18,18,18,18,18,18,18
4,32,0,7,7,7,7,7,7,7,7,7,7
4,21,0,22,22,22,22,22,22,22,22,22,22
4,10,0,11,11,11,11,11,11,11,11,11,11
4,47,0,22,22,22,22,22,22,22,22,22,22
4,36,0,11,11,11,11,11,11,11,11,11,11
4,25,0,26,26,26,26,26,26,26,26,26,26
4,14,0,15,15,15,15,15,15,15,15,15,15
4,3,0,5,5,5,5,5,5,5,5,5,5
4,40,0,15,15,15,15,15,15,15,15,15,15
4,29,0,6,6,6,6,6,6,6,6,6,6
4,18,0,19,19,19,19,19,19,19,19,19,19
4,7,0,8,8,8,8,8,8,8,8,8,8
4,44,0,19,19,19,19,19,19,19,19,19,19
4,33,0,8,8,8,8,8,8,8,8,8,8
4,22,0,23,23,23,23,23,23,23,23,23,23
4,11,0,12,12,12,12,12,12,12,12,12,12
4,0,0,1,1,1,1,1,1,1,1,1,1
4,37,0,12,12,12,12,12,12,12,12,12,12
4,26,0,1,1,1,1,1,1,1,1,1,1
4,15,0,16,16,16,16,16,16,16,16,16,16
4,52,0,5,5,5,5,5,5,5,5,5,5
4,78,0,4,4,4,4,4,4,4,4,4,4
4,67,0,20,20,20,20,20,20,20,20,20,20
4,56,0,9,9,9,9,9,9,9,9,9,9
4,93,0,7,7,7,7,7,7,7,7,7,7
4,82,0,6,6,6,6,6,6,6,6,6,6
4,71,0,21,21,21,21,21,21,21,21,21,21
4,60,0,13,13,13,13,13,13,13,13,13,13
4,49,0,2,2,2,2,2,2,2,2,2,2
4,86,0,5,5,5,5,5,5,5,5,5,5
4,75,0,25,25,25,25,25,25,25,25,25,25
4,64,0,17,17,17,17,17,17,17,17,17,17
4,53,0,6,6,6,6,6,6,6,6,6,6
4,90,0,8,8,8,8,8,8,8,8,8,8
4,79,0,8,8,8,8,8,8,8,8,8,8
4,68,0,21,21,21,21,21,21,21,21,21,21
4,57,0,10,10,10,10,10,10,10,10,10,10
4,94,0,4,4,4,4,4,4,4,4,4,4
4,83,0,7,7,7,7,7,7,7,7,7,7
4,72,0,21,21,21,21,21,21,21,21,21,21
4,61,0,14,14,14,14,14,14,14,14,14,14
4,50,0,3,3,3,3,3,3,3,3,3,3
4,76,0,28,28,28,28,28,28,28,28,28,28
4,65,0,18,18,18,18,18,18,18,18,18,18
4,54,0,7,7,7,7,7,7,7,7,7,7
4,91,0,10,10,10,10,10,10,10,10,10,10
4,80,0,8,8,8,8,8,8,8,8,8,8
4,69,0,22,22,22,22,22,22,22,22,22,22
4,58,0,11,11,11,11,11,11,11,11,11,11
4,95,0,3,3,3,3,3,3,3,3,3,3
4,84,0,4,4,4,4,4,4,4,4,4,4
4,73,0,21,21,21,21,21,21,21,21,21,21
4,62,0,15,15,15,15,15,15,15,15,15,15
4,51,0,4,4,4,4,4,4,4,4,4,4
4,77,0,4,4,4,4,4,4,4,4,4,4
4,66,0,19,19,19,19,19,19,19,19,19,19
4,55,0,7,7,7,7,7,7,7,7,7,7
4,92,0,9,9,9,9,9,9,9,9,9,9
4,81,0,8,8,8,8,8,8,8,8,8,8
4,70,0,21,21,21,21,21,21,21,21,21,21
4,59,0,12,12,12,12,12,12,12,12,12,12
4,48,0,1,1,1,1,1,1,1,1,1,1
