# prereg f55d1dbbe1a609f69301ce8f537282a0372880b51fdec6b51d0f588b9fd96d30 FROZEN v1; arm WC batch+trust-region
epoch	phase	loss	trbind	satbind	w1	w2	w3	w4	w5	w6	w7	w8	b	mcC	mcW	mcA
299	2	10222184	0	0	-13633	7885	0	866	-9207	7870	25065	3000	-5408	347	16	320
300	0	2406657659	7	0	-12633	8885	0	1866	-8207	8870	26065	3000	-408	569	887	595
301	0	1616913734	5	0	-11633	9885	0	1866	-7207	9870	26065	3000	4592	989	1000	990
302	1	210000000	4	0	-12633	8940	0	1411	-8207	8870	26065	3000	-408	569	882	594
303	1	142760972	4	0	-13633	8457	0	1008	-9207	7870	26065	3000	-5408	427	17	393
304	2	10232010	0	0	-13789	8455	0	938	-9308	7935	25815	3030	-5451	382	16	353
305	2	10225154	0	0	-13945	8453	0	868	-9409	8001	25565	3060	-5493	346	16	319
306	0	2412980616	7	0	-12945	9453	0	1868	-8409	9001	26565	3060	-493	565	870	589
307	0	1631084291	5	0	-11945	10453	0	1868	-7409	10001	26565	3060	4507	989	1000	990
308	1	210000000	4	0	-12945	9508	0	1413	-8409	9001	26565	3060	-493	565	865	589
309	1	140021070	4	0	-13945	9033	0	1023	-9409	8001	26565	3060	-5493	426	17	393
310	2	10235012	0	0	-14101	9031	0	953	-9510	8065	26315	3090	-5536	382	16	352
311	2	10226890	0	0	-14257	9029	0	883	-9611	8131	26065	3120	-5578	346	16	319
312	0	2416807201	7	0	-13257	10029	0	1883	-8611	9131	27065	3120	-578	560	853	583
313	0	1647175493	5	0	-12257	11029	0	1883	-7611	10131	27065	3120	4422	988	1000	989
314	1	210000000	4	0	-13257	10084	0	1428	-8611	9131	27065	3120	-578	560	848	583
315	1	138146064	4	0	-14257	9617	0	1052	-9611	8131	27065	3120	-5578	426	16	393
316	2	10237640	0	0	-14413	9615	0	982	-9712	8195	26815	3150	-5621	382	16	353
317	2	10228260	0	0	-14569	9613	0	912	-9813	8261	26565	3180	-5663	346	16	319
318	0	2418427506	7	0	-13569	10613	0	1912	-8813	9261	27565	3180	-663	555	836	578
319	0	1664863678	5	0	-12569	11613	0	1912	-7813	10261	27565	3180	4337	928	1000	934
320	1	210000000	4	0	-13569	10668	0	1457	-8813	9261	27565	3180	-663	555	831	577
321	1	135238688	4	0	-14569	10206	0	1094	-9813	8261	27565	3180	-5663	427	16	394
322	2	10239432	0	0	-14725	10204	0	1024	-9914	8325	27315	3210	-5706	383	16	353
323	2	10230068	0	0	-14881	10202	0	954	-10015	8391	27065	3240	-5748	347	16	320
324	0	2416861609	7	0	-13881	11202	0	1954	-9015	9391	28065	3240	-748	550	821	572
325	0	1687194521	5	0	-12881	12202	0	1954	-8015	10391	28065	3240	4252	826	1000	840
326	1	210000000	4	0	-13881	11257	0	1499	-9015	9391	28065	3240	-748	550	816	572
327	1	132520508	4	0	-14881	10793	0	1149	-10015	8391	28065	3240	-5748	428	16	394
328	2	10241256	0	0	-15037	10791	0	1079	-10116	8455	27815	3270	-5791	384	16	354
329	2	10231530	0	0	-15193	10789	0	1009	-10217	8521	27565	3300	-5833	348	16	321
330	0	2412438487	7	0	-14193	11789	0	2009	-9217	9521	28565	3300	-833	546	807	567
331	0	1704439461	5	0	-13193	12789	0	2009	-8217	10521	28565	3300	4167	723	1000	745
332	1	210000000	4	0	-14193	11844	0	1554	-9217	9521	28565	3300	-833	546	802	567
333	1	130084744	4	0	-15193	11378	0	1216	-10217	8521	28565	3300	-5833	429	16	396
334	2	10242714	0	0	-15349	11376	0	1146	-10318	8586	28315	3330	-5876	385	16	355
335	2	10235098	0	0	-15505	11374	0	1076	-10419	8652	28065	3360	-5918	350	16	323
336	0	2405950864	7	0	-14505	12374	0	2076	-9419	9652	29065	3360	-918	543	793	563
337	0	1716081722	5	0	-13505	13374	0	2077	-8419	10652	29065	3360	4082	643	1000	672
338	1	210000000	4	0	-14505	12429	0	1622	-9419	9652	29065	3360	-918	543	788	562
339	1	127691504	4	0	-15505	11961	0	1294	-10419	8652	29065	3360	-5918	431	16	397
340	2	10245956	0	0	-15661	11959	0	1224	-10520	8716	28815	3390	-5961	388	16	358
341	2	10236648	0	0	-15817	11957	0	1154	-10621	8782	28565	3420	-6003	352	16	325
342	0	2398184311	7	0	-14817	12957	0	2154	-9621	9782	29565	3420	-1003	539	778	559
343	0	1729459090	5	0	-13817	13957	0	2157	-8621	10782	29565	3420	3997	643	1000	672
344	1	210000000	4	0	-14817	13012	0	1702	-9621	9782	29565	3420	-1003	539	776	558
345	1	124941170	4	0	-15817	12547	0	1384	-10621	8782	29565	3420	-6003	433	16	399
346	2	10247892	0	0	-15973	12545	0	1314	-10722	8846	29315	3450	-6046	390	16	360
347	2	10238600	0	0	-16129	12543	0	1244	-10823	8912	29065	3480	-6088	355	16	327
348	0	2388510436	7	0	-15129	13543	0	2244	-9823	9912	30065	3480	-1088	537	772	556
349	0	1741174709	5	0	-14129	14543	0	2248	-8823	10912	30065	3480	3912	642	1000	671
350	1	210000000	4	0	-15129	13598	0	1793	-9823	9912	30065	3480	-1088	537	772	556
351	1	121754504	4	0	-16129	13136	0	1485	-10823	8912	30065	3480	-6088	436	16	402
352	2	10249860	0	0	-16285	13134	0	1415	-10924	8976	29815	3510	-6131	394	16	363
353	2	10241588	0	0	-16441	13132	0	1345	-11025	9042	29565	3540	-6173	358	16	330
354	0	2376774087	7	0	-15441	14132	0	2345	-10025	10042	30565	3540	-1173	534	768	553
355	0	1750833796	5	0	-14441	15132	0	2351	-9025	11042	30565	3540	3827	642	1000	671
356	1	210000000	4	0	-15441	14187	0	1896	-10025	10042	30565	3540	-1173	534	768	553
357	1	118487978	4	0	-16441	13729	0	1598	-11025	9042	30565	3540	-6173	438	16	404
358	2	10252872	0	0	-16597	13727	0	1528	-11126	9106	30315	3570	-6216	397	16	367
359	2	10243620	0	0	-16753	13725	0	1458	-11227	9172	30065	3600	-6258	361	16	333
360	0	2363522551	7	0	-15753	14725	0	2458	-10227	10172	31065	3600	-1258	533	763	551
361	0	1757327272	5	0	-14753	15725	0	2465	-9227	11172	31065	3600	3742	642	1000	671
362	1	210000000	4	0	-15753	14780	0	2010	-10227	10172	31065	3600	-1258	533	762	551
363	1	114374020	4	0	-16753	14329	0	1723	-11227	9172	31065	3600	-6258	442	16	407
364	2	10254920	0	0	-16909	14327	0	1653	-11328	9236	30815	3630	-6301	402	16	370
365	2	10245684	0	0	-17065	14325	0	1583	-11429	9302	30565	3660	-6343	363	16	335
366	0	2347991827	7	0	-16065	15325	0	2583	-10429	10302	31565	3660	-1343	531	757	549
367	0	1764784574	5	0	-15065	16325	0	2592	-9429	11302	31565	3660	3657	641	1000	670
368	1	210000000	4	0	-16065	15380	0	2137	-10429	10302	31565	3660	-1343	531	756	549
369	1	109184146	4	0	-17065	14938	0	1862	-11429	9302	31565	3660	-6343	446	16	411
370	2	10258394	0	0	-17221	14936	0	1792	-11530	9366	31315	3690	-6386	407	16	375
371	2	10248840	0	0	-17377	14934	0	1722	-11631	9432	31065	3720	-6428	367	16	339
372	0	2328563213	7	0	-16377	15934	0	2722	-10631	10432	32065	3720	-1428	530	752	548
373	0	1770625080	5	0	-15377	16934	0	2733	-9631	11432	32065	3720	3572	641	1000	670
374	1	210000000	4	0	-16377	15989	0	2278	-10631	10432	32065	3720	-1428	529	751	547
375	1	104327856	4	0	-17377	15552	0	2016	-11631	9432	32065	3720	-6428	450	16	415
376	2	10260514	0	0	-17533	15550	0	1946	-11732	9496	31815	3750	-6471	413	16	381
377	2	10250984	0	0	-17689	15548	0	1876	-11833	9562	31565	3780	-6513	371	16	343
378	0	2307163990	7	0	-16689	16548	0	2876	-10833	10562	32565	3780	-1513	529	747	546
379	0	1772687463	5	0	-15689	17548	0	2889	-9833	11562	32565	3780	3487	640	1000	669
380	1	210000000	4	0	-16689	16603	0	2434	-10833	10562	32565	3780	-1513	529	746	546
381	1	100030154	4	0	-17689	16169	0	2184	-11833	9562	32565	3780	-6513	455	16	420
382	2	10264080	0	0	-17845	16167	0	2114	-11934	9626	32315	3810	-6556	419	16	387
383	2	10254554	0	0	-18001	16165	0	2044	-12035	9692	32065	3840	-6598	376	16	347
384	0	2283135915	7	0	-17001	17165	0	3044	-11035	10692	33065	3840	-1598	528	742	545
385	0	1773626286	5	0	-16001	18165	0	3058	-10035	11692	33065	3840	3402	640	1000	669
386	1	210000000	4	0	-17001	17220	0	2603	-11035	10692	33065	3840	-1598	528	737	545
387	1	95681534	4	0	-18001	16790	0	2366	-12035	9692	33065	3840	-6598	460	16	424
388	2	10266272	0	0	-18157	16788	0	2296	-12136	9756	32815	3870	-6641	426	16	392
389	2	10258176	0	0	-18313	16786	0	2226	-12237	9821	32565	3900	-6683	382	16	352
390	0	2258360900	7	0	-17313	17786	0	3226	-11237	10821	33565	3900	-1683	527	729	544
391	0	1774450591	5	0	-16313	18786	0	3242	-10237	11821	33565	3900	3317	639	1000	668
392	1	210000000	4	0	-17313	17841	0	2787	-11237	10821	33565	3900	-1683	527	723	543
393	1	91487964	4	0	-18313	17415	0	2563	-12237	9821	33565	3900	-6683	464	16	427
394	2	10268186	0	0	-18469	17413	0	2493	-12338	9885	33315	3930	-6726	432	16	399
395	2	10258740	0	0	-18625	17411	0	2423	-12439	9951	33065	3960	-6768	388	16	357
396	0	2232328450	7	0	-17625	18411	0	3423	-11439	10951	34065	3960	-1768	527	715	542
397	0	1775030090	5	0	-16625	19411	0	3441	-10439	11951	34065	3960	3232	638	1000	668
398	1	210000000	4	0	-17625	18466	0	2986	-11439	10951	34065	3960	-1768	527	709	541
399	1	87975959	4	0	-18625	18042	0	2775	-12439	9951	34065	3960	-6768	468	16	431
400	2	10271892	0	0	-18781	18040	0	2705	-12540	10015	33815	3990	-6811	439	16	405
401	2	10262720	0	0	-18937	18038	0	2635	-12641	10080	33565	4020	-6853	396	16	365
402	0	2193814008	7	0	-17937	19038	0	3635	-11641	11080	34565	4020	-1853	526	701	540
403	0	1775600047	5	0	-16937	20038	0	3654	-10641	12080	34565	4020	3147	637	1000	667
404	1	210000000	4	0	-17937	19093	0	3199	-11641	11080	34565	4020	-1853	526	695	540
405	1	84341700	3	0	-18937	18671	0	3000	-12641	10080	34565	4020	-6681	479	20	442
406	2	10691522	0	0	-19098	18669	0	2930	-12743	10110	34315	4050	-6758	454	18	419
407	2	10481490	0	0	-19257	18667	0	2860	-12844	10155	34065	4080	-6820	412	17	380
408	0	2122426908	7	0	-18257	19667	0	3860	-11844	11155	35065	4080	-1820	526	700	540
409	0	1775833293	5	0	-17257	20667	0	3880	-10844	12155	35065	4080	3180	637	1000	666
410	1	210000000	4	0	-18257	19722	0	3425	-11844	11155	35065	4080	-1820	526	694	539
411	1	85002875	3	0	-19257	19285	0	3226	-12844	10155	35065	4080	-6649	486	21	448
412	2	10908951	0	0	-19421	19282	0	3156	-12948	10161	34815	4110	-6750	463	18	427
413	2	10516520	0	0	-19580	19280	0	3086	-13049	10203	34565	4140	-6815	425	17	392
414	0	2076553175	7	0	-18580	20280	0	4086	-12049	11203	35565	4140	-1815	525	687	538
415	0	1776626774	5	0	-17580	21280	0	4108	-11049	12203	35565	4140	3185	636	1000	665
416	1	210000000	4	0	-18580	20335	0	3653	-12049	11203	35565	4140	-1815	525	680	538
417	1	81379609	3	0	-19580	19912	0	3464	-13049	10203	35565	4140	-6453	493	29	456
418	2	12078783	0	0	-19757	19908	0	3394	-13162	10111	35315	4170	-6653	471	18	435
419	2	10515610	0	0	-19916	19906	0	3324	-13263	10154	35065	4200	-6718	441	17	407
420	0	2025429372	7	0	-18916	20906	0	4324	-12263	11154	36065	4200	-1718	524	671	536
421	0	1777802982	5	0	-17916	21906	0	4348	-11263	12154	36065	4200	3282	634	1000	663
422	1	210000000	4	0	-18916	20961	0	3893	-12263	11154	36065	4200	-1718	524	665	536
423	1	77666822	2	0	-19916	20555	0	3714	-13234	10154	36065	4200	-6137	497	37	460
424	2	14273478	0	0	-20108	20549	0	3644	-13358	9945	35815	4230	-6455	483	18	446
425	2	10472474	0	0	-20267	20547	0	3574	-13459	9991	35565	4260	-6516	463	17	427
426	0	1963732809	7	0	-19267	21547	0	4574	-12459	10991	36565	4260	-1516	523	655	534
427	0	1779517755	5	0	-18267	22547	0	4600	-11459	11991	36565	4260	3484	630	1000	660
428	1	210000000	4	0	-19267	21602	0	4145	-12459	10991	36565	4260	-1516	523	649	533
429	1	73951740	2	0	-20267	21215	0	3979	-13388	9991	36565	4260	-5680	498	46	461
430	2	16948449	0	0	-20472	21208	0	3909	-13524	9672	36315	4290	-6108	493	18	455
431	2	10533642	0	0	-20631	21206	0	3839	-13625	9714	36065	4320	-6174	480	17	442
432	0	1905603770	7	0	-19631	22206	0	4839	-12625	10714	37065	4320	-1174	523	647	533
433	0	1780757330	5	0	-18631	23206	0	4866	-11625	11714	37065	4320	3826	625	1000	656
434	1	210000000	4	0	-19631	22261	0	4411	-12625	10714	37065	4320	-1174	523	640	532
435	1	72049746	2	0	-20631	21882	0	4253	-13534	9714	37065	4320	-5208	503	52	467
436	2	18677741	0	0	-20847	21873	0	4183	-13686	9288	36815	4350	-5742	497	17	458
437	2	10370666	0	0	-21004	21871	0	4113	-13787	9344	36565	4380	-5794	491	16	453
438	0	1865228191	6	0	-20004	22871	0	4950	-12787	10344	37565	4380	-794	521	626	530
439	0	1783263683	5	0	-19004	23871	0	4980	-11787	11344	37565	4380	4206	617	1000	648
440	1	210000000	4	0	-20004	22926	0	4525	-12787	10344	37565	4380	-794	521	620	529
441	1	68258980	2	0	-21004	22568	0	4394	-13646	9344	37565	4380	-4545	511	67	475
442	2	22313988	0	0	-21248	22555	0	4324	-13845	8657	37315	4410	-5340	497	15	458
443	2	10036450	0	0	-21400	22554	0	4254	-13945	8751	37065	4440	-5353	496	15	457
444	0	1856483840	6	0	-20400	23554	0	4446	-12945	9751	38065	4440	-353	519	574	523
445	0	1790305403	5	0	-19400	24554	0	4480	-11945	10751	38065	4440	4647	605	1000	637
446	1	210000000	4	0	-20400	23609	0	4025	-12945	9751	38065	4440	-353	518	570	523
447	1	60754888	1	0	-21287	23291	0	3958	-13697	8751	38065	4440	-3573	512	85	477
448	2	28251138	1	0	-21565	23273	0	3888	-13958	7751	37815	4470	-4689	500	14	460
449	2	10000000	0	0	-21715	23272	0	3818	-14057	7859	37565	4500	-4689	497	14	458
450	0	1856000000	6	0	-20715	24272	0	3973	-13057	8859	38565	4500	311	517	555	520
451	0	1795763959	5	0	-19715	25272	0	4008	-12057	9859	38565	4500	5311	597	997	629
452	1	207242010	4	0	-20715	24331	0	3553	-13057	8859	38565	4500	311	517	553	520
453	1	56954950	1	0	-21457	24041	0	3522	-13764	7859	38565	4500	-2601	512	91	478
454	2	29723124	1	0	-21746	24022	0	3452	-14048	6859	38315	4530	-3824	510	14	470
455	2	10000000	0	0	-21896	24021	0	3382	-14147	6967	38065	4560	-3824	506	14	466
456	0	1810658224	5	0	-20896	25021	0	3510	-13147	7967	39002	4560	1176	517	542	519
457	0	1797057734	5	0	-19896	26021	0	3545	-12147	8967	39002	4560	6176	595	996	628
458	1	205402250	4	0	-20896	25084	0	3090	-13147	7967	39002	4560	1176	517	540	518
459	1	56229530	1	0	-21617	24795	0	3065	-13852	6967	39002	4560	-1689	512	91	478
460	2	29633874	1	0	-21905	24776	0	2995	-14133	5967	38752	4590	-2899	511	14	471
461	2	10000000	0	0	-22055	24775	0	2925	-14232	6075	38502	4620	-2899	511	14	471
462	0	1800000000	5	0	-21055	25775	0	2960	-13232	7075	38502	4620	2101	517	539	518
463	0	1797340031	5	0	-20055	26775	0	2995	-12232	8075	38502	4620	7101	595	995	627
464	1	204802490	4	0	-21055	25839	0	2540	-13232	7075	38502	4620	2101	517	537	518
465	1	56150934	1	0	-21793	25540	0	2515	-13952	6075	38502	4620	-798	512	86	477
466	2	28952162	1	0	-22074	25522	0	2445	-14218	5075	38252	4650	-1940	511	14	471
467	2	10000000	0	0	-22224	25521	0	2375	-14317	5183	38002	4680	-1940	511	14	471
468	0	1800000000	5	0	-21224	26521	0	2410	-13317	6183	38002	4680	3060	517	540	519
469	0	1797297231	5	0	-20224	27521	0	2445	-12317	7183	38002	4680	8060	594	995	627
470	1	204610410	4	0	-21224	26586	0	1990	-13317	6183	38002	4680	3060	517	539	518
471	1	56603988	1	0	-21997	26270	0	1965	-14063	5183	38002	4680	91	512	85	477
472	2	28139682	1	0	-22274	26252	0	1895	-14323	4183	37752	4710	-1020	511	14	471
473	2	10000000	0	0	-22424	26251	0	1825	-14422	4291	37502	4740	-1020	511	14	471
474	0	1800000000	5	0	-21424	27251	0	1860	-13422	5291	37502	4740	3980	517	535	518
475	0	1797852154	5	0	-20424	28251	0	1895	-12422	6291	37502	4740	8980	593	994	626
476	1	203600000	4	0	-21424	27318	0	1440	-13422	5291	37502	4740	3980	517	533	518
477	1	56691518	1	0	-22210	26993	0	1415	-14181	4291	37502	4740	989	512	83	477
478	2	27541344	0	0	-22485	26976	0	1345	-14436	3313	37252	4770	-97	511	14	471
479	2	10000000	0	0	-22635	26975	0	1275	-14535	3421	37002	4800	-97	511	14	471
480	0	1800000000	5	0	-21635	27975	0	1310	-13535	4421	37002	4800	4903	517	532	518
481	0	1798195011	5	0	-20635	28975	0	1345	-12535	5421	37002	4800	9903	593	993	625
482	1	202872960	4	0	-21635	28044	0	890	-13535	4421	37002	4800	4903	517	530	518
483	1	57121498	1	0	-22439	27709	0	865	-14310	3421	37002	4800	1877	512	82	477
484	2	27114336	0	0	-22712	27692	0	795	-14561	2462	36752	4830	809	511	14	471
485	2	10000000	0	0	-22862	27691	0	725	-14660	2570	36502	4860	809	511	14	471
486	0	1800000000	5	0	-21862	28691	0	760	-13660	3570	36502	4860	5809	517	528	518
487	0	1798563814	5	0	-20862	29691	0	795	-12660	4570	36502	4860	10809	592	992	624
488	1	202106810	4	0	-21862	28763	0	340	-13660	3570	36502	4860	5809	517	526	517
489	1	57563282	1	0	-22680	28419	0	315	-14448	2570	36502	4860	2756	512	82	477
490	2	26843202	0	0	-22952	28402	0	245	-14697	1623	36252	4890	1701	511	14	471
491	2	10000000	0	0	-23102	28401	0	175	-14796	1731	36002	4920	1701	511	14	470
492	0	1800147456	5	0	-22102	29401	0	221	-13796	2731	36078	4920	6701	517	522	517
493	0	1798952046	5	0	-21102	30401	0	256	-12796	3731	36078	4920	11701	591	990	623
494	1	201354240	4	0	-22102	29475	0	-199	-13796	2731	36078	4920	6701	517	521	517
495	1	57955788	1	0	-22931	29123	0	-224	-14595	1731	36078	4920	3629	512	81	477
496	2	26638050	0	0	-23202	29106	0	-294	-14842	793	35828	4950	2583	511	14	471
497	2	10000000	0	0	-23352	29105	0	-364	-14941	901	35578	4980	2583	502	14	462
498	0	1810619056	7	0	-22352	30105	0	636	-13941	1901	36578	4980	7583	517	521	517
499	0	1799337560	5	0	-21352	31105	0	671	-12941	2901	36578	4980	12583	590	989	623
500	1	200712890	4	0	-22352	30182	0	216	-13941	1901	36578	4980	7583	517	519	517
501	1	58277732	1	0	-23188	29824	0	191	-14749	901	36578	4980	4500	512	81	477
502	2	26534752	0	0	-23458	29807	0	121	-14995	-32	36328	5010	3459	511	14	471
503	2	10000000	0	0	-23608	29806	0	51	-15094	76	36078	5040	3459	511	14	471
504	0	1800000000	5	0	-22608	30806	0	86	-14094	1076	36078	5040	8459	517	514	516
505	0	1799671674	5	0	-21608	31806	0	121	-13094	2076	36078	5040	13459	590	987	622
506	1	200243360	4	0	-22608	30887	0	-334	-14094	1076	36078	5040	8459	517	512	516
507	1	58578444	1	0	-23450	30524	0	-359	-14909	76	36078	5040	5365	512	80	477
508	2	26393714	0	0	-23719	30507	0	-429	-15154	-850	35828	5070	4331	511	14	471
509	2	10000648	0	0	-23869	30506	0	-499	-15253	-744	35578	5100	4330	511	14	471
510	0	1800000000	5	0	-22869	31506	0	-464	-14253	256	35578	5100	9330	517	506	516
511	0	1799869169	5	0	-21869	32506	0	-429	-13253	1256	35578	5100	14330	589	985	621
512	1	200016810	4	0	-22869	31590	0	-884	-14253	256	35578	5100	9330	517	505	516
513	1	58838222	1	0	-23716	31223	0	-909	-15075	-744	35578	5100	6228	512	80	477
514	2	26255746	0	0	-23985	31207	0	-979	-15319	-1664	35328	5130	5200	510	14	470
515	2	10003042	0	0	-24135	31206	0	-1049	-15419	-1560	35078	5160	5197	492	13	453
516	0	1819958412	7	0	-23135	32206	0	-49	-14419	-560	36078	5160	10197	517	503	515
517	0	1800000000	5	0	-22135	33206	0	-14	-13419	440	36078	5160	15197	588	985	621
518	1	200000000	4	0	-23135	32292	0	-469	-14419	-560	36078	5160	10197	517	501	515
519	1	59079474	1	0	-23986	31921	0	-494	-15246	-1560	36078	5160	7090	512	80	477
520	2	26174536	0	0	-24254	31905	0	-564	-15489	-2475	35828	5190	6066	511	14	471
521	2	10007200	0	0	-24404	31904	0	-634	-15589	-2373	35578	5220	6060	511	15	471
522	0	1800000000	5	0	-23404	32904	0	-599	-14589	-1373	35578	5220	11060	517	494	515
523	0	1800000000	5	0	-22404	33904	0	-564	-13589	-373	35578	5220	16060	588	984	620
524	1	199292960	4	0	-23404	32992	0	-1019	-14589	-1373	35578	5220	11060	517	493	515
525	1	59285242	1	0	-24257	32618	0	-1044	-15421	-2373	35578	5220	7951	512	80	477
526	2	26096066	0	0	-24525	32602	0	-1114	-15663	-3285	35328	5250	6931	510	14	470
527	2	10013122	0	0	-24676	32601	0	-1184	-15763	-3185	35078	5280	6923	504	14	464
528	0	1800698992	5	0	-23676	33601	0	-928	-14763	-2185	35520	5280	11923	517	487	514
529	0	1800000000	5	0	-22676	34601	0	-893	-13763	-1185	35520	5280	16923	587	981	619
530	1	197516890	4	0	-23676	33695	0	-1348	-14763	-2185	35520	5280	11923	517	485	514
531	1	59498434	1	0	-24531	33318	0	-1373	-15599	-3185	35520	5280	8812	512	80	477
532	2	26019234	0	0	-24798	33302	0	-1443	-15841	-4093	35270	5310	7796	509	14	469
533	2	10021218	0	0	-24949	33301	0	-1513	-15941	-3995	35020	5340	7786	501	12	461
534	0	1802132928	5	0	-23949	34301	0	-1092	-14941	-2995	35792	5340	12786	517	481	514
535	0	1800000000	5	0	-22949	35301	0	-1057	-13941	-1995	35792	5340	17786	586	978	618
536	1	195913610	4	0	-23949	34401	0	-1512	-14941	-2995	35792	5340	12786	517	481	514
537	1	59777184	1	0	-24806	34021	0	-1537	-15781	-3995	35792	5340	9672	512	79	477
538	2	25959768	0	0	-25073	34005	0	-1607	-16022	-4900	35542	5370	8659	510	15	470
539	2	10030752	0	0	-25224	34004	0	-1677	-16122	-4805	35292	5400	8647	507	14	467
540	0	1800000000	5	0	-24224	35004	0	-1642	-15122	-3805	35292	5400	13647	517	477	513
541	0	1800000000	5	0	-23224	36004	0	-1607	-14122	-2805	35292	5400	18647	586	974	617
542	1	194448890	4	0	-24224	35111	0	-2062	-15122	-3805	35292	5400	13647	517	477	513
543	1	60026888	1	0	-25082	34729	0	-2087	-15966	-4805	35292	5400	10533	512	79	477
544	2	25901664	0	0	-25349	34713	0	-2157	-16206	-5707	35042	5430	9523	505	12	465
545	2	8409507	0	0	-25452	34713	0	-2202	-16257	-5589	34841	5460	9557	497	10	457
546	0	1804521568	6	0	-24452	35713	0	-1535	-15257	-4589	35841	5460	14557	517	482	514
547	0	1800000000	5	0	-23452	36713	0	-1500	-14257	-3589	35841	5460	19557	586	974	617
548	1	194774810	4	0	-24452	35818	0	-1955	-15257	-4589	35841	5460	14557	517	483	514
549	1	62364650	1	0	-25348	35419	0	-1980	-16128	-5589	35841	5460	11367	512	79	477
550	2	25916594	0	0	-25615	35403	0	-2050	-16369	-6491	35591	5490	10357	510	15	469
551	2	10052488	0	0	-25767	35402	0	-2120	-16469	-6399	35341	5520	10341	506	13	466
552	0	1800000000	5	0	-24767	36402	0	-2085	-15469	-5399	35341	5520	15341	517	470	513
553	0	1800000000	5	0	-23767	37402	0	-2050	-14469	-4399	35341	5520	20341	585	966	616
554	1	191790752	4	0	-24767	36521	0	-2500	-15469	-5399	35341	5520	15341	517	470	513
555	1	60681178	1	0	-25633	36133	0	-2525	-16322	-6399	35341	5520	12213	512	78	477
556	2	25552728	0	0	-25898	36117	0	-2595	-16559	-7283	35091	5550	11221	504	11	464
557	2	8080660	0	0	-25987	36118	0	-2633	-16596	-7163	34905	5580	11264	502	9	462
558	0	1800311040	5	0	-24987	37118	0	-2490	-15596	-6163	35121	5580	16264	517	478	514
559	0	1800000000	5	0	-23987	38118	0	-2455	-14596	-5163	35121	5580	21264	585	967	616
560	1	192114362	4	0	-24987	37233	0	-2902	-15596	-6163	35121	5580	16264	517	479	514
561	1	63988272	1	0	-25901	36822	0	-2927	-16484	-7163	35121	5580	13039	512	79	477
562	2	25782642	0	0	-26167	36806	0	-2997	-16723	-8058	34871	5610	12036	499	8	459
563	2	7183699	0	0	-26197	36809	0	-3005	-16701	-7909	34744	5640	12138	500	10	461
564	0	1802179552	5	0	-25197	37809	0	-2654	-15701	-6909	35375	5640	17138	517	484	515
565	0	1800000000	5	0	-24197	38809	0	-2619	-14701	-5909	35375	5640	22138	585	968	616
566	1	192558568	4	0	-25197	37921	0	-3064	-15701	-6909	35375	5640	17138	517	484	515
567	1	64256666	1	0	-26116	37509	0	-3089	-16591	-7909	35375	5640	13901	512	83	477
568	2	27409048	0	0	-26390	37492	0	-3159	-16845	-8878	35125	5670	12823	503	10	463
569	2	7571250	0	0	-26455	37494	0	-3185	-16858	-8741	34962	5700	12895	502	9	462
570	0	1800530160	5	0	-25455	38494	0	-3009	-15858	-7741	35244	5700	17895	517	471	513
571	0	1800000000	5	0	-24455	39494	0	-2974	-14858	-6741	35244	5700	22895	584	959	614
572	1	188136058	4	0	-25455	38622	0	-3397	-15858	-7741	35244	5700	17895	517	471	513
573	1	64069938	1	0	-26367	38210	0	-3422	-16747	-8741	35244	5700	14677	512	78	477
574	2	25455874	0	0	-26631	38194	0	-3492	-16983	-9619	34994	5730	13691	502	9	462
575	2	7341685	0	0	-26675	38197	0	-3507	-16975	-9481	34854	5760	13775	501	10	461
576	0	1801278960	5	0	-25675	39197	0	-3253	-15975	-8481	35292	5760	18775	517	476	514
577	0	1800000000	5	0	-24675	40197	0	-3218	-14975	-7481	35292	5760	23775	584	959	614
578	1	188269150	4	0	-25675	39322	0	-3637	-15975	-8481	35292	5760	18775	517	477	514
579	1	64122018	1	0	-26589	38910	0	-3662	-16864	-9481	35292	5760	15551	512	83	477
580	2	27337026	0	0	-26862	38893	0	-3732	-17117	-10447	35042	5790	14477	501	8	461
581	2	7233352	0	0	-26900	38896	0	-3745	-17104	-10300	34906	5820	14573	501	9	462
582	0	1801093500	5	0	-25900	39896	0	-3508	-16104	-9300	35311	5820	19573	517	469	513
583	0	1800000000	5	0	-24900	40896	0	-3473	-15104	-8300	35311	5820	24573	583	954	613
584	1	185544658	4	0	-25900	40031	0	-3873	-16104	-9300	35311	5820	19573	517	469	513
585	1	64041472	1	0	-26810	39619	0	-3898	-16993	-10300	35311	5820	16359	512	80	477
586	2	26367538	0	0	-27079	39603	0	-3968	-17238	-11222	35061	5850	15328	502	9	462
587	2	7369453	0	0	-27127	39605	0	-3985	-17234	-11084	34917	5880	15410	502	10	462
588	0	1800752640	5	0	-26127	40605	0	-3782	-16234	-10084	35253	5880	20410	517	467	513
589	0	1800000000	5	0	-25127	41605	0	-3747	-15234	-9084	35253	5880	25410	582	951	612
590	1	183628308	4	0	-26127	40746	0	-4134	-16234	-10084	35253	5880	20410	517	468	513
591	1	64025992	1	0	-27036	40334	0	-4159	-17123	-11084	35253	5880	17199	512	81	477
592	2	26716936	0	0	-27306	40317	0	-4229	-17371	-12022	35003	5910	16152	501	8	461
