checkpoint,arm,cohort,probe_stage,anchor_checkpoint,anchor_successes,reachable,known,no_unique,union,union_lost,union_rescued,hybrid,hybrid_lost,hybrid_rescued,anchor_lost,anchor_gained,t0success,t0unknown,t0wrong
21,2,B,116,2,512,511,398,113,522,13,2,514,6,3,3,2,335,155,50
21,2,C,117,3,519,517,402,115,526,10,1,521,6,2,5,3,338,144,58
21,2,D,118,4,522,518,401,117,523,6,1,520,3,1,5,1,337,136,67
21,3,A,115,1,515,516,403,113,522,8,2,515,3,4,4,5,354,155,31
21,3,B,116,2,514,519,403,116,522,9,6,514,2,7,1,6,338,177,25
21,3,C,117,3,518,524,408,116,526,8,6,521,3,6,0,6,338,171,31
21,3,D,118,4,522,523,405,118,523,4,4,520,1,4,2,3,348,153,39
22,0,A,115,1,515,513,401,112,522,10,1,515,5,3,8,6,342,137,61
22,0,B,116,2,508,508,396,112,522,16,2,514,9,3,2,2,340,140,60
22,0,C,117,3,518,515,400,115,526,12,1,521,8,2,7,4,326,144,70
22,0,D,118,4,523,519,400,119,523,5,1,520,2,1,5,1,343,130,67
22,1,A,115,1,515,517,401,116,522,6,1,515,0,2,4,6,354,157,29
22,1,B,116,2,512,513,400,113,522,12,3,514,5,4,0,1,339,179,22
22,1,C,117,3,519,518,404,114,526,10,2,521,6,3,4,3,342,174,24
22,1,D,118,4,524,523,404,119,523,3,3,520,0,3,2,1,346,152,42
22,2,A,115,1,513,516,402,114,522,8,2,515,3,4,3,6,349,144,47
22,2,B,116,2,512,512,398,114,522,12,2,514,5,3,1,1,338,165,37
22,2,C,117,3,519,518,403,115,526,9,1,521,5,2,4,3,334,161,45
22,2,D,118,4,522,519,400,119,523,4,0,520,1,0,3,0,344,145,51
22,3,A,115,1,515,514,401,113,522,9,1,515,3,2,6,5,353,155,32
22,3,B,116,2,514,517,402,115,522,9,4,514,2,5,3,6,337,179,24
22,3,C,117,3,518,520,405,115,526,9,3,521,4,3,1,3,342,174,24
22,3,D,118,4,522,522,404,118,523,4,3,520,1,3,2,2,348,153,39
23,0,A,115,1,515,513,400,113,522,10,1,515,5,3,7,5,345,144,51
23,0,B,116,2,508,514,403,111,522,14,6,514,7,7,6,12,348,143,49
23,0,C,117,3,518,515,405,110,526,13,2,521,9,3,4,1,330,139,71
23,0,D,118,4,523,523,404,119,523,4,4,520,1,4,2,2,347,125,68
23,1,A,115,1,515,517,405,112,522,10,5,515,5,7,7,9,352,134,54
23,1,B,116,2,512,516,404,112,522,14,8,514,7,9,9,13,340,150,50
23,1,C,117,3,519,521,409,112,526,11,6,521,7,7,4,6,342,138,60
23,1,D,118,4,524,526,407,119,523,5,8,520,2,8,4,6,354,126,60
23,2,A,115,1,513,513,399,114,522,9,0,515,4,2,7,7,351,148,41
23,2,B,116,2,512,512,398,114,522,14,4,514,7,5,8,8,340,166,34
23,2,C,117,3,519,518,403,115,526,9,1,521,4,1,1,0,339,160,41
23,2,D,118,4,522,523,404,119,523,4,4,520,1,4,3,4,350,141,49
23,3,A,115,1,515,516,402,114,522,7,1,515,2,3,5,6,356,155,29
23,3,B,116,2,514,519,404,115,522,8,5,514,1,6,1,6,341,176,23
23,3,C,117,3,518,518,403,115,526,9,1,521,4,1,2,2,341,173,26
23,3,D,118,4,522,523,404,119,523,3,3,520,0,3,2,3,346,152,42
24,0,A,115,1,515,519,403,116,522,6,3,515,2,6,6,10,350,143,47
24,0,B,116,2,508,513,402,111,522,16,7,514,9,8,10,15,344,136,60
24,0,C,117,3,518,517,407,110,526,13,4,521,9,5,5,4,330,142,68
24,0,D,118,4,523,525,406,119,523,4,6,520,1,6,0,2,343,132,65
24,1,A,115,1,515,520,408,112,522,9,7,515,4,9,7,12,354,136,50
24,1,B,116,2,512,520,410,110,522,12,10,514,5,11,5,13,341,147,52
24,1,C,117,3,519,523,410,113,526,10,7,521,6,8,4,8,344,144,52
24,1,D,118,4,524,527,408,119,523,4,8,520,1,8,1,4,347,132,61
24,2,A,115,1,513,517,401,116,522,6,1,515,0,2,5,9,356,153,31
24,2,B,116,2,512,515,401,114,522,9,2,514,2,3,4,7,339,172,29
24,2,C,117,3,519,519,403,116,526,8,1,521,3,1,2,2,342,169,29
24,2,D,118,4,522,521,402,119,523,4,2,520,1,2,3,2,349,149,42
24,3,A,115,1,515,518,403,115,522,6,2,515,1,4,4,7,355,158,27
24,3,B,116,2,514,518,404,114,522,9,5,514,1,5,3,7,339,181,20
24,3,C,117,3,518,521,406,115,526,9,4,521,4,4,0,3,342,174,24
24,3,D,118,4,522,522,403,119,523,3,2,520,0,2,1,1,350,156,34
25,0,A,115,1,515,508,399,109,522,17,3,515,11,4,8,1,336,115,89
25,0,B,116,2,508,512,396,116,522,12,2,514,7,5,4,8,320,128,92
25,0,C,117,3,518,517,403,114,526,10,1,521,6,2,5,4,324,122,94
25,0,D,118,4,523,517,401,116,523,7,1,520,4,1,7,1,330,115,95
25,1,A,115,1,515,516,402,114,522,7,1,515,3,4,4,5,355,151,34
25,1,B,116,2,512,518,402,116,522,7,3,514,1,5,2,8,336,173,31
25,1,C,117,3,519,518,404,114,526,9,1,521,5,2,4,3,339,169,32
25,1,D,118,4,524,518,400,118,523,5,0,520,2,0,6,0,351,147,42
25,2,A,115,1,513,517,404,113,522,8,3,515,4,6,2,6,347,132,61
25,2,B,116,2,512,511,398,113,522,13,2,514,6,3,3,2,334,154,52
25,2,C,117,3,519,518,403,115,526,10,2,521,6,3,5,4,332,144,64
25,2,D,118,4,522,518,401,117,523,6,1,520,3,1,5,1,334,134,72
25,3,A,115,1,515,517,402,115,522,6,1,515,2,4,4,6,354,156,30
25,3,B,116,2,514,517,401,116,522,8,3,514,1,4,2,5,337,180,23
25,3,C,117,3,518,518,402,116,526,8,0,521,3,0,2,2,342,174,24
25,3,D,118,4,522,519,401,118,523,4,0,520,1,0,4,1,349,154,37
26,0,A,115,1,515,513,401,112,522,11,2,515,6,4,9,7,343,132,65
26,0,B,116,2,508,508,396,112,522,16,2,514,9,3,2,2,335,134,71
26,0,C,117,3,518,515,400,115,526,12,1,521,7,1,7,4,326,140,74
26,0,D,118,4,523,519,400,119,523,5,1,520,2,1,5,1,338,126,76
26,1,A,115,1,515,517,401,116,522,6,1,515,0,2,4,6,356,155,29
26,1,B,116,2,512,513,400,113,522,12,3,514,5,4,0,1,339,179,22
26,1,C,117,3,519,520,405,115,526,9,3,521,5,4,4,5,342,174,24
26,1,D,118,4,524,523,404,119,523,3,3,520,0,3,2,1,347,152,41
26,2,A,115,1,513,515,402,113,522,9,2,515,4,4,3,5,347,143,50
26,2,B,116,2,512,512,398,114,522,12,2,514,5,3,1,1,339,165,36
26,2,C,117,3,519,518,403,115,526,9,1,521,5,2,4,3,334,160,46
26,2,D,118,4,522,519,400,119,523,4,0,520,1,0,3,0,342,144,54
26,3,A,115,1,515,515,401,114,522,8,1,515,2,2,6,6,354,155,31
26,3,B,116,2,514,515,401,114,522,11,4,514,4,5,2,3,338,178,24
26,3,C,117,3,518,517,403,114,526,10,1,521,6,2,4,3,342,174,24
26,3,D,118,4,522,522,404,118,523,4,3,520,1,3,2,2,348,151,41
27,0,A,115,1,515,512,399,113,522,11,1,515,6,3,8,5,346,139,55
27,0,B,116,2,508,514,402,112,522,14,6,514,7,7,6,12,346,140,54
27,0,C,117,3,518,515,405,110,526,13,2,521,9,3,4,1,329,133,78
27,0,D,118,4,523,523,404,119,523,4,4,520,1,4,2,2,344,123,73
27,1,A,115,1,515,517,405,112,522,10,5,515,5,7,7,9,353,133,54
27,1,B,116,2,512,517,404,113,522,13,8,514,7,10,9,14,340,149,51
27,1,C,117,3,519,521,409,112,526,11,6,521,7,7,4,6,341,138,61
27,1,D,118,4,524,526,407,119,523,5,8,520,2,8,4,6,354,124,62
27,2,A,115,1,513,513,399,114,522,9,0,515,4,2,7,7,351,148,41
27,2,B,116,2,512,512,398,114,522,14,4,514,7,5,8,8,341,165,34
27,2,C,117,3,519,518,403,115,526,9,1,521,4,1,1,0,339,160,41
27,2,D,118,4,522,523,404,119,523,4,4,520,1,4,3,4,350,141,49
27,3,A,115,1,515,516,401,115,522,6,0,515,2,3,4,5,356,152,32
27,3,B,116,2,514,516,403,113,522,10,4,514,3,5,4,6,340,173,27
27,3,C,117,3,518,519,403,116,526,8,1,521,3,1,2,3,340,169,31
27,3,D,118,4,522,522,404,118,523,5,4,520,2,4,4,4,349,143,48
28,0,A,115,1,515,518,403,115,522,7,3,515,3,6,6,9,347,139,54
28,0,B,116,2,508,515,403,112,522,15,8,514,8,9,9,16,344,130,66
28,0,C,117,3,518,517,407,110,526,13,4,521,9,5,5,4,330,137,73
28,0,D,118,4,523,524,405,119,523,4,5,520,1,5,1,2,342,129,69
28,1,A,115,1,515,520,408,112,522,9,7,515,4,9,7,12,353,136,51
28,1,B,116,2,512,517,409,108,522,14,9,514,7,10,8,13,338,143,59
28,1,C,117,3,519,523,410,113,526,10,7,521,6,8,4,8,343,141,56
28,1,D,118,4,524,525,406,119,523,5,7,520,2,7,3,4,349,130,61
28,2,A,115,1,513,518,402,116,522,5,1,515,0,3,4,9,356,153,31
28,2,B,116,2,512,516,402,114,522,9,3,514,2,4,4,8,339,172,29
28,2,C,117,3,519,519,403,116,526,8,1,521,3,1,2,2,341,169,30
28,2,D,118,4,522,521,402,119,523,4,2,520,1,2,3,2,350,149,41
28,3,A,115,1,515,516,402,114,522,7,1,515,2,3,5,6,355,157,28
28,3,B,116,2,514,519,405,114,522,9,6,514,1,6,3,8,338,179,23
28,3,C,117,3,518,520,405,115,526,9,3,521,4,3,0,2,341,175,24
28,3,D,118,4,522,522,403,119,523,3,2,520,0,2,1,1,346,154,40
29,0,A,115,1,515,508,399,109,522,16,2,515,11,4,9,2,334,106,100
29,0,B,116,2,508,512,396,116,522,12,2,514,7,5,4,8,321,120,99
29,0,C,117,3,518,517,403,114,526,10,1,521,6,2,5,4,321,117,102
29,0,D,118,4,523,517,401,116,523,7,1,520,4,1,7,1,323,109,108
29,1,A,115,1,515,516,402,114,522,7,1,515,3,4,4,5,355,151,34
29,1,B,116,2,512,518,402,116,522,7,3,514,1,5,2,8,335,173,32
29,1,C,117,3,519,518,404,114,526,9,1,521,5,2,4,3,339,169,32
29,1,D,118,4,524,518,400,118,523,5,0,520,2,0,6,0,352,146,42
29,2,A,115,1,513,514,404,110,522,11,3,515,7,6,2,3,340,131,69
29,2,B,116,2,512,512,399,113,522,13,3,514,6,4,3,3,334,151,55
29,2,C,117,3,519,518,403,115,526,10,2,521,6,3,6,5,330,143,67
29,2,D,118,4,522,518,401,117,523,6,1,520,3,1,5,1,336,130,74
29,3,A,115,1,515,517,402,115,522,6,1,515,2,4,4,6,354,157,29
29,3,B,116,2,514,516,400,116,522,8,2,514,1,3,3,5,340,176,24
29,3,C,117,3,518,518,403,115,526,9,1,521,4,1,2,2,343,173,24
29,3,D,118,4,522,518,400,118,523,5,0,520,2,0,5,1,349,151,40
30,0,A,115,1,515,513,401,112,522,11,2,515,6,4,9,7,338,130,72
30,0,B,116,2,508,509,397,112,522,15,2,514,8,3,2,3,332,130,78
30,0,C,117,3,518,513,400,113,526,14,1,521,9,1,9,4,317,136,87
30,0,D,118,4,523,520,401,119,523,5,2,520,2,2,4,1,337,123,80
30,1,A,115,1,515,516,401,115,522,7,1,515,1,2,5,6,353,156,31
30,1,B,116,2,512,513,400,113,522,12,3,514,5,4,0,1,337,179,24
30,1,C,117,3,519,519,404,115,526,9,2,521,5,3,4,4,342,173,25
30,1,D,118,4,524,523,404,119,523,3,3,520,0,3,2,1,345,152,43
30,2,A,115,1,513,515,402,113,522,9,2,515,4,4,3,5,347,140,53
30,2,B,116,2,512,512,398,114,522,12,2,514,5,3,1,1,338,160,42
30,2,C,117,3,519,517,403,114,526,10,1,521,6,2,5,3,334,154,52
30,2,D,118,4,522,519,400,119,523,4,0,520,1,0,3,0,340,142,58
30,3,A,115,1,515,515,401,114,522,8,1,515,3,3,5,5,355,153,32
30,3,B,116,2,514,517,402,115,522,11,6,514,5,8,2,5,340,175,25
30,3,C,117,3,518,518,403,115,526,9,1,521,5,2,4,4,342,171,27
30,3,D,118,4,522,522,404,118,523,4,3,520,1,3,2,2,349,149,42
31,0,A,115,1,515,514,401,113,522,11,3,515,6,5,8,7,345,134,61
31,0,B,116,2,508,516,404,112,522,13,7,514,6,8,5,13,340,134,66
31,0,C,117,3,518,517,407,110,526,13,4,521,9,5,4,3,330,124,86
31,0,D,118,4,523,523,404,119,523,4,4,520,1,4,2,2,343,121,76
31,1,A,115,1,515,516,405,111,522,11,5,515,6,7,8,9,352,133,55
31,1,B,116,2,512,517,404,113,522,13,8,514,7,10,9,14,341,149,50
31,1,C,117,3,519,522,409,113,526,10,6,521,6,7,3,6,341,139,60
31,1,D,118,4,524,526,407,119,523,5,8,520,2,8,4,6,354,124,62
31,2,A,115,1,513,512,399,113,522,10,0,515,5,2,7,6,349,147,44
31,2,B,116,2,512,513,399,114,522,14,5,514,7,6,8,9,340,162,38
31,2,C,117,3,519,518,403,115,526,9,1,521,4,1,1,0,336,156,48
31,2,D,118,4,522,523,404,119,523,4,4,520,1,4,3,4,348,139,53
31,3,A,115,1,515,514,403,111,522,11,3,515,7,6,8,7,351,142,47
31,3,B,116,2,514,516,405,111,522,12,6,514,5,7,6,8,343,159,38
31,3,C,117,3,518,520,406,114,526,10,4,521,5,4,2,4,338,152,50
31,3,D,118,4,522,522,404,118,523,5,4,520,2,4,4,4,349,135,56
32,0,A,115,1,515,517,402,115,522,8,3,515,3,5,7,9,345,138,57
32,0,B,116,2,508,514,403,111,522,16,8,514,9,9,10,16,342,129,69
32,0,C,117,3,518,518,408,110,526,13,5,521,9,6,5,5,332,129,79
32,0,D,118,4,523,524,405,119,523,4,5,520,1,5,1,2,342,124,74
32,1,A,115,1,515,520,408,112,522,9,7,515,4,9,7,12,353,136,51
32,1,B,116,2,512,517,409,108,522,14,9,514,7,10,8,13,338,144,58
32,1,C,117,3,519,523,410,113,526,10,7,521,6,8,4,8,343,141,56
32,1,D,118,4,524,525,406,119,523,5,7,520,2,7,3,4,351,129,60
32,2,A,115,1,513,518,402,116,522,5,1,515,0,3,4,9,356,152,32
32,2,B,116,2,512,515,401,114,522,9,2,514,2,3,4,7,338,170,32
32,2,C,117,3,519,519,403,116,526,8,1,521,3,1,2,2,340,169,31
32,2,D,118,4,522,521,402,119,523,4,2,520,1,2,3,2,350,147,43
32,3,A,115,1,515,518,403,115,522,6,2,515,1,4,4,7,356,151,33
32,3,B,116,2,514,521,408,113,522,9,8,514,2,9,3,10,342,170,28
32,3,C,117,3,518,520,404,116,526,8,2,521,3,2,1,3,341,168,31
32,3,D,118,4,522,525,406,119,523,3,5,520,0,5,1,4,351,144,45
