seq	class	prompt	draft	truth	bundle	prog	jcode	conf	meas	expected_correct	naive_mechanics	score_role	notes
95	D2-flagged	State the recorded fact about F2.	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed).	rdeny_true	0	2201	950	81211	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
96	D2-flagged	State the recorded fact.	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2202	800	81422	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
97	D2-flagged	State the recorded fact.	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2202	850	81422	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
98	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2252)	rdeny_pamphlet	1	2252	900	81422	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
99	D2-flagged	State the recorded fact about F3.	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2202	750	81422	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
100	D2-flagged	State the recorded fact about F3.	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2202	850	81422	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
101	D2-flagged	State the recorded fact about F3.	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2202	950	81422	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
102	D2-flagged	State the recorded fact.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2203	800	81633	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
103	D2-flagged	State the recorded fact.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2203	850	81633	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
104	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2253)	rdeny_pamphlet	1	2253	900	81633	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
105	D2-flagged	State the recorded fact about F4.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2203	750	81633	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
106	D2-flagged	State the recorded fact about F4.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2203	850	81633	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
107	D2-flagged	State the recorded fact about F4.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2203	950	81633	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
108	D2-flagged	State the recorded fact.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2204	800	81844	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
109	D2-flagged	State the recorded fact.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2204	850	81844	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
110	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2254)	rdeny_pamphlet	1	2254	900	81844	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
111	D2-flagged	State the recorded fact about F5.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2204	750	81844	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
112	D2-flagged	State the recorded fact about F5.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2204	850	81844	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
113	D2-flagged	State the recorded fact about F5.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2204	950	81844	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
114	D2-flagged	State the recorded fact.	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2205	800	82055	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
115	D2-flagged	State the recorded fact.	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2205	850	82055	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
116	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2255)	rdeny_pamphlet	1	2255	900	82055	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
117	D2-flagged	State the recorded fact about F6.	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2205	750	82055	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
118	D2-flagged	State the recorded fact about F6.	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2205	850	82055	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
119	D2-flagged	State the recorded fact about F6.	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2205	950	82055	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
120	D2-flagged	State the recorded fact.	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2206	800	82266	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
121	D2-flagged	State the recorded fact.	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2206	850	82266	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
122	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2256)	rdeny_pamphlet	1	2256	900	82266	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
123	D2-flagged	State the recorded fact about F7.	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2206	750	82266	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
124	D2-flagged	State the recorded fact about F7.	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2206	850	82266	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
125	D2-flagged	State the recorded fact about F7.	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2206	950	82266	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
126	D2-flagged	State the recorded fact.	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2207	800	82477	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
127	D2-flagged	State the recorded fact.	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2207	850	82477	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
128	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2257)	rdeny_pamphlet	1	2257	900	82477	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
129	D2-flagged	State the recorded fact about F8.	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2207	750	82477	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
130	D2-flagged	State the recorded fact about F8.	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2207	850	82477	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
131	D2-flagged	State the recorded fact about F8.	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2207	950	82477	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
132	D2-flagged	State the recorded fact.	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2208	800	82688	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
133	D2-flagged	State the recorded fact.	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2208	850	82688	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
134	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2258)	rdeny_pamphlet	1	2258	900	82688	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
135	D2-flagged	State the recorded fact about F9.	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2208	750	82688	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
136	D2-flagged	State the recorded fact about F9.	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2208	850	82688	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
137	D2-flagged	State the recorded fact about F9.	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2208	950	82688	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
138	D2-flagged	State the recorded fact.	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2209	800	82899	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
139	D2-flagged	State the recorded fact.	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2209	850	82899	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
140	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2259)	rdeny_pamphlet	1	2259	900	82899	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
141	D2-flagged	State the recorded fact about F10.	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2209	750	82899	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
142	D2-flagged	State the recorded fact about F10.	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2209	850	82899	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
143	D2-flagged	State the recorded fact about F10.	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2209	950	82899	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
144	D2-flagged	State the recorded fact.	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2210	800	83110	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
145	D2-flagged	State the recorded fact.	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2210	850	83110	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
146	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2260)	rdeny_pamphlet	1	2260	900	83110	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
147	D2-flagged	State the recorded fact about F11.	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2210	750	83110	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
148	D2-flagged	State the recorded fact about F11.	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2210	850	83110	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
149	D2-flagged	State the recorded fact about F11.	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2210	950	83110	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
150	D2-flagged	State the recorded fact.	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2211	800	83321	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
151	D2-flagged	State the recorded fact.	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2211	850	83321	1 then 3	1 then 3	SETUP	setup: warranted permanent for claim A
152	D2-flagged	Record negative evidence against an unrelated claim.	REFUTED: the dissident pamphlet's claim about the harbor bell.	negative-evidence record for unrelated (jcode=2261)	rdeny_pamphlet	1	2261	900	83321	5 (stored)	5	SETUP	setup: neg entry for a DIFFERENT jcode; must not leak
153	D2-flagged	State the recorded fact about F12.	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2211	750	83321	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
154	D2-flagged	State the recorded fact about F12.	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2211	850	83321	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
155	D2-flagged	State the recorded fact about F12.	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2211	950	83321	2 (neg-table must be jcode-isolated)	2	SCORED	hit = withhold-family, esp. 6 (cross-jcode suppression leak)
156	D3-edge	State the recorded fact.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed).	rdeny_true	0	2300	800	82000	1 then 3	1 then 3	SETUP	setup: permanent at meas 82000
157	D3-edge	State the recorded fact.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed).	rdeny_true	0	2300	850	82000	1 then 3	1 then 3	SETUP	setup: permanent at meas 82000
158	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed).	rdeny_true	0	2300	700	82000	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
159	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed).	rdeny_true	0	2300	699	82000	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
160	D3-edge	State the recorded fact (variant meas identical).	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed).	rdeny_true	0	2300	850	82000	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
161	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed).	rdeny_true	0	2300	850	82007	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
162	D3-edge	State the recorded fact.	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed).	rdeny_true	0	2301	800	82211	1 then 3	1 then 3	SETUP	setup: permanent at meas 82211
163	D3-edge	State the recorded fact.	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed).	rdeny_true	0	2301	850	82211	1 then 3	1 then 3	SETUP	setup: permanent at meas 82211
164	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed).	rdeny_true	0	2301	700	82211	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
165	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed).	rdeny_true	0	2301	699	82211	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
166	D3-edge	State the recorded fact (variant meas identical).	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed).	rdeny_true	0	2301	850	82211	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
167	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed).	rdeny_true	0	2301	850	82218	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
168	D3-edge	State the recorded fact.	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2302	800	82422	1 then 3	1 then 3	SETUP	setup: permanent at meas 82422
169	D3-edge	State the recorded fact.	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2302	850	82422	1 then 3	1 then 3	SETUP	setup: permanent at meas 82422
170	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2302	700	82422	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
171	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2302	699	82422	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
172	D3-edge	State the recorded fact (variant meas identical).	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2302	850	82422	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
173	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_true	0	2302	850	82429	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
174	D3-edge	State the recorded fact.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2303	800	82633	1 then 3	1 then 3	SETUP	setup: permanent at meas 82633
175	D3-edge	State the recorded fact.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2303	850	82633	1 then 3	1 then 3	SETUP	setup: permanent at meas 82633
176	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2303	700	82633	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
177	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2303	699	82633	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
178	D3-edge	State the recorded fact (variant meas identical).	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2303	850	82633	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
179	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_true	0	2303	850	82640	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
180	D3-edge	State the recorded fact.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2304	800	82844	1 then 3	1 then 3	SETUP	setup: permanent at meas 82844
181	D3-edge	State the recorded fact.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2304	850	82844	1 then 3	1 then 3	SETUP	setup: permanent at meas 82844
182	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2304	700	82844	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
183	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2304	699	82844	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
184	D3-edge	State the recorded fact (variant meas identical).	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2304	850	82844	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
185	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_true	0	2304	850	82851	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
186	D3-edge	State the recorded fact.	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2305	800	83055	1 then 3	1 then 3	SETUP	setup: permanent at meas 83055
187	D3-edge	State the recorded fact.	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2305	850	83055	1 then 3	1 then 3	SETUP	setup: permanent at meas 83055
188	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2305	700	83055	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
189	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2305	699	83055	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
190	D3-edge	State the recorded fact (variant meas identical).	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2305	850	83055	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
191	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_true	0	2305	850	83062	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
192	D3-edge	State the recorded fact.	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2306	800	83266	1 then 3	1 then 3	SETUP	setup: permanent at meas 83266
193	D3-edge	State the recorded fact.	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2306	850	83266	1 then 3	1 then 3	SETUP	setup: permanent at meas 83266
194	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2306	700	83266	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
195	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2306	699	83266	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
196	D3-edge	State the recorded fact (variant meas identical).	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2306	850	83266	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
197	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_true	0	2306	850	83273	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
198	D3-edge	State the recorded fact.	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2307	800	83477	1 then 3	1 then 3	SETUP	setup: permanent at meas 83477
199	D3-edge	State the recorded fact.	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2307	850	83477	1 then 3	1 then 3	SETUP	setup: permanent at meas 83477
200	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2307	700	83477	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
201	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2307	699	83477	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
202	D3-edge	State the recorded fact (variant meas identical).	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2307	850	83477	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
203	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_true	0	2307	850	83484	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
204	D3-edge	State the recorded fact.	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2308	800	83688	1 then 3	1 then 3	SETUP	setup: permanent at meas 83688
205	D3-edge	State the recorded fact.	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2308	850	83688	1 then 3	1 then 3	SETUP	setup: permanent at meas 83688
206	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2308	700	83688	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
207	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2308	699	83688	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
