trial_id	task	split	family	fixture	truth
r211g_r2a_colordisc_0447	colordisc	adversarial	R2A-COL-2	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_colordisc_0447.img	SAME
r211g_r2a_timbredisc_0130	timbredisc	adversarial	R2A-TMB-1	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_timbredisc_0130.pcm	RICH
r211g_r2a_motiondir_0175	motiondir	adversarial	R2A-MOT-1	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_motiondir_0175.vid	NE
r211g_r2a_shapetrans_0072	shapetrans	adversarial	R2A-SHP-1	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_shapetrans_0072.img	CIRCLE
r211g_r2a_shapetrans_0906	shapetrans	adversarial	R2A-SHP-3	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_shapetrans_0906.img	TRIANGLE
r211g_r2n_motiondir_0173	motiondir	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_motiondir_0173.vid	NW
r211g_r2n_shapetrans_1075	shapetrans	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_shapetrans_1075.img	TRIANGLE
r211g_r2n_colordisc_0703	colordisc	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_colordisc_0703.img	DIFFERENT
r211g_r2n_shapetrans_0709	shapetrans	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_shapetrans_0709.img	TRIANGLE
r211g_r2a_colorconst_0664	colorconst	adversarial	R2A-CCN-2	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_colorconst_0664.img	SAME_SURFACE
r211g_r2a_timbredisc_0424	timbredisc	adversarial	R2A-TMB-2	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_timbredisc_0424.pcm	RICH
r211g_r2n_shapetrans_1098	shapetrans	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_shapetrans_1098.img	CIRCLE
r211g_r2n_timbredisc_0477	timbredisc	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_timbredisc_0477.pcm	BRIGHT
r211g_r2n_timbredisc_0236	timbredisc	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_timbredisc_0236.pcm	PURE
r211g_r2a_colordisc_0877	colordisc	adversarial	R2A-COL-3	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_colordisc_0877.img	DIFFERENT
r211g_r2n_timbredisc_0088	timbredisc	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_timbredisc_0088.pcm	PURE
r211g_r2n_colorconst_0509	colorconst	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_colorconst_0509.img	DIFFERENT
r211g_r2n_motiondir_0522	motiondir	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_motiondir_0522.vid	NE
r211g_r2a_timbredisc_0560	timbredisc	adversarial	R2A-TMB-3	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_timbredisc_0560.pcm	DARK
r211g_r2n_motiondir_0213	motiondir	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_motiondir_0213.vid	W
r211g_r2a_motiondir_0989	motiondir	adversarial	R2A-MOT-3	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_motiondir_0989.vid	NW
r211g_r2a_timbredisc_0651	timbredisc	adversarial	R2A-TMB-3	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_timbredisc_0651.pcm	DARK
r211g_r2a_shapetrans_0786	shapetrans	adversarial	R2A-SHP-2	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_shapetrans_0786.img	CIRCLE
r211g_r2a_timbredisc_0493	timbredisc	adversarial	R2A-TMB-2	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_timbredisc_0493.pcm	RICH
r211g_r2a_motiondir_0920	motiondir	adversarial	R2A-MOT-3	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_motiondir_0920.vid	SE
r211g_r2n_pitchdisc_0057	pitchdisc	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_pitchdisc_0057.pcm	SAME
r211g_r2n_shapetrans_1260	shapetrans	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_shapetrans_1260.img	CIRCLE
r211g_r2a_colordisc_0518	colordisc	adversarial	R2A-COL-2	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_colordisc_0518.img	SAME
r211g_r2n_shapetrans_0230	shapetrans	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_shapetrans_0230.img	SQUARE
r211g_r2a_pitchdisc_0111	pitchdisc	adversarial	R2A-PTC-1	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_pitchdisc_0111.pcm	HIGHER
r211g_r2a_colorconst_0628	colorconst	adversarial	R2A-CCN-2	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_colorconst_0628.img	SAME_SURFACE
r211g_r2n_motiondir_0045	motiondir	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_motiondir_0045.vid	SE
r211g_r2n_colorconst_0503	colorconst	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_colorconst_0503.img	DIFFERENT
r211g_r2n_shapetrans_0889	shapetrans	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_shapetrans_0889.img	TRIANGLE
r211g_r2n_colorconst_0114	colorconst	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_colorconst_0114.img	SAME_SURFACE
r211g_r2n_colorconst_0223	colorconst	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_colorconst_0223.img	DIFFERENT
r211g_r2n_motiondir_0319	motiondir	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_motiondir_0319.vid	NW
r211g_r2a_motiondir_0437	motiondir	adversarial	R2A-MOT-2	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_motiondir_0437.vid	N
r211g_r2a_shapetrans_0374	shapetrans	adversarial	R2A-SHP-1	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_shapetrans_0374.img	TRIANGLE
r211g_r2n_shapetrans_0389	shapetrans	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_shapetrans_0389.img	SQUARE
r211g_r2n_colorconst_0472	colorconst	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_colorconst_0472.img	SAME_SURFACE
r211g_r2n_colordisc_0175	colordisc	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_colordisc_0175.img	SAME
r211g_r2n_motiondir_0289	motiondir	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_motiondir_0289.vid	E
r211g_r2a_motiondir_0244	motiondir	adversarial	R2A-MOT-1	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_motiondir_0244.vid	E
r211g_r2a_colorconst_0207	colorconst	adversarial	R2A-CCN-1	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_colorconst_0207.img	DIFFERENT
r211g_r2n_colorconst_0254	colorconst	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_colorconst_0254.img	SAME_SURFACE
r211g_r2a_shapetrans_1149	shapetrans	adversarial	R2A-SHP-3	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_shapetrans_1149.img	CIRCLE
r211g_r2a_colordisc_0575	colordisc	adversarial	R2A-COL-2	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2a_colordisc_0575.img	SAME
r211g_r2n_timbredisc_0479	timbredisc	normal	R2N	/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/fixtures/r2n_timbredisc_0479.pcm	RICH
