trial_idx,fixture_id,fixture_path,task,truth,stratum,family
454,r21a_colorconst_507,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_507.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
455,r21a_colorconst_508,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_508.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
456,r21a_colorconst_509,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_509.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
457,r21a_colorconst_51,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_51.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
458,r21a_colorconst_510,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_510.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
459,r21a_colorconst_511,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_511.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
460,r21a_colorconst_512,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_512.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
461,r21a_colorconst_513,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_513.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
462,r21a_colorconst_514,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_514.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
463,r21a_colorconst_515,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_515.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
464,r21a_colorconst_516,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_516.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
465,r21a_colorconst_517,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_517.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
466,r21a_colorconst_518,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_518.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
467,r21a_colorconst_519,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_519.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
468,r21a_colorconst_52,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_52.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
469,r21a_colorconst_520,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_520.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
470,r21a_colorconst_521,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_521.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
471,r21a_colorconst_522,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_522.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
472,r21a_colorconst_523,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_523.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
473,r21a_colorconst_524,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_524.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
474,r21a_colorconst_525,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_525.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
475,r21a_colorconst_526,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_526.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
476,r21a_colorconst_527,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_527.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
477,r21a_colorconst_528,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_528.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
478,r21a_colorconst_529,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_529.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
479,r21a_colorconst_53,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_53.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
480,r21a_colorconst_530,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_530.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
481,r21a_colorconst_531,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_531.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
482,r21a_colorconst_532,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_532.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
483,r21a_colorconst_533,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_533.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
484,r21a_colorconst_534,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_534.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
485,r21a_colorconst_535,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_535.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
486,r21a_colorconst_536,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_536.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
487,r21a_colorconst_537,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_537.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
488,r21a_colorconst_538,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_538.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
489,r21a_colorconst_539,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_539.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
490,r21a_colorconst_54,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_54.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
491,r21a_colorconst_540,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_540.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
492,r21a_colorconst_541,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_541.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
493,r21a_colorconst_542,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_542.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
494,r21a_colorconst_543,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_543.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
495,r21a_colorconst_544,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_544.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
496,r21a_colorconst_545,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_545.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
497,r21a_colorconst_546,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_546.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
498,r21a_colorconst_547,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_547.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
499,r21a_colorconst_548,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_548.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
500,r21a_colorconst_549,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_549.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
501,r21a_colorconst_55,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_55.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
502,r21a_colorconst_550,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_550.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
503,r21a_colorconst_551,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_551.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
504,r21a_colorconst_552,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_552.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
505,r21a_colorconst_553,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_553.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
506,r21a_colorconst_554,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_554.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
507,r21a_colorconst_555,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_555.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
508,r21a_colorconst_556,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_556.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
509,r21a_colorconst_557,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_557.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
510,r21a_colorconst_558,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_558.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
511,r21a_colorconst_559,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_559.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
512,r21a_colorconst_56,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_56.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
513,r21a_colorconst_560,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_560.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
514,r21a_colorconst_561,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_561.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
515,r21a_colorconst_562,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_562.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-2
516,r21a_colorconst_563,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_563.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-2
517,r21a_colorconst_57,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_57.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
518,r21a_colorconst_58,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_58.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
519,r21a_colorconst_59,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_59.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
520,r21a_colorconst_6,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_6.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
521,r21a_colorconst_60,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_60.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
522,r21a_colorconst_61,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_61.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
523,r21a_colorconst_62,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_62.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
524,r21a_colorconst_63,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_63.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
525,r21a_colorconst_64,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_64.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
526,r21a_colorconst_65,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_65.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
527,r21a_colorconst_66,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_66.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
528,r21a_colorconst_67,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_67.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
529,r21a_colorconst_68,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_68.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
530,r21a_colorconst_69,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_69.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
531,r21a_colorconst_7,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_7.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
532,r21a_colorconst_70,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_70.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
533,r21a_colorconst_71,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_71.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
534,r21a_colorconst_72,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_72.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
535,r21a_colorconst_73,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_73.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
536,r21a_colorconst_74,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_74.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
537,r21a_colorconst_75,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_75.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
538,r21a_colorconst_76,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_76.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
539,r21a_colorconst_77,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_77.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
540,r21a_colorconst_78,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_78.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
541,r21a_colorconst_79,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_79.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
542,r21a_colorconst_8,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_8.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
543,r21a_colorconst_80,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_80.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
544,r21a_colorconst_81,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_81.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
545,r21a_colorconst_82,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_82.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
546,r21a_colorconst_83,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_83.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
547,r21a_colorconst_84,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_84.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
548,r21a_colorconst_85,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_85.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
549,r21a_colorconst_86,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_86.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
550,r21a_colorconst_87,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_87.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
551,r21a_colorconst_88,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_88.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
552,r21a_colorconst_89,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_89.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
553,r21a_colorconst_9,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_9.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
554,r21a_colorconst_90,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_90.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
555,r21a_colorconst_91,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_91.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
556,r21a_colorconst_92,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_92.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
557,r21a_colorconst_93,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_93.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
558,r21a_colorconst_94,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_94.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
559,r21a_colorconst_95,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_95.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
560,r21a_colorconst_96,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_96.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
561,r21a_colorconst_97,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_97.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
562,r21a_colorconst_98,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_98.r2a,colorconst,SAME_SURFACE,gen_adv,R2A-CCN-1
563,r21a_colorconst_99,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colorconst_99.r2a,colorconst,DIFFERENT,gen_adv,R2A-CCN-1
564,r21a_colordisc_0,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_0.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
565,r21a_colordisc_1,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_1.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
566,r21a_colordisc_10,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_10.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
567,r21a_colordisc_100,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_100.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
568,r21a_colordisc_101,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_101.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
569,r21a_colordisc_102,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_102.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
570,r21a_colordisc_103,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_103.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
571,r21a_colordisc_104,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_104.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
572,r21a_colordisc_105,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_105.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
573,r21a_colordisc_106,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_106.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
574,r21a_colordisc_107,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_107.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
575,r21a_colordisc_108,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_108.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
576,r21a_colordisc_109,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_109.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
577,r21a_colordisc_11,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_11.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
578,r21a_colordisc_110,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_110.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
579,r21a_colordisc_111,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_111.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
580,r21a_colordisc_112,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_112.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
581,r21a_colordisc_113,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_113.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
582,r21a_colordisc_114,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_114.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
583,r21a_colordisc_115,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_115.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
584,r21a_colordisc_116,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_116.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
585,r21a_colordisc_117,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_117.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
586,r21a_colordisc_118,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_118.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
587,r21a_colordisc_119,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21a_colordisc_119.r2a,colordisc,DIFFERENT,gen_adv,R2A-COL-1
