epoch	phase	loss	v2	gviol	w1	w2	w3	w4	w5	w6	w7	w8	b_P	b_c	n_rev	n_adv
352	2	95000000	0	2	1000	0	0	0	0	0	0	0	-59385	0	0	0
353	2	95000000	0	2	1000	0	0	0	0	0	0	0	-59551	0	0	0
354	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-59717	0	0	0
355	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-59883	0	0	0
356	1	35000000	0	2	1000	0	0	0	0	0	0	0	-60049	0	0	0
357	1	35000000	0	2	1000	0	0	0	0	0	0	0	-60215	0	0	0
358	2	95000000	0	2	1000	0	0	0	0	0	0	0	-60381	0	0	0
359	2	95000000	0	2	1000	0	0	0	0	0	0	0	-60547	0	0	0
360	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-60713	0	0	0
361	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-60879	0	0	0
362	1	35000000	0	2	1000	0	0	0	0	0	0	0	-61045	0	0	0
363	1	35000000	0	2	1000	0	0	0	0	0	0	0	-61211	0	0	0
364	2	95000000	0	2	1000	0	0	0	0	0	0	0	-61377	0	0	0
365	2	95000000	0	2	1000	0	0	0	0	0	0	0	-61543	0	0	0
366	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-61709	0	0	0
367	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-61875	0	0	0
368	1	35000000	0	2	1000	0	0	0	0	0	0	0	-62041	0	0	0
369	1	35000000	0	2	1000	0	0	0	0	0	0	0	-62207	0	0	0
370	2	95000000	0	2	1000	0	0	0	0	0	0	0	-62373	0	0	0
371	2	95000000	0	2	1000	0	0	0	0	0	0	0	-62539	0	0	0
372	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-62705	0	0	0
373	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-62871	0	0	0
374	1	35000000	0	2	1000	0	0	0	0	0	0	0	-63037	0	0	0
375	1	35000000	0	2	1000	0	0	0	0	0	0	0	-63203	0	0	0
376	2	95000000	0	2	1000	0	0	0	0	0	0	0	-63369	0	0	0
377	2	95000000	0	2	1000	0	0	0	0	0	0	0	-63535	0	0	0
378	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-63701	0	0	0
379	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-63867	0	0	0
380	1	35000000	0	2	1000	0	0	0	0	0	0	0	-64033	0	0	0
381	1	35000000	0	2	1000	0	0	0	0	0	0	0	-64199	0	0	0
382	2	95000000	0	2	1000	0	0	0	0	0	0	0	-64365	0	0	0
383	2	95000000	0	2	1000	0	0	0	0	0	0	0	-64531	0	0	0
384	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-64697	0	0	0
385	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-64863	0	0	0
386	1	35000000	0	2	1000	0	0	0	0	0	0	0	-65029	0	0	0
387	1	35000000	0	2	1000	0	0	0	0	0	0	0	-65195	0	0	0
388	2	95000000	0	2	1000	0	0	0	0	0	0	0	-65361	0	0	0
389	2	95000000	0	2	1000	0	0	0	0	0	0	0	-65527	0	0	0
390	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-65693	0	0	0
391	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-65859	0	0	0
392	1	35000000	0	2	1000	0	0	0	0	0	0	0	-66025	0	0	0
393	1	35000000	0	2	1000	0	0	0	0	0	0	0	-66191	0	0	0
394	2	95000000	0	2	1000	0	0	0	0	0	0	0	-66357	0	0	0
395	2	95000000	0	2	1000	0	0	0	0	0	0	0	-66523	0	0	0
396	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-66689	0	0	0
397	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-66855	0	0	0
398	1	35000000	0	2	1000	0	0	0	0	0	0	0	-67021	0	0	0
399	1	35000000	0	2	1000	0	0	0	0	0	0	0	-67187	0	0	0
400	2	95000000	0	2	1000	0	0	0	0	0	0	0	-67353	0	0	0
401	2	95000000	0	2	1000	0	0	0	0	0	0	0	-67519	0	0	0
402	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-67685	0	0	0
403	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-67851	0	0	0
404	1	35000000	0	2	1000	0	0	0	0	0	0	0	-68017	0	0	0
405	1	35000000	0	2	1000	0	0	0	0	0	0	0	-68183	0	0	0
406	2	95000000	0	2	1000	0	0	0	0	0	0	0	-68349	0	0	0
407	2	95000000	0	2	1000	0	0	0	0	0	0	0	-68515	0	0	0
408	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-68681	0	0	0
409	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-68847	0	0	0
410	1	35000000	0	2	1000	0	0	0	0	0	0	0	-69013	0	0	0
411	1	35000000	0	2	1000	0	0	0	0	0	0	0	-69179	0	0	0
412	2	95000000	0	2	1000	0	0	0	0	0	0	0	-69345	0	0	0
413	2	95000000	0	2	1000	0	0	0	0	0	0	0	-69511	0	0	0
414	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-69677	0	0	0
415	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-69843	0	0	0
416	1	35000000	0	2	1000	0	0	0	0	0	0	0	-70009	0	0	0
417	1	35000000	0	2	1000	0	0	0	0	0	0	0	-70175	0	0	0
418	2	95000000	0	2	1000	0	0	0	0	0	0	0	-70341	0	0	0
419	2	95000000	0	2	1000	0	0	0	0	0	0	0	-70507	0	0	0
420	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-70673	0	0	0
421	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-70839	0	0	0
422	1	35000000	0	2	1000	0	0	0	0	0	0	0	-71005	0	0	0
423	1	35000000	0	2	1000	0	0	0	0	0	0	0	-71171	0	0	0
424	2	95000000	0	2	1000	0	0	0	0	0	0	0	-71337	0	0	0
425	2	95000000	0	2	1000	0	0	0	0	0	0	0	-71503	0	0	0
426	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-71669	0	0	0
427	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-71835	0	0	0
428	1	35000000	0	2	1000	0	0	0	0	0	0	0	-72001	0	0	0
429	1	35000000	0	2	1000	0	0	0	0	0	0	0	-72167	0	0	0
430	2	95000000	0	2	1000	0	0	0	0	0	0	0	-72333	0	0	0
431	2	95000000	0	2	1000	0	0	0	0	0	0	0	-72499	0	0	0
432	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-72665	0	0	0
433	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-72831	0	0	0
434	1	35000000	0	2	1000	0	0	0	0	0	0	0	-72997	0	0	0
435	1	35000000	0	2	1000	0	0	0	0	0	0	0	-73163	0	0	0
436	2	95000000	0	2	1000	0	0	0	0	0	0	0	-73329	0	0	0
437	2	95000000	0	2	1000	0	0	0	0	0	0	0	-73495	0	0	0
438	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-73661	0	0	0
439	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-73827	0	0	0
440	1	35000000	0	2	1000	0	0	0	0	0	0	0	-73993	0	0	0
441	1	35000000	0	2	1000	0	0	0	0	0	0	0	-74159	0	0	0
442	2	95000000	0	2	1000	0	0	0	0	0	0	0	-74325	0	0	0
443	2	95000000	0	2	1000	0	0	0	0	0	0	0	-74491	0	0	0
444	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-74657	0	0	0
445	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-74823	0	0	0
446	1	35000000	0	2	1000	0	0	0	0	0	0	0	-74989	0	0	0
447	1	35000000	0	2	1000	0	0	0	0	0	0	0	-75155	0	0	0
448	2	95000000	0	2	1000	0	0	0	0	0	0	0	-75321	0	0	0
449	2	95000000	0	2	1000	0	0	0	0	0	0	0	-75487	0	0	0
450	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-75653	0	0	0
451	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-75819	0	0	0
452	1	35000000	0	2	1000	0	0	0	0	0	0	0	-75985	0	0	0
453	1	35000000	0	2	1000	0	0	0	0	0	0	0	-76151	0	0	0
454	2	95000000	0	2	1000	0	0	0	0	0	0	0	-76317	0	0	0
455	2	95000000	0	2	1000	0	0	0	0	0	0	0	-76483	0	0	0
456	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-76649	0	0	0
457	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-76815	0	0	0
458	1	35000000	0	2	1000	0	0	0	0	0	0	0	-76981	0	0	0
459	1	35000000	0	2	1000	0	0	0	0	0	0	0	-77147	0	0	0
460	2	95000000	0	2	1000	0	0	0	0	0	0	0	-77313	0	0	0
461	2	95000000	0	2	1000	0	0	0	0	0	0	0	-77479	0	0	0
462	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-77645	0	0	0
463	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-77811	0	0	0
464	1	35000000	0	2	1000	0	0	0	0	0	0	0	-77977	0	0	0
465	1	35000000	0	2	1000	0	0	0	0	0	0	0	-78143	0	0	0
466	2	95000000	0	2	1000	0	0	0	0	0	0	0	-78309	0	0	0
467	2	95000000	0	2	1000	0	0	0	0	0	0	0	-78475	0	0	0
468	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-78641	0	0	0
469	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-78807	0	0	0
470	1	35000000	0	2	1000	0	0	0	0	0	0	0	-78973	0	0	0
471	1	35000000	0	2	1000	0	0	0	0	0	0	0	-79139	0	0	0
472	2	95000000	0	2	1000	0	0	0	0	0	0	0	-79305	0	0	0
473	2	95000000	0	2	1000	0	0	0	0	0	0	0	-79471	0	0	0
474	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-79637	0	0	0
475	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-79803	0	0	0
476	1	35000000	0	2	1000	0	0	0	0	0	0	0	-79969	0	0	0
477	1	35000000	0	2	1000	0	0	0	0	0	0	0	-80135	0	0	0
478	2	95000000	0	2	1000	0	0	0	0	0	0	0	-80301	0	0	0
479	2	95000000	0	2	1000	0	0	0	0	0	0	0	-80467	0	0	0
480	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-80633	0	0	0
481	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-80799	0	0	0
482	1	35000000	0	2	1000	0	0	0	0	0	0	0	-80965	0	0	0
483	1	35000000	0	2	1000	0	0	0	0	0	0	0	-81131	0	0	0
484	2	95000000	0	2	1000	0	0	0	0	0	0	0	-81297	0	0	0
485	2	95000000	0	2	1000	0	0	0	0	0	0	0	-81463	0	0	0
486	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-81629	0	0	0
487	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-81795	0	0	0
488	1	35000000	0	2	1000	0	0	0	0	0	0	0	-81961	0	0	0
489	1	35000000	0	2	1000	0	0	0	0	0	0	0	-82127	0	0	0
490	2	95000000	0	2	1000	0	0	0	0	0	0	0	-82293	0	0	0
491	2	95000000	0	2	1000	0	0	0	0	0	0	0	-82459	0	0	0
492	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-82625	0	0	0
493	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-82791	0	0	0
494	1	35000000	0	2	1000	0	0	0	0	0	0	0	-82957	0	0	0
495	1	35000000	0	2	1000	0	0	0	0	0	0	0	-83123	0	0	0
496	2	95000000	0	2	1000	0	0	0	0	0	0	0	-83289	0	0	0
497	2	95000000	0	2	1000	0	0	0	0	0	0	0	-83455	0	0	0
498	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-83621	0	0	0
499	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-83787	0	0	0
500	1	35000000	0	2	1000	0	0	0	0	0	0	0	-83953	0	0	0
501	1	35000000	0	2	1000	0	0	0	0	0	0	0	-84119	0	0	0
502	2	95000000	0	2	1000	0	0	0	0	0	0	0	-84285	0	0	0
503	2	95000000	0	2	1000	0	0	0	0	0	0	0	-84451	0	0	0
504	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-84617	0	0	0
505	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-84783	0	0	0
506	1	35000000	0	2	1000	0	0	0	0	0	0	0	-84949	0	0	0
507	1	35000000	0	2	1000	0	0	0	0	0	0	0	-85115	0	0	0
508	2	95000000	0	2	1000	0	0	0	0	0	0	0	-85281	0	0	0
509	2	95000000	0	2	1000	0	0	0	0	0	0	0	-85447	0	0	0
510	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-85613	0	0	0
511	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-85779	0	0	0
512	1	35000000	0	2	1000	0	0	0	0	0	0	0	-85945	0	0	0
513	1	35000000	0	2	1000	0	0	0	0	0	0	0	-86111	0	0	0
514	2	95000000	0	2	1000	0	0	0	0	0	0	0	-86277	0	0	0
515	2	95000000	0	2	1000	0	0	0	0	0	0	0	-86443	0	0	0
516	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-86609	0	0	0
517	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-86775	0	0	0
518	1	35000000	0	2	1000	0	0	0	0	0	0	0	-86941	0	0	0
519	1	35000000	0	2	1000	0	0	0	0	0	0	0	-87107	0	0	0
520	2	95000000	0	2	1000	0	0	0	0	0	0	0	-87273	0	0	0
521	2	95000000	0	2	1000	0	0	0	0	0	0	0	-87439	0	0	0
522	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-87605	0	0	0
523	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-87771	0	0	0
524	1	35000000	0	2	1000	0	0	0	0	0	0	0	-87937	0	0	0
525	1	35000000	0	2	1000	0	0	0	0	0	0	0	-88103	0	0	0
526	2	95000000	0	2	1000	0	0	0	0	0	0	0	-88269	0	0	0
527	2	95000000	0	2	1000	0	0	0	0	0	0	0	-88435	0	0	0
528	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-88601	0	0	0
529	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-88767	0	0	0
530	1	35000000	0	2	1000	0	0	0	0	0	0	0	-88933	0	0	0
531	1	35000000	0	2	1000	0	0	0	0	0	0	0	-89099	0	0	0
532	2	95000000	0	2	1000	0	0	0	0	0	0	0	-89265	0	0	0
533	2	95000000	0	2	1000	0	0	0	0	0	0	0	-89431	0	0	0
534	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-89597	0	0	0
535	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-89763	0	0	0
536	1	35000000	0	2	1000	0	0	0	0	0	0	0	-89929	0	0	0
537	1	35000000	0	2	1000	0	0	0	0	0	0	0	-90095	0	0	0
538	2	95000000	0	2	1000	0	0	0	0	0	0	0	-90261	0	0	0
539	2	95000000	0	2	1000	0	0	0	0	0	0	0	-90427	0	0	0
540	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-90593	0	0	0
541	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-90759	0	0	0
542	1	35000000	0	2	1000	0	0	0	0	0	0	0	-90925	0	0	0
543	1	35000000	0	2	1000	0	0	0	0	0	0	0	-91091	0	0	0
544	2	95000000	0	2	1000	0	0	0	0	0	0	0	-91257	0	0	0
545	2	95000000	0	2	1000	0	0	0	0	0	0	0	-91423	0	0	0
546	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-91589	0	0	0
547	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-91755	0	0	0
548	1	35000000	0	2	1000	0	0	0	0	0	0	0	-91921	0	0	0
549	1	35000000	0	2	1000	0	0	0	0	0	0	0	-92087	0	0	0
550	2	95000000	0	2	1000	0	0	0	0	0	0	0	-92253	0	0	0
551	2	95000000	0	2	1000	0	0	0	0	0	0	0	-92419	0	0	0
552	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-92585	0	0	0
553	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-92751	0	0	0
554	1	35000000	0	2	1000	0	0	0	0	0	0	0	-92917	0	0	0
555	1	35000000	0	2	1000	0	0	0	0	0	0	0	-93083	0	0	0
556	2	95000000	0	2	1000	0	0	0	0	0	0	0	-93249	0	0	0
557	2	95000000	0	2	1000	0	0	0	0	0	0	0	-93415	0	0	0
558	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-93581	0	0	0
559	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-93747	0	0	0
560	1	35000000	0	2	1000	0	0	0	0	0	0	0	-93913	0	0	0
561	1	35000000	0	2	1000	0	0	0	0	0	0	0	-94079	0	0	0
562	2	95000000	0	2	1000	0	0	0	0	0	0	0	-94245	0	0	0
563	2	95000000	0	2	1000	0	0	0	0	0	0	0	-94411	0	0	0
564	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-94577	0	0	0
565	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-94743	0	0	0
566	1	35000000	0	2	1000	0	0	0	0	0	0	0	-94909	0	0	0
567	1	35000000	0	2	1000	0	0	0	0	0	0	0	-95075	0	0	0
568	2	95000000	0	2	1000	0	0	0	0	0	0	0	-95241	0	0	0
569	2	95000000	0	2	1000	0	0	0	0	0	0	0	-95407	0	0	0
570	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-95573	0	0	0
571	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-95739	0	0	0
572	1	35000000	0	2	1000	0	0	0	0	0	0	0	-95905	0	0	0
573	1	35000000	0	2	1000	0	0	0	0	0	0	0	-96071	0	0	0
574	2	95000000	0	2	1000	0	0	0	0	0	0	0	-96237	0	0	0
575	2	95000000	0	2	1000	0	0	0	0	0	0	0	-96403	0	0	0
576	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-96569	0	0	0
577	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-96735	0	0	0
578	1	35000000	0	2	1000	0	0	0	0	0	0	0	-96901	0	0	0
579	1	35000000	0	2	1000	0	0	0	0	0	0	0	-97067	0	0	0
580	2	95000000	0	2	1000	0	0	0	0	0	0	0	-97233	0	0	0
581	2	95000000	0	2	1000	0	0	0	0	0	0	0	-97399	0	0	0
582	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-97565	0	0	0
583	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-97731	0	0	0
584	1	35000000	0	2	1000	0	0	0	0	0	0	0	-97897	0	0	0
585	1	35000000	0	2	1000	0	0	0	0	0	0	0	-98063	0	0	0
586	2	95000000	0	2	1000	0	0	0	0	0	0	0	-98229	0	0	0
587	2	95000000	0	2	1000	0	0	0	0	0	0	0	-98395	0	0	0
588	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-98561	0	0	0
589	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-98727	0	0	0
590	1	35000000	0	2	1000	0	0	0	0	0	0	0	-98893	0	0	0
591	1	35000000	0	2	1000	0	0	0	0	0	0	0	-99059	0	0	0
592	2	95000000	0	2	1000	0	0	0	0	0	0	0	-99225	0	0	0
593	2	95000000	0	2	1000	0	0	0	0	0	0	0	-99391	0	0	0
594	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-99557	0	0	0
595	0	3750000000	0	2	1000	0	0	0	0	0	0	0	-99723	0	0	0
596	1	35000000	0	2	1000	0	0	0	0	0	0	0	-99889	0	0	0
597	1	35000000	0	2	1000	0	0	0	0	0	0	0	-100055	0	0	0
598	2	95000000	0	2	1000	0	0	0	0	0	0	0	-100221	0	0	0
599	2	95000000	0	2	1000	0	0	0	0	0	0	0	-100387	0	0	0
