path	task	truth	judgment	ok
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p001.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p002.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p003.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p004.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p005.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p006.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p007.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p008.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p009.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p010.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p011.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p012.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p013.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p014.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p015.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p016.pcm	pitchdisc	HIGHER	HIGHER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p017.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p018.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p019.pcm	pitchdisc	HIGHER	HIGHER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p020.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p021.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p022.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p023.pcm	pitchdisc	LOWER	HIGHER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p024.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p025.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p026.pcm	pitchdisc	LOWER	HIGHER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p027.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p028.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p029.pcm	pitchdisc	LOWER	HIGHER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p030.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p031.pcm	pitchdisc	HIGHER	HIGHER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p032.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p033.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p034.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p035.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p036.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p037.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p038.pcm	pitchdisc	LOWER	HIGHER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p039.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p040.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p041.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p042.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p043.pcm	pitchdisc	HIGHER	HIGHER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p044.pcm	pitchdisc	LOWER	HIGHER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p045.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p046.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p047.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p048.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p049.pcm	pitchdisc	HIGHER	HIGHER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p050.pcm	pitchdisc	LOWER	HIGHER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p051.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p052.pcm	pitchdisc	HIGHER	HIGHER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p053.pcm	pitchdisc	LOWER	HIGHER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p054.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p055.pcm	pitchdisc	HIGHER	HIGHER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p056.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p057.pcm	pitchdisc	SAME	SAME	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p058.pcm	pitchdisc	HIGHER	LOWER	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t4_pitchdisc/primary/p059.pcm	pitchdisc	LOWER	LOWER	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p000.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p001.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p002.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p003.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p004.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p005.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p006.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p007.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p008.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p009.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p010.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p011.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p012.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p013.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p014.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p015.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p016.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p017.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p018.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p019.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p020.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p021.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p022.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p023.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p024.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p025.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p026.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p027.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p028.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p029.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p030.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p031.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p032.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p033.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p034.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p035.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p036.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p037.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p038.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p039.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p040.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p041.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p042.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p043.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p044.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p045.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p046.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p047.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p048.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p049.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p050.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p051.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p052.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p053.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p054.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p055.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p056.pcm	timbredisc	PURE	PURE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p057.pcm	timbredisc	BRIGHT	BRIGHT	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p058.pcm	timbredisc	DARK	DARK	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t5_timbredisc/primary/p059.pcm	timbredisc	RICH	RICH	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p000.vid	motiondir	STILL	STILL	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p001.vid	motiondir	STILL	STILL	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p002.vid	motiondir	STILL	STILL	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p003.vid	motiondir	STILL	STILL	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p004.vid	motiondir	E	E	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p005.vid	motiondir	N	N	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p006.vid	motiondir	NE	NW	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p007.vid	motiondir	NW	NW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p008.vid	motiondir	S	S	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p009.vid	motiondir	SE	SE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p010.vid	motiondir	SW	SW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p011.vid	motiondir	W	W	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p012.vid	motiondir	E	E	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p013.vid	motiondir	N	N	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p014.vid	motiondir	NE	NE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p015.vid	motiondir	NW	NW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p016.vid	motiondir	S	S	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p017.vid	motiondir	SE	SE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p018.vid	motiondir	SW	SW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p019.vid	motiondir	W	W	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p020.vid	motiondir	E	E	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p021.vid	motiondir	N	NW	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p022.vid	motiondir	NE	NE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p023.vid	motiondir	NW	NW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p024.vid	motiondir	S	SW	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p025.vid	motiondir	SE	SE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p026.vid	motiondir	SW	SW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p027.vid	motiondir	W	W	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p028.vid	motiondir	E	SE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p029.vid	motiondir	N	N	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p030.vid	motiondir	NE	NE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p031.vid	motiondir	NW	NW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p032.vid	motiondir	S	S	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p033.vid	motiondir	SE	SW	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p034.vid	motiondir	SW	SW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p035.vid	motiondir	W	W	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p036.vid	motiondir	E	E	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p037.vid	motiondir	N	NW	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p038.vid	motiondir	NE	NE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p039.vid	motiondir	NW	NE	0
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p040.vid	motiondir	S	S	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p041.vid	motiondir	SE	SE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p042.vid	motiondir	SW	SW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p043.vid	motiondir	W	W	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p044.vid	motiondir	E	E	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p045.vid	motiondir	N	N	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p046.vid	motiondir	NE	NE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p047.vid	motiondir	NW	NW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p048.vid	motiondir	S	S	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p049.vid	motiondir	SE	SE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p050.vid	motiondir	SW	SW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p051.vid	motiondir	W	W	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p052.vid	motiondir	E	E	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p053.vid	motiondir	N	N	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p054.vid	motiondir	NE	NE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p055.vid	motiondir	NW	NW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p056.vid	motiondir	S	S	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p057.vid	motiondir	SE	SE	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p058.vid	motiondir	SW	SW	1
/home/hatch/workspace/tnn-lab/senses/rebuild/harness/fixtures/t6_motiondir/primary/p059.vid	motiondir	W	W	1
