qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
initiation_policy,one_shared_frozen_value_and_common_feature_block_across_all_arms
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
training_schedule,phase0_aux_terminal_2x_phase1_shared_init_1x_phase2_reached_continuation_2x
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,188
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,265
shadow_mse_div100_learned_reduced12,874
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1839
shadow_r2_per_mille_learned_reduced12,741
shadow_global_ratio_per_mille,509
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_oracle_positive_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,unknown_choice,wrong_nonunknown_commit,oracle_positive_success,warrant_sound,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_oracle_positive_init_pm,mean_observations_x1000
cell,0,8,3,arm,1,40,24,0,0,24,0,40,0,0,5251,24345,5251,62,0,0,0,34749,0,0,0,0,0,0,0,0,0,2583
cell,0,8,3,arm,2,40,24,0,0,24,0,40,0,0,3640,18275,3640,47,0,0,0,36360,0,0,0,0,0,0,0,0,0,1958
cell,0,8,3,arm,3,40,24,0,0,24,0,40,0,0,2292,11774,2292,30,0,0,0,37708,0,0,0,0,0,0,0,0,0,1250
cell,0,8,4,arm,0,40,1,0,0,1,0,40,0,0,152,289,152,1,0,0,0,39848,0,0,0,0,0,0,0,0,0,1000
cell,0,8,4,arm,1,40,1,0,0,1,0,40,0,0,152,289,152,1,0,0,0,39848,0,0,0,0,0,0,0,0,0,1000
cell,0,8,4,arm,2,40,1,0,0,1,0,40,0,0,152,289,152,1,0,0,0,39848,0,0,0,0,0,0,0,0,0,1000
cell,0,8,4,arm,3,40,1,0,0,1,0,40,0,0,152,289,152,1,0,0,0,39848,0,0,0,0,0,0,0,0,0,1000
cell,1,0,0,arm,0,40,13,0,0,13,0,0,0,0,557,5260,557,13,11,0,0,-48557,0,0,40,0,0,0,0,0,0,1000
cell,1,0,0,arm,1,40,13,0,0,13,0,0,0,0,557,5260,557,13,11,0,0,-48557,0,0,40,0,0,0,0,0,0,1000
cell,1,0,0,arm,2,40,13,0,0,13,0,0,0,0,557,5260,557,13,11,0,0,-48557,0,0,40,0,0,0,0,0,0,1000
cell,1,0,0,arm,3,40,13,0,0,13,0,0,0,0,557,5260,557,13,11,0,0,-48557,0,0,40,0,0,0,0,0,0,1000
cell,1,0,1,arm,0,40,9,0,0,9,0,0,0,0,914,3826,914,9,9,0,0,-48914,0,0,40,0,0,0,0,0,0,1000
cell,1,0,1,arm,1,40,9,0,0,9,0,0,0,0,914,3826,914,9,9,0,0,-48914,0,0,40,0,0,0,0,0,0,1000
cell,1,0,1,arm,2,40,9,0,0,9,0,0,0,0,914,3826,914,9,9,0,0,-48914,0,0,40,0,0,0,0,0,0,1000
cell,1,0,1,arm,3,40,9,0,0,9,0,0,0,0,914,3826,914,9,9,0,0,-48914,0,0,40,0,0,0,0,0,0,1000
cell,1,0,2,arm,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,1,0,2,arm,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,1,0,2,arm,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,1,0,2,arm,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,1,0,3,arm,0,40,12,0,0,12,0,0,0,0,1134,4498,1134,12,11,0,0,-49134,0,0,40,0,0,0,0,0,0,1000
cell,1,0,3,arm,1,40,12,0,0,12,0,0,0,0,1134,4498,1134,12,11,0,0,-49134,0,0,40,0,0,0,0,0,0,1000
cell,1,0,3,arm,2,40,12,0,0,12,0,0,0,0,1134,4498,1134,12,11,0,0,-49134,0,0,40,0,0,0,0,0,0,1000
cell,1,0,3,arm,3,40,12,0,0,12,0,0,0,0,1134,4498,1134,12,11,0,0,-49134,0,0,40,0,0,0,0,0,0,1000
cell,1,0,4,arm,0,40,1,0,0,1,0,0,0,0,514,458,514,1,1,0,0,-48514,0,0,40,0,0,0,0,0,0,1000
cell,1,0,4,arm,1,40,1,0,0,1,0,0,0,0,514,458,514,1,1,0,0,-48514,0,0,40,0,0,0,0,0,0,1000
cell,1,0,4,arm,2,40,1,0,0,1,0,0,0,0,514,458,514,1,1,0,0,-48514,0,0,40,0,0,0,0,0,0,1000
cell,1,0,4,arm,3,40,1,0,0,1,0,0,0,0,514,458,514,1,1,0,0,-48514,0,0,40,0,0,0,0,0,0,1000
cell,1,1,0,arm,0,40,11,0,0,11,0,0,0,0,1855,5433,1855,12,5,0,0,-49855,0,0,40,0,0,0,0,0,0,1090
cell,1,1,0,arm,1,40,11,0,0,11,0,0,0,0,1573,4658,1573,11,5,0,0,-49573,0,0,40,0,0,0,0,0,0,1000
cell,1,1,0,arm,2,40,11,0,0,11,0,0,0,0,1573,4658,1573,11,5,0,0,-49573,0,0,40,0,0,0,0,0,0,1000
cell,1,1,0,arm,3,40,11,0,0,11,0,0,0,0,1573,4658,1573,11,5,0,0,-49573,0,0,40,0,0,0,0,0,0,1000
cell,1,1,1,arm,0,40,7,0,0,7,0,0,0,0,1147,2540,1147,7,4,0,0,-49147,0,0,40,0,0,0,0,0,0,1000
cell,1,1,1,arm,1,40,7,0,0,7,0,0,0,0,1147,2540,1147,7,4,0,0,-49147,0,0,40,0,0,0,0,0,0,1000
cell,1,1,1,arm,2,40,7,0,0,7,0,0,0,0,1147,2540,1147,7,4,0,0,-49147,0,0,40,0,0,0,0,0,0,1000
cell,1,1,1,arm,3,40,7,0,0,7,0,0,0,0,1147,2540,1147,7,4,0,0,-49147,0,0,40,0,0,0,0,0,0,1000
cell,1,1,2,arm,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,1,1,2,arm,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,1,1,2,arm,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,1,1,2,arm,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0,0
cell,1,1,3,arm,0,40,12,0,0,12,0,0,0,0,1054,5899,1054,12,4,0,0,-49054,0,0,40,0,0,0,0,0,0,1000
cell,1,1,3,arm,1,40,12,0,0,12,0,0,0,0,1230,6369,1230,13,5,0,0,-49230,0,0,40,0,0,0,0,0,0,1083
cell,1,1,3,arm,2,40,12,0,0,12,0,0,0,0,1259,6707,1259,13,5,0,0,-49259,0,0,40,0,0,0,0,0,0,1083
cell,1,1,3,arm,3,40,12,0,0,12,0,0,0,0,1054,5899,1054,12,4,0,0,-49054,0,0,40,0,0,0,0,0,0,1000
cell,1,1,4,arm,0,40,2,0,0,2,0,0,0,0,857,694,857,2,0,0,0,-48857,0,0,40,0,0,0,0,0,0,1000
cell,1,1,4,arm,1,40,2,0,0,2,0,0,0,0,857,694,857,2,0,0,0,-48857,0,0,40,0,0,0,0,0,0,1000
cell,1,1,4,arm,2,40,2,0,0,2,0,0,0,0,857,694,857,2,0,0,0,-48857,0,0,40,0,0,0,0,0,0,1000
cell,1,1,4,arm,3,40,2,0,0,2,0,0,0,0,857,694,857,2,0,0,0,-48857,0,0,40,0,0,0,0,0,0,1000
cell,1,2,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,3,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,3,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,3,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,3,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,2,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,3,0,arm,0,40,11,19,11,0,11,32,11,0,21368,5054,872,11,11,0,0,15128,19,0,8,11,11,578,1000,1000,1000,1000
cell,1,3,0,arm,1,40,11,19,11,0,11,32,11,0,21368,5054,872,11,11,0,0,15128,19,0,8,11,11,578,1000,1000,1000,1000
cell,1,3,0,arm,2,40,11,19,11,0,11,32,11,0,21368,5054,872,11,11,0,0,15128,19,0,8,11,11,578,1000,1000,1000,1000
cell,1,3,0,arm,3,40,11,19,11,0,11,32,11,0,21368,5054,872,11,11,0,0,15128,19,0,8,11,11,578,1000,1000,1000,1000
cell,1,3,1,arm,0,40,6,21,6,0,6,25,6,0,38628,2183,1631,6,6,0,0,-6631,21,0,15,6,6,285,1000,1000,1000,1000
cell,1,3,1,arm,1,40,6,21,6,0,6,25,6,0,38628,2183,1631,6,6,0,0,-6631,21,0,15,6,6,285,1000,1000,1000,1000
cell,1,3,1,arm,2,40,6,21,6,0,6,25,6,0,38628,2183,1631,6,6,0,0,-6631,21,0,15,6,6,285,1000,1000,1000,1000
cell,1,3,1,arm,3,40,6,21,6,0,6,25,6,0,38628,2183,1631,6,6,0,0,-6631,21,0,15,6,6,285,1000,1000,1000,1000
cell,1,3,2,arm,0,40,0,19,0,0,0,21,0,0,42013,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,1,3,2,arm,1,40,0,19,0,0,0,21,0,0,42013,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,1,3,2,arm,2,40,0,19,0,0,0,21,0,0,42013,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,1,3,2,arm,3,40,0,19,0,0,0,21,0,0,42013,0,0,0,0,0,0,-17000,19,0,19,0,0,0,0,0,0,0
cell,1,3,3,arm,0,40,13,21,13,0,13,32,13,0,21207,5168,1067,13,13,0,0,14933,21,0,8,13,13,619,1000,1000,1000,1000
cell,1,3,3,arm,1,40,13,21,13,0,12,31,12,1,24311,5479,1171,14,12,0,0,11829,21,0,9,12,12,619,1000,923,923,1076
cell,1,3,3,arm,2,40,13,21,13,0,13,32,13,0,21207,5168,1067,13,13,0,0,14933,21,0,8,13,13,619,1000,1000,1000,1000
cell,1,3,3,arm,3,40,13,21,13,0,13,32,13,0,21207,5168,1067,13,13,0,0,14933,21,0,8,13,13,619,1000,1000,1000,1000
cell,1,3,4,arm,0,40,1,19,1,0,1,22,1,0,44685,318,0,1,1,0,0,-14000,19,0,18,1,1,52,1000,1000,1000,1000
cell,1,3,4,arm,1,40,1,19,1,0,1,22,1,0,44685,318,0,1,1,0,0,-14000,19,0,18,1,1,52,1000,1000,1000,1000
cell,1,3,4,arm,2,40,1,19,1,0,1,22,1,0,44685,318,0,1,1,0,0,-14000,19,0,18,1,1,52,1000,1000,1000,1000
cell,1,3,4,arm,3,40,1,19,1,0,1,22,1,0,44685,318,0,1,1,0,0,-14000,19,0,18,1,1,52,1000,1000,1000,1000
cell,1,4,0,arm,0,40,28,33,28,0,3,3,3,21,72039,55051,21448,118,3,5,2,-92448,40,0,37,3,3,848,1000,107,107,4214
cell,1,4,0,arm,1,40,28,33,28,0,0,0,0,28,61628,14221,2037,32,0,0,0,-82037,40,0,40,0,0,848,1000,0,0,1142
cell,1,4,0,arm,2,40,28,33,28,0,0,0,0,28,61628,13616,2037,31,0,0,0,-82037,40,0,40,0,0,848,1000,0,0,1107
cell,1,4,0,arm,3,40,28,33,28,0,0,0,0,28,61520,12830,1929,29,0,0,0,-81929,40,0,40,0,0,848,1000,0,0,1035
cell,1,4,1,arm,0,40,11,23,10,1,1,1,1,7,33909,19488,10833,52,1,1,2,-87833,40,0,39,1,1,434,909,90,100,4727
cell,1,4,1,arm,1,40,11,23,10,1,0,0,0,10,28943,4640,2867,12,0,0,0,-82867,40,0,40,0,0,434,909,0,0,1090
cell,1,4,1,arm,2,40,11,23,10,1,0,0,0,10,28843,4751,2767,12,0,0,0,-82767,40,0,40,0,0,434,909,0,0,1090
cell,1,4,1,arm,3,40,11,23,10,1,0,0,0,10,28549,4347,2473,11,0,0,0,-82473,40,0,40,0,0,434,909,0,0,1000
cell,1,4,2,arm,0,40,0,1,0,0,0,0,0,0,125,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,1,4,2,arm,1,40,0,1,0,0,0,0,0,0,125,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,1,4,2,arm,2,40,0,1,0,0,0,0,0,0,125,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,1,4,2,arm,3,40,0,1,0,0,0,0,0,0,125,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,1,4,3,arm,0,40,25,16,14,11,3,3,3,8,36145,40079,11223,96,3,7,1,-82223,40,0,37,3,3,875,560,120,214,3840
cell,1,4,3,arm,1,40,25,16,14,11,0,0,0,14,36726,15587,2804,39,0,0,0,-82804,40,0,40,0,0,875,560,0,0,1560
cell,1,4,3,arm,2,40,25,16,14,11,0,0,0,14,36530,13978,2608,34,0,0,0,-82608,40,0,40,0,0,875,560,0,0,1360
cell,1,4,3,arm,3,40,25,16,14,11,0,0,0,14,35904,10747,1982,26,0,0,0,-81982,40,0,40,0,0,875,560,0,0,1040
cell,1,4,4,arm,0,40,3,8,3,0,0,0,0,3,8881,876,485,3,0,0,0,-80485,40,0,40,0,0,375,1000,0,0,1000
cell,1,4,4,arm,1,40,3,8,3,0,0,0,0,3,8881,876,485,3,0,0,0,-80485,40,0,40,0,0,375,1000,0,0,1000
cell,1,4,4,arm,2,40,3,8,3,0,0,0,0,3,8881,876,485,3,0,0,0,-80485,40,0,40,0,0,375,1000,0,0,1000
cell,1,4,4,arm,3,40,3,8,3,0,0,0,0,3,8881,876,485,3,0,0,0,-80485,40,0,40,0,0,375,1000,0,0,1000
cell,1,5,0,arm,0,40,26,33,26,0,0,2,2,24,66335,17404,3872,36,0,0,0,-77872,40,0,38,2,0,787,1000,0,76,1384
cell,1,5,0,arm,1,40,26,33,26,0,0,11,11,15,50169,48396,14706,117,0,0,0,-61706,40,0,29,11,0,787,1000,0,423,4500
cell,1,5,0,arm,2,40,26,33,26,0,0,5,5,21,63657,32207,10194,69,0,1,0,-75194,40,0,35,5,0,787,1000,0,192,2653
cell,1,5,0,arm,3,40,26,33,26,0,0,5,5,21,61200,28096,7737,74,0,0,2,-72737,40,0,35,5,0,787,1000,0,192,2846
cell,1,5,1,arm,0,40,9,28,9,0,0,0,0,9,41279,3931,1089,9,0,0,0,-81089,40,0,40,0,0,321,1000,0,0,1000
cell,1,5,1,arm,1,40,9,28,9,0,0,2,2,7,38159,8071,3969,19,0,0,0,-77969,40,0,38,2,0,321,1000,0,222,2111
cell,1,5,1,arm,2,40,9,28,9,0,0,1,1,8,39811,5621,2621,14,0,0,0,-79621,40,0,39,1,0,321,1000,0,111,1555
cell,1,5,1,arm,3,40,9,28,9,0,0,0,0,9,41279,3931,1089,9,0,0,0,-81089,40,0,40,0,0,321,1000,0,0,1000
cell,1,5,2,arm,0,40,0,8,0,0,0,0,0,0,3917,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,1,5,2,arm,1,40,0,8,0,0,0,0,0,0,3917,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,1,5,2,arm,2,40,0,8,0,0,0,0,0,0,3917,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,1,5,2,arm,3,40,0,8,0,0,0,0,0,0,3917,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0,0
cell,1,5,3,arm,0,40,26,31,26,0,0,4,4,22,65244,18910,4578,46,0,0,0,-72578,40,0,36,4,0,838,1000,0,153,1769
cell,1,5,3,arm,1,40,26,31,26,0,0,13,13,13,48372,53510,14706,135,0,3,0,-55706,40,0,27,13,0,838,1000,0,500,5192
cell,1,5,3,arm,2,40,26,31,26,0,0,11,11,15,52522,45720,12856,114,0,4,0,-59856,40,0,29,11,0,838,1000,0,423,4384
cell,1,5,3,arm,3,40,26,31,26,0,0,2,2,24,70009,15945,3343,39,0,0,0,-77343,40,0,38,2,0,838,1000,0,76,1500
cell,1,5,4,arm,0,40,5,23,5,0,0,1,1,4,22307,3347,2530,10,0,0,0,-79530,40,0,39,1,0,217,1000,0,200,2000
cell,1,5,4,arm,1,40,5,23,5,0,0,2,2,3,21362,5651,4585,18,0,0,0,-78585,40,0,38,2,0,217,1000,0,400,3600
cell,1,5,4,arm,2,40,5,23,5,0,0,1,1,4,23941,4502,4164,15,0,0,0,-81164,40,0,39,1,0,217,1000,0,200,3000
cell,1,5,4,arm,3,40,5,23,5,0,0,0,0,5,24224,1622,1447,5,0,0,0,-81447,40,0,40,0,0,217,1000,0,0,1000
cell,1,6,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,3,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,3,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,3,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,3,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,6,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,7,0,arm,0,40,25,0,0,25,0,40,0,0,3073,11607,3073,31,0,0,0,36927,0,0,0,0,0,0,0,0,0,1240
cell,1,7,0,arm,1,40,25,0,0,25,0,40,0,0,11919,41637,11919,116,0,0,0,28081,0,0,0,0,0,0,0,0,0,4640
cell,1,7,0,arm,2,40,25,0,0,25,0,40,0,0,5282,22535,5282,62,0,0,0,34718,0,0,0,0,0,0,0,0,0,2480
cell,1,7,0,arm,3,40,25,0,0,25,0,40,0,0,11441,41141,11441,113,0,0,3,28559,0,0,0,0,0,0,0,0,0,4520
cell,1,7,1,arm,0,40,11,0,0,11,0,40,0,0,2853,4117,2853,11,0,0,0,37147,0,0,0,0,0,0,0,0,0,1000
cell,1,7,1,arm,1,40,11,0,0,11,0,40,0,0,7545,12049,7545,36,0,0,0,32455,0,0,0,0,0,0,0,0,0,3272
cell,1,7,1,arm,2,40,11,0,0,11,0,40,0,0,5249,8299,5249,24,0,0,0,34751,0,0,0,0,0,0,0,0,0,2181
cell,1,7,1,arm,3,40,11,0,0,11,0,40,0,0,2853,4117,2853,11,0,0,0,37147,0,0,0,0,0,0,0,0,0,1000
cell,1,7,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,7,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,7,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,7,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,7,3,arm,0,40,28,0,0,28,0,40,0,0,4582,17861,4582,46,0,0,0,35418,0,0,0,0,0,0,0,0,0,1642
cell,1,7,3,arm,1,40,28,0,0,28,0,40,0,0,24327,76802,24327,211,0,5,0,15673,0,0,0,0,0,0,0,0,0,7535
cell,1,7,3,arm,2,40,28,0,0,28,0,40,0,0,13450,45857,13450,128,0,2,1,26550,0,0,0,0,0,0,0,0,0,4571
cell,1,7,3,arm,3,40,28,0,0,28,0,40,0,0,5048,21451,5048,63,0,0,1,34952,0,0,0,0,0,0,0,0,0,2250
cell,1,7,4,arm,0,40,2,0,0,2,0,40,0,0,363,764,363,2,0,0,0,39637,0,0,0,0,0,0,0,0,0,1000
cell,1,7,4,arm,1,40,2,0,0,2,0,40,0,0,1759,2636,1759,8,0,0,0,38241,0,0,0,0,0,0,0,0,0,4000
cell,1,7,4,arm,2,40,2,0,0,2,0,40,0,0,1759,2636,1759,8,0,0,0,38241,0,0,0,0,0,0,0,0,0,4000
cell,1,7,4,arm,3,40,2,0,0,2,0,40,0,0,363,764,363,2,0,0,0,39637,0,0,0,0,0,0,0,0,0,1000
cell,1,8,0,arm,0,40,24,0,0,24,0,40,0,0,1786,10092,1786,25,0,0,0,38214,0,0,0,0,0,0,0,0,0,1041
cell,1,8,0,arm,1,40,24,0,0,24,0,40,0,0,2712,15939,2712,41,0,0,0,37288,0,0,0,0,0,0,0,0,0,1708
cell,1,8,0,arm,2,40,24,0,0,24,0,40,0,0,1961,10835,1961,27,0,0,0,38039,0,0,0,0,0,0,0,0,0,1125
cell,1,8,0,arm,3,40,24,0,0,24,0,40,0,0,2188,12080,2188,30,0,0,0,37812,0,0,0,0,0,0,0,0,0,1250
cell,1,8,1,arm,0,40,20,0,0,20,0,40,0,0,3261,6709,3261,20,0,0,0,36739,0,0,0,0,0,0,0,0,0,1000
cell,1,8,1,arm,1,40,20,0,0,20,0,40,0,0,4243,8296,4243,25,0,0,0,35757,0,0,0,0,0,0,0,0,0,1250
cell,1,8,1,arm,2,40,20,0,0,20,0,40,0,0,3989,7693,3989,23,0,0,0,36011,0,0,0,0,0,0,0,0,0,1150
cell,1,8,1,arm,3,40,20,0,0,20,0,40,0,0,3725,7054,3725,21,0,0,0,36275,0,0,0,0,0,0,0,0,0,1050
cell,1,8,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,8,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,8,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,8,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0
cell,1,8,3,arm,0,40,25,0,0,25,0,40,0,0,2637,10063,2637,25,0,0,0,37363,0,0,0,0,0,0,0,0,0,1000
cell,1,8,3,arm,1,40,25,0,0,25,0,40,0,0,4802,20255,4802,50,0,0,0,35198,0,0,0,0,0,0,0,0,0,2000
cell,1,8,3,arm,2,40,25,0,0,25,0,40,0,0,4289,16012,4289,40,0,0,0,35711,0,0,0,0,0,0,0,0,0,1600
cell,1,8,3,arm,3,40,25,0,0,25,0,40,0,0,2828,10695,2828,27,0,0,0,37172,0,0,0,0,0,0,0,0,0,1080
cell,1,8,4,arm,0,40,2,0,0,2,0,40,0,0,603,835,603,2,0,0,0,39397,0,0,0,0,0,0,0,0,0,1000
