stage,epoch,base_index,nominal_id,mode,resource,episode,stream_seed
1,1,0,49101,2,3,2,849976
1,1,0,49101,2,3,3,857895
1,1,0,49101,2,3,4,865814
1,1,0,49101,2,3,5,873733
1,1,0,49101,2,3,6,986381
1,1,0,49101,2,3,7,889571
1,1,0,49101,2,3,8,897490
1,1,0,49101,2,3,9,10135
1,1,0,49101,2,3,10,913328
1,1,0,49101,2,3,11,921247
1,1,0,49101,2,4,0,929166
1,1,0,49101,2,4,1,937085
1,1,0,49101,2,4,2,49730
1,1,0,49101,2,4,3,267107
1,1,0,49101,2,4,4,960842
1,1,0,49101,2,4,5,282945
1,1,0,49101,2,4,6,976680
1,1,0,49101,2,4,7,984599
1,1,0,49101,2,4,8,411431
1,1,0,49101,2,4,9,434
1,1,0,49101,2,4,10,8353
1,1,0,49101,2,4,11,16272
1,1,0,49101,3,0,0,280936
1,1,0,49101,3,0,1,288855
1,1,0,49101,3,0,2,239332
1,1,0,49101,3,0,3,95235
1,1,0,49101,3,0,4,45712
1,1,0,49101,3,0,5,111073
1,1,0,49101,3,0,6,537908
1,1,0,49101,3,0,7,545827
1,1,0,49101,3,0,8,286846
1,1,0,49101,3,0,9,294765
1,1,0,49101,3,0,10,883771
1,1,0,49101,3,0,11,577503
1,1,0,49101,3,1,0,737438
1,1,0,49101,3,1,1,593341
1,1,0,49101,3,1,2,334360
1,1,0,49101,3,1,3,132821
1,1,0,49101,3,1,4,245469
1,1,0,49101,3,1,5,672304
1,1,0,49101,3,1,6,936968
1,1,0,49101,3,1,7,897600
1,1,0,49101,3,1,8,810945
1,1,0,49101,3,1,9,970880
1,1,0,49101,3,1,10,921357
1,1,0,49101,3,1,11,615089
1,1,0,49101,3,2,0,528434
1,1,0,49101,3,2,1,688369
1,1,0,49101,3,2,2,638846
1,1,0,49101,3,2,3,437307
1,1,0,49101,3,2,4,654684
1,1,0,49101,3,2,5,662603
1,1,0,49101,3,2,6,42148
1,1,0,49101,3,2,7,468983
1,1,0,49101,3,2,8,57986
1,1,0,49101,3,2,9,65905
1,1,0,49101,3,2,10,16382
1,1,0,49101,3,2,11,814846
1,1,0,49101,3,3,0,508578
1,1,0,49101,3,3,1,725955
1,1,0,49101,3,3,2,639300
1,1,0,49101,3,3,3,333032
1,1,0,49101,3,3,4,340951
1,1,0,49101,3,3,5,453599
1,1,0,49101,3,3,6,356789
1,1,0,49101,3,3,7,469437
1,1,0,49101,3,3,8,372627
1,1,0,49101,3,3,9,380546
1,1,0,49101,3,3,10,388465
1,1,0,49101,3,3,11,396384
1,1,0,49101,3,4,0,404303
1,1,0,49101,3,4,1,412222
1,1,0,49101,3,4,2,420141
1,1,0,49101,3,4,3,532789
1,1,0,49101,3,4,4,435979
1,1,0,49101,3,4,5,443898
1,1,0,49101,3,4,6,451817
1,1,0,49101,3,4,7,459736
1,1,0,49101,3,4,8,467655
1,1,0,49101,3,4,9,580303
1,1,0,49101,3,4,10,483493
1,1,0,49101,3,4,11,491412
1,1,0,49101,4,0,0,708789
1,1,0,49101,4,0,1,763995
1,1,0,49101,4,0,2,923930
1,1,0,49101,4,0,3,779833
1,1,0,49101,4,0,4,683023
1,1,0,49101,4,0,5,167297
1,1,0,49101,4,0,6,384674
1,1,0,49101,4,0,7,183135
1,1,0,49101,4,0,8,819428
1,1,0,49101,4,0,9,198973
1,1,0,49101,4,0,10,521079
1,1,0,49101,4,0,11,995201
1,1,0,49101,4,1,0,3117
1,1,0,49101,4,1,1,230649
1,1,0,49101,4,1,2,762213
1,1,0,49101,4,1,3,246487
1,1,0,49101,4,1,4,778051
1,1,0,49101,4,1,5,681241
1,1,0,49101,4,1,6,50631
1,1,0,49101,4,1,7,278163
1,1,0,49101,4,1,8,809727
1,1,0,49101,4,1,9,84543
1,1,0,49101,4,1,10,129594
1,1,0,49101,4,1,11,404413
1,1,0,49101,4,2,0,307603
1,1,0,49101,4,2,1,325677
1,1,0,49101,4,2,2,333596
1,1,0,49101,4,2,3,341515
1,1,0,49101,4,2,4,349434
1,1,0,49101,4,2,5,90453
1,1,0,49101,4,2,6,98372
1,1,0,49101,4,2,7,373191
1,1,0,49101,4,2,8,370955
1,1,0,49101,4,2,9,389029
1,1,0,49101,4,2,10,282064
1,1,0,49101,4,2,11,175099
1,1,0,49101,4,3,0,412786
1,1,0,49101,4,3,1,515279
1,1,0,49101,4,3,2,428624
1,1,0,49101,4,3,3,912901
1,1,0,49101,4,3,4,25546
1,1,0,49101,4,3,5,452381
1,1,0,49101,4,3,6,869061
1,1,0,49101,4,3,7,468219
1,1,0,49101,4,3,8,476138
1,1,0,49101,4,3,9,663050
1,1,0,49101,4,3,10,272363
1,1,0,49101,4,3,11,128266
1,1,0,49101,4,4,0,88898
1,1,0,49101,4,4,1,201546
1,1,0,49101,4,4,2,304039
1,1,0,49101,4,4,3,55213
1,1,0,49101,4,4,4,120574
1,1,0,49101,4,4,5,851441
1,1,0,49101,4,4,6,450599
1,1,0,49101,4,4,7,458518
1,1,0,49101,4,4,8,865043
1,1,0,49101,4,4,9,359472
1,1,0,49101,4,4,10,958633
1,1,0,49101,4,4,11,297558
1,1,0,49101,5,0,0,812300
1,1,0,49101,5,0,1,191845
1,1,0,49101,5,0,2,828138
1,1,0,49101,5,0,3,359699
1,1,0,49101,5,0,4,53431
1,1,0,49101,5,0,5,223521
1,1,0,49101,5,0,6,440898
1,1,0,49101,5,0,7,239359
1,1,0,49101,5,0,8,456736
1,1,0,49101,5,0,9,674113
1,1,0,49101,5,0,10,263116
1,1,0,49101,5,0,11,166306
1,1,0,49101,5,1,0,488412
1,1,0,49101,5,1,1,19973
1,1,0,49101,5,1,2,294792
1,1,0,49101,5,1,3,93253
1,1,0,49101,5,1,4,310630
1,1,0,49101,5,1,5,737465
1,1,0,49101,5,1,6,326468
1,1,0,49101,5,1,7,753303
1,1,0,49101,5,1,8,342306
1,1,0,49101,5,1,9,769141
1,1,0,49101,5,1,10,33802
1,1,0,49101,5,1,11,784979
1,1,0,49101,5,2,0,164524
1,1,0,49101,5,2,1,277172
1,1,0,49101,5,2,2,599278
1,1,0,49101,5,2,3,816655
1,1,0,49101,5,2,4,615116
1,1,0,49101,5,2,5,146677
1,1,0,49101,5,2,6,678241
1,1,0,49101,5,2,7,848331
1,1,0,49101,5,2,8,856250
1,1,0,49101,5,2,9,654711
1,1,0,49101,5,2,10,872088
1,1,0,49101,5,2,11,717836
1,1,0,49101,5,3,0,887926
1,1,0,49101,5,3,1,895845
1,1,0,49101,5,3,2,275390
1,1,0,49101,5,3,3,435325
1,1,0,49101,5,3,4,291228
1,1,0,49101,5,3,5,299147
1,1,0,49101,5,3,6,935440
1,1,0,49101,5,3,7,943359
1,1,0,49101,5,3,8,951278
1,1,0,49101,5,3,9,692297
1,1,0,49101,5,3,10,804945
1,1,0,49101,5,3,11,79761
1,1,0,49101,5,4,0,564038
1,1,0,49101,5,4,1,933431
1,1,0,49101,5,4,2,731892
1,1,0,49101,5,4,3,483066
1,1,0,49101,5,4,4,538272
1,1,0,49101,5,4,5,384020
1,1,0,49101,5,4,6,554110
1,1,0,49101,5,4,7,447145
1,1,0,49101,5,4,8,407777
1,1,0,49101,5,4,9,834612
1,1,0,49101,5,4,10,109428
1,1,0,49101,5,4,11,907892
1,1,0,49101,6,0,0,287437
1,1,0,49101,6,0,1,666985
1,1,0,49101,6,0,2,408004
1,1,0,49101,6,0,3,787552
1,1,0,49101,6,0,4,319113
1,1,0,49101,6,0,5,222303
1,1,0,49101,6,0,6,230222
1,1,0,49101,6,0,7,923957
1,1,0,49101,6,0,8,246060
1,1,0,49101,6,0,9,358708
1,1,0,49101,6,0,10,157169
1,1,0,49101,6,0,11,374546
1,1,0,49101,6,1,0,754094
1,1,0,49101,6,1,1,762013
1,1,0,49101,6,1,2,398303
1,1,0,49101,6,1,3,777851
1,1,0,49101,6,1,4,576312
1,1,0,49101,6,1,5,422060
1,1,0,49101,6,1,6,801608
1,1,0,49101,6,1,7,542627
1,1,0,49101,6,1,8,607988
1,1,0,49101,6,1,9,244278
1,1,0,49101,6,1,10,775842
1,1,0,49101,6,1,11,50658
1,1,0,49101,6,2,0,849122
1,1,0,49101,6,2,1,275954
1,1,0,49101,6,2,2,969689
1,1,0,49101,6,2,3,129621
1,1,0,49101,6,2,4,299711
1,1,0,49101,6,2,5,888717
1,1,0,49101,6,2,6,687178
1,1,0,49101,6,2,7,323468
1,1,0,49101,6,2,8,703016
1,1,0,49101,6,2,9,920393
1,1,0,49101,6,2,10,928312
1,1,0,49101,6,2,11,355144
1,1,0,49101,6,3,0,734692
1,1,0,49101,6,3,1,742611
1,1,0,49101,6,3,2,750530
1,1,0,49101,6,3,3,967907
1,1,0,49101,6,3,4,766368
1,1,0,49101,6,3,5,926303
1,1,0,49101,6,3,6,96390
1,1,0,49101,6,3,7,999583
1,1,0,49101,6,3,8,798044
1,1,0,49101,6,3,9,805963
1,1,0,49101,6,3,10,813882
1,1,0,49101,6,3,11,821801
1,1,0,49101,6,4,0,829720
1,1,0,49101,6,4,1,837639
1,1,0,49101,6,4,2,845558
1,1,0,49101,6,4,3,853477
1,1,0,49101,6,4,4,175580
1,1,0,49101,6,4,5,811873
1,1,0,49101,6,4,6,819792
1,1,0,49101,6,4,7,885153
1,1,0,49101,6,4,8,893072
1,1,0,49101,6,4,9,424633
1,1,0,49101,6,4,10,223094
1,1,0,49101,6,4,11,916829
1,1,0,49101,7,0,0,600406
1,1,0,49101,7,0,1,398867
1,1,0,49101,7,0,2,616244
1,1,0,49101,7,0,3,137650
1,1,0,49101,7,0,4,422624
1,1,0,49101,7,0,5,640001
1,1,0,49101,7,0,6,438462
1,1,0,49101,7,0,7,588242
1,1,0,49101,7,0,8,244842
1,1,0,49101,7,0,9,671677
1,1,0,49101,7,0,10,889054
1,1,0,49101,7,0,11,373328
1,1,0,49101,7,1,0,485976
1,1,0,49101,7,1,1,865524
1,1,0,49101,7,1,2,501814
1,1,0,49101,7,1,3,509733
1,1,0,49101,7,1,4,889281
1,1,0,49101,7,1,5,106655
1,1,0,49101,7,1,6,533490
1,1,0,49101,7,1,7,541409
1,1,0,49101,7,1,8,444599
1,1,0,49101,7,1,9,928876
1,1,0,49101,7,1,10,774624
1,1,0,49101,7,1,11,515643
1,1,0,49101,7,2,0,476275
1,1,0,49101,7,2,1,484194
1,1,0,49101,7,2,2,282655
1,1,0,49101,7,2,3,793909
1,1,0,49101,7,2,4,612680
1,1,0,49101,7,2,5,830057
1,1,0,49101,7,2,6,790689
1,1,0,49101,7,2,7,8063
1,1,0,49101,7,2,8,853814
1,1,0,49101,7,2,9,23901
1,1,0,49101,7,2,10,869652
1,1,0,49101,7,2,11,914703
1,1,0,49101,7,3,0,885490
1,1,0,49101,7,3,1,55577
1,1,0,49101,7,3,2,718847
1,1,0,49101,7,3,3,966689
1,1,0,49101,7,3,4,812437
1,1,0,49101,7,3,5,715627
1,1,0,49101,7,3,6,571530
1,1,0,49101,7,3,7,998365
1,1,0,49101,7,3,8,587368
1,1,0,49101,7,3,9,490558
1,1,0,49101,7,3,10,603206
1,1,0,49101,7,3,11,611125
1,1,0,49101,7,4,0,514315
1,1,0,49101,7,4,1,626963
1,1,0,49101,7,4,2,634882
1,1,0,49101,7,4,3,642801
1,1,0,49101,7,4,4,545991
1,1,0,49101,7,4,5,658639
1,1,0,49101,7,4,6,666558
1,1,0,49101,7,4,7,721764
1,1,0,49101,7,4,8,682396
1,1,0,49101,7,4,9,690315
1,1,0,49101,7,4,10,698234
1,1,0,49101,7,4,11,543982
1,1,0,49101,8,0,0,180272
1,1,0,49101,8,0,1,140904
1,1,0,49101,8,0,2,300839
1,1,0,49101,8,0,3,575658
1,1,0,49101,8,0,4,955206
1,1,0,49101,8,0,5,963125
1,1,0,49101,8,0,6,704144
1,1,0,49101,8,0,7,560047
1,1,0,49101,8,0,8,405795
1,1,0,49101,8,0,9,42085
1,1,0,49101,8,0,10,945278
1,1,0,49101,8,0,11,324823
1,1,0,49101,8,1,0,599642
1,1,0,49101,8,1,1,969035
1,1,0,49101,8,1,2,615480
1,1,0,49101,8,1,3,623399
1,1,0,49101,8,1,4,935350
1,1,0,49101,8,1,5,639237
1,1,0,49101,8,1,6,484985
1,1,0,49101,8,1,7,16546
1,1,0,49101,8,1,8,500823
1,1,0,49101,8,1,9,404013
1,1,0,49101,8,1,10,40303
1,1,0,49101,8,1,11,105664
1,1,0,49101,8,2,0,846686
1,1,0,49101,8,2,1,435689
1,1,0,49101,8,2,2,443608
1,1,0,49101,8,2,3,451527
1,1,0,49101,8,2,4,459446
1,1,0,49101,8,2,5,48449
1,1,0,49101,8,2,6,627300
1,1,0,49101,8,2,7,483203
1,1,0,49101,8,2,8,491122
1,1,0,49101,8,2,9,499041
1,1,0,49101,8,2,10,506960
1,1,0,49101,8,2,11,143250
1,1,0,49101,8,3,0,522798
1,1,0,49101,8,3,1,530717
1,1,0,49101,8,3,2,957552
1,1,0,49101,8,3,3,708726
1,1,0,49101,8,3,4,554474
1,1,0,49101,8,3,5,562393
1,1,0,49101,8,3,6,837212
1,1,0,49101,8,3,7,54586
1,1,0,49101,8,3,8,586150
1,1,0,49101,8,3,9,594069
1,1,0,49101,8,3,10,601988
1,1,0,49101,8,3,11,28820
1,1,0,49101,8,4,0,617826
1,1,0,49101,8,4,1,102100
1,1,0,49101,8,4,2,900564
1,1,0,49101,8,4,3,908483
1,1,0,49101,8,4,4,21128
1,1,0,49101,8,4,5,809437
1,1,0,49101,8,4,6,236269
1,1,0,49101,8,4,7,92172
1,1,0,49101,8,4,8,948078
1,1,0,49101,8,4,9,108010
1,1,0,49101,8,4,10,906474
1,1,0,49101,8,4,11,123848
1,1,1,49102,0,0,0,807428
1,1,1,49102,0,0,1,301857
1,1,1,49102,0,0,2,309776
1,1,1,49102,0,0,3,3508
1,1,1,49102,0,0,4,220885
1,1,1,49102,0,0,5,228804
1,1,1,49102,0,0,6,27265
1,1,1,49102,0,0,7,244642
1,1,1,49102,0,0,8,357290
1,1,1,49102,0,0,9,155751
1,1,1,49102,0,0,10,373128
1,1,1,49102,0,0,11,208721
1,1,1,49102,0,1,0,388966
1,1,1,49102,0,1,1,396885
1,1,1,49102,0,1,2,404804
1,1,1,49102,0,1,3,993810
1,1,1,49102,0,1,4,420642
1,1,1,49102,0,1,5,428561
1,1,1,49102,0,1,6,436480
1,1,1,49102,0,1,7,339670
1,1,1,49102,0,1,8,347589
1,1,1,49102,0,1,9,460237
1,1,1,49102,0,1,10,468156
1,1,1,49102,0,1,11,476075
1,1,1,49102,0,2,0,483994
1,1,1,49102,0,2,1,491913
1,1,1,49102,0,2,2,499832
1,1,1,49102,0,2,3,403022
1,1,1,49102,0,2,4,515670
1,1,1,49102,0,2,5,523589
1,1,1,49102,0,2,6,757788
1,1,1,49102,0,2,7,539427
1,1,1,49102,0,2,8,861533
1,1,1,49102,0,2,9,555265
1,1,1,49102,0,2,10,877371
1,1,1,49102,0,2,11,571103
1,1,1,49102,0,3,0,910031
1,1,1,49102,0,3,1,586941
1,1,1,49102,0,3,2,280673
1,1,1,49102,0,3,3,629756
1,1,1,49102,0,3,4,46433
1,1,1,49102,0,3,5,199701
1,1,1,49102,0,3,6,177155
1,1,1,49102,0,3,7,756006
1,1,1,49102,0,3,8,223458
1,1,1,49102,0,3,9,771844
1,1,1,49102,0,3,10,658212
1,1,1,49102,0,3,11,980318
1,1,1,49102,0,4,0,674050
1,1,1,49102,0,4,1,996156
1,1,1,49102,0,4,2,916168
1,1,1,49102,0,4,3,924087
1,1,1,49102,0,4,4,915184
1,1,1,49102,0,4,5,713645
1,1,1,49102,0,4,6,366757
1,1,1,49102,0,4,7,955763
1,1,1,49102,0,4,8,51586
1,1,1,49102,0,4,9,745321
1,1,1,49102,0,4,10,753240
1,1,1,49102,0,4,11,761159
1,1,1,49102,1,0,0,701481
1,1,1,49102,1,0,1,719555
1,1,1,49102,1,0,2,203829
1,1,1,49102,1,0,3,897564
1,1,1,49102,1,0,4,114938
1,1,1,49102,1,0,5,484331
1,1,1,49102,1,0,6,921321
1,1,1,49102,1,0,7,128540
1,1,1,49102,1,0,8,927004
1,1,1,49102,1,0,9,411278
1,1,1,49102,1,0,10,257026
1,1,1,49102,1,0,11,160216
1,1,1,49102,1,1,0,539764
1,1,1,49102,1,1,1,453109
1,1,1,49102,1,1,2,461028
1,1,1,49102,1,1,3,468947
1,1,1,49102,1,1,4,476866
1,1,1,49102,1,1,5,484785
1,1,1,49102,1,1,6,492704
1,1,1,49102,1,1,7,500623
1,1,1,49102,1,1,8,508542
1,1,1,49102,1,1,9,516461
1,1,1,49102,1,1,10,524380
1,1,1,49102,1,1,11,532299
1,1,1,49102,1,2,0,540218
1,1,1,49102,1,2,1,548137
1,1,1,49102,1,2,2,556056
1,1,1,49102,1,2,3,563975
1,1,1,49102,1,2,4,571894
1,1,1,49102,1,2,5,103455
1,1,1,49102,1,2,6,6645
1,1,1,49102,1,2,7,119293
1,1,1,49102,1,2,8,59615
1,1,1,49102,1,2,9,30402
1,1,1,49102,1,2,10,724137
1,1,1,49102,1,2,11,607017
1,1,1,49102,1,3,0,739975
1,1,1,49102,1,3,1,166807
1,1,1,49102,1,3,2,755813
1,1,1,49102,1,3,3,763732
1,1,1,49102,1,3,4,771651
1,1,1,49102,1,3,5,779570
1,1,1,49102,1,3,6,233379
1,1,1,49102,1,3,7,214321
1,1,1,49102,1,3,8,803327
1,1,1,49102,1,3,9,230159
1,1,1,49102,1,3,10,950871
1,1,1,49102,1,3,11,141268
1,1,1,49102,1,4,0,835003
1,1,1,49102,1,4,1,947651
1,1,1,49102,1,4,2,850841
1,1,1,49102,1,4,3,858760
1,1,1,49102,1,4,4,866679
1,1,1,49102,1,4,5,874598
1,1,1,49102,1,4,6,882517
1,1,1,49102,1,4,7,995165
1,1,1,49102,1,4,8,448974
1,1,1,49102,1,4,9,906274
1,1,1,49102,1,4,10,228377
1,1,1,49102,1,4,11,236296
1,1,1,49102,2,0,0,548247
1,1,1,49102,2,0,1,241979
1,1,1,49102,2,0,2,726256
1,1,1,49102,2,0,3,943633
1,1,1,49102,2,0,4,161007
1,1,1,49102,2,0,5,483113
1,1,1,49102,2,0,6,595761
1,1,1,49102,2,0,7,603680
1,1,1,49102,2,0,8,878499
1,1,1,49102,2,0,9,619518
1,1,1,49102,2,0,10,9218
1,1,1,49102,2,0,11,902256
1,1,1,49102,2,1,0,281801
1,1,1,49102,2,1,1,651194
1,1,1,49102,2,1,2,973300
1,1,1,49102,2,1,3,143387
1,1,1,49102,2,1,4,941851
1,1,1,49102,2,1,5,263954
1,1,1,49102,2,1,6,167144
1,1,1,49102,2,1,7,698708
1,1,1,49102,2,1,8,706627
1,1,1,49102,2,1,9,400359
1,1,1,49102,2,1,10,198820
1,1,1,49102,2,1,11,112165
1,1,1,49102,2,2,0,843032
1,1,1,49102,2,2,1,746222
1,1,1,49102,2,2,2,21038
1,1,1,49102,2,2,3,447873
1,1,1,49102,2,2,4,874708
1,1,1,49102,2,2,5,777898
1,1,1,49102,2,2,6,785817
1,1,1,49102,2,2,7,60633
1,1,1,49102,2,2,8,278010
1,1,1,49102,2,2,9,971745
1,1,1,49102,2,2,10,84390
1,1,1,49102,2,2,11,139596
1,1,1,49102,2,3,0,100228
1,1,1,49102,2,3,1,155434
1,1,1,49102,2,3,2,268082
1,1,1,49102,2,3,3,485459
1,1,1,49102,2,3,4,598107
1,1,1,49102,2,3,5,359436
1,1,1,49102,2,3,6,299758
1,1,1,49102,2,3,7,375274
1,1,1,49102,2,3,8,629783
1,1,1,49102,2,3,9,637702
1,1,1,49102,2,3,10,645621
1,1,1,49102,2,3,11,82608
1,1,1,49102,2,4,0,414869
1,1,1,49102,2,4,1,622091
1,1,1,49102,2,4,2,221249
1,1,1,49102,2,4,3,438626
1,1,1,49102,2,4,4,656003
1,1,1,49102,2,4,5,653767
1,1,1,49102,2,4,6,252925
1,1,1,49102,2,4,7,260844
1,1,1,49102,2,4,8,96437
1,1,1,49102,2,4,9,276682
1,1,1,49102,2,4,10,625765
1,1,1,49102,2,4,11,292520
1,1,1,49102,3,0,0,33539
1,1,1,49102,3,0,1,879290
1,1,1,49102,3,0,2,201393
1,1,1,49102,3,0,3,895128
1,1,1,49102,3,0,4,903047
1,1,1,49102,3,0,5,120421
1,1,1,49102,3,0,6,81053
1,1,1,49102,3,0,7,774788
1,1,1,49102,3,0,8,201620
1,1,1,49102,3,0,9,942642
1,1,1,49102,3,0,10,112729
1,1,1,49102,3,0,11,958480
1,1,1,49102,3,1,0,966399
1,1,1,49102,3,1,1,497960
1,1,1,49102,3,1,2,610608
1,1,1,49102,3,1,3,990156
1,1,1,49102,3,1,4,835904
1,1,1,49102,3,1,5,634365
1,1,1,49102,3,1,6,861897
1,1,1,49102,3,1,7,812374
1,1,1,49102,3,1,8,658122
1,1,1,49102,3,1,9,666041
1,1,1,49102,3,1,10,579386
1,1,1,49102,3,1,11,901492
1,1,1,49102,3,2,0,595224
1,1,1,49102,3,2,1,603143
1,1,1,49102,3,2,2,391449
1,1,1,49102,3,2,3,618981
1,1,1,49102,3,2,4,674187
1,1,1,49102,3,2,5,263190
1,1,1,49102,3,2,6,642738
1,1,1,49102,3,2,7,650657
1,1,1,49102,3,2,8,753150
1,1,1,49102,3,2,9,970527
1,1,1,49102,3,2,10,721701
1,1,1,49102,3,2,11,310704
1,1,1,49102,3,3,0,585523
1,1,1,49102,3,3,1,802900
1,1,1,49102,3,3,2,648648
1,1,1,49102,3,3,3,714009
1,1,1,49102,3,3,4,25957
1,1,1,49102,3,3,5,939305
1,1,1,49102,3,3,6,670169
1,1,1,49102,3,3,7,640956
1,1,1,49102,3,3,8,533991
1,1,1,49102,3,3,9,656794
1,1,1,49102,3,3,10,664713
1,1,1,49102,3,3,11,672632
1,1,1,49102,3,4,0,670396
1,1,1,49102,3,4,1,793199
1,1,1,49102,3,4,2,10573
1,1,1,49102,3,4,3,18492
1,1,1,49102,3,4,4,712227
1,1,1,49102,3,4,5,453246
1,1,1,49102,3,4,6,728065
1,1,1,49102,3,4,7,306913
1,1,1,49102,3,4,8,743903
1,1,1,49102,3,4,9,741667
1,1,1,49102,3,4,10,864470
1,1,1,49102,3,4,11,605489
1,1,1,49102,4,0,0,613408
1,1,1,49102,4,0,1,888227
1,1,1,49102,4,0,2,409633
1,1,1,49102,4,0,3,637165
1,1,1,49102,4,0,4,645084
1,1,1,49102,4,0,5,919903
1,1,1,49102,4,0,6,184564
1,1,1,49102,4,0,7,668841
1,1,1,49102,4,0,8,676760
1,1,1,49102,4,0,9,579950
1,1,1,49102,4,0,10,216240
1,1,1,49102,4,0,11,700517
1,1,1,49102,4,1,0,708436
1,1,1,49102,4,1,1,821084
1,1,1,49102,4,1,2,95900
1,1,1,49102,4,1,3,732193
1,1,1,49102,4,1,4,577941
1,1,1,49102,4,1,5,748031
1,1,1,49102,4,1,6,755950
1,1,1,49102,4,1,7,496969
1,1,1,49102,4,1,8,981246
1,1,1,49102,4,1,9,93891
1,1,1,49102,4,1,10,892355
1,1,1,49102,4,1,11,528645
1,1,1,49102,4,2,0,431835
1,1,1,49102,4,2,1,706654
1,1,1,49102,4,2,2,714573
1,1,1,49102,4,2,3,722492
1,1,1,49102,4,2,4,730411
1,1,1,49102,4,2,5,738330
1,1,1,49102,4,2,6,641520
1,1,1,49102,4,2,7,649439
1,1,1,49102,4,2,8,762087
1,1,1,49102,4,2,9,770006
1,1,1,49102,4,2,10,777925
1,1,1,49102,4,2,11,623673
1,1,1,49102,4,3,0,793763
1,1,1,49102,4,3,1,11137
1,1,1,49102,4,3,2,704872
1,1,1,49102,4,3,3,760078
1,1,1,49102,4,3,4,501097
1,1,1,49102,4,3,5,194829
1,1,1,49102,4,3,6,946006
1,1,1,49102,4,3,7,430280
1,1,1,49102,4,3,8,438199
1,1,1,49102,4,3,9,446118
1,1,1,49102,4,3,10,349308
1,1,1,49102,4,3,11,880872
1,1,1,49102,4,4,0,564449
1,1,1,49102,4,4,1,477794
1,1,1,49102,4,4,2,114084
1,1,1,49102,4,4,3,493632
1,1,1,49102,4,4,4,501551
1,1,1,49102,4,4,5,509470
1,1,1,49102,4,4,6,517389
1,1,1,49102,4,4,7,525308
1,1,1,49102,4,4,8,56869
1,1,1,49102,4,4,9,541146
1,1,1,49102,4,4,10,549065
1,1,1,49102,4,4,11,556984
1,1,1,49102,5,0,0,193274
1,1,1,49102,5,0,1,887009
1,1,1,49102,5,0,2,361128
1,1,1,49102,5,0,3,369047
1,1,1,49102,5,0,4,15492
1,1,1,49102,5,0,5,128140
1,1,1,49102,5,0,6,31330
1,1,1,49102,5,0,7,610181
1,1,1,49102,5,0,8,151897
1,1,1,49102,5,0,9,55087
1,1,1,49102,5,0,10,52851
1,1,1,49102,5,0,11,70925
1,1,1,49102,5,1,0,183573
1,1,1,49102,5,1,1,458392
1,1,1,49102,5,1,2,361582
1,1,1,49102,5,1,3,474230
1,1,1,49102,5,1,4,215249
1,1,1,49102,5,1,5,490068
1,1,1,49102,5,1,6,21629
1,1,1,49102,5,1,7,809938
1,1,1,49102,5,1,8,665841
1,1,1,49102,5,1,9,521744
1,1,1,49102,5,1,10,529663
1,1,1,49102,5,1,11,851769
1,1,1,49102,5,2,0,440772
1,1,1,49102,5,2,1,553420
1,1,1,49102,5,2,2,875526
1,1,1,49102,5,2,3,883445
1,1,1,49102,5,2,4,577177
1,1,1,49102,5,2,5,585096
1,1,1,49102,5,2,6,326115
1,1,1,49102,5,2,7,600934
1,1,1,49102,5,2,8,608853
1,1,1,49102,5,2,9,616772
1,1,1,49102,5,2,10,148333
1,1,1,49102,5,2,11,450129
1,1,1,49102,5,3,0,640529
1,1,1,49102,5,3,1,648448
1,1,1,49102,5,3,2,75280
1,1,1,49102,5,3,3,664286
1,1,1,49102,5,3,4,881663
1,1,1,49102,5,3,5,99037
1,1,1,49102,5,3,6,505562
1,1,1,49102,5,3,7,695962
1,1,1,49102,5,3,8,227523
1,1,1,49102,5,3,9,711800
1,1,1,49102,5,3,10,348090
1,1,1,49102,5,3,11,251280
1,1,1,49102,5,4,0,735557
1,1,1,49102,5,4,1,743476
1,1,1,49102,5,4,2,751395
1,1,1,49102,5,4,3,759314
1,1,1,49102,5,4,4,385449
1,1,1,49102,5,4,5,764997
1,1,1,49102,5,4,6,249271
1,1,1,49102,5,4,7,105174
1,1,1,49102,5,4,8,265109
1,1,1,49102,5,4,9,16283
1,1,1,49102,5,4,10,814747
1,1,1,49102,5,4,11,241579
1,1,1,49102,6,0,0,134614
1,1,1,49102,6,0,1,723620
1,1,1,49102,6,0,2,684252
1,1,1,49102,6,0,3,587442
1,1,1,49102,6,0,4,595361
1,1,1,49102,6,0,5,174209
1,1,1,49102,6,0,6,867944
1,1,1,49102,6,0,7,666405
1,1,1,49102,6,0,8,627037
1,1,1,49102,6,0,9,634956
1,1,1,49102,6,0,10,642875
1,1,1,49102,6,0,11,755523
1,1,1,49102,6,1,0,239797
1,1,1,49102,6,1,1,247716
1,1,1,49102,6,1,2,674551
1,1,1,49102,6,1,3,263554
1,1,1,49102,6,1,4,271473
1,1,1,49102,6,1,5,698308
1,1,1,49102,6,1,6,706227
1,1,1,49102,6,1,7,714146
1,1,1,49102,6,1,8,826794
1,1,1,49102,6,1,9,311068
1,1,1,49102,6,1,10,633174
1,1,1,49102,6,1,11,641093
1,1,1,49102,6,2,0,649012
1,1,1,49102,6,2,1,923831
1,1,1,49102,6,2,2,921595
1,1,1,49102,6,2,3,672769
1,1,1,49102,6,2,4,366501
1,1,1,49102,6,2,5,374420
1,1,1,49102,6,2,6,372184
1,1,1,49102,6,2,7,390258
1,1,1,49102,6,2,8,83990
1,1,1,49102,6,2,9,720283
