qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
initiation_policy,one_shared_frozen_value_and_common_feature_block_across_all_arms
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,196
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,280
shadow_mse_div100_learned_reduced12,847
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1723
shadow_r2_per_mille_learned_reduced12,749
shadow_global_ratio_per_mille,632
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_oracle_positive_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,unknown_choice,wrong_nonunknown_commit,oracle_positive_success,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_oracle_positive_init_pm,mean_observations_x1000
cell,1,0,0,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,3,arm,0,40,12,0,0,12,0,0,0,0,50832,12653,2832,35,0,0,0,-50832,0,0,40,0,0,0,0,0,2916
cell,1,0,3,arm,1,40,12,0,0,12,0,0,0,0,50832,12653,2832,35,0,0,0,-50832,0,0,40,0,0,0,0,0,2916
cell,1,0,3,arm,2,40,12,0,0,12,0,0,0,0,50832,12653,2832,35,0,0,0,-50832,0,0,40,0,0,0,0,0,2916
cell,1,0,3,arm,3,40,12,0,0,12,0,0,0,0,50832,12653,2832,35,0,0,0,-50832,0,0,40,0,0,0,0,0,2916
cell,1,0,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,0,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,0,arm,0,40,2,0,0,2,0,0,0,0,48919,4487,919,13,0,0,0,-48919,0,0,40,0,0,0,0,0,6500
cell,1,1,0,arm,1,40,2,0,0,2,0,0,0,0,48919,4487,919,13,0,0,0,-48919,0,0,40,0,0,0,0,0,6500
cell,1,1,0,arm,2,40,2,0,0,2,0,0,0,0,48919,4487,919,13,0,0,0,-48919,0,0,40,0,0,0,0,0,6500
cell,1,1,0,arm,3,40,2,0,0,2,0,0,0,0,48919,4487,919,13,0,0,0,-48919,0,0,40,0,0,0,0,0,6500
cell,1,1,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,3,arm,0,40,8,0,0,8,0,0,0,0,48748,4388,748,12,0,0,0,-48748,0,0,40,0,0,0,0,0,1500
cell,1,1,3,arm,1,40,8,0,0,8,0,0,0,0,48748,4388,748,12,0,0,0,-48748,0,0,40,0,0,0,0,0,1500
cell,1,1,3,arm,2,40,8,0,0,8,0,0,0,0,48748,4388,748,12,0,0,0,-48748,0,0,40,0,0,0,0,0,1500
cell,1,1,3,arm,3,40,8,0,0,8,0,0,0,0,48748,4388,748,12,0,0,0,-48748,0,0,40,0,0,0,0,0,1500
cell,1,1,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,1,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,1,2,0,arm,0,40,4,0,0,4,0,40,0,0,5431,14672,5431,50,2,0,2,34569,0,0,0,0,0,0,0,0,12500
cell,1,2,0,arm,1,40,4,0,0,4,0,40,0,0,5431,14672,5431,50,2,0,2,34569,0,0,0,0,0,0,0,0,12500
cell,1,2,0,arm,2,40,4,0,0,4,0,40,0,0,5431,14672,5431,50,2,0,2,34569,0,0,0,0,0,0,0,0,12500
cell,1,2,0,arm,3,40,4,0,0,4,0,40,0,0,5431,14672,5431,50,2,0,2,34569,0,0,0,0,0,0,0,0,12500
cell,1,2,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,3,arm,0,40,14,0,0,14,0,40,0,0,1848,9927,1848,31,0,0,0,38152,0,0,0,0,0,0,0,0,2214
cell,1,2,3,arm,1,40,14,0,0,14,0,40,0,0,1848,9927,1848,31,0,0,0,38152,0,0,0,0,0,0,0,0,2214
cell,1,2,3,arm,2,40,14,0,0,14,0,40,0,0,1848,9927,1848,31,0,0,0,38152,0,0,0,0,0,0,0,0,2214
cell,1,2,3,arm,3,40,14,0,0,14,0,40,0,0,1848,9927,1848,31,0,0,0,38152,0,0,0,0,0,0,0,0,2214
cell,1,2,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,2,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,3,arm,0,40,6,0,0,6,0,40,0,0,1031,6948,1031,20,0,0,0,38969,0,0,0,0,0,0,0,0,3333
cell,1,3,3,arm,1,40,6,0,0,6,0,40,0,0,1031,6948,1031,20,0,0,0,38969,0,0,0,0,0,0,0,0,3333
cell,1,3,3,arm,2,40,6,0,0,6,0,40,0,0,1031,6948,1031,20,0,0,0,38969,0,0,0,0,0,0,0,0,3333
cell,1,3,3,arm,3,40,6,0,0,6,0,40,0,0,1031,6948,1031,20,0,0,0,38969,0,0,0,0,0,0,0,0,3333
cell,1,3,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,3,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,4,0,arm,0,40,2,10,2,0,2,2,2,0,78728,5940,1742,18,2,0,0,-75742,40,0,38,2,200,1000,1000,1000,9000
cell,1,4,0,arm,1,40,2,10,2,0,2,2,2,0,78728,5940,1742,18,2,0,0,-75742,40,0,38,2,200,1000,1000,1000,9000
cell,1,4,0,arm,2,40,2,10,2,0,2,2,2,0,78728,5940,1742,18,2,0,0,-75742,40,0,38,2,200,1000,1000,1000,9000
cell,1,4,0,arm,3,40,2,10,2,0,2,2,2,0,78728,5940,1742,18,2,0,0,-75742,40,0,38,2,200,1000,1000,1000,9000
cell,1,4,1,arm,0,40,0,1,0,0,0,0,0,0,80024,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,1,arm,1,40,0,1,0,0,0,0,0,0,80024,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,1,arm,2,40,0,1,0,0,0,0,0,0,80024,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,1,arm,3,40,0,1,0,0,0,0,0,0,80024,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,2,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,2,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,2,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,2,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,3,arm,0,40,13,14,10,3,1,1,1,9,82168,8199,1693,25,1,0,0,-78693,40,0,39,1,714,769,76,100,1923
cell,1,4,3,arm,1,40,13,14,10,3,1,1,1,9,82168,8199,1693,25,1,0,0,-78693,40,0,39,1,714,769,76,100,1923
cell,1,4,3,arm,2,40,13,14,10,3,1,1,1,9,82168,8199,1693,25,1,0,0,-78693,40,0,39,1,714,769,76,100,1923
cell,1,4,3,arm,3,40,13,14,10,3,1,1,1,9,82168,8199,1693,25,1,0,0,-78693,40,0,39,1,714,769,76,100,1923
cell,1,4,4,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,4,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,4,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,4,4,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,1,5,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,3,arm,0,40,6,0,0,6,0,40,0,0,2922,12918,2922,36,0,0,0,37078,0,0,0,0,0,0,0,0,6000
cell,1,5,3,arm,1,40,6,0,0,6,0,40,0,0,2922,12918,2922,36,0,0,0,37078,0,0,0,0,0,0,0,0,6000
cell,1,5,3,arm,2,40,6,0,0,6,0,40,0,0,2922,12918,2922,36,0,0,0,37078,0,0,0,0,0,0,0,0,6000
cell,1,5,3,arm,3,40,6,0,0,6,0,40,0,0,2922,12918,2922,36,0,0,0,37078,0,0,0,0,0,0,0,0,6000
cell,1,5,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,5,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,3,arm,0,40,9,0,0,9,0,40,0,0,1764,8408,1764,23,0,0,0,38236,0,0,0,0,0,0,0,0,2555
cell,1,6,3,arm,1,40,9,0,0,9,0,40,0,0,1764,8408,1764,23,0,0,0,38236,0,0,0,0,0,0,0,0,2555
cell,1,6,3,arm,2,40,9,0,0,9,0,40,0,0,1764,8408,1764,23,0,0,0,38236,0,0,0,0,0,0,0,0,2555
cell,1,6,3,arm,3,40,9,0,0,9,0,40,0,0,1764,8408,1764,23,0,0,0,38236,0,0,0,0,0,0,0,0,2555
cell,1,6,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,6,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,0,arm,0,40,1,0,0,1,0,40,0,0,1017,3641,1017,11,0,0,0,38983,0,0,0,0,0,0,0,0,11000
cell,1,7,0,arm,1,40,1,0,0,1,0,40,0,0,1017,3641,1017,11,0,0,0,38983,0,0,0,0,0,0,0,0,11000
cell,1,7,0,arm,2,40,1,0,0,1,0,40,0,0,1017,3641,1017,11,0,0,0,38983,0,0,0,0,0,0,0,0,11000
cell,1,7,0,arm,3,40,1,0,0,1,0,40,0,0,1017,3641,1017,11,0,0,0,38983,0,0,0,0,0,0,0,0,11000
cell,1,7,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,3,arm,0,40,11,0,0,11,0,40,0,0,5332,24724,5332,77,0,0,0,34668,0,0,0,0,0,0,0,0,7000
cell,1,7,3,arm,1,40,11,0,0,11,0,40,0,0,5332,24724,5332,77,0,0,0,34668,0,0,0,0,0,0,0,0,7000
cell,1,7,3,arm,2,40,11,0,0,11,0,40,0,0,5332,24724,5332,77,0,0,0,34668,0,0,0,0,0,0,0,0,7000
cell,1,7,3,arm,3,40,11,0,0,11,0,40,0,0,5332,24724,5332,77,0,0,0,34668,0,0,0,0,0,0,0,0,7000
cell,1,7,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,7,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,3,arm,0,40,5,0,0,5,0,40,0,0,1798,8605,1798,25,0,0,0,38202,0,0,0,0,0,0,0,0,5000
cell,1,8,3,arm,1,40,5,0,0,5,0,40,0,0,1798,8605,1798,25,0,0,0,38202,0,0,0,0,0,0,0,0,5000
cell,1,8,3,arm,2,40,5,0,0,5,0,40,0,0,1798,8605,1798,25,0,0,0,38202,0,0,0,0,0,0,0,0,5000
cell,1,8,3,arm,3,40,5,0,0,5,0,40,0,0,1798,8605,1798,25,0,0,0,38202,0,0,0,0,0,0,0,0,5000
cell,1,8,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,1,8,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,0,0,arm,0,40,1,0,0,1,0,0,0,0,50094,6336,2094,16,0,0,1,-50094,0,0,40,0,0,0,0,0,16000
cell,2,0,0,arm,1,40,1,0,0,1,0,0,0,0,50094,6336,2094,16,0,0,1,-50094,0,0,40,0,0,0,0,0,16000
cell,2,0,0,arm,2,40,1,0,0,1,0,0,0,0,50094,6336,2094,16,0,0,1,-50094,0,0,40,0,0,0,0,0,16000
cell,2,0,0,arm,3,40,1,0,0,1,0,0,0,0,50094,6336,2094,16,0,0,1,-50094,0,0,40,0,0,0,0,0,16000
cell,2,0,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,3,arm,0,40,3,0,0,3,0,0,0,0,48595,2562,595,8,0,0,0,-48595,0,0,40,0,0,0,0,0,2666
cell,2,0,3,arm,1,40,3,0,0,3,0,0,0,0,48595,2562,595,8,0,0,0,-48595,0,0,40,0,0,0,0,0,2666
cell,2,0,3,arm,2,40,3,0,0,3,0,0,0,0,48595,2562,595,8,0,0,0,-48595,0,0,40,0,0,0,0,0,2666
cell,2,0,3,arm,3,40,3,0,0,3,0,0,0,0,48595,2562,595,8,0,0,0,-48595,0,0,40,0,0,0,0,0,2666
