id	cat	verdict	hits	key	response
K-142	MATH	INCORRECT	2	gb:pg10002:178	At times, I shouted; but only the echoes answered back. I thought thus | perhaps to frighten or stir the creature to showing itself; but only | succeeded in bringing my sister Mary out, to know what w
K-143	MATH	INCORRECT	2	gb:pg100:2383	MARDIAN. | Death of one person can be paid but once, | And that she has discharged. What thou wouldst do | Is done unto thy hand. The last she spake | Was “Antony! Most noble Antony!” | Then in the mi
K-144	MATH	INCORRECT	2	gb:pg100:37646	PAULINA. | What, sovereign sir, | I did not well, I meant well. All my services | You have paid home: but that you have vouchsaf’d, | With your crown’d brother and these your contracted | Heirs of you
K-145	MATH	INCORRECT	2	gb:pg10002:178	At times, I shouted; but only the echoes answered back. I thought thus | perhaps to frighten or stir the creature to showing itself; but only | succeeded in bringing my sister Mary out, to know what w
K-146	MATH	INCORRECT	2	gb:pg10102:1926	As we passed Lanskaya, and ran through the outer suburbs of Petersburg, | my fellow-traveler became inquisitive as to where I was going, but I was | somewhat unresponsive, and busied myself with my ba
K-147	MATH	INCORRECT	2	gb:pg10002:178	At times, I shouted; but only the echoes answered back. I thought thus | perhaps to frighten or stir the creature to showing itself; but only | succeeded in bringing my sister Mary out, to know what w
K-148	MATH	INCORRECT	2	gb:pg100:2383	MARDIAN. | Death of one person can be paid but once, | And that she has discharged. What thou wouldst do | Is done unto thy hand. The last she spake | Was “Antony! Most noble Antony!” | Then in the mi
K-149	MATH	INCORRECT	2	gb:pg100:37646	PAULINA. | What, sovereign sir, | I did not well, I meant well. All my services | You have paid home: but that you have vouchsaf’d, | With your crown’d brother and these your contracted | Heirs of you
K-150	MATH	INCORRECT	2	gb:pg10002:178	At times, I shouted; but only the echoes answered back. I thought thus | perhaps to frighten or stir the creature to showing itself; but only | succeeded in bringing my sister Mary out, to know what w
K-151	WORLD	INCORRECT	3	gb:pg11615:6025	"Virgil wrote the Ænead." _Kirkham's Gram._, p. 56. "Which, to a | supercilious or inconsiderate Japaner, would seem very idle and | impertinent." _Locke, on Ed._, p. 225. "Will not a look of disdain 
K-152	WORLD	INCORRECT	2	gb:pg1150:372	The extremes, then, of this country are partly bounded by a frontier of | another land, and partly enclosed by the waters of the adjacent sea. The | interior is washed and encompassed by the ocean; an
K-153	WORLD	INCORRECT	3	gb:pg1057:630	Or Titian’s little maiden on the stair | White as her own sweet lily and as tall, | Or Mona Lisa smiling through her hair,— | Ah! somehow life is bigger after all | Than any painted angel, could we se
K-154	WORLD	INCORRECT	3	gb:pg1200:1153	This response, quoth Pantagruel, maketh not very much for your benefit or | advantage; for it plainly signifies and denoteth that your wife shall be a | strumpet, and yourself by consequence a cuckold
K-155	WORLD	INCORRECT	4	gb:pg100:5287	CORIOLANUS. | My name is Caius Martius, who hath done | To thee particularly and to all the Volsces | Great hurt and mischief; thereto witness may | My surname Coriolanus. The painful service, | The e
K-156	WORLD	INCORRECT	4	gb:pg32101:1550	After the clean-up we came to camp, waiting for the river to break and | the first boat to follow. It was then that the suspense began to tell on | our partner. He read and reread his letters, but the
K-157	WORLD	CORRECT	3	gb:pg15735:303	"The Negro nations of Africa differ widely as to their | manner of life and their characters, both of mind and body, | in different parts of that continent, according as they have | existed under diff
K-158	WORLD	INCORRECT	3	gb:pg25851:1749	The voyage thence to Naples, written from the latter place, is too | capital a description to be lost. The steamer in which they embarked was | "the new express English ship," but they found her to be
K-159	WORLD	INCORRECT	4	gb:pg10136:5624	_Note_. William Cobbett, the English radical writer and politician, was | a great cultivator and admirer of maize, and constantly ate it as a | vegetable, boiled. We believe he printed a special recip
K-160	WORLD	CORRECT	3	gb:pg12342:11004	PARIS (2,448), the capital of France, in the centre of the northern | half of the country, on both banks of the Seine, and on two islands (La | Cité and St. Louis) in the middle, 110 m. from the sea; 
K-161	WORLD	INCORRECT	3	gb:pg30107:914	This is the operation by which is carried into effect the law of | Sir Thomas Gresham (a merchant of the time of Elizabeth) to the | purport that “money of less value drives out money of more value,” 
K-162	WORLD	INCORRECT	2	gb:pg10800:1435	Pleasant objects are infinite, whether they be such as have life, or be | without life; inanimate are countries, provinces, towers, towns, | cities, as he said, [4521]Pulcherrimam insulam videmus, eti
K-163	WORLD	INCORRECT	3	gb:pg10800:1045~1	Shouten | and Le Meir have done well in the discovery of the Straits of Magellan, | in finding a more convenient passage to Mare pacificum: methinks some | of our modern argonauts should prosecute the
K-164	WORLD	INCORRECT	3	gb:pg11618:192	Many of these songs, so natural, fresh, and spontaneous, together with | sonnets and other more elaborate forms of lyrical verse, were printed in | miscellanies, such as the _Passionate Pilgrim, Engla
K-165	WORLD	INCORRECT	3	gb:pg2739:2228	I am very much obliged for your note and the extract, which have | interested me extremely. I cannot disbelieve for a moment Agassiz on | Glacial action after all his experience, as you say, and after
K-166	WORLD	INCORRECT	4	gb:pg10800:1164~0	as Cato told his soldiers marching in the deserts of Libya, Thirst, | heat, sands, serpents, were pleasant to a valiant man; honourable | enterprises are accompanied with dangers and damages, as exper
K-167	WORLD	INCORRECT	3	gb:pg30155:172	Nevertheless we must now draw attention to the fact that a theory of | this phenomenon was given by H. A. Lorentz long before the statement of | the theory of relativity. This theory was of a purely e
K-168	WORLD	INCORRECT	3	gb:pg1200:847	Pantagruel one day, to refresh himself of his study, went a-walking towards | St. Marcel’s suburbs, to see the extravagancy of the Gobeline building, and | to taste of their spiced bread. Panurge was 
K-169	WORLD	INCORRECT	3	gb:pg1051:61	"He who first shortened the labor of Copyists by device of _Movable | Types_ was disbanding hired Armies, and cashiering most Kings and | Senates, and creating a whole new Democratic world: he had inv
K-170	WORLD	INCORRECT	3	gb:pg10800:2082~0	Yet what I have formerly said of other melancholy, I will say again, it | may be cured or mitigated at least by some contrary passion, good | counsel and persuasion, if it be withstood in the beginnin
K-171	WORLD	INCORRECT	4	gb:pg10800:2126~0	as he that walks by moonshine in a wood, they groped in the dark; they | had a gross knowledge, as he in Euripides, O Deus quicquid es, sive | coelum, sive terra, sive aliud quid, and that of Aristotl
K-172	WORLD	INCORRECT	4	gb:pg1023:5475	A very quiet night. When the moon shines very brilliantly, a solitude | and stillness seem to proceed from her that influence even crowded | places full of life. Not only is it a still night on dusty 
K-173	WORLD	INCORRECT	4	gb:pg12342:7661	HAWAIIAN ISLANDS (named by Cook the Sandwich Islands) (90), a group | of volcanic islands, 12 in number, situated in the North Pacific; total | area somewhat larger than Yorkshire. Of the five inhabit
K-174	WORLD	CORRECT	2	gb:pg10609:438	GEORGE CHAPMAN (1559?-1634). Chapman spent his long, quiet life among the | dramatists, and wrote chiefly for the stage. His plays, which were for the | most part merely poems in dialogue, fell far be
K-175	WORLD	CORRECT	3	gb:pg5197:121	Beethoven’s Ninth Symphony became the mystical goal of all my strange | thoughts and desires about music. I was first attracted to it by the | opinion prevalent among musicians, not only in Leipzig bu
K-176	WORLD	INCORRECT	3	gb:pg12342:11664	PRINCE EDWARD ISLAND (109), an island province of Canada, in the S. | of Gulf of St. Lawrence, occupies a great bay formed by New Brunswick, | Nova Scotia, and Cape Breton, and is somewhat larger than
K-177	WORLD	INCORRECT	5	gb:pg43376:374	Meanwhile, in strong contrast to the lingering conservatism above | there was a wild and lawless development of the language below, and in | the end it forced itself into recognition, and profited by 
K-178	WORLD	INCORRECT	2	gb:pg24253:607~0	+167. Ruling classes.+ +Special privileges.+ +Corruption of the mores.+ | In every societal system or order there must be a ruling class or | classes; in other words, a class gets control of any socie
K-179	WORLD	INCORRECT	4	gb:pg24269:81~6	Then approach'd 550 | The graceful Goddess, and address'd me thus. | Laertes' noble son, for wiles renown'd! | Provoke ye not each other, now, to tears. | I am not ignorant, myself, how dread | Have b
K-180	WORLD	INCORRECT	3	gb:pg34122:268	These are only a few specimens taken at random from the countless records | of similar liberality to the parent city. The example of the emperors must | have stimulated the creation of splendid public
K-181	ANCHOR	INCORRECT	3	gb:pg50461:1007	Of the end of this period his wife says: “Wrote _White Whale_ or | _Moby-Dick_ under unfavourable circumstances would sit at his desk | all day not writing anything till four or five o’clock then ride
K-182	ANCHOR	INCORRECT	3	gb:pg200:2224	From 1897 onwards Count Ferdinand von Zeppelin, of the German | army, was engaged in constructing an immense balloon, truly an | airship, of most careful and most intelligent design, to carry | five m
K-183	ANCHOR	INCORRECT	3	gb:pg100:8567	KING. | For all the world | As thou art to this hour was Richard then | When I from France set foot at Ravenspurgh, | And even as I was then is Percy now. | Now, by my sceptre, and my soul to boot, | 
K-184	ANCHOR	CORRECT	3	gb:pg11618:490	From 1814 to 1831 Scott wrote and published the _Waverley_ novels, some | thirty in number; if we consider the amount of work done, the speed with | which it was done, and the general average of excel
K-185	ANCHOR	CORRECT	3	gb:pg12342:5044	DARWIN, CHARLES ROBERT, great English naturalist and biologist, born | at Shrewsbury, grandson of Erasmus Darwin on his father's side, and of | Josiah Wedgwood on his mother's; studied at Edinburgh an
K-186	ANCHOR	INCORRECT	4	se:math:a:2786623	I assume the two camera positions (probably known anyway only up to 1m precision or worse) are close enough to allow approximating the relevant part of the earth surface as flat. If the longitudes/lat
K-187	ANCHOR	INCORRECT	2	gb:pg20848:504	Has made many studies in the physical properties of substances; | discovered helium; together with Lord Rayleigh and others he discovered | argon, krypton, xenon, and neon; has contributed largely to 
K-188	ANCHOR	INCORRECT	4	gb:pg48893:163	Ah! you say that we are making progress! Suppose that a volcano | should open its maw to-morrow at Montmartre, and should make a | winding-sheet of ashes and a tomb of lava for Paris, as Vesuvius once
K-189	ANCHOR	INCORRECT	3	gb:pg10636:4189	NOTE 4.—This is perfectly correct. In Eastern Turkestan, and among | the Kirghiz to this day, eagles termed _Búrgút_ (now well known to | be the Golden Eagle) are tamed and trained to fly at wolves, f
K-190	ANCHOR	CORRECT	6	gb:pg22657:403	By reason of the uniform expansion of mercury and its great | sensitiveness to heat, it is the fluid most commonly used in the | construction of thermometers. In all thermometers the freezing point an
K-191	WITHHOLD	INCORRECT	2	gb:pg100:37519	AUTOLYCUS. | He has a son, who shall be flayed alive; then ’nointed over with honey, | set on the head of a wasp’s nest; then stand till he be three quarters | and a dram dead; then recovered again wi
K-192	WITHHOLD	INCORRECT	3	gb:pg78104:928	From this voyage, however, we learn that the sea, from the north-east | cape of Kamtschatka, is open to the isles of Japan, and from a | subsequent account of Russian voyages, published in the Philoso
K-193	WITHHOLD	INCORRECT	4	se:biology:a:82032	If you're asking if evolutionary explanations of suicide have been proposed... they have e.g.: |  | The altruistic suicide hypothesis posits that the presence of low reproductive potential and burdens
K-194	WITHHOLD	INCORRECT	3	gb:pg100:12994	KING HENRY. | This battle fares like to the morning’s war, | When dying clouds contend with growing light, | What time the shepherd, blowing of his nails, | Can neither call it perfect day nor night. 
K-195	WITHHOLD	INCORRECT	4	gb:pg34856:597	It was absolutely in this spirit that our women went forth to war. In | the first month of guerilla warfare an enormous amount of property was | damaged and destroyed. On January 31st a number of putt
K-196	WITHHOLD	INCORRECT	3	gb:pg10800:1045~12	And 'tis true they say, | according to optic principles, the visible appearances of the planets | do so indeed answer to their magnitudes and orbs, and come nearest to | mathematical observations and 
K-197	WITHHOLD	INCORRECT	5	gb:pg19441:1308	We had our coffee and rolls in a kind of bower close to the terrace; and | afterwards I did walk along the level path, fenced in with a tangle of | roses pink, and white, and gold, and crimson as far 
K-198	WITHHOLD	INCORRECT	3	gb:pg100:14665	KING JOHN. | France, hast thou yet more blood to cast away? | Say, shall the current of our right run on, | Whose passage, vex’d with thy impediment, | Shall leave his native channel, and o’erswell | 
K-199	WITHHOLD	INCORRECT	4	gb:pg1717:70	Now if we take this house or home as a test, we may very generally lay | the simple spiritual foundations of the idea. God is that which can make | something out of nothing. Man (it may truly be said)
K-200	WITHHOLD	INCORRECT	3	gb:pg10800:722~0	What sport will your honour have? hawking, hunting, fishing, fowling, | bulls, bears, cards, dice, cocks, players, tumblers, fiddlers, jesters, | &c., they are at your good worship's command. Fair hou
R-001	R-MATH	INCORRECT	5	gb:pg22149:2011	Numerical estimates regarding the size of this migration have been | made in different ways.[30] In one case they have been based upon the | statements of observers who have watched trainloads leave t
R-002	R-MATH	INCORRECT	6	gb:pg103:305	The distance between Suez and Aden is precisely thirteen hundred and | ten miles, and the regulations of the company allow the steamers one | hundred and thirty-eight hours in which to traverse it. Th
R-003	R-MATH	INCORRECT	7	gb:pg15474:2227~0	Vaisampayana said, "The heroic sons of Pandu, accompanied by their | followers, proceeding from place to place, at last arrived at Naimisha. O | king, reaching the Gomati, the Pandavas bathed in the s
R-004	R-MATH	INCORRECT	5	se:biology:a:10940	http://www.sott.net/article/228188-Toxoplasma-gondii-Cat-parasite-may-affect-cultural-traits-in-human-populations |  | Lafferty suggested that because climate affects the persistence of | infectious s
R-005	R-MATH	INCORRECT	6	gb:pg63754:1105	Now as for what you say about The Outlook’s publishing “The Truth | about K.” In the first place, I admit at once that the title, the | type, and the placing of this advertisement _did_ make it look t
R-006	R-MATH	INCORRECT	7	gb:pg18500:935	The dress and condition of Burns when he became a poet were not at all | poetical, in the minstrel meaning of the word. His clothes, coarse and | homely, were made from home-grown wool, shorn off his 
R-007	R-MATH	INCORRECT	4	gb:pg11030:64	I was born a slave; but I never knew it till six years of happy | childhood had passed away. My father was a carpenter, and considered so | intelligent and skilful in his trade, that, when buildings o
R-008	R-MATH	INCORRECT	5	gb:pg78009:765	In the classrooms of this building the single desks are arranged one | behind the other so as to leave aisles between adjacent rows and next | to the wall at the sides and rear. Space is thus afforded
R-009	R-MATH	INCORRECT	9	gb:pg202:281	In the month of August, 1833, when I had almost become desperate under | the treatment of Master Thomas, and when I entertained more strongly | than ever the oft-repeated determination to run away, a 
R-010	R-MATH	INCORRECT	8	ostx:prealgebra-1e:prealgebra-1e:4259	Everyday Math | 248. Baking A recipe for chocolate chip cookies calls for 249. Baking A booth at the county fair sells fudge by | 2 1 cups of flour. Graciela wants to double the recipe. the pound. The
R-011	R-MATH	INCORRECT	5	gb:pg22815:1931~1	267), but in the meantime three small coasting steamers | had been despatched to Yloilo, Yligan, and another port to demand | reinforcements. The next day, at sunrise, the rebels attempted | to reach 
R-012	R-MATH	INCORRECT	6	gb:pg35508:201	His chief demand was for a less ambiguous relation between the mother | and her offspring, for a unified, pacific commonwealth empire. Until he | left for the colonies in 1775, he tirelessly sought th
R-013	R-MATH	INCORRECT	5	gb:pg38699:889	OMNIBUS, om'ni-bus, _adj._ including all: covering many different cases or | objects, as 'an _omnibus_ clause.' _n._ a large four-wheeled vehicle for | passengers, chiefly between two fixed points: _p
R-014	R-MATH	INCORRECT	6	se:math:a:905169	If a quadratic has the form | $$ax^2+bx+c$$ | then I would look at the discriminant of the quadratic formula (i.e. $b^2-4ac$) to see if it is a perfect square. If it is, then I would try to factor by 
R-015	R-MATH	INCORRECT	8	gb:pg205:331~0	So the Muse fables. But therein, as I found, dwelt now John Field, an | Irishman, and his wife, and several children, from the broad-faced boy | who assisted his father at his work, and now came runni
R-016	R-MATH	INCORRECT	7	ostx:chemistry-2e:chemistry-2e:405	77. Make the conversion indicated in each of the following: | (a) the length of a soccer field, 120 m (three significant figures), to feet | (b) the height of Mt. Kilimanjaro, at 19,565 ft, the highes
R-017	R-MATH	INCORRECT	5	gb:pg16287:52	In the general activity and uprising of ideal interests which every one | with an eye for fact can discern all about us in American life, there is | perhaps no more promising feature than the fermenta
R-018	R-MATH	INCORRECT	5	gb:pg22815:2732~0	The "Philippine currency," or "peso Conant," is guaranteed by the | United States Treasury to be equal to 50 cents of a gold dollar. The | six subsidiary coins are 50, 20, and 10 cents silver, 5 cents
R-019	R-MATH	INCORRECT	4	gb:pg45502:466	The blind beggar alone is winked at in New York's streets, because the | authorities do not know what else to do with him. There is no provision | for him anywhere after he is old enough to strike out
R-020	R-MATH	INCORRECT	6	se:math:a:1707534	Suppose $A$ runs at 4m/unit of time (Call it a "u") and $B$ runs at 3m/u. |  | In $t$ units of time runner $A$ will have run $4t$ meters and runner be will have run $3t$ meters. If they are at the sam
R-021	R-SCI	CORRECT	4	gb:pg10661:175	THAT WE OUGHT TO PROCEED WITH CIRCUMSPECTION TO EVERYTHING.[Footnote: | Compare Encheiridion, 29.]—In every act consider what precedes and what | follows, and then proceed to the act. If you do not co
R-022	R-SCI	INCORRECT	5	gb:pg1023:1926	The lodge was so dark within, now the sky was overcast, that we only | clearly saw the man who came to the door when we took shelter there | and put two chairs for Ada and me. The lattice-windows were
R-023	R-SCI	INCORRECT	5	gb:pg27200:333~0	Then the bottle neck related his history, which was really | rather remarkable; he, in fact, related it to himself, or, at least, | thought it in his own mind. The little bird sang his own song merril
R-024	R-SCI	INCORRECT	6	se:biology:q:52753	Is it possible to mathematically model the growth of plants? |  | Are there mathematical equations that represent/model the growth of plants? | For example, if I have a Bellis perennis and I want to k
R-025	R-SCI	INCORRECT	6	se:physics:a:101478	Explanation |  | When the car accelerates, it accelerates any object bound to it at the same time*: everything in it gains kinetic energy and everything travels at the same speed. When you remove the 
R-026	R-SCI	INCORRECT	6	se:chemistry:a:7004	This is actually just one part of a much more general phenomena, which is the release of large, polycyclic aromatic compounds due to pyrolysis or combustion of organic matter. It is not specific to wo
R-027	R-SCI	INCORRECT	5	gb:pg21190:980	So should it be with us, 'as many as be perfect.' Before us stretch | indefinite possibilities of approximating to the unattainable fulness of | the divine life. We may grow in knowledge and in holine
R-028	R-SCI	INCORRECT	4	gb:pg43629:1175~1	“We are not a wealthy family, you know, but we | don’t want anything through an improper channel; and I couldn’t help | smiling at the great eyes you were making at me, all the time trying | to tempt 
R-029	R-SCI	INCORRECT	3	gb:pg10136:2378	_Mode_. Put at the bottom of a stewpan the minced ham, and over it the | poultry-trimmings (if these are not at hand, veal should be | substituted), with the shalots, garlic, and bay-leaf. Pour in the
R-030	R-SCI	CORRECT	7	se:chemistry:a:140571	First, a disclaimer: there is no shortage of opinion about what comprises physical or chemical changes. |  | This page is entitled Identifying Physical and Chemical Changes and is intended to help ins
R-031	R-SCI	INCORRECT	4	gb:pg135:2781	“This is what I have to say. That I have been a wheelwright in Paris, | and that it was with Monsieur Baloup. It is a hard trade. In the | wheelwright’s trade one works always in the open air, in cour
R-032	R-SCI	INCORRECT	7	gb:pg15:126	But here is an artist. He desires to paint you the dreamiest, shadiest, | quietest, most enchanting bit of romantic landscape in all the valley | of the Saco. What is the chief element he employs? The
R-033	R-SCI	INCORRECT	4	gb:pg23639:190	Sec. XX. "The poets indeed seem for the most part to have written and sung | about Love in a playful and merry manner, but have sometimes spoken | seriously about him, whether out of their own mind, o
R-034	R-SCI	INCORRECT	6	gb:pg27889:18822~15	much, as 't will bring, 213. | of fools, words the, 200. | perish with thee, thy, 843. | possessed by their, 188. | sets the world in motion, 712. | still get, boy, 177. | the love of, root of all evi
R-035	R-SCI	INCORRECT	5	gb:pg18500:6377	To-morrow, my dear madam, I leave Edinburgh. I have altered all my | plans of future life. A farm that I could live in, I could not find; | and, indeed, after the necessary support my brother and the 
R-036	R-XDOM	INCORRECT	5	gb:pg26416:600	While Commodore Foote, with his flotilla of gunboats and mortar-boats, | was working his way down the Mississippi River, making occasional | dashes into the broad streams that flow from either side in
R-037	R-XDOM	INCORRECT	5	gb:pg26416:600	While Commodore Foote, with his flotilla of gunboats and mortar-boats, | was working his way down the Mississippi River, making occasional | dashes into the broad streams that flow from either side in
R-038	R-XDOM	INCORRECT	4	gb:pg10681:268	206. Height — N. height, altitude, elevation; eminence, pitch; | loftiness &c adj.; sublimity. | tallness &c adj.; stature, procerity†; prominence &c 250. | colossus &c (size) 192; giant, grenadier, g
R-039	R-XDOM	INCORRECT	5	gb:pg48661:13171~5	FitzGerald was | | |one of the last of the | | |“Letter Writers.” | | | | BROWNING, |_Aurora Leigh_, |A pleasing lyrical gift and | ELIZABETH BARRETT |_Poems_ |warm, human sympathy made | 1806-1861 | 
R-040	R-XDOM	INCORRECT	4	gb:pg10609:1391	We have so lately rediscovered the charm and genius of this gifted young | woman that she seems to be a novelist of yesterday, rather than the | contemporary of Wordsworth and Coleridge; and few even 
R-041	R-XDOM	INCORRECT	4	gb:pg54488:1543	The contention that no larger statues exist on the whole globe, is easily | proven on the evidence of all the travellers who have examined them and | taken their measurements. Thus, the largest is 173
R-042	R-XDOM	INCORRECT	4	gb:pg12342:3952	CHÉNIER, MARIE-ANDRÉ, French poet, greatest in the 18th century, | born at Constantinople; author of odes, idylls, and elegies, which place | him high among French poets; took part in the Revolution a
R-043	R-XDOM	INCORRECT	5	gb:pg48661:13171~5	FitzGerald was | | |one of the last of the | | |“Letter Writers.” | | | | BROWNING, |_Aurora Leigh_, |A pleasing lyrical gift and | ELIZABETH BARRETT |_Poems_ |warm, human sympathy made | 1806-1861 | 
R-044	R-XDOM	INCORRECT	4	gb:pg10609:1353	LIFE. Keats's life of devotion to beauty and to poetry is all the more | remarkable in view of his lowly origin. He was the son of a hostler and | stable keeper, and was born in the stable of the Swan
R-045	R-XDOM	INCORRECT	5	gb:pg48661:17833~0	Pachyderms 203 | Pacific Islands, Famous Mountains of 75, 76 | Pacific Ocean 84 | Pagodas, of China 680 | Painting, Egyptian 349 | Palestine 358 | Babylonian Captivity 360 | Bethlehem 364 | Cana of Ga
R-046	R-XDOM	INCORRECT	3	gb:pg1342:22	_For if her knowledge was not very extended, she knew two things which | only genius knows. The one was humanity, and the other was art. On the | first head she could not make a mistake; her men, thou
R-047	R-XDOM	INCORRECT	5	gb:pg25851:2005	To name the principal persons present that day will indicate the faces | that (with addition of Miss Mary Boyle, Miss Marguerite Power, Mr. | Fechter, Mr. Charles Kent, Mr. Edmund Yates, Mr. Percy Fit
R-048	R-XDOM	INCORRECT	4	gb:pg1091:37	Of the chief god, Odin, we shall speak by and by. Mark at present so | much; what the essence of Scandinavian and indeed of all Paganism is: | a recognition of the forces of Nature as godlike, stupend
R-049	R-XDOM	INCORRECT	5	gb:pg50624:161	Florentine sculpture of the latter part of the thirteenth and the | fourteenth centuries followed essentially the bent of Giovanni Pisano, | who endeavoured to unite the decided tendencies of his fath
R-050	R-XDOM	INCORRECT	6	se:math:a:3113842	Taking a stab at a non-mathematical answer (well, minimally mathematical I guess). It makes intuitive sense to me, but I can't quite explain it mathematically. |  | The first thing to notice is that t
