trial_idx,fixture_id,fixture_path,task,truth,stratum,judgment,confidence,measure,operations,percept_bytes,program,tests,decision,chain_hash
604,r21a_colordisc_134,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,55b2eba380b529e250b6d46bd252f16b012a6170cb0ada663974bf2dbe0a8c55
605,r21a_colordisc_135,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,836db091329fad3d9084635142e266b73370a3b72b329dbba59de36ace73ee1d
606,r21a_colordisc_136,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,a6b1009453fc023658cbadd2534078f8c8b3ddf5cff7c918a6a84f495703c75d
607,r21a_colordisc_137,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,b42a5f324e764124c9798933e0538fb5ee1ae78a7e5a4319d5a736cb0c09a6f9
608,r21a_colordisc_138,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,e5ea7d093c0d2f2bee63e99ba2a6d3529ca82ab28c1a2e134acecd769e5c44bc
609,r21a_colordisc_139,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,b2bae245a67f6d2c39fff4edfaa376b1ed1e630db8f2ea7e6077506e2d108ad4
610,r21a_colordisc_14,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,5ecf21fc25337954eacf1e4226fcd714a9c6c88c3f297557b382558df6458b42
611,r21a_colordisc_140,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,7442cccc86681beec2d4e81e3a959562e0b4a8c62553b6f29e059ffcc346e001
612,r21a_colordisc_141,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,c2426f13c7fadd473aaa1a62c7eb6dcdc90f90d5a3f3b258fa55c2ee272373c3
613,r21a_colordisc_142,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,cb78121c6118b027a91fe25ca2c50d9c8b4508b8a3c7fa5c85988b0ac788c412
614,r21a_colordisc_143,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,79d23b0ba92f89206024e86a93afb8a52791151fdbed043da34c2943f2625151
615,r21a_colordisc_144,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,08cc234594889aa76f6a897031f44dbd62c3d915ec89caadedb5dcc7c58c0571
616,r21a_colordisc_145,,colordisc,DIFFERENT,gen_adv,SAME,high,3,4611,21,,,WITHHOLD,3ec914e0affb1d73d84385845d72e6c16741d56e5317155f592069edeb3cc349
617,r21a_colordisc_146,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,a1fd8e0944d6dc09bdc2e2473d0762c24eae50f531ad26d20136d4ab77822ab8
618,r21a_colordisc_147,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,e64141644fc9c9280e46e62bd439f5287e18f88a07f7a72bb1d425a045ac5478
619,r21a_colordisc_148,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,daae2f82d0ad840c809c4752c70cad58208b149a04b5b9a93c318e335a4ee94b
620,r21a_colordisc_149,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,a345e881011cb3508affb88d94df2a236a8b1bff872289ea6702f13883329dd7
621,r21a_colordisc_15,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,f8aaca07f34d967033da6f0d834fc2078378432b5b17df5f814f0ecd4986fcb2
622,r21a_colordisc_150,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,436f5d84f7ea170f145f830088c0177443c7577956d79207ad4337416d28c68b
623,r21a_colordisc_151,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,b1513636389a4c604eafd4c1c4fdefcc22a193d41086a4342ff392aeb03eb6f0
624,r21a_colordisc_152,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,261b15c6c34ac88e2c3dc1ccab004418e8ce7a0b9451a26eba0c4a222468f318
625,r21a_colordisc_153,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,4245ef7274c127ea2baba1960e22738a41e80df9cf06051931f02c27654c32cb
626,r21a_colordisc_154,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,8e9dd48a65fd5aee7cea99127f9781a1782a1cea7c243d1583f023bbafeb3c4a
627,r21a_colordisc_155,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,7a44bbe089281ba431db61b23f9a6a882f74e2cf91c99e1ac672a38a27999a8f
628,r21a_colordisc_156,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,238dd999bd490e1466b27e5dbe2f4eb84263fba19996b929636e3efccd1f95bf
629,r21a_colordisc_157,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,8fae928871f6ec558ee742d526e9e73dfc497fa95474411059ee2f9fe0c58ca3
630,r21a_colordisc_158,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,db5594142878adfd17255f4fddb6fa77aca923b58f604e02d72b3f3a8a451033
631,r21a_colordisc_159,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,e66d5df242c8d9c89dca6c40e97d5964099ec3877564a3aadda8613502a42262
632,r21a_colordisc_16,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,45b3ea685ef9214072ff84f4130623cde3d78e14112db5825735861e3c0a7c30
633,r21a_colordisc_160,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,7bba3775a20e420c7a5540fa064d5acccd5c84a21bdeef9601d109ab652a5243
634,r21a_colordisc_161,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,d397fc786f1bd7f57838c0ddc1f19a0892d4e2bd011d4ce8dedb79efc8c2196e
635,r21a_colordisc_162,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,dc88d9597feffc243f4d530256fb7b207210cfef6bb5a0686c8ec6faffe71bdf
636,r21a_colordisc_163,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,8ec1935aa0fc3072eb7e3d19adbf3d570c28ce0c0217b86e375a01f20c815d75
637,r21a_colordisc_164,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,f6f334d3bafef33464c0045d1d86509a4e75449921c80ea60153dc87d747db8c
638,r21a_colordisc_165,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,3edd87d577896f8dfd4b883e43f63a0bae41e067ce53ccc8442bbbb0fc78d7d1
639,r21a_colordisc_166,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,db500bba69d9c363c58e308d1ffaf9c5b1800685f63c36965a7fb9cebc1ed0ff
640,r21a_colordisc_167,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,03a04bc430906d3208e2fbc38308b3124205d25b76d72ea37b42cc48600b2c2d
641,r21a_colordisc_168,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,8bf503b976665c0108d0b60d98d72ac971861260060c9fbf40b62c6384e424da
642,r21a_colordisc_169,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,ac13655ddf547b880fd4d2276de00543924b11c1e7185db749bcca479fe384b0
643,r21a_colordisc_17,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,aac526b45a3a64a606d900de8d2a098a44757bad05a3e9e19fca94a2141d8dd9
644,r21a_colordisc_170,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,54d90767a73a025558bb54a9f82cc02bd640d4929560e3b7b6faf3d53f61adda
645,r21a_colordisc_171,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,7b684ebf8e1c46966c30afd1137f05d71d8823e9be8f2f59d75eaaaaaeb75221
646,r21a_colordisc_172,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,6225886995036b8fbae5393df8e16091e8640c1140dabc74bae93179c2cd6f2e
647,r21a_colordisc_173,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,c208f2f1e2e311135d78051caa7b34e507e4b8ddaa31c1406640cfb7482c860c
648,r21a_colordisc_174,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,5da79ae6243902a4c3e78a033d4bdf3fa5328e6616199708ab0859a8c955137f
649,r21a_colordisc_175,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,f10c68cd7607a1d8f5057057225b9d3e03503f4eabc0ac9d94eaf725e7329af6
650,r21a_colordisc_176,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,95e8a80cc7457a448b29e5471a51b119b94126a55ae7db679bca2a146d6edf53
651,r21a_colordisc_177,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,7fd1c183ffddff0edd9accb3f8602eb46fdd323397f9aebb9ac3e4b9e4cb1066
652,r21a_colordisc_178,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,1fd8bf19db062d35913943cffb12478f3f93dda7c82bc917b7777fd748fc46ff
653,r21a_colordisc_179,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,4a621241af6b6c4e8b36041fd57dc82d15e51b3227499f5d64f67fac61418ef1
654,r21a_colordisc_18,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,9788a479b0a84b6f98c6d68caf7d3666ad734c53c8d72412c1a321a50d72f119
655,r21a_colordisc_180,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,c57cdbb3aa6f5e7a99e92e724569e8d0f9c871d866ea6c39d76d95b118bf7a3f
656,r21a_colordisc_181,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,e074b598f6daafb1c9111b7bb0dd84cacc842a560ec88ec1d231661a91426e2b
657,r21a_colordisc_182,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,dc632351a8293c0fa4c28a3d531c88b274e5ebfd289524dc02d9702646c96e7c
658,r21a_colordisc_183,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,c85b8cb9720b6e3d92c0a70510152b986800f8829fe39f8b923eb110b7ad4b7d
659,r21a_colordisc_184,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,3a53fa8ead5d6fd490f30c8ea852dc5ed0f422d166988019252fb8e89bb26602
660,r21a_colordisc_185,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,ee094e4f1897d38c04940794ff3bc4cac2a95cec734d712132a48283c605ced2
661,r21a_colordisc_186,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,f82fe357dc68def0e031bb31e82cf2d500e93242c7e3df4681f3f2c1d1481668
662,r21a_colordisc_187,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,dcd7805563fea1bc81e5095795aa2a5b607e1563015ed792360c928db31381d3
663,r21a_colordisc_188,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,c4cb41450c1632ddb2cb7271f74227999036debf0d2200059bf1004b6a2a6003
664,r21a_colordisc_189,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,693e2dfa047471ca5a867f238a828db297ff2217e312134fb49e2ddc0b892ac5
665,r21a_colordisc_19,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,691b94d4e5310f93f5136ccc1ddfe8445aeaa7918937f7635f81f55b6ce0f63b
666,r21a_colordisc_190,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,4e1874ae3876b3320edf4c43af1ba597ae5e32294942674cef4d9f61fba86093
667,r21a_colordisc_191,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,da05e20ef154b6779162552d793345f4ccd985d521de1657569596d35b231242
668,r21a_colordisc_192,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,b11ed71bd4105bc75ef6d9540c53d778382f6fa9079fe7cc77700b0342b33080
669,r21a_colordisc_193,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,2ce0c575a58170bfd6824d6bc1e36c41a62cc190627118cc7f4220e6740918c2
670,r21a_colordisc_194,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,77cf1175811d9e71332bc70f389df19934b773c3644d5bed506eb78e3547b31a
671,r21a_colordisc_195,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,2d329e911a079532019bd713249edaf24303738af93383d182e1f1a43146d0ed
672,r21a_colordisc_196,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,60dca5776068e987a319a57994a895b6679189f99234bd260f1cb610479e6405
673,r21a_colordisc_197,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,a69ce3a958c3748ed435d3b1e5e434ecc1f0bca319fa1323a519817e07616d5c
674,r21a_colordisc_198,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,9900d74713b1b5262ed8dc7535d1ac52035be49fa6ea238fd10b68365fb8def0
675,r21a_colordisc_199,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,6751cbad802746baa32f0a20a1b6773f2b3ffa177192e01093606fa8cfeffacd
676,r21a_colordisc_2,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,05c29f10bccc5f181d4836464b85fd0b4888e969c18263ae33d6801c87f10986
677,r21a_colordisc_20,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,c5f74346de6a7171f31494cfe41603d6d174ee02d3e0840ee6e24f1a8775c44d
678,r21a_colordisc_200,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,489bbe1f291df2b755cb2563c80b5237325b4ca837f0afdb2041e42af6ca62cc
679,r21a_colordisc_201,,colordisc,DIFFERENT,gen_adv,SAME,high,3,4611,21,,,WITHHOLD,3d47f725f6915e319efd0bc1df503f431a24a155c70a89193c47fad7d9816e8e
680,r21a_colordisc_202,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,1e08a2245144bdf540cb3bb8de9f3d083ecc06d53880c8aed4d2883eed8294e2
681,r21a_colordisc_203,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,e751e8a7a33f8bd9ba56528f1f06139ae9b9014c96196db6d8da6efe2b34fd87
682,r21a_colordisc_204,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,da7ed63dca3fc525d5298ea91000d706c0038c72e4a250bcb8d6a272bfb8ba43
683,r21a_colordisc_205,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,a22b5346d0ef414ab00d67eb4bef198897972144713c7bfeb5cd7ff62fdd5ed1
684,r21a_colordisc_206,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,e86aeb60f5eac710efbe91a2694ba7368692918b095205d372b0e480d5e90074
685,r21a_colordisc_207,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,f3378b6e4bc08a5e340fd27787132c9fa3d20c746d587db28a8c1622622945cb
686,r21a_colordisc_208,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,0851eb62089365b5bd035c9c23cd85733dd234e1c0ec94ebfc62d3511edaf4cd
687,r21a_colordisc_209,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,6adb3bb39f028da710081d86455611ad03e77263a975fc9058ece8ae4a4c4d64
688,r21a_colordisc_21,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,e74739a64fb937a1c5bd1d21b4bc916aa42966bf66feae6282e6b4d2561884d9
689,r21a_colordisc_210,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,d96e0acf0d75a8cf8a89170cab3915eacccca776a68ff53a05f925233ac5b3ed
690,r21a_colordisc_211,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,a70450c1d883aa31da1520005191e89b40ae3d86acbb284ba1144468b93da5a6
691,r21a_colordisc_212,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,d6d22eee3567dd53d25403321e59a7cb6dd17b5af7e78e540524eed01d07d694
692,r21a_colordisc_213,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,8f5d04d8ca0fa9742c7e98d79a9ab1b392b9b34d1865e549bd5143490b312990
693,r21a_colordisc_214,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,29158ea9840efd890125369e0ba4c8a24a4a7ec4a308c5751a2d20d555350d21
694,r21a_colordisc_215,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,fac0d0eaba7edb2c6d603411abfcf2ae1ef039ca68a5148e87b725ae0b746434
695,r21a_colordisc_216,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,f84e760061cdfaac2dfc472c05f595b98d7669af7e0953e64e8512b296725f1e
696,r21a_colordisc_217,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,eceece317689a47175844896065f6391d9e5b70b2ad18b93f237153422305d2e
697,r21a_colordisc_218,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,f55fb891173a03c11a13a5fa64e1ff703c8e37250011ebc89cf882e3659ca0c8
698,r21a_colordisc_219,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,8c08fd17320f1ee45c630a68a53d90222f1b4665b0cf6661caa792d3ecc9a949
699,r21a_colordisc_22,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,55eda5df394cdd03cd4d27facc037760431a968166ef9358a2262a3c88215de4
700,r21a_colordisc_220,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,dcddfd9564da8ab609468494791dfdb0b08b9be4a5cfe87565a719b29a3195e9
701,r21a_colordisc_221,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,c8cb94740d122a39eadaf90f77476eb00cb1d95a5d322c51e13096f8cef99e3d
702,r21a_colordisc_222,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,a0783afb12df79626f23749e38c829774595d0383d8a75756cfd2b4208e176e0
703,r21a_colordisc_223,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,f18866097295a4b1a901296eade517f44b16fa3e5777ab9e8f1abba054bba2ba
704,r21a_colordisc_224,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,9fc755ddc6b3c9da0218cd4efac65f5ca771ceb2e1b6d2eea554b158e5a98e72
705,r21a_colordisc_225,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,966027515893961226a886692f031f21dcf75a5f2dc4ba5d301e218aba427fc9
706,r21a_colordisc_226,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,91c18f24ec74f3dae7a04b3974f58687324d78f8356ca3487ec422452fc17a75
707,r21a_colordisc_227,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,d751ee7ddbf1b1ebff9a650007a5e8ae593a8a7c0b46c20bee7ca8cb418f07a9
708,r21a_colordisc_228,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,91d6877c6468eac5102fcdc72eb1df29ba14aaa5ec3fed434066b2c8f3504f31
709,r21a_colordisc_229,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,1c8ef303ba95e99824b6ef5fae725326b7d5675c95c4606ae479a79e76991d8b
710,r21a_colordisc_23,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,33dfe62aa72880c3f6be0e4c1216bfcb2e8665f6ea5057cc3b2ac5065f30da92
711,r21a_colordisc_230,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,7b458deb323f80915112417f868677f7b140264a8a4d554a88cd7fcc10330aa9
712,r21a_colordisc_231,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,93fe3531ae78b2a24f19b4215bb19fc69b821b93d19b40a7d041a372154d33f1
713,r21a_colordisc_232,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,13aaacfc552a9b0fccdb44fa46f6fe59948e2da979fe9a84dfa57bd085ad1ff0
714,r21a_colordisc_233,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,dd929d1769548992d041227a0b2be2b3c3cb3699d34f4fc24e3e74f6295fce7c
715,r21a_colordisc_234,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,44f9c545edf3f2b5faa647af5f9fd5acc60c26f9e383bc4be34e69e22d0e17ea
716,r21a_colordisc_235,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,f1158db4bf66e1f4ff159c8b7ea23ff85bd4f811c851bba881d8f2244a8cb13e
717,r21a_colordisc_236,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,bd593302b253ca98e77761b628f7c5afce75e380f7cef654484f42883bb0ef04
718,r21a_colordisc_237,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,c14f82a73df563dd74c029143383aba1c7e1225d2f232079eb9005550fc38028
719,r21a_colordisc_238,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,b52e34152c8619d55b8b45d458a788a467459a7db2908a6465b6a6b5753715ab
720,r21a_colordisc_239,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,7722c31b137216e011764734dcd40b68d6f1fd28b33a2b77780f227f843a8f2c
721,r21a_colordisc_24,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,2816e5b7d21ab1b876901aa79a553c524aa98b484c927f430bdbe01f442f670d
722,r21a_colordisc_240,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,91251f9ed48561275c389ce237efb3476f7ab5156f3ba55c989e782b72577da4
723,r21a_colordisc_241,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,9ce08b810c801218068ea05f866bab4d023af7972a11734b854edc2d38dab06e
724,r21a_colordisc_242,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,04eaae97528bb531bb5674720fb089fa8ad0e15ab70f54c7ac0e46664136e839
725,r21a_colordisc_243,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,26b154723028b2806fe11697fdc047711c8cc97d622d6b69670777ffd150a274
726,r21a_colordisc_244,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,e9c97fd34a0e0ae1c1bc2c0c3f13d7a41906841aca50f5f17f2852c0219e49de
727,r21a_colordisc_245,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,83c17d8e253a797bcbd980fa9e112803b1779cea50e64c2f4915fa187697fdc3
728,r21a_colordisc_246,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,c9247967ebcd73d80f12c520864b409969d06aa8b0f0e99c711ab2bb12a069c5
729,r21a_colordisc_247,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,48aba307646d712689f42d9484ad95a0d6284a3b2cf48e67cda025acbde372c5
730,r21a_colordisc_248,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,acf97e1b4b9778cf8df0483dc3af6d4212c4fccfa8e147852c5d8dfff2bda409
731,r21a_colordisc_249,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,cb31937d720a475783585458811a72d26a508bf992c45da7ff23b2256cc410a5
732,r21a_colordisc_25,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,536f8bd2b4882654ecc7b307b78fcd1dcffbc50dd3a7593cc757b3797f31c196
733,r21a_colordisc_250,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,ac0b2325b0e3895184630a22251cc0bd226746369e2ffbff3826b45dc06c2194
734,r21a_colordisc_251,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,ed0cbbea28231d0640c2562e7b5a56749e8541f0960d1bc1b35c69d1714a9af7
735,r21a_colordisc_252,,colordisc,DIFFERENT,gen_adv,SAME,high,6,4611,21,,,WITHHOLD,a908aed41080e686d54cf100005d236223e6afe7ed658b9873f780a65920ed4f
736,r21a_colordisc_253,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,4a94df483647474c5dc6ddd139d37175d1b4772771dc1c61bf2abe0c731f9b4a
737,r21a_colordisc_254,,colordisc,DIFFERENT,gen_adv,SAME,high,3,4611,21,,,WITHHOLD,a62f44d2a0dcbfaae10a228509a5f2b986ce0cac50c38b2012bb55e610a58bd6
738,r21a_colordisc_255,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,8b05fe3dd47337d9694999568c291430576b90fe8c36b3883929e543502e0743
739,r21a_colordisc_256,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,61a8b8d835405d4570ba3b22dc5b0fd98bc6c6868e95c48687a2ce57f7b7180f
740,r21a_colordisc_257,,colordisc,DIFFERENT,gen_adv,SAME,high,7,4611,21,,,WITHHOLD,61d759d81a7cae9bd943adff3839c42eba98ffec7ea6107be8616b3e11ad23e4
741,r21a_colordisc_258,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,136f7ca0255d0659f03806184c792cb26cda1412457dc07b35524f029e7176c6
742,r21a_colordisc_259,,colordisc,DIFFERENT,gen_adv,SAME,high,4,4611,21,,,WITHHOLD,3a9545ab2035d73125685c9794fb9401ae4a8bb8522799ea34338cbcae224d9f
743,r21a_colordisc_26,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,ec6a1a7468b7709f0a158040be780cc849e5240cd32d51864d34e311410a08b3
744,r21a_colordisc_260,,colordisc,DIFFERENT,gen_adv,SAME,high,5,4611,21,,,WITHHOLD,3d75a284fb9a0489994cf13644d07feda0e22ca0604c434be5316f9541af7a86
