replica,checkpoint,arm,name,lineage_record_presentations,reachable,known,no_unique,union,union_lost,union_rescued,hybrid,hybrid_lost,hybrid_rescued,anchor_lost,anchor_gained,t0success,t0unknown,t0wrong
1,23,1,replay,29160,2077,1621,456,2110,37,4,2081,10,6,12,8,1388,672,100
1,23,2,balanced_mixture,29160,2076,1618,458,2110,36,2,2081,11,6,12,7,1385,666,109
1,23,3,continued_A,29160,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,23,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,24,0,sequential,30240,2080,1621,459,2110,36,6,2081,12,11,7,6,1374,644,142
1,24,1,replay,30240,2084,1625,459,2110,31,5,2081,4,7,6,9,1386,672,102
1,24,2,balanced_mixture,30240,2075,1620,455,2110,38,3,2081,11,5,12,6,1385,671,104
1,24,3,continued_A,30240,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,24,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,25,0,sequential,31320,2075,1621,454,2110,43,8,2081,19,13,16,10,1388,660,112
1,25,1,replay,31320,2076,1621,455,2110,39,5,2081,12,7,15,10,1386,671,103
1,25,2,balanced_mixture,31320,2079,1622,457,2110,36,5,2081,10,8,14,12,1388,671,101
1,25,3,continued_A,31320,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,25,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,26,0,sequential,32400,2074,1620,454,2110,40,4,2081,17,10,15,8,1370,637,153
1,26,1,replay,32400,2076,1620,456,2110,40,6,2081,14,9,14,9,1386,671,103
1,26,2,balanced_mixture,32400,2074,1618,456,2110,39,3,2081,13,6,11,4,1379,656,125
1,26,3,continued_A,32400,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,26,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,27,0,sequential,33480,2078,1623,455,2110,37,5,2081,12,9,15,12,1366,633,161
1,27,1,replay,33480,2075,1618,457,2110,37,2,2081,10,4,13,7,1385,664,111
1,27,2,balanced_mixture,33480,2079,1622,457,2110,36,5,2081,10,8,14,12,1387,671,102
1,27,3,continued_A,33480,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,27,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,28,0,sequential,34560,2078,1619,459,2110,37,5,2081,13,10,8,5,1369,644,147
1,28,1,replay,34560,2077,1618,459,2110,36,3,2081,11,7,8,4,1384,668,108
1,28,2,balanced_mixture,34560,2075,1618,457,2110,38,3,2081,13,7,10,4,1378,655,127
1,28,3,continued_A,34560,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,28,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,29,0,sequential,35640,2075,1621,454,2110,43,8,2081,19,13,16,10,1386,661,113
1,29,1,replay,35640,2080,1621,459,2110,35,5,2081,9,8,9,8,1388,672,100
1,29,2,balanced_mixture,35640,2081,1624,457,2110,35,6,2081,9,9,10,10,1388,672,100
1,29,3,continued_A,35640,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,29,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,30,0,sequential,36720,2072,1620,452,2110,42,4,2081,19,10,17,8,1370,624,166
1,30,1,replay,36720,2074,1617,457,2110,39,3,2081,13,6,12,5,1384,670,106
1,30,2,balanced_mixture,36720,2072,1616,456,2110,40,2,2081,17,8,15,6,1375,658,127
1,30,3,continued_A,36720,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,30,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,31,0,sequential,37800,2077,1623,454,2110,38,5,2081,13,9,16,12,1365,626,169
1,31,1,replay,37800,2075,1619,456,2110,37,2,2081,11,5,13,7,1382,669,109
1,31,2,balanced_mixture,37800,2081,1624,457,2110,35,6,2081,9,9,10,10,1388,671,101
1,31,3,continued_A,37800,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,31,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
1,32,0,sequential,38880,2076,1618,458,2110,38,4,2081,14,9,9,4,1369,640,151
1,32,1,replay,38880,2074,1617,457,2110,39,3,2081,14,7,11,4,1382,668,110
1,32,2,balanced_mixture,38880,2074,1617,457,2110,39,3,2081,16,9,13,6,1374,654,132
1,32,3,continued_A,38880,2073,1618,455,2110,44,7,2081,21,13,19,11,1388,676,96
1,32,4,frozen_fork,4320,2081,1618,463,2110,31,2,2081,7,7,0,0,1384,671,105
2,-1,0,sequential,0,2088,1617,471,2104,16,0,2088,0,0,0,0,1406,677,77
2,-1,1,replay,0,2088,1617,471,2104,16,0,2088,0,0,0,0,1406,677,77
2,-1,2,balanced_mixture,0,2088,1617,471,2104,16,0,2088,0,0,0,0,1406,677,77
2,-1,3,continued_A,0,2088,1617,471,2104,16,0,2088,0,0,0,0,1406,677,77
2,-1,4,frozen_fork,0,2088,1617,471,2104,16,0,2088,0,0,0,0,1406,677,77
2,0,0,sequential,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,0,1,replay,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,0,2,balanced_mixture,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,0,3,continued_A,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,0,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,1,0,sequential,5400,2095,1631,464,2104,28,19,2088,13,20,8,21,1373,539,248
2,1,1,replay,5400,2087,1621,466,2104,23,6,2088,10,9,6,11,1385,625,150
2,1,2,balanced_mixture,5400,2087,1620,467,2104,22,5,2088,9,8,3,8,1382,619,159
2,1,3,continued_A,5400,2095,1631,464,2104,28,19,2088,13,20,8,21,1373,539,248
2,1,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,2,0,sequential,6480,2081,1620,461,2104,31,8,2088,17,10,14,13,1381,598,181
2,2,1,replay,6480,2088,1624,464,2104,23,7,2088,9,9,3,9,1384,603,173
2,2,2,balanced_mixture,6480,2087,1620,467,2104,22,5,2088,8,7,6,11,1398,660,102
2,2,3,continued_A,6480,2094,1630,464,2104,30,20,2088,15,21,10,22,1364,522,274
2,2,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,3,0,sequential,7560,2089,1623,466,2104,27,12,2088,14,15,10,17,1398,631,131
2,3,1,replay,7560,2086,1621,465,2104,24,6,2088,10,8,6,10,1391,660,109
2,3,2,balanced_mixture,7560,2087,1621,466,2104,23,6,2088,9,8,3,8,1379,615,166
2,3,3,continued_A,7560,2095,1631,464,2104,30,21,2088,15,22,10,23,1363,514,283
2,3,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,4,0,sequential,8640,2094,1631,463,2104,27,17,2088,12,18,3,15,1376,535,249
2,4,1,replay,8640,2089,1622,467,2104,21,6,2088,6,7,1,8,1388,643,129
2,4,2,balanced_mixture,8640,2087,1620,467,2104,21,4,2088,7,6,5,10,1393,661,106
2,4,3,continued_A,8640,2097,1632,465,2104,30,23,2088,15,24,10,25,1365,500,295
2,4,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,5,0,sequential,9720,2093,1631,462,2104,32,21,2088,17,22,12,23,1359,494,307
2,5,1,replay,9720,2086,1620,466,2104,21,3,2088,7,5,6,10,1391,646,123
2,5,2,balanced_mixture,9720,2088,1621,467,2104,20,4,2088,6,6,5,11,1401,669,90
2,5,3,continued_A,9720,2100,1635,465,2104,30,26,2088,15,27,10,28,1364,492,304
2,5,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,6,0,sequential,10800,2086,1626,460,2104,30,12,2088,16,14,11,15,1383,565,212
2,6,1,replay,10800,2088,1622,466,2104,21,5,2088,7,7,6,12,1389,630,141
2,6,2,balanced_mixture,10800,2090,1626,464,2104,22,8,2088,8,10,2,10,1382,608,170
2,6,3,continued_A,10800,2099,1635,464,2104,31,26,2088,16,27,11,28,1361,482,317
2,6,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,7,0,sequential,11880,2091,1628,463,2104,31,18,2088,18,21,12,21,1391,590,179
2,7,1,replay,11880,2089,1623,466,2104,23,8,2088,9,10,4,11,1385,639,136
2,7,2,balanced_mixture,11880,2088,1621,467,2104,20,4,2088,6,6,5,11,1399,667,94
2,7,3,continued_A,11880,2099,1637,462,2104,32,27,2088,17,28,12,29,1353,478,329
2,7,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,8,0,sequential,12960,2091,1630,461,2104,31,18,2088,17,20,8,17,1364,485,311
2,8,1,replay,12960,2096,1631,465,2104,24,16,2088,9,17,4,18,1390,587,183
2,8,2,balanced_mixture,12960,2090,1626,464,2104,22,8,2088,8,10,2,10,1384,613,163
2,8,3,continued_A,12960,2099,1637,462,2104,32,27,2088,17,28,12,29,1351,478,331
2,8,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,9,0,sequential,14040,2093,1633,460,2104,34,23,2088,19,24,14,25,1352,451,357
2,9,1,replay,14040,2092,1630,462,2104,28,16,2088,13,17,7,17,1389,576,195
2,9,2,balanced_mixture,14040,2089,1622,467,2104,21,6,2088,6,7,4,11,1388,647,125
2,9,3,continued_A,14040,2099,1637,462,2104,32,27,2088,17,28,12,29,1350,478,332
2,9,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,10,0,sequential,15120,2090,1631,459,2104,31,17,2088,17,19,12,20,1377,539,244
2,10,1,replay,15120,2089,1623,466,2104,24,9,2088,11,12,8,15,1392,639,129
2,10,2,balanced_mixture,15120,2087,1623,464,2104,23,6,2088,9,8,5,10,1383,625,152
2,10,3,continued_A,15120,2099,1637,462,2104,32,27,2088,17,28,12,29,1349,478,333
2,10,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,11,0,sequential,16200,2095,1632,463,2104,32,23,2088,19,26,13,26,1380,553,227
2,11,1,replay,16200,2090,1624,466,2104,22,8,2088,7,9,3,11,1393,635,132
2,11,2,balanced_mixture,16200,2090,1623,467,2104,21,7,2088,6,8,3,11,1389,647,124
2,11,3,continued_A,16200,2100,1637,463,2104,31,27,2088,16,28,11,29,1349,478,333
2,11,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,12,0,sequential,17280,2090,1630,460,2104,33,19,2088,19,21,10,18,1349,460,351
2,12,1,replay,17280,2088,1623,465,2104,21,5,2088,7,7,2,8,1382,620,158
2,12,2,balanced_mixture,17280,2087,1623,464,2104,23,6,2088,9,8,5,10,1383,622,155
2,12,3,continued_A,17280,2100,1636,464,2104,30,26,2088,15,27,10,28,1360,484,316
2,12,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,13,0,sequential,18360,2092,1633,459,2104,35,23,2088,20,24,15,25,1343,429,388
2,13,1,replay,18360,2096,1633,463,2104,26,18,2088,11,19,6,20,1383,553,224
2,13,2,balanced_mixture,18360,2090,1628,462,2104,29,15,2088,14,16,8,16,1390,578,192
2,13,3,continued_A,18360,2100,1637,463,2104,31,27,2088,16,28,11,29,1351,477,332
2,13,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,14,0,sequential,19440,2090,1632,458,2104,32,18,2088,18,20,13,21,1370,509,281
2,14,1,replay,19440,2086,1623,463,2104,25,7,2088,11,9,10,14,1389,648,123
2,14,2,balanced_mixture,19440,2086,1620,466,2104,21,3,2088,7,5,6,10,1397,668,95
2,14,3,continued_A,19440,2100,1638,462,2104,32,28,2088,17,29,12,30,1347,469,344
2,14,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,15,0,sequential,20520,2098,1637,461,2104,32,26,2088,20,30,14,30,1380,518,262
2,15,1,replay,20520,2085,1618,467,2104,24,5,2088,9,6,7,10,1397,666,97
2,15,2,balanced_mixture,20520,2088,1625,463,2104,27,11,2088,12,12,6,12,1385,599,176
2,15,3,continued_A,20520,2099,1638,461,2104,33,28,2088,18,29,13,30,1344,463,353
2,15,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,16,0,sequential,21600,2091,1631,460,2104,34,21,2088,20,23,11,20,1351,428,381
2,16,1,replay,21600,2089,1624,465,2104,23,8,2088,8,9,4,11,1393,625,142
2,16,2,balanced_mixture,21600,2086,1620,466,2104,21,3,2088,7,5,6,10,1397,668,95
2,16,3,continued_A,21600,2099,1638,461,2104,33,28,2088,18,29,13,30,1345,462,353
2,16,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,17,0,sequential,22680,2091,1633,458,2104,38,25,2088,23,26,18,27,1329,411,420
2,17,1,replay,22680,2089,1626,463,2104,25,10,2088,11,12,7,14,1391,625,144
2,17,2,balanced_mixture,22680,2087,1621,466,2104,22,5,2088,8,7,4,9,1393,654,113
2,17,3,continued_A,22680,2098,1637,461,2104,33,27,2088,18,28,13,29,1344,464,352
2,17,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,18,0,sequential,23760,2090,1634,456,2104,35,21,2088,21,23,15,23,1360,493,307
2,18,1,replay,23760,2088,1624,464,2104,24,8,2088,10,10,5,11,1393,614,153
2,18,2,balanced_mixture,23760,2092,1626,466,2104,23,11,2088,8,12,3,13,1390,621,149
2,18,3,continued_A,23760,2097,1636,461,2104,34,27,2088,19,28,14,29,1341,458,361
2,18,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,19,0,sequential,24840,2096,1635,461,2104,34,26,2088,22,30,16,30,1372,487,301
2,19,1,replay,24840,2086,1624,462,2104,31,13,2088,16,14,12,16,1399,621,140
2,19,2,balanced_mixture,24840,2088,1622,466,2104,21,5,2088,7,7,4,10,1392,650,118
2,19,3,continued_A,24840,2097,1636,461,2104,35,28,2088,20,29,15,30,1344,451,365
2,19,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,20,0,sequential,25920,2090,1632,458,2104,36,22,2088,22,24,13,21,1338,399,423
2,20,1,replay,25920,2093,1627,466,2104,22,11,2088,7,12,2,13,1393,620,147
2,20,2,balanced_mixture,25920,2090,1625,465,2104,24,10,2088,9,11,4,12,1389,615,156
2,20,3,continued_A,25920,2099,1638,461,2104,34,29,2088,19,30,14,31,1342,456,362
2,20,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,21,0,sequential,27000,2089,1631,458,2104,40,25,2088,25,26,20,27,1315,401,444
2,21,1,replay,27000,2085,1620,465,2104,24,5,2088,9,6,5,8,1390,634,136
2,21,2,balanced_mixture,27000,2090,1622,468,2104,20,6,2088,6,8,4,12,1393,655,112
2,21,3,continued_A,27000,2098,1636,462,2104,34,28,2088,20,30,15,31,1344,453,363
2,21,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,22,0,sequential,28080,2086,1631,455,2104,37,19,2088,23,21,17,21,1354,479,327
2,22,1,replay,28080,2094,1629,465,2104,21,11,2088,8,14,2,14,1387,589,184
2,22,2,balanced_mixture,28080,2091,1626,465,2104,22,9,2088,8,11,3,12,1388,617,155
2,22,3,continued_A,28080,2098,1636,462,2104,34,28,2088,20,30,15,31,1343,449,368
2,22,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,23,0,sequential,29160,2094,1636,458,2104,37,27,2088,24,30,17,29,1365,467,328
2,23,1,replay,29160,2089,1623,466,2104,21,6,2088,6,7,2,9,1392,655,113
2,23,2,balanced_mixture,29160,2089,1622,467,2104,21,6,2088,7,8,5,12,1394,655,111
2,23,3,continued_A,29160,2099,1637,462,2104,33,28,2088,19,30,15,32,1343,449,368
2,23,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,24,0,sequential,30240,2090,1633,457,2104,37,23,2088,24,26,15,23,1331,376,453
2,24,1,replay,30240,2089,1625,464,2104,23,8,2088,9,10,4,11,1390,618,152
2,24,2,balanced_mixture,30240,2091,1626,465,2104,22,9,2088,8,11,3,12,1389,617,154
2,24,3,continued_A,30240,2099,1637,462,2104,33,28,2088,19,30,15,32,1343,449,368
2,24,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,25,0,sequential,31320,2090,1632,458,2104,40,26,2088,25,27,20,28,1306,384,470
2,25,1,replay,31320,2092,1633,459,2104,33,21,2088,18,22,12,22,1373,509,278
2,25,2,balanced_mixture,31320,2090,1624,466,2104,22,8,2088,7,9,3,11,1391,630,139
2,25,3,continued_A,31320,2100,1637,463,2104,32,28,2088,18,30,14,32,1343,449,368
2,25,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,26,0,sequential,32400,2086,1632,454,2104,37,19,2088,23,21,17,21,1343,459,358
2,26,1,replay,32400,2087,1624,463,2104,26,9,2088,12,11,7,12,1390,632,138
2,26,2,balanced_mixture,32400,2088,1623,465,2104,22,6,2088,8,8,5,11,1388,636,136
2,26,3,continued_A,32400,2101,1637,464,2104,31,28,2088,17,30,13,32,1342,456,362
2,26,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,27,0,sequential,33480,2095,1637,458,2104,36,27,2088,23,30,16,29,1363,442,355
2,27,1,replay,33480,2089,1625,464,2104,25,10,2088,10,11,6,13,1396,635,129
2,27,2,balanced_mixture,33480,2089,1624,465,2104,23,8,2088,8,9,3,10,1391,629,140
2,27,3,continued_A,33480,2101,1637,464,2104,31,28,2088,17,30,13,32,1342,456,362
2,27,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,28,0,sequential,34560,2088,1633,455,2104,40,24,2088,27,27,18,24,1315,362,483
2,28,1,replay,34560,2086,1624,462,2104,27,9,2088,13,11,7,11,1383,598,179
2,28,2,balanced_mixture,34560,2088,1623,465,2104,22,6,2088,8,8,5,11,1389,634,137
2,28,3,continued_A,34560,2102,1638,464,2104,31,29,2088,17,31,13,33,1342,456,362
2,28,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,29,0,sequential,35640,2090,1632,458,2104,40,26,2088,25,27,20,28,1302,370,488
2,29,1,replay,35640,2093,1632,461,2104,28,17,2088,14,19,8,19,1387,563,210
2,29,2,balanced_mixture,35640,2091,1628,463,2104,24,11,2088,10,13,4,13,1387,604,169
2,29,3,continued_A,35640,2103,1639,464,2104,30,29,2088,16,31,12,33,1344,456,360
2,29,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,30,0,sequential,36720,2087,1634,453,2104,38,21,2088,24,23,18,23,1336,440,384
2,30,1,replay,36720,2086,1623,463,2104,27,9,2088,12,10,7,11,1385,624,151
2,30,2,balanced_mixture,36720,2086,1622,464,2104,24,6,2088,9,7,6,10,1393,649,118
2,30,3,continued_A,36720,2103,1639,464,2104,30,29,2088,16,31,12,33,1344,456,360
2,30,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,31,0,sequential,37800,2095,1637,458,2104,38,29,2088,25,32,19,32,1353,412,395
2,31,1,replay,37800,2087,1620,467,2104,21,4,2088,6,5,4,9,1391,656,113
2,31,2,balanced_mixture,37800,2090,1626,464,2104,23,9,2088,9,11,4,12,1387,619,154
2,31,3,continued_A,37800,2103,1639,464,2104,30,29,2088,16,31,12,33,1344,456,360
2,31,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
2,32,0,sequential,38880,2091,1634,457,2104,38,25,2088,26,29,17,26,1312,331,517
2,32,1,replay,38880,2091,1626,465,2104,25,12,2088,11,14,6,15,1390,603,167
2,32,2,balanced_mixture,38880,2086,1622,464,2104,24,6,2088,9,7,6,10,1394,649,117
2,32,3,continued_A,38880,2103,1638,465,2104,29,28,2088,15,30,11,32,1344,456,360
2,32,4,frozen_fork,4320,2082,1619,463,2104,26,4,2088,10,4,0,0,1382,610,168
