replica,checkpoint,arm,cohort,reachable,known,no_unique,union,union_lost,union_rescued,hybrid,hybrid_lost,hybrid_rescued,anchor_lost,anchor_gained,t0success,t0unknown,t0wrong
0,18,0,D,532,416,116,531,4,5,526,1,7,1,5,352,128,60
0,18,1,A,520,403,117,520,4,4,518,3,5,5,6,359,148,33
0,18,1,B,522,406,116,527,8,3,519,4,7,2,3,334,173,33
0,18,1,C,522,410,112,528,12,6,523,7,6,6,5,338,158,44
0,18,1,D,529,413,116,531,6,4,526,2,5,1,2,362,144,34
0,18,2,A,520,402,118,520,4,4,518,3,5,3,4,358,154,28
0,18,2,B,522,406,116,527,8,3,519,3,6,1,2,338,178,24
0,18,2,C,522,409,113,528,10,4,523,5,4,4,3,337,165,38
0,18,2,D,528,412,116,531,6,3,526,2,4,1,1,360,150,30
0,18,3,A,517,400,117,520,5,2,518,4,3,6,4,359,155,26
0,18,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,18,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,18,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,18,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,18,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,18,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,18,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,19,0,A,522,403,119,520,5,7,518,4,8,3,6,362,150,28
0,19,0,B,521,404,117,527,9,3,519,4,6,2,2,337,174,29
0,19,0,C,524,410,114,528,10,6,523,6,7,5,6,340,158,42
0,19,0,D,530,413,117,531,6,5,526,2,6,2,4,360,148,32
0,19,1,A,517,398,119,520,6,3,518,5,4,5,3,359,155,26
0,19,1,B,522,406,116,527,8,3,519,3,6,1,2,338,178,24
0,19,1,C,523,409,114,528,9,4,523,4,4,3,3,336,167,37
0,19,1,D,529,412,117,531,5,3,526,1,4,1,2,360,150,30
0,19,2,A,520,401,119,520,2,2,518,1,3,3,4,358,154,28
0,19,2,B,523,406,117,527,7,3,519,3,7,1,3,339,175,26
0,19,2,C,523,409,114,528,10,5,523,5,5,4,4,339,163,38
0,19,2,D,528,412,116,531,6,3,526,2,4,1,1,360,150,30
0,19,3,A,517,400,117,520,5,2,518,4,3,6,4,359,155,26
0,19,3,B,520,406,114,527,10,3,519,5,6,3,2,338,178,24
0,19,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,19,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,19,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,19,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,19,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,19,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,20,0,A,521,402,119,520,3,4,518,2,5,0,2,358,153,29
0,20,0,B,523,406,117,527,7,3,519,2,6,0,2,338,175,27
0,20,0,C,525,411,114,528,8,5,523,3,5,1,3,338,161,41
0,20,0,D,529,413,116,531,5,3,526,1,4,0,1,361,145,34
0,20,1,A,519,401,118,520,4,3,518,3,4,4,4,358,154,28
0,20,1,B,522,406,116,527,8,3,519,3,6,1,2,338,177,25
0,20,1,C,524,411,113,528,9,5,523,4,5,2,3,338,164,38
0,20,1,D,527,411,116,531,6,2,526,2,3,1,0,360,149,31
0,20,2,A,520,402,118,520,4,4,518,3,5,3,4,358,154,28
0,20,2,B,522,406,116,527,8,3,519,3,6,1,2,338,178,24
0,20,2,C,522,409,113,528,10,4,523,5,4,4,3,337,165,38
0,20,2,D,528,412,116,531,6,3,526,2,4,1,1,360,150,30
0,20,3,A,517,400,117,520,5,2,518,4,3,6,4,359,155,26
0,20,3,B,520,406,114,527,10,3,519,5,6,3,2,338,178,24
0,20,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,20,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,20,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,20,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,20,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,20,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,21,0,A,521,403,118,520,3,4,518,2,5,4,6,356,148,36
0,21,0,B,520,406,114,527,10,3,519,5,6,3,2,335,165,40
0,21,0,C,525,413,112,528,10,7,523,5,7,4,6,335,154,51
0,21,0,D,529,413,116,531,6,4,526,2,5,1,2,363,140,37
0,21,1,A,519,401,118,520,4,3,518,3,4,4,4,358,154,28
0,21,1,B,522,406,116,527,8,3,519,3,6,1,2,337,177,26
0,21,1,C,524,410,114,528,9,5,523,4,5,3,4,338,164,38
0,21,1,D,528,412,116,531,5,2,526,1,3,0,0,359,149,32
0,21,2,A,520,402,118,520,4,4,518,3,5,3,4,358,154,28
0,21,2,B,522,406,116,527,8,3,519,3,6,1,2,339,176,25
0,21,2,C,523,409,114,528,9,4,523,4,4,3,3,338,164,38
0,21,2,D,528,412,116,531,6,3,526,2,4,1,1,360,149,31
0,21,3,A,517,400,117,520,5,2,518,4,3,6,4,359,155,26
0,21,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,21,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,21,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,21,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,21,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,21,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,21,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,22,0,A,519,401,118,520,5,4,518,3,4,7,7,352,140,48
0,22,0,B,521,406,115,527,9,3,519,4,6,2,2,331,161,48
0,22,0,C,523,412,111,528,13,8,523,8,8,6,6,336,141,63
0,22,0,D,532,416,116,531,4,5,526,1,7,1,5,353,129,58
0,22,1,A,519,402,117,520,4,3,518,3,4,5,5,358,148,34
0,22,1,B,522,406,116,527,8,3,519,4,7,2,3,333,173,34
0,22,1,C,523,411,112,528,11,6,523,6,6,5,5,341,158,41
0,22,1,D,528,412,116,531,6,3,526,2,4,1,1,361,144,35
0,22,2,A,518,400,118,520,4,2,518,3,3,5,4,356,154,30
0,22,2,B,522,406,116,527,8,3,519,3,6,1,2,338,176,26
0,22,2,C,522,409,113,528,11,5,523,6,5,5,4,339,162,39
0,22,2,D,528,412,116,531,6,3,526,2,4,1,1,361,147,32
0,22,3,A,517,400,117,520,5,2,518,4,3,6,4,359,155,26
0,22,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,22,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,22,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,22,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,22,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,22,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,22,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,23,0,A,523,403,120,520,4,7,518,3,8,3,7,363,148,29
0,23,0,B,521,404,117,527,9,3,519,4,6,2,2,337,174,29
0,23,0,C,524,410,114,528,10,6,523,6,7,5,6,339,159,42
0,23,0,D,530,413,117,531,6,5,526,2,6,2,4,361,147,32
0,23,1,A,515,397,118,520,7,2,518,6,3,7,3,358,154,28
0,23,1,B,521,405,116,527,9,3,519,4,6,2,2,337,177,26
0,23,1,C,522,408,114,528,10,4,523,5,4,4,3,338,164,38
0,23,1,D,528,412,116,531,7,4,526,3,5,2,2,360,149,31
0,23,2,A,521,403,118,520,3,4,518,2,5,2,4,358,154,28
0,23,2,B,522,406,116,527,8,3,519,3,6,1,2,339,175,26
0,23,2,C,523,409,114,528,9,4,523,4,4,3,3,338,164,38
0,23,2,D,528,412,116,531,6,3,526,2,4,1,1,360,149,31
0,23,3,A,517,400,117,520,5,2,518,4,3,6,4,359,155,26
0,23,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,23,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,23,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,23,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,23,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,23,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,23,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,24,0,A,521,402,119,520,3,4,518,2,5,0,2,358,153,29
0,24,0,B,523,406,117,527,7,3,519,2,6,0,2,338,175,27
0,24,0,C,524,411,113,528,9,5,523,4,5,1,2,336,161,43
0,24,0,D,529,413,116,531,5,3,526,1,4,0,1,360,147,33
0,24,1,A,518,400,118,520,4,2,518,3,3,5,4,358,154,28
0,24,1,B,522,406,116,527,8,3,519,3,6,1,2,336,177,27
0,24,1,C,523,410,113,528,10,5,523,5,5,3,3,337,165,38
0,24,1,D,528,412,116,531,6,3,526,2,4,1,1,360,150,30
0,24,2,A,518,400,118,520,4,2,518,3,3,5,4,358,154,28
0,24,2,B,522,406,116,527,8,3,519,3,6,1,2,337,177,26
0,24,2,C,521,408,113,528,11,4,523,6,4,5,3,338,164,38
0,24,2,D,528,412,116,531,6,3,526,2,4,1,1,360,150,30
0,24,3,A,516,400,116,520,6,2,518,5,3,7,4,359,155,26
0,24,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,24,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,24,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,24,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,24,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,24,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,24,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,25,0,A,521,403,118,520,3,4,518,2,5,4,6,356,148,36
0,25,0,B,520,406,114,527,10,3,519,5,6,3,2,335,165,40
0,25,0,C,525,413,112,528,10,7,523,5,7,4,6,334,155,51
0,25,0,D,529,413,116,531,6,4,526,2,5,1,2,363,140,37
0,25,1,A,520,402,118,520,4,4,518,3,5,4,5,359,153,28
0,25,1,B,522,406,116,527,8,3,519,3,6,1,2,336,177,27
0,25,1,C,524,411,113,528,10,6,523,5,6,4,5,338,159,43
0,25,1,D,528,412,116,531,6,3,526,2,4,1,1,359,149,32
0,25,2,A,520,402,118,520,4,4,518,3,5,3,4,358,154,28
0,25,2,B,522,406,116,527,8,3,519,3,6,1,2,337,177,26
0,25,2,C,524,411,113,528,10,6,523,5,6,3,4,338,164,38
0,25,2,D,528,412,116,531,6,3,526,2,4,1,1,360,150,30
0,25,3,A,516,400,116,520,6,2,518,5,3,7,4,359,155,26
0,25,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,25,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,25,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,25,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,25,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,25,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,25,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,26,0,A,520,402,118,520,4,4,518,3,5,6,7,351,142,47
0,26,0,B,521,406,115,527,9,3,519,4,6,2,2,331,162,47
0,26,0,C,524,413,111,528,12,8,523,7,8,5,6,338,141,61
0,26,0,D,532,416,116,531,4,5,526,1,7,1,5,357,129,54
0,26,1,A,518,401,117,520,6,4,518,5,5,7,6,358,148,34
0,26,1,B,523,406,117,527,7,3,519,2,6,0,2,332,174,34
0,26,1,C,526,412,114,528,9,7,523,4,7,2,5,339,154,47
0,26,1,D,530,414,116,531,6,5,526,2,6,1,3,364,140,36
0,26,2,A,517,399,118,520,5,2,518,4,3,6,4,357,154,29
0,26,2,B,521,405,116,527,9,3,519,4,6,2,2,338,178,24
0,26,2,C,522,409,113,528,10,4,523,5,4,4,3,337,165,38
0,26,2,D,528,411,117,531,6,3,526,2,4,2,2,359,150,31
0,26,3,A,516,400,116,520,6,2,518,5,3,7,4,359,155,26
0,26,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,26,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,26,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,26,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,26,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,26,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,26,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,27,0,A,523,403,120,520,4,7,518,3,8,3,7,362,148,30
0,27,0,B,521,404,117,527,9,3,519,4,6,2,2,336,175,29
0,27,0,C,524,410,114,528,10,6,523,6,7,5,6,339,159,42
0,27,0,D,530,413,117,531,6,5,526,2,6,2,4,359,149,32
0,27,1,A,516,397,119,520,7,3,518,6,4,7,4,357,154,29
0,27,1,B,520,404,116,527,10,3,519,5,6,3,2,337,177,26
0,27,1,C,524,410,114,528,9,5,523,4,5,3,4,338,163,39
0,27,1,D,527,411,116,531,7,3,526,3,4,2,1,359,150,31
0,27,2,A,520,402,118,520,4,4,518,3,5,3,4,358,154,28
0,27,2,B,522,406,116,527,8,3,519,3,6,1,2,338,178,24
0,27,2,C,523,410,113,528,10,5,523,5,5,3,3,337,165,38
0,27,2,D,528,412,116,531,6,3,526,2,4,1,1,360,150,30
0,27,3,A,516,400,116,520,6,2,518,5,3,7,4,359,155,26
0,27,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,27,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,27,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,27,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,27,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,27,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,27,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,28,0,A,521,402,119,520,3,4,518,2,5,0,2,357,153,30
0,28,0,B,523,406,117,527,7,3,519,2,6,0,2,338,175,27
0,28,0,C,525,411,114,528,8,5,523,3,5,1,3,336,161,43
0,28,0,D,529,413,116,531,5,3,526,1,4,0,1,362,144,34
0,28,1,A,518,400,118,520,4,2,518,3,3,5,4,358,154,28
0,28,1,B,521,405,116,527,9,3,519,4,6,2,2,337,178,25
0,28,1,C,520,408,112,528,12,4,523,7,4,6,3,337,164,39
0,28,1,D,528,412,116,531,6,3,526,2,4,1,1,360,150,30
0,28,2,A,517,399,118,520,5,2,518,4,3,6,4,358,154,28
0,28,2,B,521,405,116,527,9,3,519,4,6,2,2,338,178,24
0,28,2,C,522,409,113,528,10,4,523,5,4,4,3,337,165,38
0,28,2,D,530,413,117,531,5,4,526,1,5,1,3,359,151,30
0,28,3,A,516,400,116,520,6,2,518,5,3,7,4,359,155,26
0,28,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,28,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,28,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,28,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,28,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,28,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,28,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,29,0,A,522,404,118,520,3,5,518,2,6,3,6,357,146,37
0,29,0,B,520,406,114,527,10,3,519,5,6,3,2,337,163,40
0,29,0,C,525,413,112,528,10,7,523,5,7,4,6,334,155,51
0,29,0,D,529,413,116,531,6,4,526,2,5,1,2,363,140,37
0,29,1,A,519,400,119,520,3,2,518,2,3,5,5,359,154,27
0,29,1,B,523,406,117,527,7,3,519,3,7,1,3,336,178,26
0,29,1,C,523,409,114,528,10,5,523,5,5,5,5,337,165,38
0,29,1,D,529,412,117,531,5,3,526,1,4,1,2,361,148,31
0,29,2,A,518,400,118,520,4,2,518,3,3,5,4,359,154,27
0,29,2,B,521,406,115,527,9,3,519,4,6,2,2,338,178,24
0,29,2,C,522,408,114,528,10,4,523,5,4,5,4,337,165,38
0,29,2,D,530,413,117,531,5,4,526,1,5,1,3,359,151,30
0,29,3,A,516,400,116,520,6,2,518,5,3,7,4,359,155,26
0,29,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,29,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,29,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,29,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,29,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,29,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,29,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,30,0,A,520,402,118,520,4,4,518,3,5,6,7,351,141,48
0,30,0,B,520,406,114,527,10,3,519,5,6,3,2,331,162,47
0,30,0,C,523,412,111,528,13,8,523,8,8,6,6,336,141,63
0,30,0,D,532,416,116,531,4,5,526,1,7,1,5,354,129,57
0,30,1,A,521,403,118,520,3,4,518,2,5,3,5,359,152,29
0,30,1,B,521,406,115,527,9,3,519,4,6,2,2,337,177,26
0,30,1,C,525,412,113,528,10,7,523,5,7,3,5,336,161,43
0,30,1,D,529,413,116,531,5,3,526,1,4,0,1,359,149,32
0,30,2,A,520,402,118,520,3,3,518,2,4,3,4,358,154,28
0,30,2,B,522,406,116,527,8,3,519,3,6,1,2,339,176,25
0,30,2,C,522,409,113,528,10,4,523,5,4,4,3,338,164,38
0,30,2,D,528,412,116,531,6,3,526,2,4,1,1,359,151,30
0,30,3,A,516,400,116,520,6,2,518,5,3,7,4,359,155,26
0,30,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,30,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,30,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,30,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,30,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,30,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,30,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,31,0,A,522,402,120,520,5,7,518,4,8,4,7,362,148,30
0,31,0,B,521,404,117,527,9,3,519,4,6,2,2,337,174,29
0,31,0,C,524,410,114,528,10,6,523,6,7,5,6,339,159,42
0,31,0,D,530,413,117,531,6,5,526,2,6,2,4,359,149,32
0,31,1,A,517,399,118,520,7,4,518,6,5,6,4,359,153,28
0,31,1,B,521,405,116,527,9,3,519,4,6,2,2,338,176,26
0,31,1,C,522,408,114,528,10,4,523,5,4,4,3,337,165,38
0,31,1,D,528,411,117,531,6,3,526,2,4,2,2,360,149,31
0,31,2,A,518,400,118,520,4,2,518,3,3,5,4,359,155,26
0,31,2,B,521,406,115,527,9,3,519,4,6,2,2,338,178,24
0,31,2,C,522,408,114,528,10,4,523,5,4,5,4,336,166,38
0,31,2,D,530,413,117,531,5,4,526,1,5,1,3,359,151,30
0,31,3,A,516,400,116,520,6,2,518,5,3,7,4,359,155,26
0,31,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,31,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,31,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,31,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,31,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,31,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,31,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
0,32,0,A,521,402,119,520,3,4,518,2,5,0,2,358,153,29
0,32,0,B,523,406,117,527,7,3,519,2,6,0,2,338,175,27
0,32,0,C,525,411,114,528,8,5,523,3,5,1,3,335,161,44
0,32,0,D,529,413,116,531,5,3,526,1,4,0,1,362,145,33
0,32,1,A,519,402,117,520,5,4,518,4,5,4,4,359,153,28
0,32,1,B,521,405,116,527,10,4,519,5,7,3,3,337,175,28
0,32,1,C,522,410,112,528,11,5,523,6,5,5,4,338,164,38
0,32,1,D,528,412,116,531,7,4,526,3,5,2,2,359,150,31
0,32,2,A,520,402,118,520,4,4,518,3,5,3,4,358,154,28
0,32,2,B,521,405,116,527,9,3,519,4,6,2,2,338,178,24
0,32,2,C,522,409,113,528,10,4,523,5,4,4,3,337,165,38
0,32,2,D,528,412,116,531,6,3,526,2,4,1,1,359,151,30
0,32,3,A,516,400,116,520,6,2,518,5,3,7,4,359,155,26
0,32,3,B,519,406,113,527,11,3,519,6,6,4,2,338,178,24
0,32,3,C,520,409,111,528,12,4,523,7,4,6,3,336,166,38
0,32,3,D,526,410,116,531,7,2,526,3,3,2,0,359,151,30
0,32,4,A,519,401,118,520,4,3,518,3,4,0,0,360,154,26
0,32,4,B,521,405,116,527,8,2,519,2,4,0,0,339,177,24
0,32,4,C,523,409,114,528,8,3,523,3,3,0,0,337,165,38
0,32,4,D,528,412,116,531,5,2,526,1,3,0,0,359,151,30
1,-1,0,A,513,399,114,523,10,0,513,0,0,0,0,357,156,27
1,-1,0,B,516,403,113,526,10,0,516,0,0,0,0,336,181,23
1,-1,0,C,525,408,117,529,4,0,525,0,0,0,0,338,179,23
1,-1,0,D,527,410,117,532,5,0,527,0,0,0,0,354,157,29
1,-1,1,A,513,399,114,523,10,0,513,0,0,0,0,357,156,27
1,-1,1,B,516,403,113,526,10,0,516,0,0,0,0,336,181,23
1,-1,1,C,525,408,117,529,4,0,525,0,0,0,0,338,179,23
1,-1,1,D,527,410,117,532,5,0,527,0,0,0,0,354,157,29
1,-1,2,A,513,399,114,523,10,0,513,0,0,0,0,357,156,27
1,-1,2,B,516,403,113,526,10,0,516,0,0,0,0,336,181,23
1,-1,2,C,525,408,117,529,4,0,525,0,0,0,0,338,179,23
1,-1,2,D,527,410,117,532,5,0,527,0,0,0,0,354,157,29
1,-1,3,A,513,399,114,523,10,0,513,0,0,0,0,357,156,27
1,-1,3,B,516,403,113,526,10,0,516,0,0,0,0,336,181,23
1,-1,3,C,525,408,117,529,4,0,525,0,0,0,0,338,179,23
1,-1,3,D,527,410,117,532,5,0,527,0,0,0,0,354,157,29
1,-1,4,A,513,399,114,523,10,0,513,0,0,0,0,357,156,27
1,-1,4,B,516,403,113,526,10,0,516,0,0,0,0,336,181,23
1,-1,4,C,525,408,117,529,4,0,525,0,0,0,0,338,179,23
1,-1,4,D,527,410,117,532,5,0,527,0,0,0,0,354,157,29
1,0,0,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,0,0,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,0,0,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,0,0,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,0,1,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,0,1,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,0,1,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,0,1,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,0,2,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,0,2,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,0,2,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,0,2,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,0,3,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,0,3,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,0,3,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,0,3,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,0,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,0,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,0,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,0,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,1,0,A,513,398,115,523,11,1,513,3,3,2,1,357,157,26
1,1,0,B,509,399,110,526,17,0,516,7,0,6,2,337,180,23
1,1,0,C,527,411,116,529,6,4,525,3,5,4,4,338,181,21
1,1,0,D,529,413,116,532,5,2,527,3,5,3,5,355,157,28
1,1,1,A,511,397,114,523,12,0,513,3,1,3,0,356,155,29
1,1,1,B,511,401,110,526,15,0,516,5,0,4,2,336,179,25
1,1,1,C,526,412,114,529,7,4,525,4,5,4,3,338,178,24
1,1,1,D,526,411,115,532,6,0,527,3,2,3,2,352,155,33
1,1,2,A,511,397,114,523,12,0,513,3,1,3,0,356,155,29
1,1,2,B,514,402,112,526,12,0,516,2,0,1,2,336,179,25
1,1,2,C,526,410,116,529,6,3,525,3,4,2,1,338,178,24
1,1,2,D,527,411,116,532,5,0,527,2,2,3,3,352,155,33
1,1,3,A,513,398,115,523,11,1,513,3,3,2,1,357,157,26
1,1,3,B,509,399,110,526,17,0,516,7,0,6,2,337,180,23
1,1,3,C,527,411,116,529,6,4,525,3,5,4,4,338,181,21
1,1,3,D,529,413,116,532,5,2,527,3,5,3,5,355,157,28
1,1,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,1,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,1,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,1,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,2,0,A,512,398,114,523,11,0,513,2,1,2,0,356,156,28
1,2,0,B,514,402,112,526,12,0,516,3,1,2,3,336,179,25
1,2,0,C,522,408,114,529,9,2,525,6,3,6,1,338,179,23
1,2,0,D,526,410,116,532,6,0,527,3,2,4,3,353,154,33
1,2,1,A,512,399,113,523,11,0,513,1,0,3,1,356,156,28
1,2,1,B,517,403,114,526,9,0,516,0,1,0,4,335,179,26
1,2,1,C,525,408,117,529,6,2,525,3,3,3,1,338,179,23
1,2,1,D,526,410,116,532,6,0,527,1,0,3,2,352,157,31
1,2,2,A,511,398,113,523,12,0,513,2,0,4,1,357,156,27
1,2,2,B,514,401,113,526,12,0,516,3,1,3,4,336,180,24
1,2,2,C,527,409,118,529,4,2,525,1,3,3,3,337,179,24
1,2,2,D,529,413,116,532,5,2,527,1,3,2,4,354,157,29
1,2,3,A,513,398,115,523,11,1,513,3,3,2,1,357,157,26
1,2,3,B,508,398,110,526,18,0,516,8,0,6,1,337,180,23
1,2,3,C,527,411,116,529,6,4,525,3,5,4,4,338,181,21
1,2,3,D,529,413,116,532,5,2,527,3,5,3,5,355,157,28
1,2,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,2,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,2,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,2,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,3,0,A,512,399,113,523,12,1,513,2,1,4,2,358,155,27
1,3,0,B,513,401,112,526,13,0,516,5,2,4,4,336,177,27
1,3,0,C,528,411,117,529,4,3,525,1,4,2,3,338,178,24
1,3,0,D,528,412,116,532,6,2,527,1,2,3,4,354,156,30
1,3,1,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,3,1,B,512,400,112,526,14,0,516,4,0,3,2,336,180,24
1,3,1,C,528,410,118,529,5,4,525,2,5,1,2,338,179,23
1,3,1,D,527,411,116,532,5,0,527,1,1,2,2,353,157,30
