C events parsed: 11
C regions=4 starts: 0 88200 264600 418950
C rg=3 rb=53 g=65930 m=12677 T=12017 st=1
C rg=3 rb=54 g=65930 m=11556 T=12017 st=0
C rg=3 rb=55 g=65930 m=11625 T=12017 st=0
C rg=3 rb=56 g=65930 m=11959 T=12017 st=0
C rg=3 rb=57 g=65930 m=12505 T=12017 st=0
C rg=3 rb=58 g=67919 m=11333 T=12017 st=1
C rg=3 rb=59 g=67919 m=12631 T=12017 st=0
C rg=3 rb=60 g=67919 m=11888 T=12017 st=0
C rg=3 rb=61 g=67919 m=12540 T=12017 st=0
C rg=3 rb=62 g=67919 m=12385 T=12017 st=0
C rg=3 rb=63 g=67919 m=12336 T=12017 st=0
C rg=3 rb=64 g=67919 m=12264 T=12017 st=0
C rg=3 rb=65 g=67919 m=12062 T=12017 st=0
C rg=3 rb=66 g=66004 m=12735 T=12017 st=1
C rg=3 rb=67 g=67885 m=11369 T=12017 st=1
C rg=3 rb=68 g=67885 m=12633 T=12017 st=0
C rg=3 rb=69 g=67885 m=11923 T=12017 st=0
C rg=3 rb=70 g=67885 m=12524 T=12017 st=0
C rg=3 rb=71 g=67885 m=12072 T=12017 st=0
C rg=3 rb=72 g=66112 m=12679 T=12017 st=1
C rg=3 rb=73 g=66112 m=12111 T=12017 st=0
C rg=3 rb=74 g=66112 m=11603 T=12017 st=0
C rg=3 rb=75 g=66112 m=12256 T=12017 st=0
C rg=3 rb=76 g=67876 m=11408 T=12017 st=1
C rg=3 rb=77 g=66137 m=12666 T=12017 st=1
C rg=3 rb=78 g=66137 m=11623 T=12017 st=0
C rg=3 rb=79 g=66137 m=12226 T=12017 st=0
C rg=3 rb=80 g=66137 m=11527 T=12017 st=0
C rg=3 rb=81 g=66137 m=12456 T=12017 st=0
C rg=3 rb=82 g=66137 m=12152 T=12017 st=0
C rg=3 rb=83 g=66137 m=11688 T=12017 st=0
C rg=3 rb=84 g=66137 m=12207 T=12017 st=0
C rg=3 rb=85 g=66137 m=11417 T=12017 st=0
C rg=3 rb=86 g=66137 m=12343 T=12017 st=0
C rg=3 rb=87 g=66137 m=11647 T=12017 st=0
C rg=3 rb=88 g=66137 m=12299 T=12017 st=0
C rg=3 rb=89 g=66137 m=11514 T=12017 st=0
C rg=3 rb=90 g=66137 m=12197 T=12017 st=0
C rg=3 rb=91 g=66137 m=12129 T=12017 st=0
C rg=3 rb=92 g=66137 m=11884 T=12017 st=0
C rg=3 rb=93 g=66137 m=12234 T=12017 st=0
C rg=3 rb=94 g=66137 m=11420 T=12017 st=0
C rg=3 rb=95 g=66137 m=12303 T=12017 st=0
C rg=3 rb=96 g=66137 m=11695 T=12017 st=0
C rg=3 rb=97 g=66137 m=12397 T=12017 st=0
C rg=3 rb=98 g=66137 m=11758 T=12017 st=0
C rg=3 rb=99 g=66137 m=11792 T=12017 st=0
C rg=3 rb=100 g=66137 m=11944 T=12017 st=0
C rg=3 rb=101 g=66137 m=12102 T=12017 st=0
C rg=3 rb=102 g=66137 m=12246 T=12017 st=0
C rg=3 rb=103 g=66137 m=11463 T=12017 st=0
C rg=3 rb=104 g=66137 m=12208 T=12017 st=0
C rg=3 rb=105 g=66137 m=11764 T=12017 st=0
C rg=3 rb=106 g=66137 m=12411 T=12017 st=0
C rg=3 rb=107 g=66137 m=11950 T=12017 st=0
C rg=3 rb=108 g=66137 m=11663 T=12017 st=0
C rg=3 rb=109 g=66137 m=11755 T=12017 st=0
C rg=3 rb=110 g=66137 m=12169 T=12017 st=0
C rg=3 rb=111 g=66137 m=12236 T=12017 st=0
C rg=3 rb=112 g=66137 m=11558 T=12017 st=0
C rg=3 rb=113 g=66137 m=12025 T=12017 st=0
C rg=3 rb=114 g=68807 m=7949 T=8591 st=1
C rg=3 rb=115 g=64004 m=8346 T=7181 st=1
C rg=3 rb=116 g=64004 m=7350 T=7690 st=0
C rg=3 rb=117 g=64004 m=8965 T=8818 st=0
C rg=3 rb=118 g=66001 m=9662 T=10265 st=1
C rg=3 rb=119 g=66001 m=11575 T=11470 st=0
C rg=3 rb=120 g=66001 m=10132 T=9830 st=0
C rg=3 rb=121 g=66001 m=7325 T=7087 st=0
C rg=3 rb=122 g=63123 m=7764 T=7087 st=1
C rg=3 rb=123 g=65222 m=6645 T=7087 st=1
C rg=3 rb=124 g=62169 m=7819 T=7087 st=1
C rg=3 rb=125 g=64872 m=6520 T=7087 st=1
C rg=3 rb=126 g=62461 m=7656 T=7087 st=1
C rg=3 rb=127 g=62461 m=6920 T=7087 st=0
C rg=3 rb=128 g=62461 m=7005 T=7087 st=0
C rg=3 rb=129 g=62461 m=7194 T=7245 st=0
C rg=3 rb=130 g=64340 m=9336 T=9898 st=1
C rg=3 rb=131 g=64340 m=10568 T=10927 st=0
C rg=3 rb=132 g=64340 m=10663 T=10927 st=0
C rg=3 rb=133 g=64340 m=10932 T=10927 st=0
C rg=3 rb=134 g=66097 m=10361 T=10927 st=1
C rg=3 rb=135 g=66097 m=11085 T=10927 st=0
C rg=3 rb=136 g=66097 m=10829 T=10927 st=0
C rg=3 rb=137 g=66097 m=11034 T=10927 st=0
C rg=3 rb=138 g=66097 m=10992 T=10927 st=0
C rg=3 rb=139 g=66097 m=10817 T=10927 st=0
C rg=3 rb=140 g=66097 m=10888 T=10927 st=0
C rg=3 rb=141 g=66097 m=10830 T=10927 st=0
C rg=3 rb=142 g=66097 m=11367 T=10927 st=0
C rg=3 rb=143 g=66097 m=10544 T=10927 st=0
C rg=3 rb=144 g=66097 m=11167 T=10927 st=0
C rg=3 rb=145 g=66097 m=10723 T=10927 st=0
C rg=3 rb=146 g=66097 m=11088 T=10927 st=0
C rg=3 rb=147 g=66097 m=10972 T=10927 st=0
C rg=3 rb=148 g=66097 m=10847 T=10927 st=0
C rg=3 rb=149 g=66097 m=11106 T=10927 st=0
C rg=3 rb=150 g=66097 m=10642 T=10927 st=0
C rg=3 rb=151 g=66097 m=11380 T=10927 st=0
C rg=3 rb=152 g=66097 m=10483 T=10927 st=0
C rg=3 rb=153 g=66097 m=11221 T=10927 st=0
C rg=3 rb=154 g=66097 m=10651 T=10927 st=0
C rg=3 rb=155 g=66097 m=11194 T=10927 st=0
C rg=3 rb=156 g=66097 m=10897 T=10927 st=0
C rg=3 rb=157 g=66097 m=10846 T=10927 st=0
C rg=3 rb=158 g=66097 m=11290 T=10927 st=0
C rg=3 rb=159 g=66097 m=10558 T=10927 st=0
C rg=3 rb=160 g=66097 m=11305 T=10927 st=0
C rg=3 rb=161 g=66097 m=10466 T=10927 st=0
C rg=3 rb=162 g=66097 m=11297 T=10927 st=0
C rg=3 rb=163 g=66097 m=10607 T=10927 st=0
C rg=3 rb=164 g=66097 m=11201 T=10927 st=0
C rg=3 rb=165 g=66097 m=10883 T=10927 st=0
C rg=3 rb=166 g=66097 m=10823 T=10927 st=0
C rg=3 rb=167 g=66097 m=11309 T=10927 st=0
C rg=3 rb=168 g=66097 m=10617 T=10927 st=0
C rg=3 rb=169 g=66097 m=11216 T=10927 st=0
C rg=3 rb=170 g=66097 m=10488 T=10927 st=0
C rg=3 rb=171 g=66097 m=11369 T=10927 st=0
C rg=3 rb=172 g=66097 m=10597 T=10927 st=0
C rg=3 rb=173 g=66097 m=11152 T=10927 st=0
C rg=3 rb=174 g=66097 m=10929 T=10927 st=0
C rg=3 rb=175 g=66097 m=10788 T=10927 st=0
C rg=3 rb=176 g=66097 m=11095 T=10927 st=0
C rg=3 rb=177 g=66097 m=10845 T=10927 st=0
C rg=3 rb=178 g=66097 m=11157 T=10927 st=0
C rg=3 rb=179 g=66097 m=10519 T=10927 st=0
C rg=3 rb=180 g=66097 m=11368 T=10927 st=0
C rg=3 rb=181 g=66097 m=10647 T=10927 st=0
C rg=3 rb=182 g=66097 m=11102 T=10927 st=0
C rg=3 rb=183 g=66097 m=11028 T=10927 st=0
C rg=3 rb=184 g=66097 m=10741 T=10927 st=0
C rg=3 rb=185 g=66097 m=10659 T=10927 st=0
C rg=3 rb=186 g=66097 m=11213 T=10927 st=0
C rg=3 rb=187 g=66097 m=11160 T=10927 st=0
C rg=3 rb=188 g=66097 m=10519 T=10927 st=0
C rg=3 rb=189 g=66097 m=11363 T=10927 st=0
C rg=3 rb=190 g=66097 m=10691 T=10927 st=0
C rg=3 rb=191 g=66097 m=11018 T=10927 st=0
C rg=3 rb=192 g=66097 m=11159 T=10927 st=0
C rg=3 rb=193 g=66097 m=10705 T=10927 st=0
C rg=3 rb=194 g=66097 m=10645 T=10927 st=0
C rg=3 rb=195 g=66097 m=11198 T=10927 st=0
C rg=3 rb=196 g=66097 m=11166 T=10927 st=0
C rg=3 rb=197 g=66097 m=10525 T=10927 st=0
C rg=3 rb=198 g=66097 m=11315 T=10927 st=0
C rg=3 rb=199 g=66097 m=10688 T=10927 st=0
C rg=3 rb=200 g=66097 m=10971 T=10927 st=0
C rg=3 rb=201 g=66097 m=11143 T=10927 st=0
C rg=3 rb=202 g=66097 m=10776 T=10927 st=0
C rg=3 rb=203 g=66097 m=10767 T=10927 st=0
C rg=3 rb=204 g=66097 m=11099 T=10927 st=0
C rg=3 rb=205 g=66097 m=11206 T=10927 st=0
C rg=3 rb=206 g=66097 m=10550 T=10927 st=0
C rg=3 rb=207 g=66097 m=11242 T=10927 st=0
C rg=3 rb=208 g=66097 m=10630 T=10927 st=0
C rg=3 rb=209 g=66097 m=11050 T=10927 st=0
C rg=3 rb=210 g=66097 m=10803 T=10927 st=0
C rg=3 rb=211 g=66097 m=11121 T=10927 st=0
C rg=3 rb=212 g=66097 m=10822 T=10927 st=0
C rg=3 rb=213 g=66097 m=11046 T=10927 st=0
C rg=3 rb=214 g=66097 m=11201 T=10927 st=0
C rg=3 rb=215 g=66097 m=10522 T=10927 st=0
C rg=3 rb=216 g=66097 m=11262 T=10927 st=0
C rg=3 rb=217 g=66097 m=10559 T=10927 st=0
C rg=3 rb=218 g=66097 m=11175 T=10927 st=0
C rg=3 rb=219 g=66097 m=10652 T=10927 st=0
C rg=3 rb=220 g=66097 m=11222 T=10927 st=0
C rg=3 rb=221 g=66097 m=10225 T=10106 st=0
C rg=3 rb=222 g=66097 m=7380 T=7096 st=0
C rg=3 rb=223 g=63453 m=7864 T=7235 st=1
C rg=3 rb=224 g=65243 m=7353 T=7768 st=1
C rg=3 rb=225 g=63602 m=9226 T=8762 st=1
C rg=3 rb=226 g=66279 m=9120 T=9888 st=1
C rg=3 rb=227 g=66279 m=11161 T=10698 st=0
C rg=3 rb=228 g=66279 m=8259 T=8215 st=0
C rg=3 rb=229 g=64395 m=7514 T=7087 st=1
C rg=3 rb=230 g=64395 m=7169 T=7087 st=0
C rg=3 rb=231 g=64395 m=7171 T=7087 st=0
C rg=3 rb=232 g=64395 m=7437 T=7087 st=0
C rg=3 rb=233 g=64395 m=6926 T=7087 st=0
C rg=3 rb=234 g=61816 m=7704 T=7087 st=1
C rg=3 rb=235 g=61816 m=6173 T=6138 st=0
C rg=3 rb=236 g=57503 m=4422 T=3805 st=1
C rg=3 rb=237 g=57503 m=0 T=0 st=3
C rg=3 rb=238 g=57503 m=0 T=0 st=3
C rg=3 rb=239 g=57503 m=0 T=0 st=3
C rg=3 rb=240 g=57503 m=0 T=0 st=3
C rg=3 rb=241 g=57503 m=0 T=0 st=3
C rg=3 rb=242 g=57503 m=0 T=0 st=3
C rg=3 rb=243 g=57503 m=0 T=0 st=3
C rg=3 rb=244 g=57503 m=0 T=0 st=3
C rg=3 rb=245 g=57503 m=0 T=0 st=3
C rg=3 rb=246 g=57503 m=0 T=0 st=3
C rg=3 rb=247 g=57503 m=0 T=0 st=3
C rg=3 rb=248 g=57503 m=0 T=0 st=3
C rg=3 rb=249 g=57503 m=0 T=0 st=3
C rg=3 rb=250 g=57503 m=0 T=0 st=3
C rg=3 rb=251 g=57503 m=0 T=0 st=3
C rg=3 rb=252 g=57503 m=0 T=0 st=3
C rg=3 rb=253 g=57503 m=0 T=0 st=3
C rg=3 rb=254 g=57503 m=0 T=0 st=3
C rg=3 rb=255 g=57503 m=0 T=0 st=3
C rg=3 rb=256 g=57503 m=0 T=0 st=3
C rg=3 rb=257 g=57503 m=0 T=0 st=3
C rg=3 rb=258 g=57503 m=0 T=0 st=3
C rg=3 rb=259 g=57503 m=0 T=0 st=3
C rg=3 rb=260 g=57503 m=0 T=0 st=3
C rg=3 rb=261 g=57503 m=0 T=0 st=3
C rg=3 rb=262 g=57503 m=0 T=0 st=3
C rg=3 rb=263 g=57503 m=0 T=0 st=3
C rg=3 rb=264 g=57503 m=0 T=0 st=3
C rg=3 rb=265 g=57503 m=0 T=0 st=3
C rg=3 rb=266 g=57503 m=0 T=0 st=3
C rg=3 rb=267 g=57503 m=0 T=0 st=3
C rg=3 rb=268 g=57503 m=0 T=0 st=3
C rg=3 rb=269 g=57503 m=0 T=0 st=3
C rg=3 rb=270 g=57503 m=0 T=0 st=3
C rg=3 rb=271 g=57503 m=0 T=0 st=3
C rg=3 rb=272 g=57503 m=0 T=0 st=3
C rg=3 rb=273 g=57503 m=0 T=0 st=3
C rg=3 rb=274 g=57503 m=0 T=0 st=3
C rg=3 rb=275 g=57503 m=0 T=0 st=3
C rg=3 rb=276 g=57503 m=0 T=0 st=3
C rg=3 rb=277 g=57503 m=0 T=0 st=3
C rg=3 rb=278 g=57503 m=0 T=0 st=3
C rg=3 rb=279 g=57503 m=0 T=0 st=3
C rg=3 rb=280 g=57503 m=0 T=0 st=3
C rg=3 rb=281 g=57503 m=0 T=0 st=3
C rg=3 rb=282 g=57503 m=0 T=0 st=3
C rg=3 rb=283 g=57503 m=0 T=0 st=3
C rg=3 rb=284 g=57503 m=0 T=0 st=3
C rg=3 rb=285 g=57503 m=0 T=0 st=3
C rg=3 rb=286 g=57503 m=0 T=0 st=3
C rg=3 rb=287 g=57503 m=0 T=0 st=3
C rg=3 rb=288 g=57503 m=0 T=0 st=3
C rg=3 rb=289 g=57503 m=0 T=0 st=3
C rg=3 rb=290 g=57503 m=0 T=0 st=3
C rg=3 rb=291 g=57503 m=0 T=0 st=3
C rg=3 rb=292 g=57503 m=0 T=0 st=3
C rg=3 rb=293 g=57503 m=0 T=0 st=3
C rg=3 rb=294 g=57503 m=0 T=0 st=3
C rg=3 rb=295 g=57503 m=0 T=0 st=3
C rg=3 rb=296 g=57503 m=0 T=0 st=3
C rg=3 rb=297 g=57503 m=0 T=0 st=3
C rg=3 rb=298 g=57503 m=0 T=0 st=3
C rg=3 rb=299 g=57503 m=0 T=0 st=3
C rg=3 rb=300 g=57503 m=0 T=0 st=3
C rg=3 rb=301 g=57503 m=0 T=0 st=3
C rg=3 rb=302 g=57503 m=0 T=0 st=3
C rg=3 rb=303 g=57503 m=0 T=0 st=3
C rg=3 rb=304 g=57503 m=0 T=0 st=3
C rg=3 rb=305 g=57503 m=0 T=0 st=3
C rg=3 rb=306 g=57503 m=0 T=0 st=3
C rg=3 rb=307 g=57503 m=0 T=0 st=3
C rg=3 rb=308 g=57503 m=0 T=0 st=3
C rg=3 rb=309 g=57503 m=0 T=0 st=3
C rg=3 rb=310 g=57503 m=0 T=0 st=3
C rg=3 rb=311 g=57503 m=0 T=0 st=3
C rg=3 rb=312 g=57503 m=0 T=0 st=3
C rg=3 rb=313 g=57503 m=0 T=0 st=3
C rg=3 rb=314 g=57503 m=0 T=0 st=3
C rg=3 rb=315 g=57503 m=0 T=0 st=3
C rg=3 rb=316 g=57503 m=0 T=0 st=3
C rg=3 rb=317 g=57503 m=0 T=0 st=3
C rg=3 rb=318 g=57503 m=0 T=0 st=3
C rg=3 rb=319 g=57503 m=0 T=0 st=3
C rg=3 rb=320 g=57503 m=0 T=0 st=3
C rg=3 rb=321 g=57503 m=0 T=0 st=3
C rg=3 rb=322 g=57503 m=0 T=0 st=3
C rg=3 rb=323 g=57503 m=0 T=0 st=3
C rg=3 rb=324 g=57503 m=0 T=0 st=3
C rg=3 rb=325 g=57503 m=0 T=0 st=3
C rg=3 rb=326 g=57503 m=0 T=0 st=3
C rg=3 rb=327 g=57503 m=0 T=0 st=3
C rg=3 rb=328 g=57503 m=0 T=0 st=3
C rg=3 rb=329 g=57503 m=0 T=0 st=3
C rg=3 rb=330 g=57503 m=0 T=0 st=3
C rg=3 rb=331 g=57503 m=0 T=0 st=3
C rg=3 rb=332 g=57503 m=0 T=0 st=3
C rg=3 rb=333 g=57503 m=0 T=0 st=3
C rg=3 rb=334 g=57503 m=0 T=0 st=3
C rg=3 rb=335 g=57503 m=0 T=0 st=3
C rg=3 rb=336 g=57503 m=0 T=0 st=3
C rg=3 rb=337 g=57503 m=0 T=0 st=3
C rg=3 rb=338 g=57503 m=0 T=0 st=3
C rg=3 rb=339 g=57503 m=0 T=0 st=3
C rg=3 rb=340 g=57503 m=0 T=0 st=3
C rg=3 rb=341 g=57503 m=0 T=0 st=3
C rg=3 rb=342 g=57503 m=0 T=0 st=3
C rg=3 rb=343 g=57503 m=0 T=0 st=3
C rg=3 rb=344 g=57503 m=0 T=0 st=3
C rg=3 rb=345 g=57503 m=0 T=0 st=3
C rg=3 rb=346 g=57503 m=0 T=0 st=3
C rg=3 rb=347 g=57503 m=0 T=0 st=3
C rg=3 rb=348 g=57503 m=0 T=0 st=3
C rg=3 rb=349 g=57503 m=0 T=0 st=3
C rg=3 rb=350 g=57503 m=0 T=0 st=3
C rg=3 rb=351 g=57503 m=0 T=0 st=3
C rg=3 rb=352 g=57503 m=0 T=0 st=3
C rg=3 rb=353 g=57503 m=0 T=0 st=3
C rg=3 rb=354 g=57503 m=0 T=0 st=3
C rg=3 rb=355 g=57503 m=0 T=0 st=3
C rg=3 rb=356 g=57503 m=0 T=0 st=3
C rg=3 rb=357 g=57503 m=0 T=0 st=3
C rg=3 rb=358 g=57503 m=0 T=0 st=3
C rg=3 rb=359 g=57503 m=0 T=0 st=3
C rg=3 rb=360 g=57503 m=0 T=0 st=3
C rg=3 rb=361 g=57503 m=0 T=0 st=3
C rg=3 rb=362 g=57503 m=0 T=0 st=3
C rg=3 rb=363 g=57503 m=0 T=0 st=3
C rg=3 rb=364 g=57503 m=0 T=0 st=3
C rg=3 rb=365 g=57503 m=0 T=0 st=3
C rg=3 rb=366 g=57503 m=0 T=0 st=3
C rg=3 rb=367 g=57503 m=0 T=0 st=3
C rg=3 rb=368 g=57503 m=0 T=0 st=3
C rg=3 rb=369 g=57503 m=0 T=0 st=3
C rg=3 rb=370 g=57503 m=0 T=0 st=3
C rg=3 rb=371 g=57503 m=0 T=0 st=3
C rg=3 rb=372 g=57503 m=0 T=0 st=3
C rg=3 rb=373 g=57503 m=0 T=0 st=3
C rg=3 rb=374 g=57503 m=0 T=0 st=3
C rg=3 rb=375 g=57503 m=0 T=0 st=3
C rg=3 rb=376 g=57503 m=0 T=0 st=3
C rg=3 rb=377 g=57503 m=0 T=0 st=3
C rg=3 rb=378 g=57503 m=0 T=0 st=3
C rg=3 rb=379 g=57503 m=0 T=0 st=3
C rg=3 rb=380 g=57503 m=0 T=0 st=3
C rg=3 rb=381 g=57503 m=0 T=0 st=3
C rg=3 rb=382 g=57503 m=0 T=0 st=3
C rg=3 rb=383 g=57503 m=0 T=0 st=3
C rg=3 rb=384 g=57503 m=0 T=0 st=3
C rg=3 rb=385 g=57503 m=0 T=0 st=3
C rg=3 rb=386 g=57503 m=0 T=0 st=3
C rg=3 rb=387 g=57503 m=0 T=0 st=3
C rg=3 rb=388 g=57503 m=0 T=0 st=3
C rg=3 rb=389 g=57503 m=0 T=0 st=3
C rg=3 rb=390 g=57503 m=0 T=0 st=3
C rg=3 rb=391 g=57503 m=0 T=0 st=3
C rg=3 rb=392 g=57503 m=0 T=0 st=3
C rg=3 rb=393 g=57503 m=0 T=0 st=3
C rg=3 rb=394 g=57503 m=0 T=0 st=3
C rg=3 rb=395 g=57503 m=0 T=0 st=3
C rg=3 rb=396 g=57503 m=0 T=0 st=3
C rg=3 rb=397 g=57503 m=0 T=0 st=3
C rg=3 rb=398 g=57503 m=0 T=0 st=3
C rg=3 rb=399 g=57503 m=0 T=0 st=3
C rg=3 rb=400 g=57503 m=0 T=0 st=3
C rg=3 rb=401 g=57503 m=0 T=0 st=3
C rg=3 rb=402 g=57503 m=0 T=0 st=3
C rg=3 rb=403 g=57503 m=0 T=0 st=3
C rg=3 rb=404 g=57503 m=0 T=0 st=3
C rg=3 rb=405 g=57503 m=0 T=0 st=3
C rg=3 rb=406 g=57503 m=0 T=0 st=3
C rg=3 rb=407 g=57503 m=0 T=0 st=3
C rg=3 rb=408 g=57503 m=0 T=0 st=3
C rg=3 rb=409 g=57503 m=0 T=0 st=3
C rg=3 rb=410 g=57503 m=0 T=0 st=3
C rg=3 rb=411 g=57503 m=0 T=0 st=3
C rg=3 rb=412 g=57503 m=0 T=0 st=3
C rg=3 rb=413 g=57503 m=0 T=0 st=3
C rg=3 rb=414 g=57503 m=0 T=0 st=3
C rg=3 rb=415 g=57503 m=0 T=0 st=3
C rg=3 rb=416 g=57503 m=0 T=0 st=3
C rg=3 rb=417 g=57503 m=0 T=0 st=3
C rg=3 rb=418 g=57503 m=0 T=0 st=3
C rg=3 rb=419 g=57503 m=0 T=0 st=3
C rg=3 rb=420 g=57503 m=0 T=0 st=3
C rg=3 rb=421 g=57503 m=0 T=0 st=3
C rg=3 rb=422 g=57503 m=0 T=0 st=3
C rg=3 rb=423 g=57503 m=0 T=0 st=3
C rg=3 rb=424 g=57503 m=0 T=0 st=3
C rg=3 rb=425 g=57503 m=0 T=0 st=3
C rg=3 rb=426 g=57503 m=0 T=0 st=3
C rg=3 rb=427 g=57503 m=0 T=0 st=3
C rg=3 rb=428 g=57503 m=0 T=0 st=3
C rg=3 rb=429 g=57503 m=0 T=0 st=3
C rg=3 rb=430 g=57503 m=0 T=0 st=3
C rg=3 rb=431 g=57503 m=0 T=0 st=3
C rg=3 rb=432 g=57503 m=0 T=0 st=3
C rg=3 rb=433 g=57503 m=0 T=0 st=3
C rg=3 rb=434 g=57503 m=0 T=0 st=3
C rg=3 rb=435 g=57503 m=0 T=0 st=3
C rg=3 rb=436 g=57503 m=0 T=0 st=3
C rg=3 rb=437 g=57503 m=0 T=0 st=3
C rg=3 rb=438 g=57503 m=0 T=0 st=3
C rg=3 rb=439 g=57503 m=0 T=0 st=3
C rg=3 rb=440 g=57503 m=0 T=0 st=3
C rg=3 rb=441 g=57503 m=0 T=0 st=3
C rg=3 rb=442 g=57503 m=0 T=0 st=3
C rg=3 rb=443 g=57503 m=0 T=0 st=3
C rg=3 rb=444 g=57503 m=0 T=0 st=3
C rg=3 rb=445 g=57503 m=0 T=0 st=3
C rg=3 rb=446 g=57503 m=0 T=0 st=3
C rg=3 rb=447 g=57503 m=0 T=0 st=3
C rg=3 rb=448 g=57503 m=0 T=0 st=3
C rg=3 rb=449 g=57503 m=0 T=0 st=3
C rg=3 rb=450 g=57503 m=0 T=0 st=3
C rg=3 rb=451 g=57503 m=0 T=0 st=3
C rg=3 rb=452 g=57503 m=0 T=0 st=3
C rg=3 rb=453 g=57503 m=0 T=0 st=3
C rg=3 rb=454 g=57503 m=0 T=0 st=3
C rg=3 rb=455 g=57503 m=0 T=0 st=3
C rg=3 rb=456 g=57503 m=0 T=0 st=3
C rg=3 rb=457 g=57503 m=0 T=0 st=3
C rg=3 rb=458 g=57503 m=0 T=0 st=3
C rg=3 rb=459 g=57503 m=0 T=0 st=3
C rg=3 rb=460 g=57503 m=0 T=0 st=3
C rg=3 rb=461 g=57503 m=0 T=0 st=3
C rg=3 rb=462 g=57503 m=0 T=0 st=3
C rg=3 rb=463 g=57503 m=0 T=0 st=3
C rg=3 rb=464 g=57503 m=0 T=0 st=3
C rg=3 rb=465 g=57503 m=0 T=0 st=3
C rg=3 rb=466 g=57503 m=0 T=0 st=3
C rg=3 rb=467 g=57503 m=0 T=0 st=3
C rg=3 rb=468 g=57503 m=0 T=0 st=3
C rg=3 rb=469 g=57503 m=0 T=0 st=3
C rg=3 rb=470 g=57503 m=0 T=0 st=3
C rg=3 rb=471 g=57503 m=0 T=0 st=3
C rg=3 rb=472 g=57503 m=0 T=0 st=3
C rg=3 rb=473 g=57503 m=0 T=0 st=3
C rg=3 rb=474 g=57503 m=0 T=0 st=3
C rg=3 rb=475 g=57503 m=0 T=0 st=3
C rg=3 rb=476 g=57503 m=0 T=0 st=3
C rg=3 rb=477 g=57503 m=0 T=0 st=3
C rg=3 rb=478 g=57503 m=0 T=0 st=3
C rg=3 rb=479 g=57503 m=0 T=0 st=3
C rg=3 rb=480 g=57503 m=0 T=0 st=3
C rg=3 rb=481 g=57503 m=0 T=0 st=3
C rg=3 rb=482 g=57503 m=0 T=0 st=3
C rg=3 rb=483 g=57503 m=0 T=0 st=3
C rg=3 rb=484 g=57503 m=0 T=0 st=3
C rg=3 rb=485 g=57503 m=0 T=0 st=3
C rg=3 rb=486 g=57503 m=0 T=0 st=3
C rg=3 rb=487 g=57503 m=0 T=0 st=3
C rg=3 rb=488 g=57503 m=0 T=0 st=3
C rg=3 rb=489 g=57503 m=0 T=0 st=3
C rg=3 rb=490 g=57503 m=0 T=0 st=3
C rg=3 rb=491 g=57503 m=0 T=0 st=3
C rg=3 rb=492 g=57503 m=0 T=0 st=3
C rg=3 rb=493 g=57503 m=0 T=0 st=3
C rg=3 rb=494 g=57503 m=0 T=0 st=3
C rg=3 rb=495 g=57503 m=0 T=0 st=3
C rg=3 rb=496 g=57503 m=0 T=0 st=3
C rg=3 rb=497 g=57503 m=0 T=0 st=3
C rg=3 rb=498 g=57503 m=0 T=0 st=3
C rg=3 rb=499 g=57503 m=0 T=0 st=3
C rg=3 rb=500 g=57503 m=0 T=0 st=3
C rg=3 rb=501 g=57503 m=0 T=0 st=3
C rg=3 rb=502 g=57503 m=0 T=0 st=3
C rg=3 rb=503 g=57503 m=0 T=0 st=3
C rg=3 rb=504 g=57503 m=0 T=0 st=3
C rg=3 rb=505 g=57503 m=0 T=0 st=3
C rg=3 rb=506 g=57503 m=0 T=0 st=3
C rg=3 rb=507 g=57503 m=0 T=0 st=3
C rg=3 rb=508 g=57503 m=0 T=0 st=3
C rg=3 rb=509 g=57503 m=0 T=0 st=3
C rg=3 rb=510 g=57503 m=0 T=0 st=3
C rg=3 rb=511 g=57503 m=0 T=0 st=3
C rg=3 rb=512 g=57503 m=0 T=0 st=3
C rg=3 rb=513 g=57503 m=0 T=0 st=3
C rg=3 rb=514 g=57503 m=0 T=0 st=3
C rg=3 rb=515 g=57503 m=0 T=0 st=3
C rg=3 rb=516 g=57503 m=0 T=0 st=3
C rg=3 rb=517 g=57503 m=0 T=0 st=3
C rg=3 rb=518 g=57503 m=0 T=0 st=3
C rg=3 rb=519 g=57503 m=0 T=0 st=3
C rg=3 rb=520 g=57503 m=0 T=0 st=3
C rg=3 rb=521 g=57503 m=0 T=0 st=3
C rg=3 rb=522 g=57503 m=0 T=0 st=3
C rg=3 rb=523 g=57503 m=0 T=0 st=3
C rg=3 rb=524 g=57503 m=0 T=0 st=3
C rg=3 rb=525 g=57503 m=0 T=0 st=3
C rg=3 rb=526 g=57503 m=0 T=0 st=3
C rg=3 rb=527 g=57503 m=0 T=0 st=3
C rg=3 rb=528 g=57503 m=0 T=0 st=3
C rg=3 rb=529 g=57503 m=0 T=0 st=3
C rg=3 rb=530 g=57503 m=0 T=0 st=3
C rg=3 rb=531 g=57503 m=0 T=0 st=3
C rg=3 rb=532 g=57503 m=0 T=0 st=3
C rg=3 rb=533 g=57503 m=0 T=0 st=3
C rg=3 rb=534 g=57503 m=0 T=0 st=3
C rg=3 rb=535 g=57503 m=0 T=0 st=3
C rg=3 rb=536 g=57503 m=0 T=0 st=3
C rg=3 rb=537 g=57503 m=0 T=0 st=3
