name,clip,seal_match,byte_identical,deterministic,sem_rms,sem_corr,sem_maxd,size_match,stage
lowf0-ptdb-000-M09_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-000-M09_sa1.wav,True,True,True,140.19183549418642,0.9934875012871053,2491.0,True,done
lowf0-ptdb-001-M03_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-001-M03_sa2.wav,True,True,True,139.48110978334864,0.9930803487806167,4198.0,True,done
lowf0-ptdb-002-M03_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-002-M03_sa1.wav,True,True,True,120.027533405924,0.9931339456557247,2216.0,True,done
lowf0-ptdb-003-M09_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-003-M09_sa2.wav,True,True,True,206.97121982714094,0.9879445531382647,6858.0,True,done
lowf0-ptdb-004-M06_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-004-M06_sa2.wav,True,True,True,178.41915573667208,0.9938607620417017,4856.0,True,done
lowf0-ptdb-005-M01_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-005-M01_sa2.wav,True,True,True,229.5629577955397,0.9909354599461431,6972.0,True,done
lowf0-ptdb-006-M01_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-006-M01_sa1.wav,True,True,True,177.62295487851011,0.9937706989150241,3523.0,True,done
lowf0-ptdb-007-M06_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-007-M06_sa1.wav,True,True,True,172.14963022965986,0.9943480300021079,3336.0,True,done
lowf0-ptdb-008-M02_si642,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-008-M02_si642.wav,True,True,True,100.98333815552947,0.993164363178341,2480.0,True,done
lowf0-ptdb-009-M01_si455,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-009-M01_si455.wav,True,True,True,68.2018325539631,0.9926449281758265,1877.0,True,done
lowf0-ptdb-010-M01_si456,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-010-M01_si456.wav,True,True,True,56.51657096507885,0.9925885688502735,1251.0,True,done
lowf0-ptdb-011-M01_si454,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-011-M01_si454.wav,True,True,True,66.17043598646949,0.9950206608030151,1407.0,True,done
lowf0-ptdb-012-M05_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-012-M05_sa1.wav,True,True,True,142.28290052677772,0.9886051427424448,5258.0,True,done
lowf0-ptdb-013-M02_si643,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-013-M02_si643.wav,True,True,True,77.28468995594989,0.9926959583869945,2022.0,True,done
lowf0-ptdb-014-M02_si644,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-014-M02_si644.wav,True,True,True,81.75647302767041,0.9890492655781338,2440.0,True,done
lowf0-ptdb-015-M01_si458,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-015-M01_si458.wav,True,True,True,100.75400041010509,0.9940051344769537,1557.0,True,done
lowf0-ptdb-016-M01_si459,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-016-M01_si459.wav,True,True,True,88.11885711691815,0.9944534927586791,1705.0,True,done
lowf0-ptdb-017-M01_si457,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-017-M01_si457.wav,True,True,True,50.17504154109684,0.9937503432664062,955.0,True,done
lowf0-ptdb-018-M02_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-018-M02_sa1.wav,True,True,True,86.51145006990276,0.9939192515872196,1737.0,True,done
lowf0-ptdb-019-M05_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-019-M05_sa2.wav,True,True,True,143.11055202106252,0.9894759228730623,6096.0,True,done
lowf0-ptdb-020-M08_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-020-M08_sa2.wav,True,True,True,125.73871351774483,0.991736160856281,3047.0,True,done
lowf0-ptdb-021-M02_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-021-M02_sa2.wav,True,True,True,98.64963343505514,0.9925935338705382,3187.0,True,done
lowf0-ptdb-022-M07_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-022-M07_sa1.wav,True,True,True,177.35971621041898,0.9923056991821508,4585.0,True,done
lowf0-ptdb-023-M01_si453,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-023-M01_si453.wav,True,True,True,82.83828195294794,0.9930505022368008,2254.0,True,done
lowf0-ptdb-024-M01_si460,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-024-M01_si460.wav,True,True,True,99.58218846010264,0.9934034539932632,1586.0,True,done
lowf0-ptdb-025-M08_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-025-M08_sa1.wav,True,True,True,120.01911854503236,0.992755109817925,3471.0,True,done
lowf0-ptdb-026-M07_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-026-M07_sa2.wav,True,True,True,87.89501723318432,0.9898421060662899,3022.0,True,done
lowf0-ptdb-027-M10_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-027-M10_sa1.wav,True,True,True,179.63002941988222,0.9941135892856084,2872.0,True,done
lowf0-ptdb-028-M10_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-028-M10_sa2.wav,True,True,True,189.63309569831682,0.9912306409547489,5615.0,True,done
lowf0-ptdb-029-M04_sa1,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-029-M04_sa1.wav,True,True,True,131.77506487707,0.9936686765896879,3791.0,True,done
lowf0-ptdb-030-M04_sa2,/home/hatch/workspace/audio_longhorizon/corpus/lowf0/lowf0-ptdb-030-M04_sa2.wav,True,True,True,187.8543414601914,0.9851212738620162,5503.0,True,done
prosody-cremad-1001-ANG,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1001-ANG.wav,True,True,True,139.12379587997307,0.9978376558235093,3163.0,True,done
prosody-cremad-1002-DIS,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1002-DIS.wav,True,True,True,35.139894609701145,0.9976421972504544,995.0,True,done
prosody-cremad-1003-FEA,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1003-FEA.wav,True,True,True,29.79219718812798,0.9980578087606852,593.0,True,done
prosody-cremad-1004-HAP,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1004-HAP.wav,True,True,True,61.12339765461491,0.9977450121521294,1559.0,True,done
prosody-cremad-1005-NEU,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1005-NEU.wav,True,True,True,64.13949134225652,0.996661371944354,2120.0,True,done
prosody-cremad-1006-SAD,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1006-SAD.wav,True,True,True,25.82714504886269,0.9980738011601625,650.0,True,done
prosody-cremad-1007-ANG,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1007-ANG.wav,True,True,True,841.5211019060657,0.9876435505454145,30105.0,True,done
prosody-cremad-1008-DIS,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1008-DIS.wav,True,True,True,84.52062059661652,0.997638213369116,2023.0,True,done
prosody-cremad-1009-FEA,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1009-FEA.wav,True,True,True,129.12252589448966,0.9986380036322022,1565.0,True,done
prosody-cremad-1010-HAP,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1010-HAP.wav,True,True,True,54.299932506657925,0.9978996970319562,1216.0,True,done
prosody-cremad-1011-NEU,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1011-NEU.wav,True,True,True,31.788557296413632,0.997819829421705,720.0,True,done
prosody-cremad-1012-SAD,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1012-SAD.wav,True,True,True,37.262120524309395,0.9965151220314027,1186.0,True,done
prosody-cremad-1013-ANG,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1013-ANG.wav,True,True,True,843.0809220620677,0.9862746785987444,45101.0,True,done
prosody-cremad-1014-DIS,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1014-DIS.wav,True,True,True,24.3607146125238,0.9972576622504737,925.0,True,done
prosody-cremad-1015-FEA,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1015-FEA.wav,True,True,True,67.44158028773727,0.9977794806383917,1820.0,True,done
prosody-cremad-1016-HAP,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1016-HAP.wav,True,True,True,141.18011063219754,0.9981289352713806,1851.0,True,done
prosody-cremad-1017-NEU,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1017-NEU.wav,True,True,True,51.05372740741743,0.9981824080587813,718.0,True,done
prosody-cremad-1018-SAD,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1018-SAD.wav,True,True,True,19.559819486083672,0.9984524877840435,367.0,True,done
prosody-cremad-1019-ANG,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1019-ANG.wav,True,True,True,255.372293720013,0.9938336432226814,3251.0,True,done
prosody-cremad-1020-DIS,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1020-DIS.wav,True,True,True,18.113729610829076,0.9981750092238004,344.0,True,done
prosody-cremad-1021-FEA,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1021-FEA.wav,True,True,True,15.65661296934431,0.997659507329473,604.0,True,done
prosody-cremad-1022-HAP,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1022-HAP.wav,True,True,True,76.71573357037684,0.99702939230878,3344.0,True,done
prosody-cremad-1023-NEU,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1023-NEU.wav,True,True,True,63.27378640885682,0.99813737517667,927.0,True,done
prosody-cremad-1024-SAD,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1024-SAD.wav,True,True,True,18.311718658096677,0.998019969953382,520.0,True,done
prosody-cremad-1025-ANG,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-cremad-1025-ANG.wav,True,True,True,73.74258564232574,0.9980124896967802,1130.0,True,done
prosody-emov-Amused-001,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Amused-001.wav,True,True,True,447.9879939507317,0.9877437909386901,21859.0,True,done
prosody-emov-Amused-002,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Amused-002.wav,True,True,True,271.57066832355383,0.992767612539079,12115.0,True,done
prosody-emov-Amused-009,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Amused-009.wav,True,True,True,860.353891362788,0.9758632253614492,39254.0,True,done
prosody-emov-Amused-010,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Amused-010.wav,True,True,True,567.0725802252255,0.9870396875148757,35796.0,True,done
prosody-emov-Amused-021,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Amused-021.wav,True,True,True,176.62810408266614,0.997541508126761,6689.0,True,done
prosody-emov-Angry-004,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Angry-004.wav,True,True,True,526.5164724451803,0.9889641609124519,19066.0,True,done
prosody-emov-Angry-005,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Angry-005.wav,True,True,True,290.53381125129977,0.995013880132071,8208.0,True,done
prosody-emov-Angry-006,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Angry-006.wav,True,True,True,431.39550122735756,0.9826462786726275,20968.0,True,done
prosody-emov-Angry-014,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Angry-014.wav,True,True,True,508.88388166809466,0.9925582754461875,39912.0,True,done
prosody-emov-Angry-015,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Angry-015.wav,True,True,True,183.67940742518417,0.9969089295600497,6282.0,True,done
prosody-emov-Disgusted-003,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Disgusted-003.wav,True,True,True,114.33471639948061,0.9978651082855035,4578.0,True,done
prosody-emov-Disgusted-004,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Disgusted-004.wav,True,True,True,355.7345169869853,0.9946646634652736,10778.0,True,done
prosody-emov-Disgusted-006,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Disgusted-006.wav,True,True,True,358.8243413145191,0.9934284602828886,11037.0,True,done
prosody-emov-Disgusted-013,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Disgusted-013.wav,True,True,True,386.0131593361184,0.9921511437195564,12057.0,True,done
prosody-emov-Disgusted-018,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Disgusted-018.wav,True,True,True,186.49560942199133,0.9973928069229155,5945.0,True,done
prosody-emov-Neutral-007,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Neutral-007.wav,True,True,True,809.7083311804071,0.9833059298905342,28261.0,True,done
prosody-emov-Neutral-008,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Neutral-008.wav,True,True,True,594.372077268976,0.9918495012897512,46015.0,True,done
prosody-emov-Neutral-012,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Neutral-012.wav,True,True,True,436.115470387425,0.9953763056844568,33188.0,True,done
prosody-emov-Neutral-016,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Neutral-016.wav,True,True,True,482.2614523811186,0.9931643892698636,24606.0,True,done
prosody-emov-Neutral-017,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Neutral-017.wav,True,True,True,500.1195894311759,0.9910174896838959,27996.0,True,done
prosody-emov-Sleepy-000,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Sleepy-000.wav,True,True,True,699.9682481396053,0.985948265821207,44047.0,True,done
prosody-emov-Sleepy-003,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Sleepy-003.wav,True,True,True,408.7651370367636,0.9909181344391572,25947.0,True,done
prosody-emov-Sleepy-011,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Sleepy-011.wav,True,True,True,467.8701716833639,0.9957680245839026,11973.0,True,done
prosody-emov-Sleepy-019,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Sleepy-019.wav,True,True,True,656.8836325461481,0.9906522722814789,46054.0,True,done
prosody-emov-Sleepy-020,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-emov-Sleepy-020.wav,True,True,True,480.7998227258449,0.9927396182594338,26675.0,True,done
prosody-mir1k-ABJones_1_lyrics,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-ABJones_1_lyrics.wav,True,True,True,60.24778427630415,0.9962154057007955,4131.0,True,done
prosody-mir1k-Ani_5_03_m,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-Ani_5_03_m.wav,True,True,True,178.9046285282847,0.9977324943583141,4275.0,True,done
prosody-mir1k-Ani_5_08,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-Ani_5_08.wav,True,True,True,119.00658822441859,0.9992538167466054,2307.0,True,done
prosody-mir1k-abjones_3_09_v,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-abjones_3_09_v.wav,True,True,True,222.0050170420406,0.9986627722676986,4234.0,True,done
prosody-mir1k-amy_12,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-amy_12.wav,True,True,True,250.53671368183612,0.9962225750724562,3813.0,True,done
prosody-mir1k-amy_14_05,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-amy_14_05.wav,True,True,True,126.8741072061793,0.9988542718040551,3255.0,True,done
prosody-mir1k-amy_16_06_m,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-amy_16_06_m.wav,True,True,True,161.1166371638108,0.9984794842499513,4409.0,True,done
prosody-mir1k-amy_1_07_m,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-amy_1_07_m.wav,True,True,True,151.09221663420536,0.9988444050128468,2087.0,True,done
prosody-mir1k-annar_3_02_m,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-annar_3_02_m.wav,True,True,True,189.83418701853972,0.9978566442321647,5043.0,True,done
prosody-mir1k-annar_4_07,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-annar_4_07.wav,True,True,True,151.35782484957738,0.9988967775274114,3697.0,True,done
prosody-mir1k-bobon_2_04_v,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-bobon_2_04_v.wav,True,True,True,334.39335772651043,0.9980259791150488,6790.0,True,done
prosody-mir1k-bug_5_04,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-bug_5_04.wav,True,True,True,144.22326701437365,0.9982100781804849,3557.0,True,done
prosody-mir1k-davidson_1_08_m,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-davidson_1_08_m.wav,True,True,True,114.37198696079624,0.9987139368743916,4228.0,True,done
prosody-mir1k-fdps_1_03_m,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-fdps_1_03_m.wav,True,True,True,134.13548303683038,0.9985952644973838,2204.0,True,done
prosody-mir1k-fdps_4_02_v,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-fdps_4_02_v.wav,True,True,True,253.52942327690525,0.9983504650690957,7776.0,True,done
prosody-mir1k-geniusturtle_3_03,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-geniusturtle_3_03.wav,True,True,True,152.67632644780386,0.997806915920559,3161.0,True,done
prosody-mir1k-geniusturtle_8_02_m,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-geniusturtle_8_02_m.wav,True,True,True,155.94333243106362,0.9984668150311187,2738.0,True,done
prosody-mir1k-jmzen_3_10_m,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-jmzen_3_10_m.wav,True,True,True,94.83020723420165,0.999423205718529,2139.0,True,done
prosody-mir1k-jmzen_4_05,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-jmzen_4_05.wav,True,True,True,110.62680517250662,0.999032724400247,2859.0,True,done
prosody-mir1k-leon_1_11_v,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-leon_1_11_v.wav,True,True,True,242.97891758344525,0.997788437393831,5122.0,True,done
prosody-mir1k-leon_7_06,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-leon_7_06.wav,True,True,True,130.07241576292657,0.9988823412242582,2916.0,True,done
prosody-mir1k-leon_8_12_m,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-leon_8_12_m.wav,True,True,True,180.69927766276712,0.9988543992804227,5226.0,True,done
prosody-mir1k-stool_2_05_v,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-stool_2_05_v.wav,True,True,True,197.7197476651739,0.9983172138210088,3520.0,True,done
prosody-mir1k-titon_4_05_v,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-titon_4_05_v.wav,True,True,True,331.8128392691502,0.9978693458121196,4212.0,True,done
prosody-mir1k-yifen_1_05,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-mir1k-yifen_1_05.wav,True,True,True,134.44048832886673,0.9980810406664525,3602.0,True,done
prosody-ravdess-1-03,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-1-03.wav,True,True,True,46.923776254119254,0.9916898954841628,1517.0,True,done
prosody-ravdess-1-06,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-1-06.wav,True,True,True,128.7914517098691,0.9921058393878188,4206.0,True,done
prosody-ravdess-10-05,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-10-05.wav,True,True,True,356.68437945185707,0.9925580623105157,9763.0,True,done
prosody-ravdess-11-06,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-11-06.wav,True,True,True,134.7976179045976,0.9932941431636865,2394.0,True,done
prosody-ravdess-12-07,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-12-07.wav,True,True,True,43.975289972594744,0.9927287654471828,1018.0,True,done
prosody-ravdess-13-08,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-13-08.wav,True,True,True,43.988905952539874,0.9902373135472313,1186.0,True,done
prosody-ravdess-14-02,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-14-02.wav,True,True,True,4.690708028927276,0.9927517360821071,158.0,True,done
prosody-ravdess-15-03,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-15-03.wav,True,True,True,91.69860160412271,0.9922090992794675,1639.0,True,done
prosody-ravdess-16-04,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-16-04.wav,True,True,True,38.3328390173681,0.9866423097592277,1116.0,True,done
prosody-ravdess-17-05,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-17-05.wav,True,True,True,236.7224886168147,0.9892494396960371,7417.0,True,done
prosody-ravdess-18-06,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-18-06.wav,True,True,True,132.95438962121202,0.9916205670971185,4186.0,True,done
prosody-ravdess-19-07,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-19-07.wav,True,True,True,50.376383564606535,0.99338617771911,993.0,True,done
prosody-ravdess-2-04,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-2-04.wav,True,True,True,20.30860442309077,0.9931862022457427,488.0,True,done
prosody-ravdess-20-08,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-20-08.wav,True,True,True,84.00233490595373,0.9930247548293011,1998.0,True,done
prosody-ravdess-21-02,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-21-02.wav,True,True,True,32.055002633714494,0.9877582605776841,849.0,True,done
prosody-ravdess-22-03,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-22-03.wav,True,True,True,114.70884740960915,0.9908489207151826,5011.0,True,done
prosody-ravdess-23-04,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-23-04.wav,True,True,True,42.25969103016354,0.9918328170540678,1126.0,True,done
prosody-ravdess-24-05,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-24-05.wav,True,True,True,210.07929734950656,0.9932246739753305,4003.0,True,done
prosody-ravdess-3-05,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-3-05.wav,True,True,True,391.3728231725886,0.9912091935508315,12263.0,True,done
prosody-ravdess-4-06,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-4-06.wav,True,True,True,148.00019287606713,0.9942874696257498,3763.0,True,done
prosody-ravdess-5-07,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-5-07.wav,True,True,True,13.881654906070297,0.9912941626108092,486.0,True,done
prosody-ravdess-6-08,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-6-08.wav,True,True,True,14.861469280690864,0.992213911788487,400.0,True,done
prosody-ravdess-7-02,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-7-02.wav,True,True,True,9.753690561806984,0.9931606540847826,317.0,True,done
prosody-ravdess-8-03,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-8-03.wav,True,True,True,75.24285909978352,0.991985108030901,2233.0,True,done
prosody-ravdess-9-04,/home/hatch/workspace/audio_longhorizon/corpus/prosody/prosody-ravdess-9-04.wav,True,True,True,7.342213156595372,0.9900776289020642,229.0,True,done
speech-e22-000,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-000.wav,True,True,True,127.59218745409034,0.9991684731283856,3136.0,True,done
speech-e22-001,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-001.wav,True,True,True,147.21923128096043,0.9985819595085845,4268.0,True,done
speech-e22-002,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-002.wav,True,True,True,161.76830878726264,0.9990220045185056,5557.0,True,done
speech-e22-003,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-003.wav,True,True,True,149.40543259072322,0.9993170582464725,3575.0,True,done
speech-e22-004,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-004.wav,True,True,True,150.7665593842727,0.9978984950878453,10518.0,True,done
speech-e22-005,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-005.wav,True,True,True,237.4654613004965,0.9976306523351224,5091.0,True,done
speech-e22-006,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-006.wav,True,True,True,124.91182787776413,0.9988498296667252,5184.0,True,done
speech-e22-007,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-007.wav,True,True,True,63.332161952916486,0.9992072483215199,2080.0,True,done
speech-e22-008,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-008.wav,True,True,True,76.04493347534253,0.9987416228372906,1108.0,True,done
speech-e22-009,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-009.wav,True,True,True,78.01801456855321,0.999416465466573,1640.0,True,done
speech-e22-010,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-010.wav,True,True,True,66.50357899773765,0.9989187466557109,2365.0,True,done
speech-e22-011,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-011.wav,True,True,True,73.99931457671165,0.9989034454629298,3003.0,True,done
speech-e22-012,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-012.wav,True,True,True,86.82117248073597,0.9991498078044225,1376.0,True,done
speech-e22-013,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-013.wav,True,True,True,75.60690783567104,0.9992091752514072,2608.0,True,done
speech-e22-014,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-014.wav,True,True,True,76.99589751862783,0.9992594218454829,3527.0,True,done
speech-e22-015,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-015.wav,True,True,True,86.8168222776294,0.999059630510491,3214.0,True,done
speech-e22-016,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-016.wav,True,True,True,658.9439930428284,0.9850269424900074,44399.0,True,done
speech-e22-017,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-017.wav,True,True,True,296.03711687800586,0.9980958540407555,6394.0,True,done
speech-e22-018,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-018.wav,True,True,True,196.57029583650373,0.9988512392379373,2535.0,True,done
